job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4898,18,512,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4898,18,512,4,nonexistent,1,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4953,15,510,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4953,15,510,4,nonexistent,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4906,15,513,5,success,0,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4906,15,513,5,success,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,17,516,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,17,516,0,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,17,518,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,17,518,1,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,14,517,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,14,517,1,failure,1,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4750,17,505,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4750,17,505,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,14,501,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,14,501,0,failure,1,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,17,510,4,nonexistent,0,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,17,510,4,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,23,525,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,23,525,1,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,20,517,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,20,517,1,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4611,23,508,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4611,23,508,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4618,20,508,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4618,20,508,0,failure,1,1
services,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4626,20,501,1,failure,0,1
services,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4626,20,501,1,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4626,20,501,1,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4626,20,501,1,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4579,23,504,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4579,23,504,2,nonexistent,1,1
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4618,20,508,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4618,20,508,0,failure,1,1
student,married,high.school,unknown,unknown,unknown,telephone,feb,thu,-1,4649,21,511,3,nonexistent,0,0
student,married,high.school,unknown,unknown,unknown,telephone,feb,thu,-1,4649,21,511,3,nonexistent,1,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4664,21,512,4,nonexistent,0,0
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4664,21,512,4,nonexistent,1,0
student,married,illiterate,unknown,unknown,unknown,telephone,may,fri,-1,4657,21,504,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,may,fri,-1,4657,21,504,4,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4563,20,505,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4563,20,505,2,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4478,23,510,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4478,23,510,2,nonexistent,1,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4485,23,502,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4485,23,502,2,nonexistent,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4478,20,502,2,nonexistent,0,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4478,20,502,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4618,17,500,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4618,17,500,0,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,17,502,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,17,502,1,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,14,501,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4626,14,501,1,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,11,516,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,11,516,0,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,11,518,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,11,518,1,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,8,517,1,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,8,517,1,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,8,501,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,8,501,0,failure,1,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,11,510,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,11,510,4,nonexistent,1,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,11,500,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,11,500,0,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,11,502,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,11,502,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,5,516,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,5,516,0,failure,1,0
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,5,504,2,nonexistent,0,0
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,5,504,2,nonexistent,1,0
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4961,6,507,3,nonexistent,0,1
housemaid,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4961,6,507,3,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,5,508,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,5,508,0,failure,1,0
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4868,5,502,2,nonexistent,0,1
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4868,5,502,2,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,5,500,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,5,500,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,1,501,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,1,501,0,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,26,487,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,26,487,1,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4875,26,471,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4875,26,471,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,26,493,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,26,493,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,485,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,485,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,470,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,470,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,26,438,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,26,438,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4875,28,443,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4875,28,443,1,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,26,453,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,26,453,3,nonexistent,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,26,443,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4719,26,443,1,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,26,477,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,26,477,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,26,454,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,26,454,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4548,26,439,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4548,26,439,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,407,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,407,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,378,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,30,378,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,375,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,30,375,0,failure,1,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,26,424,0,failure,0,1
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,26,424,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,26,408,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,26,408,0,failure,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,27,422,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,27,422,3,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,415,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,415,2,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,28,375,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4923,28,375,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,26,375,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,26,375,0,failure,1,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,27,393,4,nonexistent,0,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,27,393,4,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4750,27,396,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4750,27,396,2,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,28,379,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,28,379,2,nonexistent,1,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4781,26,383,4,nonexistent,0,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4781,26,383,4,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,28,407,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,28,407,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,26,407,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4376,26,407,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,28,375,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4533,28,375,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4438,26,381,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4438,26,381,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4298,26,375,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4298,26,375,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,30,362,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4875,30,362,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4845,30,344,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4845,30,344,0,failure,1,0
blue-collar,divorced,illiterate,no,no,no,cellular,jan,tue,-3,4875,32,346,1,failure,0,1
blue-collar,divorced,illiterate,no,no,no,cellular,jan,tue,-3,4875,32,346,1,failure,1,1
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4906,30,349,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4906,30,349,2,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,30,360,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,30,360,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,30,345,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,30,345,0,failure,1,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,28,361,0,failure,0,0
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,28,361,0,failure,1,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,28,368,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,28,368,4,nonexistent,1,0
student,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4922,26,367,3,nonexistent,0,0
student,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4922,26,367,3,nonexistent,1,0
entrepreneur,married,basic.9y,no,no,no,cellular,sep,wed,-2,4906,26,365,2,nonexistent,0,0
entrepreneur,married,basic.9y,no,no,no,cellular,sep,wed,-2,4906,26,365,2,nonexistent,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4922,27,351,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4922,27,351,3,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,26,361,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4704,26,361,0,failure,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4766,27,367,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4766,27,367,3,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4750,27,349,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4750,27,349,2,nonexistent,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4875,30,331,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4875,30,331,1,failure,1,0
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,30,314,0,failure,0,1
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4860,30,314,0,failure,1,1
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,318,2,nonexistent,0,1
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,30,318,2,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,30,330,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,30,330,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4704,30,314,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4704,30,314,0,failure,1,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,28,337,4,nonexistent,0,1
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4937,28,337,4,nonexistent,1,1
