status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,decision
A13,0,A34,A40,8899,A61,A74,4,A102,1,A123,1,A142,A151,4,A171,1,A192,A202,A92,1
A13,0,A34,A40,8899,A61,A74,4,A102,1,A123,0,A142,A151,4,A171,1,A192,A202,A92,1
A13,20,A33,A40,10699,A63,A72,4,A101,4,A122,1,A141,A151,1,A173,1,A192,A202,A92,1
A13,20,A33,A40,10699,A63,A72,4,A101,4,A122,0,A141,A151,1,A173,1,A192,A202,A92,1
A11,23,A34,A40,16199,A63,A72,4,A103,2,A121,0,A142,A151,3,A174,2,A192,A201,A92,1
A11,23,A34,A40,16199,A63,A72,4,A103,2,A121,1,A142,A151,3,A174,2,A192,A201,A92,1
A13,0,A34,A410,8168,A61,A74,3,A103,3,A122,0,A142,A152,4,A171,1,A191,A201,A92,1
A13,0,A34,A410,8168,A61,A74,3,A103,3,A122,1,A142,A152,4,A171,1,A191,A201,A92,1
A11,12,A33,A40,7099,A63,A72,4,A102,1,A121,1,A142,A151,4,A171,2,A191,A201,A92,1
A11,12,A33,A40,7099,A63,A72,4,A102,1,A121,0,A142,A151,4,A171,2,A191,A201,A92,1
A13,14,A34,A46,6099,A63,A74,2,A102,1,A122,1,A143,A151,1,A171,2,A191,A201,A92,1
A13,14,A34,A46,6099,A63,A74,2,A102,1,A122,0,A143,A151,1,A171,2,A191,A201,A92,1
A11,5,A34,A40,16899,A63,A72,4,A101,1,A122,1,A141,A151,1,A173,1,A192,A202,A92,1
A11,5,A34,A40,16899,A63,A72,4,A101,1,A122,0,A141,A151,1,A173,1,A192,A202,A92,1
A13,0,A33,A49,13900,A63,A72,1,A101,4,A121,0,A141,A151,1,A171,2,A192,A201,A92,1
A13,0,A33,A49,13900,A63,A72,1,A101,4,A121,1,A141,A151,1,A171,2,A192,A201,A92,1
A13,0,A33,A40,3400,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,3400,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,21,A33,A40,8764,A61,A72,4,A102,2,A123,0,A141,A151,1,A172,1,A192,A202,A92,1
A13,21,A33,A40,8764,A61,A72,4,A102,2,A123,1,A141,A151,1,A172,1,A192,A202,A92,1
A14,7,A33,A41,18999,A65,A72,1,A101,3,A123,0,A141,A151,4,A171,1,A191,A201,A91,1
A14,7,A33,A41,18999,A65,A72,1,A101,3,A123,1,A141,A151,4,A171,1,A191,A201,A91,1
A13,5,A33,A40,11799,A63,A72,4,A102,1,A123,1,A141,A151,4,A172,1,A192,A202,A92,1
A13,5,A33,A40,11799,A63,A72,4,A102,1,A123,0,A141,A151,4,A172,1,A192,A202,A92,1
A13,4,A33,A40,6510,A63,A72,4,A102,2,A121,1,A141,A151,3,A171,1,A192,A201,A92,1
A13,4,A33,A40,6510,A63,A72,4,A102,2,A121,0,A141,A151,3,A171,1,A192,A201,A92,1
A11,7,A33,A40,7499,A63,A72,4,A101,1,A121,1,A141,A153,4,A171,2,A191,A201,A92,1
A11,7,A33,A40,7499,A63,A72,4,A101,1,A121,0,A141,A153,4,A171,2,A191,A201,A92,1
A11,0,A30,A40,18099,A63,A72,4,A102,1,A123,0,A143,A153,2,A171,2,A192,A201,A92,1
A11,0,A30,A40,18099,A63,A72,4,A102,1,A123,1,A143,A153,2,A171,2,A192,A201,A92,1
A11,0,A30,A40,19999,A63,A72,1,A101,4,A121,1,A141,A151,4,A171,2,A191,A202,A92,1
A11,0,A30,A40,19999,A63,A72,1,A101,4,A121,0,A141,A151,4,A171,2,A191,A202,A92,1
A13,23,A30,A46,7900,A63,A72,1,A101,4,A121,0,A141,A151,1,A172,2,A191,A202,A92,1
A13,23,A30,A46,7900,A63,A72,1,A101,4,A121,1,A141,A151,1,A172,2,A191,A202,A92,1
A13,0,A33,A40,5100,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,5100,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A14,29,A30,A40,11999,A63,A72,2,A101,1,A121,1,A143,A153,1,A172,1,A192,A201,A92,1
A14,29,A30,A40,11999,A63,A72,2,A101,1,A121,0,A143,A153,1,A172,1,A192,A201,A92,1
A14,59,A30,A40,1083,A65,A71,1,A101,2,A121,0,A142,A153,3,A171,1,A191,A202,A91,1
A14,59,A30,A40,1083,A65,A71,1,A101,2,A121,1,A142,A153,3,A171,1,A191,A202,A91,1
A11,0,A33,A46,17199,A63,A74,3,A101,1,A123,1,A141,A153,3,A171,1,A191,A201,A92,1
A11,0,A33,A46,17199,A63,A74,3,A101,1,A123,0,A141,A153,3,A171,1,A191,A201,A92,1
A11,24,A33,A40,9599,A63,A72,1,A101,1,A122,0,A141,A151,1,A171,1,A191,A202,A92,1
A11,24,A33,A40,9599,A63,A72,1,A101,1,A122,1,A141,A151,1,A171,1,A191,A202,A92,1
A13,10,A33,A40,15499,A63,A72,4,A103,4,A121,1,A143,A152,2,A171,1,A191,A201,A92,1
A13,10,A33,A40,15499,A63,A72,4,A103,4,A121,0,A143,A152,2,A171,1,A191,A201,A92,1
A13,0,A34,A45,10999,A63,A72,1,A101,3,A123,1,A143,A153,3,A171,2,A191,A202,A92,1
A13,0,A34,A45,10999,A63,A72,1,A101,3,A123,0,A143,A153,3,A171,2,A191,A202,A92,1
A14,6,A30,A40,13699,A63,A72,3,A101,4,A121,0,A142,A151,4,A171,1,A192,A201,A92,1
A14,6,A30,A40,13699,A63,A72,3,A101,4,A121,1,A142,A151,4,A171,1,A192,A201,A92,1
A13,0,A33,A40,4200,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,4200,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A14,19,A30,A40,15700,A61,A72,4,A102,4,A121,0,A141,A151,4,A173,1,A192,A201,A92,1
A14,19,A30,A40,15700,A61,A72,4,A102,4,A121,1,A141,A151,4,A173,1,A192,A201,A92,1
A13,1,A33,A40,5700,A63,A72,1,A101,4,A123,1,A142,A153,4,A171,1,A191,A202,A92,1
A13,1,A33,A40,5700,A63,A72,1,A101,4,A123,0,A142,A153,4,A171,1,A191,A202,A92,1
A13,15,A33,A41,295,A65,A72,1,A102,4,A122,0,A141,A151,2,A172,1,A192,A202,A91,1
A13,15,A33,A41,295,A65,A72,1,A102,4,A122,1,A141,A151,2,A172,1,A192,A202,A91,1
A14,40,A33,A40,3100,A65,A72,4,A102,4,A123,0,A141,A151,3,A173,1,A191,A201,A92,1
A14,40,A33,A40,3100,A65,A72,4,A102,4,A123,1,A141,A151,3,A173,1,A191,A201,A92,1
A11,54,A33,A42,17500,A63,A74,3,A103,4,A123,1,A143,A151,4,A173,2,A191,A202,A91,1
A11,54,A33,A42,17500,A63,A74,3,A103,4,A123,0,A143,A151,4,A173,2,A191,A202,A91,1
A13,0,A33,A40,3700,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,3700,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,18,A34,A40,8099,A63,A71,3,A101,2,A121,1,A142,A151,4,A172,1,A192,A202,A92,1
A13,18,A34,A40,8099,A63,A71,3,A101,2,A121,0,A142,A151,4,A172,1,A192,A202,A92,1
A11,32,A30,A410,645,A63,A74,1,A102,4,A123,1,A142,A153,4,A171,1,A191,A201,A91,1
A11,32,A30,A410,645,A63,A74,1,A102,4,A123,0,A142,A153,4,A171,1,A191,A201,A91,1
A11,21,A30,A41,11600,A63,A72,2,A101,1,A122,0,A143,A153,3,A173,2,A191,A202,A92,1
A11,21,A30,A41,11600,A63,A72,2,A101,1,A122,1,A143,A153,3,A173,2,A191,A202,A92,1
A13,18,A34,A44,15100,A63,A72,3,A103,3,A121,0,A141,A151,3,A171,1,A191,A202,A91,1
A13,18,A34,A44,15100,A63,A72,3,A103,3,A121,1,A141,A151,3,A171,1,A191,A202,A91,1
A13,0,A33,A40,2100,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,2100,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,16,A33,A45,16651,A61,A71,2,A101,3,A121,0,A143,A152,2,A172,1,A191,A201,A92,1
A13,16,A33,A45,16651,A61,A71,2,A101,3,A121,1,A143,A152,2,A172,1,A191,A201,A92,1
A11,19,A30,A40,6913,A63,A72,1,A101,1,A121,1,A143,A151,3,A171,1,A191,A202,A92,1
A11,19,A30,A40,6913,A63,A72,1,A101,1,A121,0,A143,A151,3,A171,1,A191,A202,A92,1
A13,1,A33,A40,17899,A63,A72,4,A101,1,A121,1,A141,A151,1,A171,2,A191,A202,A92,1
A13,1,A33,A40,17899,A63,A72,4,A101,1,A121,0,A141,A151,1,A171,2,A191,A202,A92,1
A13,1,A34,A40,17499,A61,A74,3,A101,1,A121,1,A141,A152,2,A171,2,A192,A202,A92,1
A13,1,A34,A40,17499,A61,A74,3,A101,1,A121,0,A141,A152,2,A171,2,A192,A202,A92,1
A13,0,A34,A40,11000,A63,A72,1,A101,2,A121,0,A142,A151,3,A171,1,A192,A202,A91,1
A13,0,A34,A40,11000,A63,A72,1,A101,2,A121,1,A142,A151,3,A171,1,A192,A202,A91,1
A13,7,A34,A40,19399,A63,A72,4,A103,3,A121,0,A143,A152,2,A174,2,A191,A201,A92,1
A13,7,A34,A40,19399,A63,A72,4,A103,3,A121,1,A143,A152,2,A174,2,A191,A201,A92,1
A14,74,A34,A49,1189,A63,A74,3,A103,4,A123,0,A143,A152,1,A174,2,A191,A202,A92,1
A14,74,A34,A49,1189,A63,A74,3,A103,4,A123,1,A143,A152,1,A174,2,A191,A202,A92,1
A14,0,A34,A40,12399,A63,A72,4,A101,1,A122,1,A141,A151,2,A171,1,A192,A201,A92,1
A14,0,A34,A40,12399,A63,A72,4,A101,1,A122,0,A141,A151,2,A171,1,A192,A201,A92,1
A14,31,A33,A40,14699,A63,A74,1,A101,1,A121,1,A143,A153,4,A171,1,A191,A201,A91,1
A14,31,A33,A40,14699,A63,A74,1,A101,1,A121,0,A143,A153,4,A171,1,A191,A201,A91,1
A11,0,A34,A40,13799,A63,A72,4,A102,1,A122,1,A142,A151,1,A171,2,A192,A201,A92,1
A11,0,A34,A40,13799,A63,A72,4,A102,1,A122,0,A142,A151,1,A171,2,A192,A201,A92,1
A14,17,A34,A40,16900,A63,A74,4,A102,3,A121,0,A142,A151,4,A173,1,A192,A201,A92,1
A14,17,A34,A40,16900,A63,A74,4,A102,3,A121,1,A142,A151,4,A173,1,A192,A201,A92,1
A13,16,A33,A41,8690,A61,A72,1,A101,4,A123,1,A141,A153,1,A171,1,A192,A202,A92,1
A13,16,A33,A41,8690,A61,A72,1,A101,4,A123,0,A141,A153,1,A171,1,A192,A202,A92,1
A13,13,A34,A40,2212,A61,A74,4,A103,4,A123,0,A141,A151,3,A172,2,A191,A201,A92,1
A13,13,A34,A40,2212,A61,A74,4,A103,4,A123,1,A141,A151,3,A172,2,A191,A201,A92,1
A11,10,A30,A40,17399,A63,A72,4,A102,1,A121,1,A142,A151,2,A173,1,A192,A201,A92,1
A11,10,A30,A40,17399,A63,A72,4,A102,1,A121,0,A142,A151,2,A173,1,A192,A201,A92,1
A11,9,A33,A40,18465,A63,A71,1,A101,1,A121,1,A141,A151,3,A171,1,A192,A201,A92,1
A11,9,A33,A40,18465,A63,A71,1,A101,1,A121,0,A141,A151,3,A171,1,A192,A201,A92,1
A11,8,A34,A46,12400,A63,A72,4,A102,1,A121,1,A142,A152,4,A174,1,A191,A201,A92,1
A11,8,A34,A46,12400,A63,A72,4,A102,1,A121,0,A142,A152,4,A174,1,A191,A201,A92,1
A13,1,A33,A40,15099,A63,A74,1,A101,1,A121,0,A142,A151,4,A171,1,A191,A202,A92,1
A13,1,A33,A40,15099,A63,A74,1,A101,1,A121,1,A142,A151,4,A171,1,A191,A202,A92,1
A11,15,A30,A46,19499,A63,A72,4,A102,1,A123,0,A141,A151,1,A171,1,A191,A202,A92,1
A11,15,A30,A46,19499,A63,A72,4,A102,1,A123,1,A141,A151,1,A171,1,A191,A202,A92,1
A11,11,A34,A40,3299,A63,A72,4,A101,1,A123,0,A141,A151,2,A171,1,A191,A202,A92,1
A11,11,A34,A40,3299,A63,A72,4,A101,1,A123,1,A141,A151,2,A171,1,A191,A202,A92,1
A13,1,A33,A44,18800,A63,A72,2,A103,4,A121,0,A143,A151,2,A171,1,A191,A201,A92,1
A13,1,A33,A44,18800,A63,A72,2,A103,4,A121,1,A143,A151,2,A171,1,A191,A201,A92,1
A13,8,A33,A410,16399,A63,A71,4,A103,4,A123,1,A143,A151,4,A171,1,A191,A201,A92,1
A13,8,A33,A410,16399,A63,A71,4,A103,4,A123,0,A143,A151,4,A171,1,A191,A201,A92,1
A13,6,A34,A45,5300,A61,A71,3,A101,1,A121,0,A142,A151,2,A171,2,A191,A201,A92,1
A13,6,A34,A45,5300,A61,A71,3,A101,1,A121,1,A142,A151,2,A171,2,A191,A201,A92,1
A13,0,A33,A40,4400,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,4400,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,3,A30,A41,9600,A63,A72,2,A102,1,A122,0,A143,A153,1,A171,2,A192,A201,A92,1
A13,3,A30,A41,9600,A63,A72,2,A102,1,A122,1,A143,A153,1,A171,2,A192,A201,A92,1
A11,0,A34,A40,16700,A65,A72,1,A101,3,A121,1,A141,A153,1,A172,1,A192,A201,A92,1
A11,0,A34,A40,16700,A65,A72,1,A101,3,A121,0,A141,A153,1,A172,1,A192,A201,A92,1
A13,6,A33,A43,2600,A63,A72,2,A101,3,A123,0,A142,A151,4,A171,1,A192,A202,A92,1
A13,6,A33,A43,2600,A63,A72,2,A101,3,A123,1,A142,A151,4,A171,1,A192,A202,A92,1
A14,7,A34,A45,12999,A63,A72,4,A101,4,A121,0,A143,A151,4,A171,1,A192,A201,A92,1
A14,7,A34,A45,12999,A63,A72,4,A101,4,A121,1,A143,A151,4,A171,1,A192,A201,A92,1
A14,80,A34,A45,1401,A61,A71,3,A102,3,A123,0,A143,A151,2,A171,2,A192,A202,A92,1
A14,80,A34,A45,1401,A61,A71,3,A102,3,A123,1,A143,A151,2,A171,2,A192,A202,A92,1
A13,2,A30,A41,13599,A63,A72,1,A101,1,A123,0,A141,A153,1,A171,2,A191,A202,A92,1
A13,2,A30,A41,13599,A63,A72,1,A101,1,A123,1,A141,A153,1,A171,2,A191,A202,A92,1
A11,0,A33,A40,3399,A63,A72,2,A101,1,A123,0,A141,A151,3,A171,1,A191,A201,A92,1
A11,0,A33,A40,3399,A63,A72,2,A101,1,A123,1,A141,A151,3,A171,1,A191,A201,A92,1
A13,9,A34,A40,7199,A63,A72,3,A102,3,A121,0,A141,A151,4,A171,2,A192,A202,A92,1
A13,9,A34,A40,7199,A63,A72,3,A102,3,A121,1,A141,A151,4,A171,2,A192,A202,A92,1
A11,14,A33,A40,11899,A63,A72,1,A101,4,A121,1,A143,A151,1,A171,2,A191,A201,A92,1
A11,14,A33,A40,11899,A63,A72,1,A101,4,A121,0,A143,A151,1,A171,2,A191,A201,A92,1
A11,12,A30,A40,15999,A63,A72,4,A102,1,A121,1,A142,A151,2,A173,1,A192,A201,A92,1
A11,12,A30,A40,15999,A63,A72,4,A102,1,A121,0,A142,A151,2,A173,1,A192,A201,A92,1
A13,0,A33,A40,2300,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,2300,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,8,A33,A40,9999,A63,A72,4,A102,1,A123,1,A141,A151,4,A172,1,A192,A202,A92,1
A13,8,A33,A40,9999,A63,A72,4,A102,1,A123,0,A141,A151,4,A172,1,A192,A202,A92,1
A13,0,A33,A40,6399,A63,A72,4,A101,1,A121,1,A142,A151,1,A171,2,A191,A201,A92,1
A13,0,A33,A40,6399,A63,A72,4,A101,1,A121,0,A142,A151,1,A171,2,A191,A201,A92,1
A11,8,A33,A40,10799,A63,A72,2,A101,1,A121,0,A143,A151,1,A171,1,A191,A201,A92,1
A11,8,A33,A40,10799,A63,A72,2,A101,1,A121,1,A143,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A43,8900,A63,A72,3,A103,1,A123,0,A143,A153,4,A171,1,A191,A201,A92,1
A13,0,A33,A43,8900,A63,A72,3,A103,1,A123,1,A143,A153,4,A171,1,A191,A201,A92,1
A11,19,A33,A41,5299,A63,A72,4,A101,1,A121,1,A141,A151,1,A171,1,A192,A201,A92,1
A11,19,A33,A41,5299,A63,A72,4,A101,1,A121,0,A141,A151,1,A171,1,A192,A201,A92,1
A14,79,A30,A41,1502,A65,A71,4,A103,3,A121,0,A141,A151,1,A171,1,A192,A201,A92,1
A14,79,A30,A41,1502,A65,A71,4,A103,3,A121,1,A141,A151,1,A171,1,A192,A201,A92,1
A11,30,A33,A40,15299,A63,A72,4,A102,1,A121,1,A141,A151,2,A171,1,A192,A202,A92,1
A11,30,A33,A40,15299,A63,A72,4,A102,1,A121,0,A141,A151,2,A171,1,A192,A202,A92,1
A14,4,A34,A40,14380,A63,A72,2,A101,2,A121,1,A141,A153,1,A171,1,A191,A201,A92,1
A14,4,A34,A40,14380,A63,A72,2,A101,2,A121,0,A141,A153,1,A171,1,A191,A201,A92,1
A13,21,A34,A40,2084,A61,A72,1,A102,2,A122,0,A143,A152,1,A172,2,A191,A201,A91,1
A13,21,A34,A40,2084,A61,A72,1,A102,2,A122,1,A143,A152,1,A172,2,A191,A201,A91,1
A13,0,A33,A40,3600,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,3600,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,9,A30,A40,7300,A65,A72,4,A102,4,A123,0,A141,A153,4,A171,1,A191,A202,A92,1
A13,9,A30,A40,7300,A65,A72,4,A102,4,A123,1,A141,A153,4,A171,1,A191,A202,A92,1
A13,0,A33,A40,3000,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,3000,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,43,A33,A40,845,A61,A71,3,A101,3,A121,0,A143,A151,1,A171,1,A192,A202,A92,1
A13,43,A33,A40,845,A61,A71,3,A101,3,A121,1,A143,A151,1,A171,1,A192,A202,A92,1
A14,29,A34,A41,14400,A63,A72,1,A101,3,A121,1,A141,A152,3,A172,2,A192,A202,A92,1
A14,29,A34,A41,14400,A63,A72,1,A101,3,A121,0,A141,A152,3,A172,2,A192,A202,A92,1
A13,29,A33,A41,12799,A63,A72,2,A102,1,A123,1,A141,A151,1,A172,2,A191,A202,A91,1
A13,29,A33,A41,12799,A63,A72,2,A102,1,A123,0,A141,A151,1,A172,2,A191,A202,A91,1
A13,9,A30,A410,6250,A63,A72,1,A102,1,A123,0,A141,A152,2,A172,2,A191,A201,A91,1
A13,9,A30,A410,6250,A63,A72,1,A102,1,A123,1,A141,A152,2,A172,2,A191,A201,A91,1
A13,0,A33,A41,14200,A63,A72,3,A103,2,A122,0,A143,A151,4,A172,2,A192,A201,A92,1
A13,0,A33,A41,14200,A63,A72,3,A103,2,A122,1,A143,A151,4,A172,2,A192,A201,A92,1
A13,0,A33,A40,3900,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,3900,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A14,80,A34,A40,1606,A65,A71,4,A103,4,A123,0,A141,A151,4,A171,1,A191,A202,A91,1
A14,80,A34,A40,1606,A65,A71,4,A103,4,A123,1,A141,A151,4,A171,1,A191,A202,A91,1
A13,24,A33,A46,1700,A63,A72,3,A101,4,A121,0,A141,A151,4,A172,2,A191,A202,A92,1
A13,24,A33,A46,1700,A63,A72,3,A101,4,A121,1,A141,A151,4,A172,2,A191,A202,A92,1
A13,0,A33,A40,3500,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,3500,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,3,A34,A42,12664,A63,A72,1,A101,4,A121,0,A143,A151,4,A174,1,A192,A202,A92,1
A13,3,A34,A42,12664,A63,A72,1,A101,4,A121,1,A143,A151,4,A174,1,A192,A202,A92,1
A13,0,A33,A40,2700,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,1
A13,0,A33,A40,2700,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,1
A13,18,A33,A49,18699,A63,A71,1,A101,3,A123,1,A143,A151,1,A173,2,A192,A201,A92,1
A13,18,A33,A49,18699,A63,A71,1,A101,3,A123,0,A143,A151,1,A173,2,A192,A201,A92,1
A13,1,A34,A46,5400,A63,A72,4,A101,4,A121,1,A143,A153,1,A171,1,A192,A201,A92,1
A13,1,A34,A46,5400,A63,A72,4,A101,4,A121,0,A143,A153,1,A171,1,A192,A201,A92,1
A13,0,A34,A43,20000,A61,A71,4,A102,4,A121,1,A141,A152,4,A172,2,A191,A201,A92,1
A13,0,A34,A43,20000,A61,A71,4,A102,4,A121,0,A141,A152,4,A172,2,A191,A201,A92,1
A14,60,A33,A46,938,A63,A74,4,A101,1,A121,1,A143,A152,2,A174,1,A192,A202,A92,1
A14,60,A33,A46,938,A63,A74,4,A101,1,A121,0,A143,A152,2,A174,1,A192,A202,A92,1
A13,0,A30,A40,14999,A63,A71,4,A102,1,A123,0,A143,A151,1,A171,2,A191,A201,A92,1
A13,0,A30,A40,14999,A63,A71,4,A102,1,A123,1,A143,A151,1,A171,2,A191,A201,A92,1
A14,24,A34,A41,500,A61,A72,4,A103,4,A123,1,A142,A151,4,A171,1,A192,A202,A92,1
A14,24,A34,A41,500,A61,A72,4,A103,4,A123,0,A142,A151,4,A171,1,A192,A202,A92,1
A11,26,A34,A40,7661,A65,A72,1,A103,1,A123,1,A142,A152,4,A171,1,A192,A202,A92,1
A11,26,A34,A40,7661,A65,A72,1,A103,1,A123,0,A142,A152,4,A171,1,A192,A202,A92,1
A11,5,A33,A40,15820,A63,A72,4,A102,1,A123,1,A141,A151,4,A171,1,A191,A202,A92,1
A11,5,A33,A40,15820,A63,A72,4,A102,1,A123,0,A141,A151,4,A171,1,A191,A202,A92,1
A13,10,A34,A40,19175,A65,A72,4,A103,1,A121,1,A141,A151,3,A171,2,A192,A202,A92,1
A13,10,A34,A40,19175,A65,A72,4,A103,1,A121,0,A141,A151,3,A171,2,A192,A202,A92,1
A11,18,A34,A40,6699,A63,A72,4,A101,1,A121,0,A141,A151,2,A171,2,A191,A202,A92,1
A11,18,A34,A40,6699,A63,A72,4,A101,1,A121,1,A141,A151,2,A171,2,A191,A202,A92,1
A13,13,A34,A48,10100,A61,A71,1,A102,1,A123,1,A143,A151,4,A171,1,A191,A202,A92,1
A13,13,A34,A48,10100,A61,A71,1,A102,1,A123,0,A143,A151,4,A171,1,A191,A202,A92,1
A13,5,A33,A40,9199,A63,A74,4,A102,2,A121,1,A141,A151,4,A171,1,A192,A201,A92,1
A13,5,A33,A40,9199,A63,A74,4,A102,2,A121,0,A141,A151,4,A171,1,A192,A201,A92,1
