age,campaign,contact,day_of_week,decision,default,duration,education,emp.var.rate,housing,job,loan,marital,month,pdays,poutcome,previous
0,28,telephone,(null),0,unknown,4914,professional.course,0,unknown,entrepreneur,unknown,single,nov,202,success,6
1,28,telephone,(null),0,unknown,4914,professional.course,0,unknown,entrepreneur,unknown,single,nov,202,success,6
0,31,telephone,(null),0,unknown,4914,professional.course,0,unknown,management,unknown,single,may,202,success,6
1,31,telephone,(null),0,unknown,4914,professional.course,0,unknown,management,unknown,single,may,202,success,6
0,31,telephone,(null),0,unknown,4906,professional.course,0,unknown,management,unknown,single,nov,193,success,5
1,31,telephone,(null),0,unknown,4906,professional.course,0,unknown,management,unknown,single,nov,193,success,5
0,30,cellular,mon,1,no,4689,basic.4y,-3,no,self-employed,no,divorced,jul,196,failure,0
1,30,cellular,mon,1,no,4689,basic.4y,-3,no,self-employed,no,divorced,jul,196,failure,0
0,26,cellular,wed,0,no,4790,basic.9y,-2,no,services,no,married,aug,198,nonexistent,2
1,26,cellular,wed,0,no,4790,basic.9y,-2,no,services,no,married,aug,198,nonexistent,2
0,31,telephone,thu,1,unknown,4805,high.school,-1,unknown,student,unknown,married,apr,197,nonexistent,3
1,31,telephone,thu,1,unknown,4805,high.school,-1,unknown,student,unknown,married,apr,197,nonexistent,3
0,30,cellular,wed,0,no,4712,basic.9y,-2,no,services,no,married,feb,198,nonexistent,2
1,30,cellular,wed,0,no,4712,basic.9y,-2,no,services,no,married,feb,198,nonexistent,2
0,29,telephone,thu,1,unknown,4766,high.school,-1,unknown,student,unknown,married,oct,191,nonexistent,3
1,29,telephone,thu,1,unknown,4766,high.school,-1,unknown,student,unknown,married,oct,191,nonexistent,3
0,31,telephone,thu,1,unknown,4766,high.school,-1,unknown,student,unknown,married,apr,191,nonexistent,3
1,31,telephone,thu,1,unknown,4766,high.school,-1,unknown,student,unknown,married,apr,191,nonexistent,3
0,28,telephone,fri,1,unknown,4742,illiterate,-1,unknown,technician,unknown,married,apr,192,nonexistent,4
1,28,telephone,fri,1,unknown,4742,illiterate,-1,unknown,technician,unknown,married,apr,192,nonexistent,4
0,30,cellular,wed,1,no,4735,basic.9y,-2,no,blue-collar,no,married,aug,198,nonexistent,2
1,30,cellular,wed,1,no,4735,basic.9y,-2,no,blue-collar,no,married,aug,198,nonexistent,2
0,31,telephone,fri,1,unknown,4781,illiterate,-1,unknown,housemaid,unknown,married,apr,200,nonexistent,4
1,31,telephone,fri,1,unknown,4781,illiterate,-1,unknown,housemaid,unknown,married,apr,200,nonexistent,4
0,28,telephone,fri,1,unknown,4742,illiterate,-1,unknown,housemaid,unknown,married,apr,200,nonexistent,4
1,28,telephone,fri,1,unknown,4742,illiterate,-1,unknown,housemaid,unknown,married,apr,200,nonexistent,4
0,30,telephone,(null),1,unknown,4812,professional.course,0,unknown,management,unknown,single,oct,193,success,5
1,30,telephone,(null),1,unknown,4812,professional.course,0,unknown,management,unknown,single,oct,193,success,5
0,30,cellular,mon,0,no,4533,basic.4y,-3,no,admin.,no,divorced,jan,204,failure,0
1,30,cellular,mon,0,no,4533,basic.4y,-3,no,admin.,no,divorced,jan,204,failure,0
0,26,cellular,mon,1,no,4611,basic.4y,-3,no,self-employed,no,divorced,jul,196,failure,0
1,26,cellular,mon,1,no,4611,basic.4y,-3,no,self-employed,no,divorced,jul,196,failure,0
0,30,cellular,tue,0,no,4618,basic.6y,-3,no,self-employed,no,divorced,jan,196,failure,0
1,30,cellular,tue,0,no,4618,basic.6y,-3,no,self-employed,no,divorced,jan,196,failure,0
0,26,cellular,tue,0,no,4540,basic.6y,-3,no,self-employed,no,divorced,jan,196,failure,0
1,26,cellular,tue,0,no,4540,basic.6y,-3,no,self-employed,no,divorced,jan,196,failure,0
0,30,cellular,mon,0,no,4533,basic.4y,-3,no,self-employed,no,divorced,jan,188,failure,0
1,30,cellular,mon,0,no,4533,basic.4y,-3,no,self-employed,no,divorced,jan,188,failure,0
0,26,cellular,wed,0,no,4556,basic.9y,-2,no,services,no,married,feb,192,nonexistent,2
1,26,cellular,wed,0,no,4556,basic.9y,-2,no,services,no,married,feb,192,nonexistent,2
0,30,cellular,tue,0,no,4618,basic.6y,-3,no,admin.,no,divorced,jul,196,failure,0
1,30,cellular,tue,0,no,4618,basic.6y,-3,no,admin.,no,divorced,jul,196,failure,0
0,26,cellular,tue,0,no,4626,basic.6y,-3,no,housemaid,no,divorced,aug,197,failure,1
1,26,cellular,tue,0,no,4626,basic.6y,-3,no,housemaid,no,divorced,aug,197,failure,1
0,27,cellular,wed,0,no,4641,basic.9y,-2,no,blue-collar,no,married,sep,198,nonexistent,2
1,27,cellular,wed,0,no,4641,basic.9y,-2,no,blue-collar,no,married,sep,198,nonexistent,2
0,30,cellular,tue,1,no,4548,basic.6y,-3,no,admin.,no,divorced,jan,196,failure,0
1,30,cellular,tue,1,no,4548,basic.6y,-3,no,admin.,no,divorced,jan,196,failure,0
0,30,cellular,mon,0,no,4533,basic.4y,-3,no,admin.,no,divorced,jul,188,failure,0
1,30,cellular,mon,0,no,4533,basic.4y,-3,no,admin.,no,divorced,jul,188,failure,0
0,30,telephone,fri,1,unknown,4641,illiterate,-1,unknown,housemaid,unknown,married,apr,192,nonexistent,4
1,30,telephone,fri,1,unknown,4641,illiterate,-1,unknown,housemaid,unknown,married,apr,192,nonexistent,4
0,27,cellular,wed,1,no,4422,basic.9y,-2,no,blue-collar,no,married,apr,192,nonexistent,2
1,27,cellular,wed,1,no,4422,basic.9y,-2,no,blue-collar,no,married,apr,192,nonexistent,2
0,26,cellular,mon,1,no,4298,basic.4y,-3,no,admin.,no,divorced,jan,196,failure,0
1,26,cellular,mon,1,no,4298,basic.4y,-3,no,admin.,no,divorced,jan,196,failure,0
0,14,cellular,mon,1,no,4923,basic.4y,-3,no,technician,no,divorced,jan,219,failure,0
1,14,cellular,mon,1,no,4923,basic.4y,-3,no,technician,no,divorced,jan,219,failure,0
0,16,cellular,tue,0,no,4938,illiterate,-3,no,housemaid,no,divorced,feb,220,failure,1
1,16,cellular,tue,0,no,4938,illiterate,-3,no,housemaid,no,divorced,feb,220,failure,1
0,18,cellular,wed,1,no,4953,professional.course,-2,no,blue-collar,no,married,mar,221,nonexistent,2
1,18,cellular,wed,1,no,4953,professional.course,-2,no,blue-collar,no,married,mar,221,nonexistent,2
0,19,telephone,thu,0,unknown,4961,basic.9y,-1,unknown,blue-collar,unknown,married,apr,224,nonexistent,3
1,19,telephone,thu,0,unknown,4961,basic.9y,-1,unknown,blue-collar,unknown,married,apr,224,nonexistent,3
0,17,cellular,wed,0,no,4868,basic.6y,-2,no,blue-collar,no,married,feb,223,nonexistent,2
1,17,cellular,wed,0,no,4868,basic.6y,-2,no,blue-collar,no,married,feb,223,nonexistent,2
0,15,cellular,tue,0,no,4774,basic.4y,-3,no,admin.,no,divorced,jan,223,failure,0
1,15,cellular,tue,0,no,4774,basic.4y,-3,no,admin.,no,divorced,jan,223,failure,0
0,1,cellular,mon,0,no,4923,basic.4y,-3,no,admin.,no,divorced,jan,239,failure,0
1,1,cellular,mon,0,no,4923,basic.4y,-3,no,admin.,no,divorced,jan,239,failure,0
0,3,cellular,tue,1,no,4938,basic.6y,-3,no,admin.,no,divorced,feb,235,failure,1
1,3,cellular,tue,1,no,4938,basic.6y,-3,no,admin.,no,divorced,feb,235,failure,1
0,2,cellular,tue,0,no,4930,basic.6y,-3,no,self-employed,no,divorced,jan,227,failure,0
1,2,cellular,tue,0,no,4930,basic.6y,-3,no,self-employed,no,divorced,jan,227,failure,0
0,2,cellular,tue,0,no,4852,basic.4y,-3,no,admin.,no,divorced,jul,227,failure,0
1,2,cellular,tue,0,no,4852,basic.4y,-3,no,admin.,no,divorced,jul,227,failure,0
0,5,cellular,wed,0,no,4953,professional.course,-2,no,blue-collar,no,married,mar,228,nonexistent,2
1,5,cellular,wed,0,no,4953,professional.course,-2,no,blue-collar,no,married,mar,228,nonexistent,2
0,4,cellular,wed,1,no,4868,basic.9y,-2,no,blue-collar,no,married,feb,229,nonexistent,2
1,4,cellular,wed,1,no,4868,basic.9y,-2,no,blue-collar,no,married,feb,229,nonexistent,2
0,1,cellular,mon,1,no,4923,illiterate,-3,no,self-employed,no,divorced,jul,219,failure,0
1,1,cellular,mon,1,no,4923,illiterate,-3,no,self-employed,no,divorced,jul,219,failure,0
0,2,cellular,tue,0,no,4852,illiterate,-3,no,self-employed,no,divorced,jan,219,failure,0
1,2,cellular,tue,0,no,4852,illiterate,-3,no,self-employed,no,divorced,jan,219,failure,0
0,3,cellular,tue,1,no,4938,illiterate,-3,no,housemaid,no,divorced,aug,220,failure,1
1,3,cellular,tue,1,no,4938,illiterate,-3,no,housemaid,no,divorced,aug,220,failure,1
0,7,telephone,thu,0,unknown,4961,basic.9y,-1,unknown,blue-collar,unknown,married,oct,224,nonexistent,3
1,7,telephone,thu,0,unknown,4961,basic.9y,-1,unknown,blue-collar,unknown,married,oct,224,nonexistent,3
0,9,telephone,fri,0,unknown,4976,basic.9y,-1,unknown,blue-collar,unknown,married,oct,221,nonexistent,4
1,9,telephone,fri,0,unknown,4976,basic.9y,-1,unknown,blue-collar,unknown,married,oct,221,nonexistent,4
0,3,cellular,tue,1,no,4860,basic.6y,-3,no,housemaid,no,divorced,aug,220,failure,1
1,3,cellular,tue,1,no,4860,basic.6y,-3,no,housemaid,no,divorced,aug,220,failure,1
0,4,cellular,wed,1,no,4868,basic.6y,-2,no,blue-collar,no,married,aug,223,nonexistent,2
1,4,cellular,wed,1,no,4868,basic.6y,-2,no,blue-collar,no,married,aug,223,nonexistent,2
0,8,telephone,fri,0,unknown,4891,basic.9y,-1,unknown,management,unknown,married,apr,220,nonexistent,4
1,8,telephone,fri,0,unknown,4891,basic.9y,-1,unknown,management,unknown,married,apr,220,nonexistent,4
0,8,telephone,fri,0,unknown,4891,illiterate,-1,unknown,blue-collar,unknown,married,apr,223,nonexistent,4
1,8,telephone,fri,0,unknown,4891,illiterate,-1,unknown,blue-collar,unknown,married,apr,223,nonexistent,4
0,2,cellular,tue,0,no,4696,basic.4y,-3,no,admin.,no,divorced,jul,219,failure,0
1,2,cellular,tue,0,no,4696,basic.4y,-3,no,admin.,no,divorced,jul,219,failure,0
0,3,cellular,tue,0,no,4782,basic.6y,-3,no,housemaid,no,divorced,feb,223,failure,1
1,3,cellular,tue,0,no,4782,basic.6y,-3,no,housemaid,no,divorced,feb,223,failure,1
0,5,cellular,wed,1,no,4797,basic.6y,-2,no,management,no,married,mar,220,nonexistent,2
1,5,cellular,wed,1,no,4797,basic.6y,-2,no,management,no,married,mar,220,nonexistent,2
0,3,cellular,tue,1,no,4782,illiterate,-3,no,admin.,no,divorced,feb,223,failure,1
1,3,cellular,tue,1,no,4782,illiterate,-3,no,admin.,no,divorced,feb,223,failure,1
0,1,cellular,mon,1,no,4689,basic.4y,-3,no,housemaid,no,divorced,jan,223,failure,0
1,1,cellular,mon,1,no,4689,basic.4y,-3,no,housemaid,no,divorced,jan,223,failure,0
0,3,cellular,tue,0,no,4704,basic.6y,-3,no,admin.,no,divorced,feb,223,failure,1
1,3,cellular,tue,0,no,4704,basic.6y,-3,no,admin.,no,divorced,feb,223,failure,1
0,1,cellular,mon,1,no,4611,illiterate,-3,no,admin.,no,divorced,jan,219,failure,0
1,1,cellular,mon,1,no,4611,illiterate,-3,no,admin.,no,divorced,jan,219,failure,0
0,18,cellular,wed,1,no,4953,basic.9y,-2,no,student,no,married,mar,214,nonexistent,2
1,18,cellular,wed,1,no,4953,basic.9y,-2,no,student,no,married,mar,214,nonexistent,2
0,16,cellular,tue,1,no,4860,basic.6y,-3,no,self-employed,no,divorced,feb,216,failure,1
1,16,cellular,tue,1,no,4860,basic.6y,-3,no,self-employed,no,divorced,feb,216,failure,1
0,18,cellular,wed,1,no,4875,basic.6y,-2,no,services,no,married,mar,213,nonexistent,2
1,18,cellular,wed,1,no,4875,basic.6y,-2,no,services,no,married,mar,213,nonexistent,2
0,20,telephone,fri,0,unknown,4969,basic.9y,-1,unknown,student,unknown,married,oct,205,nonexistent,4
1,20,telephone,fri,0,unknown,4969,basic.9y,-1,unknown,student,unknown,married,oct,205,nonexistent,4
0,20,telephone,fri,1,unknown,4969,professional.course,-1,unknown,services,unknown,married,apr,209,nonexistent,4
1,20,telephone,fri,1,unknown,4969,professional.course,-1,unknown,services,unknown,married,apr,209,nonexistent,4
0,21,telephone,fri,0,unknown,4976,basic.9y,-1,unknown,technician,unknown,married,apr,210,nonexistent,4
1,21,telephone,fri,0,unknown,4976,basic.9y,-1,unknown,technician,unknown,married,apr,210,nonexistent,4
0,18,cellular,wed,0,no,4875,professional.course,-2,no,technician,no,married,mar,205,nonexistent,2
1,18,cellular,wed,0,no,4875,professional.course,-2,no,technician,no,married,mar,205,nonexistent,2
0,20,telephone,fri,0,unknown,4891,basic.9y,-1,unknown,student,unknown,married,apr,208,nonexistent,4
1,20,telephone,fri,0,unknown,4891,basic.9y,-1,unknown,student,unknown,married,apr,208,nonexistent,4
0,18,cellular,wed,0,no,4906,basic.9y,-2,no,entrepreneur,no,married,sep,214,nonexistent,2
1,18,cellular,wed,0,no,4906,basic.9y,-2,no,entrepreneur,no,married,sep,214,nonexistent,2
0,22,telephone,(null),0,unknown,4984,professional.course,0,unknown,entrepreneur,unknown,single,may,216,success,5
1,22,telephone,(null),0,unknown,4984,professional.course,0,unknown,entrepreneur,unknown,single,may,216,success,5
0,21,telephone,fri,0,unknown,4898,basic.9y,-1,unknown,blue-collar,unknown,married,apr,217,nonexistent,4
1,21,telephone,fri,0,unknown,4898,basic.9y,-1,unknown,blue-collar,unknown,married,apr,217,nonexistent,4
0,19,telephone,thu,1,unknown,4961,professional.course,-1,unknown,management,unknown,married,oct,209,nonexistent,3
1,19,telephone,thu,1,unknown,4961,professional.course,-1,unknown,management,unknown,married,oct,209,nonexistent,3
0,22,telephone,(null),0,unknown,4984,university.degree,0,unknown,entrepreneur,unknown,single,nov,209,success,5
1,22,telephone,(null),0,unknown,4984,university.degree,0,unknown,entrepreneur,unknown,single,nov,209,success,5
0,20,telephone,fri,1,unknown,4891,basic.9y,-1,unknown,management,unknown,married,oct,208,nonexistent,4
1,20,telephone,fri,1,unknown,4891,basic.9y,-1,unknown,management,unknown,married,oct,208,nonexistent,4
0,23,telephone,(null),1,unknown,4984,professional.course,0,unknown,management,unknown,single,may,210,success,6
1,23,telephone,(null),1,unknown,4984,professional.course,0,unknown,management,unknown,single,may,210,success,6
0,14,cellular,mon,1,no,4689,basic.4y,-3,no,self-employed,no,divorced,jan,212,failure,0
1,14,cellular,mon,1,no,4689,basic.4y,-3,no,self-employed,no,divorced,jan,212,failure,0
0,15,cellular,tue,0,no,4696,basic.4y,-3,no,self-employed,no,divorced,jul,204,failure,0
1,15,cellular,tue,0,no,4696,basic.4y,-3,no,self-employed,no,divorced,jul,204,failure,0
0,18,cellular,wed,1,no,4797,basic.9y,-2,no,student,no,married,mar,206,nonexistent,2
1,18,cellular,wed,1,no,4797,basic.9y,-2,no,student,no,married,mar,206,nonexistent,2
0,16,cellular,tue,1,no,4704,basic.6y,-3,no,technician,no,divorced,feb,204,failure,1
1,16,cellular,tue,1,no,4704,basic.6y,-3,no,technician,no,divorced,feb,204,failure,1
0,15,cellular,tue,0,no,4774,basic.4y,-3,no,housemaid,no,divorced,jul,212,failure,0
1,15,cellular,tue,0,no,4774,basic.4y,-3,no,housemaid,no,divorced,jul,212,failure,0
0,15,cellular,tue,0,no,4774,illiterate,-3,no,admin.,no,divorced,jul,212,failure,0
1,15,cellular,tue,0,no,4774,illiterate,-3,no,admin.,no,divorced,jul,212,failure,0
0,17,cellular,wed,1,no,4790,basic.6y,-2,no,blue-collar,no,married,aug,213,nonexistent,2
1,17,cellular,wed,1,no,4790,basic.6y,-2,no,blue-collar,no,married,aug,213,nonexistent,2
0,19,telephone,thu,1,unknown,4805,high.school,-1,unknown,blue-collar,unknown,married,apr,215,nonexistent,3
1,19,telephone,thu,1,unknown,4805,high.school,-1,unknown,blue-collar,unknown,married,apr,215,nonexistent,3
0,17,cellular,wed,1,no,4712,basic.9y,-2,no,blue-collar,no,married,feb,213,nonexistent,2
1,17,cellular,wed,1,no,4712,basic.9y,-2,no,blue-collar,no,married,feb,213,nonexistent,2
0,17,cellular,wed,1,no,4790,professional.course,-2,no,management,no,married,aug,204,nonexistent,2
1,17,cellular,wed,1,no,4790,professional.course,-2,no,management,no,married,aug,204,nonexistent,2
0,23,telephone,(null),0,unknown,4836,university.degree,0,unknown,entrepreneur,unknown,single,may,206,success,6
1,23,telephone,(null),0,unknown,4836,university.degree,0,unknown,entrepreneur,unknown,single,may,206,success,6
0,23,telephone,(null),1,unknown,4836,high.school,0,unknown,entrepreneur,unknown,single,may,210,success,6
1,23,telephone,(null),1,unknown,4836,high.school,0,unknown,entrepreneur,unknown,single,may,210,success,6
0,20,telephone,fri,0,unknown,4969,professional.course,-1,unknown,student,unknown,married,oct,201,nonexistent,4
1,20,telephone,fri,0,unknown,4969,professional.course,-1,unknown,student,unknown,married,oct,201,nonexistent,4
0,23,telephone,(null),0,unknown,4992,high.school,0,unknown,student,unknown,single,nov,202,success,6
1,23,telephone,(null),0,unknown,4992,high.school,0,unknown,student,unknown,single,nov,202,success,6
0,19,telephone,thu,0,unknown,4883,professional.course,-1,unknown,unemployed,unknown,married,oct,197,nonexistent,3
1,19,telephone,thu,0,unknown,4883,professional.course,-1,unknown,unemployed,unknown,married,oct,197,nonexistent,3
0,19,telephone,thu,1,unknown,4883,basic.9y,-1,unknown,unemployed,unknown,married,oct,201,nonexistent,3
1,19,telephone,thu,1,unknown,4883,basic.9y,-1,unknown,unemployed,unknown,married,oct,201,nonexistent,3
0,21,telephone,fri,0,unknown,4898,basic.9y,-1,unknown,services,unknown,married,oct,202,nonexistent,4
1,21,telephone,fri,0,unknown,4898,basic.9y,-1,unknown,services,unknown,married,oct,202,nonexistent,4
0,22,telephone,(null),0,unknown,4906,professional.course,0,unknown,technician,unknown,single,may,201,success,5
1,22,telephone,(null),0,unknown,4906,professional.course,0,unknown,technician,unknown,single,may,201,success,5
0,19,telephone,thu,0,unknown,4766,high.school,-1,unknown,student,unknown,married,jul,199,nonexistent,3
1,19,telephone,thu,0,unknown,4766,high.school,-1,unknown,student,unknown,married,jul,199,nonexistent,3
0,22,telephone,(null),1,unknown,4828,university.degree,0,unknown,technician,unknown,single,nov,190,success,5
1,22,telephone,(null),1,unknown,4828,university.degree,0,unknown,technician,unknown,single,nov,190,success,5
0,20,telephone,fri,0,unknown,4735,illiterate,-1,unknown,student,unknown,married,oct,192,nonexistent,4
1,20,telephone,fri,0,unknown,4735,illiterate,-1,unknown,student,unknown,married,oct,192,nonexistent,4
0,23,telephone,(null),0,unknown,4758,university.degree,0,unknown,unemployed,unknown,single,may,190,success,6
1,23,telephone,(null),0,unknown,4758,university.degree,0,unknown,unemployed,unknown,single,may,190,success,6
0,23,telephone,(null),1,unknown,4758,high.school,0,unknown,unemployed,unknown,single,may,194,success,6
1,23,telephone,(null),1,unknown,4758,high.school,0,unknown,unemployed,unknown,single,may,194,success,6
0,20,telephone,fri,1,unknown,4735,illiterate,-1,unknown,housemaid,unknown,married,oct,200,nonexistent,4
1,20,telephone,fri,1,unknown,4735,illiterate,-1,unknown,housemaid,unknown,married,oct,200,nonexistent,4
0,22,telephone,(null),0,unknown,4750,university.degree,0,unknown,retired,unknown,single,nov,193,success,5
1,22,telephone,(null),0,unknown,4750,university.degree,0,unknown,retired,unknown,single,nov,193,success,5
0,20,cellular,tue,1,no,4618,basic.6y,-3,no,admin.,no,divorced,jan,212,failure,0
1,20,cellular,tue,1,no,4618,basic.6y,-3,no,admin.,no,divorced,jan,212,failure,0
0,20,cellular,tue,1,no,4626,basic.6y,-3,no,admin.,no,divorced,aug,205,failure,1
1,20,cellular,tue,1,no,4626,basic.6y,-3,no,admin.,no,divorced,aug,205,failure,1
0,21,cellular,wed,0,no,4634,professional.course,-2,no,blue-collar,no,married,feb,206,nonexistent,2
1,21,cellular,wed,0,no,4634,professional.course,-2,no,blue-collar,no,married,feb,206,nonexistent,2
0,20,cellular,tue,0,no,4540,basic.4y,-3,no,housemaid,no,divorced,jan,204,failure,0
1,20,cellular,tue,0,no,4540,basic.4y,-3,no,housemaid,no,divorced,jan,204,failure,0
0,20,cellular,tue,0,no,4540,illiterate,-3,no,admin.,no,divorced,jan,204,failure,0
1,20,cellular,tue,0,no,4540,illiterate,-3,no,admin.,no,divorced,jan,204,failure,0
0,15,cellular,wed,0,no,4634,basic.9y,-2,no,blue-collar,no,married,aug,206,nonexistent,2
1,15,cellular,wed,0,no,4634,basic.9y,-2,no,blue-collar,no,married,aug,206,nonexistent,2
0,15,cellular,wed,1,no,4563,basic.9y,-2,no,blue-collar,no,married,mar,206,nonexistent,2
1,15,cellular,wed,1,no,4563,basic.9y,-2,no,blue-collar,no,married,mar,206,nonexistent,2
0,14,cellular,tue,1,no,4470,basic.6y,-3,no,blue-collar,no,divorced,feb,205,failure,1
1,14,cellular,tue,1,no,4470,basic.6y,-3,no,blue-collar,no,divorced,feb,205,failure,1
0,21,cellular,wed,1,no,4641,basic.6y,-2,no,student,no,married,mar,198,nonexistent,2
1,21,cellular,wed,1,no,4641,basic.6y,-2,no,student,no,married,mar,198,nonexistent,2
0,23,telephone,fri,0,unknown,4664,professional.course,-1,unknown,technician,unknown,married,apr,190,nonexistent,4
1,23,telephone,fri,0,unknown,4664,professional.course,-1,unknown,technician,unknown,married,apr,190,nonexistent,4
0,24,telephone,(null),0,unknown,4680,high.school,0,unknown,unemployed,unknown,single,may,190,success,6
1,24,telephone,(null),0,unknown,4680,high.school,0,unknown,unemployed,unknown,single,may,190,success,6
0,21,cellular,wed,0,no,4563,professional.course,-2,no,student,no,married,mar,190,nonexistent,2
1,21,cellular,wed,0,no,4563,professional.course,-2,no,student,no,married,mar,190,nonexistent,2
0,23,telephone,fri,0,unknown,4586,basic.9y,-1,unknown,technician,unknown,married,apr,190,nonexistent,4
1,23,telephone,fri,0,unknown,4586,basic.9y,-1,unknown,technician,unknown,married,apr,190,nonexistent,4
