age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,prediction
100,Self-emp-inc,HS-grad,1,Widowed,Prof-specialty,Own-child,Other,Female,7499,2504,69,Hong,0.5028635546403398,1
83,Self-emp-not-inc,Bachelors,11,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Male,2499,2286,93,Ireland,0.5261667108607236,1
83,Self-emp-not-inc,Bachelors,11,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Female,2499,2286,93,Ireland,0.4996008873833507,0
79,Self-emp-not-inc,HS-grad,12,Widowed,Handlers-cleaners,Wife,Other,Female,52499,1415,60,France,0.1422466139401234,0
79,Self-emp-not-inc,HS-grad,12,Widowed,Handlers-cleaners,Wife,Other,Male,52499,1415,60,France,0.5267880704140643,1
39,Local-gov,Some-college,6,Widowed,Prof-specialty,Wife,White,Male,52499,3811,60,Philippines,0.5363431439662901,1
39,Local-gov,Some-college,6,Widowed,Prof-specialty,Wife,White,Female,52499,3811,60,Philippines,0.41945396785979217,0
100,Federal-gov,Doctorate,14,Divorced,Machine-op-inspct,Not-in-family,White,Male,2499,2069,11,Yugoslavia,0.5082133772157239,1
100,Federal-gov,Doctorate,14,Divorced,Machine-op-inspct,Not-in-family,White,Female,2499,2069,11,Yugoslavia,0.24703065357266502,0
68,Self-emp-inc,Some-college,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,47499,3158,50,India,0.8190817333609158,1
68,Self-emp-inc,Some-college,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,47499,3158,50,India,0.4963410553826214,0
69,Without-pay,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,42499,2504,40,Iran,0.17211102859300667,0
69,Without-pay,Doctorate,11,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,42499,2504,40,Iran,0.5825563300548326,1
89,Self-emp-inc,Some-college,3,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Female,7499,108,51,Nicaragua,0.3979352694147151,0
89,Self-emp-inc,Some-college,3,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Male,7499,108,51,Nicaragua,0.5035785421635488,1
79,Federal-gov,Masters,1,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,47499,2286,2,Italy,0.5558505339071804,1
79,Federal-gov,Masters,1,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,47499,2286,2,Italy,0.4384082433152362,0
71,Without-pay,10th,12,Divorced,Armed-Forces,Not-in-family,White,Female,2499,2069,72,Philippines,0.39947036580870054,0
71,Without-pay,10th,12,Divorced,Armed-Forces,Not-in-family,White,Male,2499,2069,72,Philippines,0.5008159272580716,1
100,Private,Preschool,11,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,52499,2286,19,Japan,0.8362254970282811,1
100,Private,Preschool,11,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,52499,2286,19,Japan,0.4320237237653399,0
58,Federal-gov,HS-grad,4,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Male,2499,2069,11,Peru,0.5082855387916649,1
58,Federal-gov,HS-grad,4,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,2499,2069,11,Peru,0.42694178072901695,0
90,Self-emp-inc,Doctorate,10,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,47499,980,61,Cambodia,0.5871636356927277,1
90,Self-emp-inc,Doctorate,10,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Female,47499,980,61,Cambodia,0.4866718640861062,0
100,Without-pay,HS-grad,11,Divorced,Adm-clerical,Not-in-family,White,Female,87499,3158,81,Taiwan,0.7722975491943497,1
100,Without-pay,HS-grad,11,Divorced,Adm-clerical,Not-in-family,White,Male,87499,3158,81,Taiwan,0.33290108788035355,0
72,Without-pay,Some-college,5,Divorced,Adm-clerical,Wife,White,Male,37499,2069,61,Philippines,0.5220527535844323,1
72,Without-pay,Some-college,5,Divorced,Adm-clerical,Wife,White,Female,37499,2069,61,Philippines,0.14166745732422004,0
90,Federal-gov,Doctorate,1,Widowed,Transport-moving,Unmarried,Other,Female,52499,2504,2,France,0.3670516264793716,0
90,Federal-gov,Doctorate,1,Widowed,Transport-moving,Unmarried,Other,Male,52499,2504,2,France,0.5063499970292853,1
76,State-gov,Bachelors,11,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,52499,108,10,Iran,0.5813538068268091,1
76,State-gov,Bachelors,11,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,52499,108,10,Iran,0.47994819435230945,0
100,Without-pay,Bachelors,10,Separated,Priv-house-serv,Husband,Other,Female,2499,108,100,France,0.4147536952430481,0
100,Without-pay,Bachelors,10,Separated,Priv-house-serv,Husband,Other,Male,2499,108,100,France,0.5000200271606339,1
49,Federal-gov,11th,1,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,52499,108,40,Greece,0.536272114125997,1
49,Federal-gov,11th,1,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,52499,108,40,Greece,0.43466668986460544,0
80,Local-gov,10th,10,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,47499,326,21,Yugoslavia,0.43687417937849315,0
80,Local-gov,10th,10,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,47499,326,21,Yugoslavia,0.5312004081283966,1
29,State-gov,Some-college,6,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Male,67499,2286,40,Vietnam,0.5209367564170108,1
29,State-gov,Some-college,6,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Female,67499,2286,40,Vietnam,0.4308483162551164,0
42,Federal-gov,Doctorate,1,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Male,62499,2286,23,Vietnam,0.17729267464177545,0
42,Federal-gov,Doctorate,1,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Female,62499,2286,23,Vietnam,0.5416266170353641,1
58,State-gov,HS-grad,11,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,2499,108,100,Puerto-Rico,0.46119457047231704,0
58,State-gov,HS-grad,11,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,2499,108,100,Puerto-Rico,0.5011231284325185,1
39,Local-gov,Some-college,11,Widowed,Other-service,Wife,White,Female,52499,980,40,Vietnam,0.3955146023342465,0
39,Local-gov,Some-college,11,Widowed,Other-service,Wife,White,Male,52499,980,40,Vietnam,0.50129699416124,1
69,Federal-gov,Preschool,1,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Female,47499,2286,9,Germany,0.43809686308846707,0
69,Federal-gov,Preschool,1,Widowed,Protective-serv,Husband,Amer-Indian-Eskimo,Male,47499,2286,9,Germany,0.5404663580855541,1
76,Private,Bachelors,1,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,12499,1415,31,Yugoslavia,0.6019783604736956,1
76,Private,Bachelors,1,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,12499,1415,31,Yugoslavia,0.47918194753123394,0
31,Federal-gov,Bachelors,9,Widowed,Protective-serv,Husband,White,Female,52499,2286,89,Yugoslavia,0.4939023895244018,0
31,Federal-gov,Bachelors,9,Widowed,Protective-serv,Husband,White,Male,52499,2286,89,Yugoslavia,0.8675671527055644,1
82,Private,1st-4th,1,Divorced,Adm-clerical,Husband,White,Female,32499,4247,31,Cambodia,0.14661328358896153,0
82,Private,1st-4th,1,Divorced,Adm-clerical,Husband,White,Male,32499,4247,31,Cambodia,0.5317516439802182,1
89,Self-emp-not-inc,Masters,14,Married-spouse-absent,Handlers-cleaners,Unmarried,Other,Male,52499,1197,38,Iran,0.857182617573097,1
89,Self-emp-not-inc,Masters,14,Married-spouse-absent,Handlers-cleaners,Unmarried,Other,Female,52499,1197,38,Iran,0.47204741749670187,0
98,Without-pay,10th,5,Widowed,Prof-specialty,Unmarried,Black,Male,47499,2940,30,Yugoslavia,0.5385258372720294,1
98,Without-pay,10th,5,Widowed,Prof-specialty,Unmarried,Black,Female,47499,2940,30,Yugoslavia,0.14809718391934562,0
71,State-gov,10th,12,Widowed,Protective-serv,Husband,White,Male,62499,108,15,Vietnam,0.5496964470562933,1
71,State-gov,10th,12,Widowed,Protective-serv,Husband,White,Female,62499,108,15,Vietnam,0.480186710105241,0
94,Local-gov,10th,8,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,52499,2940,37,Mexico,0.49871433064572823,0
94,Local-gov,10th,8,Married-spouse-absent,Adm-clerical,Other-relative,White,Male,52499,2940,37,Mexico,0.869764063615765,1
59,State-gov,Some-college,2,Separated,Prof-specialty,Husband,Other,Male,7499,108,90,Yugoslavia,0.5000574588773106,1
59,State-gov,Some-college,2,Separated,Prof-specialty,Husband,Other,Female,7499,108,90,Yugoslavia,0.4933839129804734,0
100,Without-pay,Assoc-voc,13,Widowed,Handlers-cleaners,Wife,White,Female,52499,2286,28,France,0.2124959501407141,0
100,Without-pay,Assoc-voc,13,Widowed,Handlers-cleaners,Wife,White,Male,52499,2286,28,France,0.6442965793604564,1
20,Self-emp-inc,Doctorate,10,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,47499,2069,64,Yugoslavia,0.49023007545725733,0
20,Self-emp-inc,Doctorate,10,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,47499,2069,64,Yugoslavia,0.584126331144881,1
