age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,emp.var.rate,campaign,pdays,previous,poutcome,output,decision
0,unemployed,married,university.degree,yes,no,yes,telephone,sep,mon,751,-1,43,904,0,failure,0.5222729466934705,1
0,unemployed,single,basic.4y,yes,no,no,telephone,oct,fri,1040,1,40,659,7,failure,0.5225557228519566,1
1,unemployed,single,basic.4y,yes,no,no,telephone,oct,fri,1040,1,40,659,7,failure,0.49985861778636087,0
1,technician,divorced,basic.9y,no,no,yes,cellular,apr,wed,399,-1,21,720,1,success,0.48205726256649,0
0,technician,divorced,basic.9y,no,no,yes,cellular,apr,wed,399,-1,21,720,1,success,0.5047618350094375,1
1,unemployed,married,basic.4y,yes,no,yes,telephone,sep,mon,553,1,13,242,7,failure,0.49998202919960794,0
0,unemployed,married,basic.4y,yes,no,yes,telephone,sep,mon,553,1,13,242,7,failure,0.5226788668771587,1
0,admin.,single,basic.9y,yes,no,no,cellular,dec,fri,715,0,41,520,6,failure,0.5223075676532298,1
1,admin.,single,basic.9y,yes,no,no,cellular,dec,fri,715,0,41,520,6,failure,0.4996099919871703,0
0,unemployed,married,basic.4y,no,no,no,telephone,may,tue,537,1,31,29,7,nonexistent,0.6615888420265407,1
1,unemployed,married,basic.4y,no,no,no,telephone,may,tue,537,1,31,29,7,nonexistent,0.46344469430569435,0
1,unemployed,married,basic.4y,yes,no,yes,telephone,sep,fri,667,0,20,458,7,failure,0.49921691481721575,0
0,unemployed,married,basic.4y,yes,no,yes,telephone,sep,fri,667,0,20,458,7,failure,0.5219152586681752,1
0,admin.,married,basic.4y,yes,no,yes,cellular,jun,tue,850,0,19,709,7,failure,0.5217278467866928,1
1,admin.,married,basic.4y,yes,no,yes,cellular,jun,tue,850,0,19,709,7,failure,0.4990291160626448,0
1,unemployed,married,basic.4y,no,no,no,cellular,sep,fri,452,1,6,339,4,failure,0.49202493418576315,0
0,unemployed,married,basic.4y,no,no,no,cellular,sep,fri,452,1,6,339,4,failure,0.5147323867325415,1
1,entrepreneur,divorced,basic.4y,no,no,no,telephone,apr,fri,633,-2,50,838,0,failure,0.4993102256859196,0
0,entrepreneur,divorced,basic.4y,no,no,no,telephone,apr,fri,633,-2,50,838,0,failure,0.5220084194600537,1
1,unemployed,divorced,basic.4y,no,no,no,cellular,sep,fri,560,1,11,619,0,success,0.49950641409694957,0
0,unemployed,divorced,basic.4y,no,no,no,cellular,sep,fri,560,1,11,619,0,success,0.522204194900868,1
1,entrepreneur,single,basic.4y,no,no,yes,telephone,sep,thu,169,-3,7,515,4,failure,0.4977472725948579,0
0,entrepreneur,single,basic.4y,no,no,yes,telephone,sep,thu,169,-3,7,515,4,failure,0.5204482553244545,1
1,self-employed,single,professional.course,yes,no,no,telephone,apr,tue,288,-3,27,814,0,failure,0.4996763617252288,0
0,self-employed,single,professional.course,yes,no,no,telephone,apr,tue,288,-3,27,814,0,failure,0.5223738049228137,1
1,technician,divorced,basic.6y,yes,yes,yes,cellular,oct,fri,402,-3,30,230,7,failure,0.4589466484758358,0
0,technician,divorced,basic.6y,yes,yes,yes,cellular,oct,fri,402,-3,30,230,7,failure,0.6615888420265407,1
0,admin.,single,basic.4y,no,yes,no,cellular,sep,thu,615,1,40,98,7,success,0.6011598578451788,1
1,admin.,single,basic.4y,no,yes,no,cellular,sep,thu,615,1,40,98,7,success,0.4498347755840417,0
1,self-employed,divorced,basic.4y,yes,no,yes,cellular,sep,mon,400,0,16,458,0,nonexistent,0.4924086503737057,0
0,self-employed,divorced,basic.4y,yes,no,yes,cellular,sep,mon,400,0,16,458,0,nonexistent,0.515115853980201,1
1,student,divorced,basic.4y,no,no,no,cellular,apr,fri,1067,1,12,941,7,failure,0.49894993161563644,0
0,student,divorced,basic.4y,no,no,no,cellular,apr,fri,1067,1,12,941,7,failure,0.5216488110051479,1
0,admin.,divorced,basic.4y,yes,no,no,telephone,sep,fri,752,1,17,416,7,failure,0.5218701054749116,1
1,admin.,divorced,basic.4y,yes,no,no,telephone,sep,fri,752,1,17,416,7,failure,0.4991716750093339,0
0,unemployed,single,basic.4y,yes,no,yes,telephone,nov,fri,143,-3,8,214,7,success,0.6615888420265407,1
1,unemployed,single,basic.4y,yes,no,yes,telephone,nov,fri,143,-3,8,214,7,success,0.4897701712674867,0
0,unemployed,single,illiterate,yes,no,no,cellular,sep,fri,333,-2,22,651,1,failure,0.5216863211595452,1
1,unemployed,single,illiterate,yes,no,no,cellular,sep,fri,333,-2,22,651,1,failure,0.49898754198647616,0
0,unemployed,married,basic.4y,yes,no,yes,telephone,sep,fri,898,0,50,716,2,failure,0.5226551037593714,1
1,unemployed,married,basic.4y,yes,no,yes,telephone,sep,fri,898,0,50,716,2,failure,0.4999582171441097,0
1,admin.,married,illiterate,yes,no,no,cellular,sep,fri,229,-3,31,486,2,success,0.46267379688155075,0
0,admin.,married,illiterate,yes,no,no,cellular,sep,fri,229,-3,31,486,2,success,0.5365502367333969,1
0,unemployed,divorced,basic.4y,no,no,no,telephone,jul,fri,760,1,31,661,1,failure,0.5226453932693265,1
1,unemployed,divorced,basic.4y,no,no,no,telephone,jul,fri,760,1,31,661,1,failure,0.4999484866859351,0
0,unemployed,divorced,basic.6y,yes,no,no,cellular,nov,fri,540,-1,19,526,7,nonexistent,0.5222140846222305,1
1,unemployed,divorced,basic.6y,yes,no,no,cellular,nov,fri,540,-1,19,526,7,nonexistent,0.4995163084585321,0
0,entrepreneur,divorced,basic.6y,yes,no,no,telephone,oct,fri,1022,1,17,789,6,failure,0.5211300245856024,1
1,entrepreneur,divorced,basic.6y,yes,no,no,telephone,oct,fri,1022,1,17,789,6,failure,0.49843019762849006,0
0,unemployed,divorced,university.degree,no,yes,yes,telephone,apr,fri,740,-3,41,26,7,success,0.6615888420265407,1
1,unemployed,divorced,university.degree,no,yes,yes,telephone,apr,fri,740,-3,41,26,7,success,0.4890992929465832,0
0,unemployed,divorced,basic.6y,yes,no,yes,cellular,oct,fri,611,1,20,357,5,failure,0.522290019255375,1
1,unemployed,divorced,basic.6y,yes,no,yes,cellular,oct,fri,611,1,20,357,5,failure,0.49959239372699804,0
0,self-employed,single,basic.9y,yes,no,no,telephone,oct,fri,1130,1,20,909,7,failure,0.5220413912320662,1
1,self-employed,single,basic.9y,yes,no,no,telephone,oct,fri,1130,1,20,909,7,failure,0.4993432913026481,0
0,admin.,married,basic.6y,yes,no,no,cellular,apr,fri,505,0,1,551,6,nonexistent,0.5086958430988755,1
1,admin.,married,basic.6y,yes,no,no,cellular,apr,fri,505,0,1,551,6,nonexistent,0.4859879952248171,0
0,self-employed,divorced,university.degree,no,no,no,cellular,apr,fri,195,-2,28,481,0,success,0.5220425958804532,1
1,self-employed,divorced,university.degree,no,no,no,cellular,apr,fri,195,-2,28,481,0,success,0.43798511851857874,0
1,student,single,basic.9y,no,no,yes,cellular,nov,fri,1137,1,47,801,7,failure,0.49938190014853745,0
0,student,single,basic.9y,no,no,yes,cellular,nov,fri,1137,1,47,801,7,failure,0.5220799547253079,1
1,admin.,divorced,basic.9y,no,no,no,telephone,apr,mon,929,1,32,914,2,success,0.4952244869688673,0
0,admin.,divorced,basic.9y,no,no,no,telephone,apr,mon,929,1,32,914,2,success,0.5179290608878351,1
0,unemployed,single,professional.course,no,no,yes,cellular,apr,tue,130,-3,15,785,0,nonexistent,0.5219148422371979,1
1,unemployed,single,professional.course,no,no,yes,cellular,apr,tue,130,-3,15,785,0,nonexistent,0.4992164826846016,0
0,unemployed,single,university.degree,no,no,yes,cellular,apr,thu,304,1,1,583,0,success,0.5225576411895578,1
1,unemployed,single,university.degree,no,no,yes,cellular,apr,thu,304,1,1,583,0,success,0.49986056983832333,0
0,unemployed,divorced,basic.6y,yes,no,yes,cellular,apr,mon,592,1,14,397,7,nonexistent,0.5214974293251261,1
1,unemployed,divorced,basic.6y,yes,no,yes,cellular,apr,mon,592,1,14,397,7,nonexistent,0.4987982981693467,0
0,admin.,divorced,basic.4y,no,no,no,cellular,nov,fri,537,0,41,148,4,failure,0.6615888420265407,1
1,admin.,divorced,basic.4y,no,no,no,cellular,nov,fri,537,0,41,148,4,failure,0.4557381231996602,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,oct,mon,1009,1,37,640,7,nonexistent,0.5224708097233862,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,oct,mon,1009,1,37,640,7,nonexistent,0.49977356196997885,0
1,unemployed,divorced,basic.6y,no,no,no,cellular,sep,wed,316,0,21,69,4,failure,0.44360812959426194,0
0,unemployed,divorced,basic.6y,no,no,no,cellular,sep,wed,316,0,21,69,4,failure,0.5664657900284776,1
1,unemployed,divorced,basic.4y,yes,no,no,telephone,sep,fri,555,1,20,479,0,nonexistent,0.4996914714966397,0
0,unemployed,divorced,basic.4y,yes,no,no,telephone,sep,fri,555,1,20,479,0,nonexistent,0.5223888992961104,1
1,technician,single,university.degree,no,no,no,telephone,apr,tue,245,0,11,590,0,success,0.49873595209005395,0
0,technician,single,university.degree,no,no,no,telephone,apr,tue,245,0,11,590,0,success,0.5214351977844172,1
0,unemployed,divorced,professional.course,no,no,no,cellular,apr,fri,511,-1,30,60,7,success,0.6615888420265407,1
1,unemployed,divorced,professional.course,no,no,no,cellular,apr,fri,511,-1,30,60,7,success,0.4587683348482702,0
0,unemployed,divorced,university.degree,no,no,yes,cellular,aug,tue,352,-2,41,579,0,success,0.6615888420265407,1
1,unemployed,divorced,university.degree,no,no,yes,cellular,aug,tue,352,-2,41,579,0,success,0.456982828576491,0
1,unemployed,divorced,basic.6y,no,no,no,telephone,oct,fri,691,1,16,439,7,failure,0.4988371303782785,0
0,unemployed,divorced,basic.6y,no,no,no,telephone,oct,fri,691,1,16,439,7,failure,0.521536219584736,1
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,wed,444,1,10,386,0,failure,0.5223335927181378,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,wed,444,1,10,386,0,failure,0.49963606900443086,0
0,blue-collar,divorced,basic.4y,yes,no,yes,telephone,sep,fri,1140,0,40,839,7,failure,0.522683253674289,1
1,blue-collar,divorced,basic.4y,yes,no,yes,telephone,sep,fri,1140,0,40,839,7,failure,0.49998643994331693,0
0,housemaid,divorced,basic.4y,no,no,no,telephone,may,wed,519,1,28,228,7,success,0.5221160045866404,1
1,housemaid,divorced,basic.4y,no,no,no,telephone,may,wed,519,1,28,228,7,success,0.4994180503135173,0
0,unemployed,single,basic.6y,yes,no,yes,cellular,sep,fri,418,0,1,548,1,failure,0.5203793333221092,1
1,unemployed,single,basic.6y,yes,no,yes,cellular,sep,fri,418,0,1,548,1,failure,0.4976782518606637,0
0,admin.,married,basic.9y,yes,no,yes,telephone,jul,thu,154,-1,14,205,0,success,0.6615888420265407,1
1,admin.,married,basic.9y,yes,no,yes,telephone,jul,thu,154,-1,14,205,0,success,0.4571136123594431,0
0,unemployed,divorced,university.degree,yes,no,no,cellular,sep,fri,488,-2,3,907,4,success,0.5222836096149795,1
1,unemployed,divorced,university.degree,yes,no,no,cellular,sep,fri,488,-2,3,907,4,success,0.4995859862320102,0
0,unemployed,divorced,basic.4y,yes,no,yes,cellular,jun,fri,681,1,10,439,7,failure,0.5226748667099461,1
1,unemployed,divorced,basic.4y,yes,no,yes,cellular,jun,fri,681,1,10,439,7,failure,0.4999780356884144,0
0,unemployed,single,high.school,no,yes,yes,telephone,apr,mon,500,-1,41,409,3,failure,0.6615888420265407,1
1,unemployed,single,high.school,no,yes,yes,telephone,apr,mon,500,-1,41,409,3,failure,0.48365290653719045,0
0,admin.,single,basic.4y,yes,no,yes,cellular,aug,wed,1009,1,31,761,7,nonexistent,0.5117179003932368,1
1,admin.,single,basic.4y,yes,no,yes,cellular,aug,wed,1009,1,31,761,7,nonexistent,0.48900942242933076,0
1,student,single,university.degree,no,no,yes,telephone,apr,wed,178,-2,19,430,3,success,0.49363307798915135,0
0,student,single,university.degree,no,no,yes,telephone,apr,wed,178,-2,19,430,3,success,0.6615888420265407,1
1,unemployed,divorced,basic.9y,no,no,no,telephone,dec,thu,549,0,21,658,3,success,0.49520997456586496,0
0,unemployed,divorced,basic.9y,no,no,no,telephone,dec,thu,549,0,21,658,3,success,0.517914550921543,1
0,unemployed,divorced,basic.4y,yes,no,yes,cellular,sep,fri,512,1,33,69,7,failure,0.5192256060151612,1
1,unemployed,divorced,basic.4y,yes,no,yes,cellular,sep,fri,512,1,33,69,7,failure,0.46229423769408046,0
0,unemployed,single,professional.course,no,no,yes,cellular,apr,tue,659,0,12,931,3,success,0.5218529721538525,1
1,unemployed,single,professional.course,no,no,yes,cellular,apr,tue,659,0,12,931,3,success,0.499154508919734,0
1,admin.,single,basic.4y,yes,no,no,telephone,sep,mon,592,1,30,219,6,failure,0.4997836649552873,0
0,admin.,single,basic.4y,yes,no,no,telephone,sep,mon,592,1,30,219,6,failure,0.5224808922960182,1
1,admin.,married,basic.4y,yes,no,yes,telephone,may,fri,569,1,37,31,0,success,0.4381803234770525,0
0,admin.,married,basic.4y,yes,no,yes,telephone,may,fri,569,1,37,31,0,success,0.5238131295387785,1
1,blue-collar,divorced,illiterate,yes,no,no,cellular,dec,fri,820,1,42,692,1,failure,0.4996778518407267,0
0,blue-collar,divorced,illiterate,yes,no,no,cellular,dec,fri,820,1,42,692,1,failure,0.5223753217976426,1
0,unemployed,divorced,basic.4y,yes,no,no,cellular,jun,mon,202,-2,7,329,7,failure,0.5174259121829529,1
1,unemployed,divorced,basic.4y,yes,no,no,cellular,jun,mon,202,-2,7,329,7,failure,0.4947207743843819,0
0,admin.,divorced,university.degree,no,no,yes,cellular,jun,fri,103,-3,15,329,4,failure,0.6615888420265407,1
1,admin.,divorced,university.degree,no,no,yes,cellular,jun,fri,103,-3,15,329,4,failure,0.49630721667457317,0
0,blue-collar,divorced,professional.course,yes,no,no,telephone,sep,fri,189,-2,17,167,0,failure,0.6615888420265407,1
1,blue-collar,divorced,professional.course,yes,no,no,telephone,sep,fri,189,-2,17,167,0,failure,0.495304916222294,0
0,unemployed,married,university.degree,yes,no,no,cellular,oct,thu,371,-1,24,625,0,failure,0.5183129165704368,1
1,unemployed,married,university.degree,yes,no,no,cellular,oct,thu,371,-1,24,625,0,failure,0.49560883010459983,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,mon,1205,1,40,985,2,failure,0.5222911643643712,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,mon,1205,1,40,985,2,failure,0.4995935262144982,0
0,student,single,university.degree,no,no,no,cellular,aug,fri,571,-2,50,512,7,nonexistent,0.6615888420265407,1
1,student,single,university.degree,no,no,no,cellular,aug,fri,571,-2,50,512,7,nonexistent,0.495330961168057,0
0,admin.,divorced,university.degree,no,no,no,cellular,apr,fri,497,-3,50,989,0,success,0.5212717624585103,1
1,admin.,divorced,university.degree,no,no,no,cellular,apr,fri,497,-3,50,989,0,success,0.49857221931872575,0
0,unemployed,divorced,university.degree,yes,no,yes,telephone,apr,fri,472,-2,41,408,2,nonexistent,0.6615888420265407,1
1,unemployed,divorced,university.degree,yes,no,yes,telephone,apr,fri,472,-2,41,408,2,nonexistent,0.4999578297139214,0
1,unemployed,single,high.school,yes,no,yes,telephone,apr,wed,947,1,42,720,7,success,0.49942775095653125,0
0,unemployed,single,high.school,yes,no,yes,telephone,apr,wed,947,1,42,720,7,success,0.5221257011272015,1
0,blue-collar,divorced,basic.6y,no,no,no,cellular,apr,fri,373,-2,21,742,1,nonexistent,0.5202834392570564,1
1,blue-collar,divorced,basic.6y,no,no,no,cellular,apr,fri,373,-2,21,742,1,nonexistent,0.49758220113356894,0
1,technician,single,basic.4y,no,yes,no,telephone,jul,wed,350,-3,30,411,7,success,0.4524216622027485,0
0,technician,single,basic.4y,no,yes,no,telephone,jul,wed,350,-3,30,411,7,success,0.6512760691005094,1
0,unemployed,married,basic.4y,yes,no,no,cellular,dec,wed,1042,-1,40,986,7,failure,0.5217070840106209,1
1,unemployed,married,basic.4y,yes,no,no,cellular,dec,wed,1042,-1,40,986,7,failure,0.49900834392394905,0
0,services,married,basic.9y,yes,no,yes,cellular,sep,mon,549,-1,40,215,7,failure,0.5298177119866028,1
1,services,married,basic.9y,yes,no,yes,cellular,sep,mon,549,-1,40,215,7,failure,0.46619448614190095,0
1,admin.,divorced,basic.6y,no,no,no,cellular,oct,thu,360,-1,2,650,2,success,0.4971338079407181,0
0,admin.,divorced,basic.6y,no,no,no,cellular,oct,thu,360,-1,2,650,2,success,0.519835755275921,1
0,admin.,single,basic.4y,yes,yes,yes,telephone,sep,fri,739,0,49,69,1,failure,0.6615888420265407,1
1,admin.,single,basic.4y,yes,yes,yes,telephone,sep,fri,739,0,49,69,1,failure,0.45840013765120036,0
0,admin.,divorced,basic.4y,yes,no,yes,telephone,sep,mon,1032,1,40,617,7,nonexistent,0.5215037357346864,1
1,admin.,divorced,basic.4y,yes,no,yes,telephone,sep,mon,1032,1,40,617,7,nonexistent,0.49880461622538885,0
0,housemaid,divorced,basic.4y,no,yes,no,telephone,apr,thu,299,1,21,87,0,failure,0.5109743878231241,1
1,housemaid,divorced,basic.4y,no,yes,no,telephone,apr,thu,299,1,21,87,0,failure,0.45615288547626665,0
0,retired,divorced,basic.4y,no,no,no,telephone,sep,wed,259,-3,1,860,0,success,0.5211173217070666,1
1,retired,divorced,basic.4y,no,no,no,telephone,sep,wed,259,-3,1,860,0,success,0.49841748706429967,0
1,unemployed,divorced,basic.4y,yes,no,no,cellular,sep,wed,690,-2,50,770,2,failure,0.4992080188460527,0
0,unemployed,divorced,basic.4y,yes,no,no,cellular,sep,wed,690,-2,50,770,2,failure,0.5219063797582387,1
0,blue-collar,divorced,university.degree,yes,yes,no,cellular,sep,mon,460,-2,33,609,5,nonexistent,0.519930629711789,1
1,blue-collar,divorced,university.degree,yes,yes,no,cellular,sep,mon,460,-2,33,609,5,nonexistent,0.4972288296254939,0
1,unemployed,single,basic.6y,no,no,no,cellular,aug,fri,789,0,22,800,7,success,0.4958522824204988,0
0,unemployed,single,basic.6y,no,no,no,cellular,aug,fri,789,0,22,800,7,success,0.5185560705649862,1
0,management,married,basic.4y,yes,no,yes,telephone,sep,fri,667,1,46,109,3,failure,0.6615888420265407,1
1,management,married,basic.4y,yes,no,yes,telephone,sep,fri,667,1,46,109,3,failure,0.459148803247759,0
0,unemployed,married,basic.9y,no,yes,no,telephone,oct,mon,580,-1,41,179,1,failure,0.6615888420265407,1
1,unemployed,married,basic.9y,no,yes,no,telephone,oct,mon,580,-1,41,179,1,failure,0.493040400241171,0
0,admin.,married,basic.4y,yes,no,yes,telephone,sep,fri,470,1,10,139,7,failure,0.5218956417615647,1
1,admin.,married,basic.4y,yes,no,yes,telephone,sep,fri,470,1,10,139,7,failure,0.4991972602350318,0
0,admin.,divorced,basic.4y,yes,yes,yes,telephone,sep,fri,1070,1,40,629,7,failure,0.5161304656059336,1
1,admin.,divorced,basic.4y,yes,yes,yes,telephone,sep,fri,1070,1,40,629,7,failure,0.49342404972250115,0
0,blue-collar,divorced,basic.4y,no,no,yes,cellular,mar,mon,332,-3,31,355,7,success,0.5805820711304248,1
1,blue-collar,divorced,basic.4y,no,no,yes,cellular,mar,mon,332,-3,31,355,7,success,0.4594118110609486,0
1,unemployed,married,basic.9y,no,no,yes,cellular,apr,mon,929,1,30,933,1,failure,0.49929925845248696,0
0,unemployed,married,basic.9y,no,no,yes,cellular,apr,mon,929,1,30,933,1,failure,0.5219974436990698,1
1,unemployed,divorced,basic.6y,yes,yes,no,telephone,mar,wed,270,-3,28,479,7,success,0.4994533660205504,0
0,unemployed,divorced,basic.6y,yes,yes,no,telephone,mar,wed,270,-3,28,479,7,success,0.5221512362623485,1
1,management,married,university.degree,yes,no,no,cellular,jul,mon,499,1,21,540,1,nonexistent,0.49500176569276216,0
0,management,married,university.degree,yes,no,no,cellular,jul,mon,499,1,21,540,1,nonexistent,0.5177065863123943,1
0,admin.,single,basic.4y,yes,no,yes,telephone,dec,wed,571,-1,10,779,2,failure,0.5214727985655558,1
1,admin.,single,basic.4y,yes,no,yes,telephone,dec,wed,571,-1,10,779,2,failure,0.4987735921897526,0
0,management,divorced,basic.4y,no,no,yes,cellular,apr,mon,868,1,38,749,2,nonexistent,0.5211024768565627,1
1,management,divorced,basic.4y,no,no,yes,cellular,apr,mon,868,1,38,749,2,nonexistent,0.49840260095479566,0
1,admin.,married,basic.4y,yes,no,yes,telephone,sep,mon,411,0,19,184,7,nonexistent,0.49932046276446473,0
0,admin.,married,basic.4y,yes,no,yes,telephone,sep,mon,411,0,19,184,7,nonexistent,0.5220186218421272,1
0,blue-collar,married,basic.4y,yes,no,no,telephone,sep,fri,1005,1,10,859,6,success,0.5219174746753636,1
1,blue-collar,married,basic.4y,yes,no,no,telephone,sep,fri,1005,1,10,859,6,success,0.4992191350848029,0
1,unemployed,married,basic.4y,yes,no,no,telephone,nov,fri,910,-2,36,928,7,failure,0.4997317791242394,0
0,unemployed,married,basic.4y,yes,no,no,telephone,nov,fri,910,-2,36,928,7,failure,0.5224291259729575,1
0,unemployed,divorced,basic.4y,no,no,yes,telephone,sep,fri,764,-2,49,819,4,nonexistent,0.5219190362906494,1
1,unemployed,divorced,basic.4y,no,no,yes,telephone,sep,fri,764,-2,49,819,4,nonexistent,0.4992206848017948,0
1,unemployed,married,basic.4y,no,yes,no,telephone,may,fri,46,-2,1,109,1,nonexistent,0.4875856527394076,0
0,unemployed,married,basic.4y,no,yes,no,telephone,may,fri,46,-2,1,109,1,nonexistent,0.6615888420265407,1
0,blue-collar,divorced,basic.6y,yes,yes,yes,cellular,sep,fri,991,0,9,959,5,failure,0.5226959828014051,1
1,blue-collar,divorced,basic.6y,yes,yes,yes,cellular,sep,fri,991,0,9,959,5,failure,0.49999918043613434,0
1,technician,single,university.degree,no,yes,no,telephone,apr,fri,171,-3,27,612,0,success,0.45661958789154966,0
0,technician,single,university.degree,no,yes,no,telephone,apr,fri,171,-3,27,612,0,success,0.6615888420265407,1
