age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,emp.var.rate,campaign,pdays,previous,poutcome,output,decision
1,unemployed,married,basic.9y,yes,no,no,telephone,sep,fri,880,1,21,519,7,nonexistent,0.49135181137623224,0
1,unemployed,single,illiterate,no,yes,yes,cellular,dec,mon,973,1,31,921,2,success,0.49951955690865274,0
0,unemployed,single,illiterate,no,yes,yes,cellular,dec,mon,973,1,31,921,2,success,0.5131605559125946,1
0,blue-collar,single,basic.4y,yes,yes,yes,cellular,nov,mon,1066,1,50,458,7,failure,0.5027311768687561,1
1,blue-collar,single,basic.4y,yes,yes,yes,cellular,nov,mon,1066,1,50,458,7,failure,0.3219334517637008,0
0,unemployed,single,university.degree,no,yes,no,telephone,sep,wed,1231,-3,50,549,7,failure,0.5131605559125946,1
1,unemployed,single,university.degree,no,yes,no,telephone,sep,wed,1231,-3,50,549,7,failure,0.4997664988210673,0
0,unemployed,divorced,university.degree,yes,no,yes,cellular,nov,wed,970,1,48,562,7,success,0.5031943482668029,1
1,unemployed,divorced,university.degree,yes,no,yes,cellular,nov,wed,970,1,48,562,7,success,0.32233820863662804,0
0,student,married,university.degree,yes,yes,no,cellular,apr,fri,109,1,1,140,0,success,0.5131605559125946,1
1,student,married,university.degree,yes,yes,no,cellular,apr,fri,109,1,1,140,0,success,0.3628301021035483,0
0,blue-collar,married,basic.4y,yes,yes,no,cellular,apr,mon,561,0,16,565,0,nonexistent,0.5131605559125946,1
1,blue-collar,married,basic.4y,yes,yes,no,cellular,apr,mon,561,0,16,565,0,nonexistent,0.4986623557532128,0
0,services,single,basic.4y,yes,yes,yes,telephone,apr,fri,926,-1,50,719,5,failure,0.5111424353819455,1
1,services,single,basic.4y,yes,yes,yes,telephone,apr,fri,926,-1,50,719,5,failure,0.32932323291917215,0
1,admin.,divorced,basic.4y,no,no,no,cellular,dec,thu,526,1,21,179,7,success,0.4841506550170367,0
0,admin.,divorced,basic.4y,no,no,no,cellular,dec,thu,526,1,21,179,7,success,0.5074734486006464,1
0,unemployed,single,basic.9y,yes,no,yes,telephone,sep,thu,540,-3,30,694,7,success,0.5033926741141855,1
1,unemployed,single,basic.9y,yes,no,yes,telephone,sep,thu,540,-3,30,694,7,success,0.32251157891883026,0
0,unemployed,single,university.degree,no,yes,yes,cellular,apr,mon,149,-3,1,842,1,success,0.5131605559125946,1
1,unemployed,single,university.degree,no,yes,yes,cellular,apr,mon,149,-3,1,842,1,success,0.49698445877006425,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,dec,mon,1170,-1,50,919,7,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,dec,mon,1170,-1,50,919,7,failure,0.4899863878787775,0
0,unemployed,divorced,basic.4y,no,yes,no,cellular,apr,fri,843,-1,31,982,0,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,no,yes,no,cellular,apr,fri,843,-1,31,982,0,failure,0.49873683125294926,0
0,unemployed,single,basic.6y,yes,no,yes,telephone,aug,fri,1019,1,6,941,5,success,0.5131605559125946,1
1,unemployed,single,basic.6y,yes,no,yes,telephone,aug,fri,1019,1,6,941,5,success,0.4959467345281158,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,thu,552,-2,27,435,7,failure,0.5063234474250254,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,thu,552,-2,27,435,7,failure,0.3250786112541606,0
0,services,married,basic.4y,no,no,yes,telephone,sep,fri,639,1,19,489,0,success,0.5131605559125946,1
1,services,married,basic.4y,no,no,yes,telephone,sep,fri,639,1,19,489,0,success,0.4994279744736565,0
0,unemployed,married,professional.course,no,no,no,telephone,aug,tue,335,-3,4,970,0,failure,0.5131605559125946,1
1,unemployed,married,professional.course,no,no,no,telephone,aug,tue,335,-3,4,970,0,failure,0.49937388333622595,0
0,unemployed,divorced,basic.9y,no,yes,yes,telephone,mar,thu,1042,1,29,680,7,failure,0.5131605559125946,1
1,unemployed,divorced,basic.9y,no,yes,yes,telephone,mar,thu,1042,1,29,680,7,failure,0.49912846176676523,0
0,unemployed,single,basic.4y,yes,no,yes,cellular,oct,mon,330,-1,10,215,7,nonexistent,0.5102691512674475,1
1,unemployed,single,basic.4y,yes,no,yes,cellular,oct,mon,330,-1,10,215,7,nonexistent,0.3285519178593033,0
0,unemployed,divorced,basic.4y,yes,yes,yes,cellular,sep,fri,630,1,21,118,7,failure,0.5127773474358506,1
1,unemployed,divorced,basic.4y,yes,yes,yes,cellular,sep,fri,630,1,21,118,7,failure,0.4749988674035755,0
1,unemployed,divorced,basic.4y,yes,yes,yes,telephone,may,fri,1282,1,50,739,6,failure,0.49969661239532664,0
0,unemployed,divorced,basic.4y,yes,yes,yes,telephone,may,fri,1282,1,50,739,6,failure,0.5131605559125946,1
0,admin.,divorced,basic.4y,yes,yes,no,telephone,dec,fri,159,-2,11,375,0,nonexistent,0.5131605559125946,1
1,admin.,divorced,basic.4y,yes,yes,no,telephone,dec,fri,159,-2,11,375,0,nonexistent,0.49379526639111887,0
0,blue-collar,divorced,basic.4y,yes,no,yes,telephone,jul,tue,794,0,19,497,7,failure,0.5131605559125946,1
1,blue-collar,divorced,basic.4y,yes,no,yes,telephone,jul,tue,794,0,19,497,7,failure,0.4990223360600443,0
0,admin.,divorced,basic.6y,yes,no,no,cellular,aug,fri,588,-1,40,612,0,success,0.5021506117278354,1
1,admin.,divorced,basic.6y,yes,no,no,cellular,aug,fri,588,-1,40,612,0,success,0.3214269517996828,0
1,blue-collar,married,basic.6y,yes,yes,yes,cellular,apr,fri,875,1,32,61,1,failure,0.3543145338029297,0
0,blue-collar,married,basic.6y,yes,yes,yes,cellular,apr,fri,875,1,32,61,1,failure,0.5131605559125946,1
0,unemployed,divorced,basic.6y,no,yes,no,telephone,nov,fri,743,1,4,473,7,failure,0.5131605559125946,1
1,unemployed,divorced,basic.6y,no,yes,no,telephone,nov,fri,743,1,4,473,7,failure,0.4999742805958021,0
0,self-employed,divorced,basic.4y,no,yes,yes,telephone,apr,fri,30,-3,1,326,3,success,0.5006055530925246,1
1,self-employed,divorced,basic.4y,no,yes,yes,telephone,apr,fri,30,-3,1,326,3,success,0.4563529843684001,0
1,blue-collar,single,basic.4y,yes,yes,yes,cellular,jun,thu,874,-1,39,896,0,nonexistent,0.49698407135396744,0
0,blue-collar,single,basic.4y,yes,yes,yes,cellular,jun,thu,874,-1,39,896,0,nonexistent,0.5131605559125946,1
0,unemployed,single,basic.4y,no,no,yes,cellular,apr,fri,599,0,18,509,4,failure,0.5131605559125946,1
1,unemployed,single,basic.4y,no,no,yes,cellular,apr,fri,599,0,18,509,4,failure,0.49029844585534965,0
0,admin.,divorced,basic.4y,no,no,no,cellular,apr,fri,849,1,35,119,0,failure,0.5131605559125946,1
1,admin.,divorced,basic.4y,no,no,no,cellular,apr,fri,849,1,35,119,0,failure,0.49515527748108945,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,thu,870,1,30,339,7,failure,0.5119556343154622,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,thu,870,1,30,339,7,failure,0.48863127111169474,0
0,admin.,married,university.degree,yes,no,no,cellular,aug,fri,369,0,20,314,2,failure,0.5053687416414246,1
1,admin.,married,university.degree,yes,no,no,cellular,aug,fri,369,0,20,314,2,failure,0.3242411975517013,0
0,admin.,divorced,high.school,no,no,no,telephone,nov,fri,906,1,19,802,0,failure,0.5131605559125946,1
1,admin.,divorced,high.school,no,no,no,telephone,nov,fri,906,1,19,802,0,failure,0.4904322383878991,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,1090,1,40,519,7,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,1090,1,40,519,7,failure,0.4995214642555315,0
0,blue-collar,divorced,basic.4y,no,yes,yes,telephone,apr,fri,315,1,11,117,1,nonexistent,0.5131605559125946,1
1,blue-collar,divorced,basic.4y,no,yes,yes,telephone,apr,fri,315,1,11,117,1,nonexistent,0.3520593034291691,0
0,blue-collar,married,basic.6y,yes,no,no,telephone,apr,fri,827,1,42,489,0,success,0.5131605559125946,1
1,blue-collar,married,basic.6y,yes,no,no,telephone,apr,fri,827,1,42,489,0,success,0.49789543202651226,0
1,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,179,-3,11,880,0,success,0.47784317190055703,0
0,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,179,-3,11,880,0,success,0.5011573115185171,1
1,retired,married,basic.4y,yes,yes,yes,cellular,sep,fri,1028,1,20,599,7,failure,0.4991058120723716,0
0,retired,married,basic.4y,yes,yes,yes,cellular,sep,fri,1028,1,20,599,7,failure,0.5131605559125946,1
0,admin.,divorced,basic.4y,yes,no,yes,telephone,sep,mon,1173,1,9,889,6,nonexistent,0.5131605559125946,1
1,admin.,divorced,basic.4y,yes,no,yes,telephone,sep,mon,1173,1,9,889,6,nonexistent,0.49902662757813226,0
0,entrepreneur,divorced,basic.4y,yes,yes,yes,telephone,sep,fri,720,1,10,269,7,failure,0.5131605559125946,1
1,entrepreneur,divorced,basic.4y,yes,yes,yes,telephone,sep,fri,720,1,10,269,7,failure,0.4920100815146786,0
0,unemployed,divorced,basic.6y,yes,no,no,telephone,sep,mon,1050,-1,17,987,7,failure,0.5131605559125946,1
1,unemployed,divorced,basic.6y,yes,no,no,telephone,sep,mon,1050,-1,17,987,7,failure,0.49890482600831315,0
1,blue-collar,divorced,professional.course,yes,no,yes,cellular,apr,fri,239,-2,21,519,0,nonexistent,0.32163665933690794,0
0,blue-collar,divorced,professional.course,yes,no,yes,cellular,apr,fri,239,-2,21,519,0,nonexistent,0.5023909028924292,1
0,unemployed,divorced,basic.4y,no,no,yes,telephone,mar,fri,1224,1,40,779,7,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,no,no,yes,telephone,mar,fri,1224,1,40,779,7,failure,0.48999803591848434,0
0,unemployed,single,basic.9y,yes,no,no,telephone,may,thu,1298,1,35,958,6,failure,0.5131605559125946,1
1,unemployed,single,basic.9y,yes,no,no,telephone,may,thu,1298,1,35,958,6,failure,0.49917024450179215,0
0,unemployed,married,illiterate,no,no,no,telephone,apr,fri,222,1,1,90,4,failure,0.5131605559125946,1
1,unemployed,married,illiterate,no,no,no,telephone,apr,fri,222,1,1,90,4,failure,0.4996535778599968,0
1,admin.,divorced,basic.4y,yes,yes,no,telephone,aug,fri,417,-3,31,667,0,failure,0.4898611497986872,0
0,admin.,divorced,basic.4y,yes,yes,no,telephone,aug,fri,417,-3,31,667,0,failure,0.5131605559125946,1
0,unemployed,divorced,illiterate,yes,no,no,cellular,jun,fri,229,-1,9,196,6,failure,0.5043144049313101,1
1,unemployed,divorced,illiterate,yes,no,no,cellular,jun,fri,229,-1,9,196,6,failure,0.3233177645853255,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,1207,1,41,739,7,success,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,1207,1,41,739,7,success,0.49005877868488573,0
0,admin.,divorced,basic.4y,no,no,no,cellular,sep,mon,1075,1,30,630,7,failure,0.5131605559125946,1
1,admin.,divorced,basic.4y,no,no,no,cellular,sep,mon,1075,1,30,630,7,failure,0.4985003516343115,0
1,admin.,divorced,basic.6y,no,no,no,cellular,apr,fri,329,-3,31,659,0,failure,0.31961398588331424,0
0,admin.,divorced,basic.6y,no,no,no,cellular,apr,fri,329,-3,31,659,0,failure,0.5000694692130387,1
0,housemaid,single,professional.course,yes,no,no,cellular,jul,wed,577,-3,41,887,4,success,0.5008108012721856,1
1,housemaid,single,professional.course,yes,no,no,cellular,jul,wed,577,-3,41,887,4,success,0.3202590702433704,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,680,-2,20,789,2,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,680,-2,20,789,2,failure,0.4988740999655186,0
1,unemployed,single,professional.course,yes,no,no,cellular,dec,fri,69,-2,3,399,4,success,0.4974067443682592,0
0,unemployed,single,professional.course,yes,no,no,cellular,dec,fri,69,-2,3,399,4,success,0.5131605559125946,1
0,unemployed,divorced,basic.4y,yes,yes,yes,cellular,mar,fri,989,1,11,830,4,success,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,yes,yes,cellular,mar,fri,989,1,11,830,4,success,0.4998988211168748,0
1,unemployed,divorced,basic.4y,no,no,no,cellular,apr,fri,218,0,11,188,0,failure,0.35361634946804177,0
0,unemployed,divorced,basic.4y,no,no,no,cellular,apr,fri,218,0,11,188,0,failure,0.5131605559125946,1
1,unemployed,single,basic.4y,no,no,yes,cellular,sep,tue,684,-3,41,809,7,success,0.34748053581149513,0
0,unemployed,single,basic.4y,no,no,yes,cellular,sep,tue,684,-3,41,809,7,success,0.5131605559125946,1
0,blue-collar,single,basic.6y,yes,yes,yes,telephone,sep,mon,940,1,40,366,7,failure,0.5113447206087489,1
1,blue-collar,single,basic.6y,yes,yes,yes,telephone,sep,mon,940,1,40,366,7,failure,0.32950232590735523,0
0,unemployed,divorced,basic.6y,no,yes,yes,telephone,oct,thu,885,1,9,590,7,failure,0.5131605559125946,1
1,unemployed,divorced,basic.6y,no,yes,yes,telephone,oct,thu,885,1,9,590,7,failure,0.498693767181429,0
1,unemployed,single,basic.6y,no,yes,yes,telephone,apr,fri,618,-2,22,944,0,failure,0.49913287249714505,0
0,unemployed,single,basic.6y,no,yes,yes,telephone,apr,fri,618,-2,22,944,0,failure,0.5131605559125946,1
0,unemployed,single,professional.course,no,no,yes,telephone,jun,tue,530,0,28,550,0,failure,0.5103498812244471,1
1,unemployed,single,professional.course,no,no,yes,telephone,jun,tue,530,0,28,550,0,failure,0.3286231900136319,0
0,unemployed,married,professional.course,yes,yes,yes,telephone,sep,tue,430,-3,10,778,5,nonexistent,0.5131605559125946,1
1,unemployed,married,professional.course,yes,yes,yes,telephone,sep,tue,430,-3,10,778,5,nonexistent,0.4986571701863756,0
0,blue-collar,single,professional.course,yes,yes,no,cellular,apr,mon,243,0,11,259,0,failure,0.5131605559125946,1
1,blue-collar,single,professional.course,yes,yes,no,cellular,apr,mon,243,0,11,259,0,failure,0.35421720537665,0
0,blue-collar,single,illiterate,yes,no,yes,cellular,aug,fri,560,-3,41,869,0,failure,0.5131605559125946,1
1,blue-collar,single,illiterate,yes,no,yes,cellular,aug,fri,560,-3,41,869,0,failure,0.490535853320462,0
0,unemployed,divorced,basic.4y,no,no,yes,telephone,aug,fri,1059,-2,45,359,0,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,no,no,yes,telephone,aug,fri,1059,-2,45,359,0,failure,0.4950418011437384,0
0,services,single,university.degree,no,no,yes,telephone,apr,mon,247,-3,21,731,2,nonexistent,0.5043377980030294,1
1,services,single,university.degree,no,no,yes,telephone,apr,mon,247,-3,21,731,2,nonexistent,0.32333821243653477,0
0,unemployed,married,university.degree,no,no,no,telephone,apr,tue,659,1,1,854,1,success,0.5131605559125946,1
1,unemployed,married,university.degree,no,no,no,telephone,apr,tue,659,1,1,854,1,success,0.4909673624479001,0
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,940,1,30,410,7,failure,0.4990308892941531,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,940,1,30,410,7,failure,0.5131605559125946,1
0,unemployed,single,basic.4y,no,no,no,cellular,mar,fri,861,0,37,808,2,success,0.5131605559125946,1
1,unemployed,single,basic.4y,no,no,no,cellular,mar,fri,861,0,37,808,2,success,0.4900639622401208,0
0,unemployed,divorced,basic.4y,yes,yes,yes,telephone,sep,tue,720,0,31,369,5,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,yes,yes,telephone,sep,tue,720,0,31,369,5,failure,0.41114177908920246,0
0,technician,divorced,basic.6y,yes,no,yes,telephone,nov,tue,630,-2,10,718,6,failure,0.5131605559125946,1
1,technician,divorced,basic.6y,yes,no,yes,telephone,nov,tue,630,-2,10,718,6,failure,0.49454943076113583,0
0,unemployed,married,illiterate,yes,no,no,cellular,apr,fri,1319,-1,49,11,1,nonexistent,0.50015318393228,1
1,unemployed,married,illiterate,yes,no,no,cellular,apr,fri,1319,-1,49,11,1,nonexistent,0.14332150157606083,0
0,unemployed,divorced,professional.course,no,no,no,cellular,sep,mon,758,-2,25,21,0,success,0.5182775736953577,1
1,unemployed,divorced,professional.course,no,no,no,cellular,sep,mon,758,-2,25,21,0,success,0.15245937179292418,0
0,unemployed,single,professional.course,yes,yes,yes,cellular,oct,fri,844,-1,23,20,0,success,0.7180911216288433,1
1,unemployed,single,professional.course,yes,yes,yes,cellular,oct,fri,844,-1,23,20,0,success,0.2986840589694408,0
1,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,932,1,10,546,7,failure,0.49982953072254743,0
0,unemployed,divorced,basic.4y,yes,no,yes,telephone,sep,fri,932,1,10,546,7,failure,0.5131605559125946,1
0,retired,divorced,basic.4y,yes,yes,yes,telephone,sep,fri,970,1,9,728,5,success,0.5131605559125946,1
1,retired,divorced,basic.4y,yes,yes,yes,telephone,sep,fri,970,1,9,728,5,success,0.49967837338115234,0
0,technician,divorced,university.degree,no,no,no,cellular,sep,mon,1066,-3,35,30,0,success,0.7176263427757715,1
1,technician,divorced,university.degree,no,no,no,cellular,sep,mon,1066,-3,35,30,0,success,0.2982038140149594,0
0,technician,divorced,basic.4y,yes,yes,no,cellular,sep,fri,999,1,30,510,7,failure,0.5131605559125946,1
1,technician,divorced,basic.4y,yes,yes,no,cellular,sep,fri,999,1,30,510,7,failure,0.49783860003205505,0
0,unemployed,divorced,basic.4y,yes,yes,no,telephone,sep,thu,928,0,10,949,0,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,yes,no,telephone,sep,thu,928,0,10,949,0,failure,0.4993311170753459,0
0,unemployed,married,basic.4y,no,no,no,telephone,jun,fri,339,-1,16,328,4,failure,0.5004565416497809,1
1,unemployed,married,basic.4y,no,no,no,telephone,jun,fri,339,-1,16,328,4,failure,0.3199508243227793,0
1,technician,married,university.degree,yes,no,yes,telephone,may,fri,620,-2,30,712,5,failure,0.4841278494094242,0
0,technician,married,university.degree,yes,no,yes,telephone,may,fri,620,-2,30,712,5,failure,0.5074506251062646,1
0,management,single,basic.9y,yes,no,yes,telephone,apr,fri,942,-1,21,989,7,success,0.5131605559125946,1
1,management,single,basic.9y,yes,no,yes,telephone,apr,fri,942,-1,21,989,7,success,0.4939326642030492,0
0,blue-collar,divorced,basic.4y,yes,no,yes,telephone,sep,mon,996,1,10,669,6,nonexistent,0.5131605559125946,1
1,blue-collar,divorced,basic.4y,yes,no,yes,telephone,sep,mon,996,1,10,669,6,nonexistent,0.49987843632937584,0
0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,218,-3,1,761,3,failure,0.5131605559125946,1
1,admin.,single,university.degree,no,yes,no,cellular,aug,thu,218,-3,1,761,3,failure,0.4995291234454811,0
0,admin.,divorced,basic.9y,yes,no,yes,telephone,oct,thu,1277,1,40,769,7,failure,0.5131605559125946,1
1,admin.,divorced,basic.9y,yes,no,yes,telephone,oct,thu,1277,1,40,769,7,failure,0.4994176628838515,0
0,unemployed,divorced,university.degree,no,yes,no,telephone,apr,fri,368,-3,30,777,2,failure,0.5004563628359956,1
1,unemployed,divorced,university.degree,no,yes,no,telephone,apr,fri,368,-3,30,777,2,failure,0.3199505908823479,0
0,unemployed,divorced,basic.4y,yes,no,no,cellular,apr,fri,769,1,31,139,0,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,no,no,cellular,apr,fri,769,1,31,139,0,failure,0.4593096426802027,0
1,admin.,married,basic.4y,yes,no,no,cellular,apr,fri,149,-2,11,319,1,failure,0.4577729753420528,0
0,admin.,married,basic.4y,yes,no,no,cellular,apr,fri,149,-2,11,319,1,failure,0.5131605559125946,1
0,admin.,divorced,basic.9y,yes,no,yes,cellular,sep,mon,492,1,17,60,6,nonexistent,0.5071856200386222,1
1,admin.,divorced,basic.9y,yes,no,yes,cellular,sep,mon,492,1,17,60,6,nonexistent,0.3258358308409152,0
0,unemployed,divorced,basic.4y,yes,no,yes,cellular,dec,mon,1200,1,40,759,6,failure,0.5131605559125946,1
1,unemployed,divorced,basic.4y,yes,no,yes,cellular,dec,mon,1200,1,40,759,6,failure,0.4991658039680511,0
0,unemployed,single,basic.4y,no,no,yes,cellular,aug,fri,168,-1,10,358,0,nonexistent,0.503684513631063,1
1,unemployed,single,basic.4y,no,no,yes,cellular,aug,fri,168,-1,10,358,0,nonexistent,0.32276676189252446,0
