CE_ID,PA,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Output,Decision
23,0,95,State-gov,Prof-school,10,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,97500,2286,94,El-Salvador,0.867968,POSITIVE
23,1,95,State-gov,Prof-school,10,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,97500,2286,94,El-Salvador,-0.169335,NEGATIVE
24,0,97,Without-pay,Assoc-voc,11,Never-married,Protective-serv,Unmarried,Other,Female,97500,1633,97,Peru,-0.076715,NEGATIVE
24,1,97,Without-pay,Assoc-voc,11,Never-married,Protective-serv,Unmarried,Other,Male,97500,1633,97,Peru,0.331864,POSITIVE
25,0,95,State-gov,Prof-school,10,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,97500,1197,95,El-Salvador,0.758390,POSITIVE
25,1,95,State-gov,Prof-school,10,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,97500,1197,95,El-Salvador,-0.979519,NEGATIVE
26,0,87,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,97500,1851,98,Hong,-0.122072,NEGATIVE
26,1,87,Without-pay,Assoc-voc,11,Married-AF-spouse,Protective-serv,Unmarried,Black,Male,97500,1851,98,Hong,0.286495,POSITIVE
27,0,84,State-gov,Prof-school,10,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,97500,1197,95,El-Salvador,1.580680,POSITIVE
27,1,84,State-gov,Prof-school,10,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,97500,1197,95,El-Salvador,-0.305990,NEGATIVE
28,0,86,Without-pay,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Other,Female,97500,1633,97,Peru,-0.021009,NEGATIVE
28,1,86,Without-pay,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Other,Male,97500,1633,97,Peru,0.387569,POSITIVE
29,0,97,Without-pay,Assoc-voc,11,Never-married,Prof-specialty,Husband,Other,Female,97500,1633,97,Hong,1.277050,POSITIVE
29,1,97,Without-pay,Assoc-voc,11,Never-married,Prof-specialty,Husband,Other,Male,97500,1633,97,Hong,-0.609617,NEGATIVE
30,0,96,State-gov,Assoc-acdm,11,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,97500,1415,84,Trinadad&Tobago,-0.013590,NEGATIVE
30,1,96,State-gov,Assoc-acdm,11,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,97500,1415,84,Trinadad&Tobago,0.394980,POSITIVE
31,0,87,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,97500,1851,86,Hong,-0.398123,NEGATIVE
31,1,87,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,97500,1851,86,Hong,0.010451,POSITIVE
32,0,91,Local-gov,12th,9,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,92500,980,91,Taiwan,-0.147772,NEGATIVE
32,1,91,Local-gov,12th,9,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,92500,980,91,Taiwan,0.260798,POSITIVE
33,0,95,State-gov,10th,10,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,97500,2286,94,Haiti,-0.235602,NEGATIVE
33,1,95,State-gov,10th,10,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,97500,2286,94,Haiti,0.172969,POSITIVE
34,0,95,State-gov,10th,10,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,97500,1197,95,Haiti,0.029338,POSITIVE
34,1,95,State-gov,10th,10,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,97500,1197,95,Haiti,-0.471306,NEGATIVE
35,0,85,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Female,97500,1415,96,Taiwan,-0.369600,NEGATIVE
35,1,85,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,97500,1415,96,Taiwan,0.038971,POSITIVE
36,0,98,Without-pay,5th-6th,11,Separated,Prof-specialty,Husband,Black,Female,97500,1851,98,Columbia,-0.131940,NEGATIVE
36,1,98,Without-pay,5th-6th,11,Separated,Prof-specialty,Husband,Black,Male,97500,1851,98,Columbia,0.276631,POSITIVE
37,0,95,State-gov,10th,10,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,97500,1197,83,Haiti,1.473798,POSITIVE
37,1,95,State-gov,10th,10,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,97500,1197,83,Haiti,-0.412869,NEGATIVE
38,0,98,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Black,Female,97500,1851,86,Hungary,1.067005,POSITIVE
38,1,98,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Black,Male,97500,1851,86,Hungary,-0.005149,NEGATIVE
39,0,75,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Female,97500,1633,97,Peru,-0.171539,NEGATIVE
39,1,75,Without-pay,5th-6th,11,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,97500,1633,97,Peru,0.237036,POSITIVE
40,0,75,Without-pay,5th-6th,11,Never-married,Prof-specialty,Unmarried,Other,Female,97500,1633,97,Peru,-0.277721,NEGATIVE
40,1,75,Without-pay,5th-6th,11,Never-married,Prof-specialty,Unmarried,Other,Male,97500,1633,97,Peru,0.130853,POSITIVE
41,0,64,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Unmarried,Other,Female,97500,1633,97,Peru,-0.081485,NEGATIVE
41,1,64,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Unmarried,Other,Male,97500,1633,97,Peru,0.327092,POSITIVE
42,0,75,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Other,Female,97500,1633,97,Peru,0.751335,POSITIVE
42,1,75,Without-pay,5th-6th,11,Married-AF-spouse,Prof-specialty,Husband,Other,Male,97500,1633,97,Peru,-0.728791,NEGATIVE
43,0,74,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Female,97500,1415,84,Hong,0.720560,POSITIVE
43,1,74,State-gov,Doctorate,11,Married-spouse-absent,Exec-managerial,Other-relative,Other,Male,97500,1415,84,Hong,-0.303743,NEGATIVE
44,0,76,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,97500,1851,98,Hong,-0.066378,NEGATIVE
44,1,76,Without-pay,Assoc-voc,11,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,97500,1851,98,Hong,0.342200,POSITIVE
45,0,90,Local-gov,12th,5,Widowed,Craft-repair,Not-in-family,White,Female,92500,2504,90,Nicaragua,0.425084,POSITIVE
45,1,90,Local-gov,12th,5,Widowed,Craft-repair,Not-in-family,White,Male,92500,2504,90,Nicaragua,-1.461580,NEGATIVE
46,0,90,Local-gov,7th-8th,5,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,92500,108,89,Guatemala,0.479208,POSITIVE
46,1,90,Local-gov,7th-8th,5,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,92500,108,89,Guatemala,-1.407461,NEGATIVE
47,0,92,State-gov,Masters,5,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,92500,2940,92,Nicaragua,1.280776,POSITIVE
47,1,92,State-gov,Masters,5,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Male,92500,2940,92,Nicaragua,-0.605892,NEGATIVE
48,0,90,Local-gov,7th-8th,5,Married-civ-spouse,Tech-support,Not-in-family,White,Female,92500,108,89,El-Salvador,1.050367,POSITIVE
48,1,90,Local-gov,7th-8th,5,Married-civ-spouse,Tech-support,Not-in-family,White,Male,92500,108,89,El-Salvador,-0.836303,NEGATIVE
49,0,79,Local-gov,7th-8th,5,Widowed,Machine-op-inspct,Not-in-family,White,Female,92500,108,89,Guatemala,0.091291,POSITIVE
49,1,79,Local-gov,7th-8th,5,Widowed,Machine-op-inspct,Not-in-family,White,Male,92500,108,89,Guatemala,-1.795372,NEGATIVE
50,0,81,State-gov,Masters,5,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,92500,2940,92,Nicaragua,1.497962,POSITIVE
50,1,81,State-gov,Masters,5,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Male,92500,2940,92,Nicaragua,-0.388698,NEGATIVE
51,0,79,Local-gov,7th-8th,5,Widowed,Tech-support,Not-in-family,White,Female,92500,108,89,El-Salvador,0.662454,POSITIVE
51,1,79,Local-gov,7th-8th,5,Widowed,Tech-support,Not-in-family,White,Male,92500,108,89,El-Salvador,-1.224205,NEGATIVE
52,0,81,State-gov,Masters,5,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,92500,1415,92,Thailand,1.236010,POSITIVE
52,1,81,State-gov,Masters,5,Divorced,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,92500,1415,92,Thailand,-0.650657,NEGATIVE
53,0,93,Self-emp-not-inc,1st-4th,6,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,92500,1851,93,Yugoslavia,-0.336897,NEGATIVE
53,1,93,Self-emp-not-inc,1st-4th,6,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,92500,1851,93,Yugoslavia,0.071678,POSITIVE
54,0,79,Private,12th,5,Widowed,Adm-clerical,Not-in-family,White,Female,92500,544,90,El-Salvador,1.619298,POSITIVE
54,1,79,Private,12th,5,Widowed,Adm-clerical,Not-in-family,White,Male,92500,544,90,El-Salvador,-0.015000,NEGATIVE
55,0,84,Self-emp-inc,10th,6,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Female,97500,2286,94,El-Salvador,-0.380742,NEGATIVE
55,1,84,Self-emp-inc,10th,6,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,97500,2286,94,El-Salvador,0.027829,POSITIVE
56,0,84,Self-emp-inc,10th,6,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,97500,1197,95,Peru,-0.205277,NEGATIVE
56,1,84,Self-emp-inc,10th,6,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,97500,1197,95,Peru,0.203294,POSITIVE
57,0,90,Local-gov,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Female,97500,108,89,Guatemala,0.682299,POSITIVE
57,1,90,Local-gov,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Male,97500,108,89,Guatemala,-1.204368,NEGATIVE
58,0,79,Local-gov,12th,1,Divorced,Craft-repair,Not-in-family,White,Female,92500,544,90,Nicaragua,0.327661,POSITIVE
58,1,79,Local-gov,12th,1,Divorced,Craft-repair,Not-in-family,White,Male,92500,544,90,Nicaragua,-1.559004,NEGATIVE
59,0,90,Private,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Female,92500,108,89,Guatemala,0.844274,POSITIVE
59,1,90,Private,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Male,92500,108,89,Guatemala,-1.042397,NEGATIVE
60,0,90,Private,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,92500,2286,89,El-Salvador,1.371766,POSITIVE
60,1,90,Private,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,92500,2286,89,El-Salvador,-0.514898,NEGATIVE
61,0,91,Self-emp-not-inc,12th,1,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,92500,980,91,Scotland,0.574889,POSITIVE
61,1,91,Self-emp-not-inc,12th,1,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,92500,980,91,Scotland,-1.311772,NEGATIVE
62,0,81,Self-emp-not-inc,Masters,1,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,92500,1415,92,Thailand,0.234874,POSITIVE
62,1,81,Self-emp-not-inc,Masters,1,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,92500,1415,92,Thailand,-1.651789,NEGATIVE
63,0,87,State-gov,1st-4th,6,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,92500,1851,93,Yugoslavia,1.810693,POSITIVE
63,1,87,State-gov,1st-4th,6,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,92500,1851,93,Yugoslavia,-0.075966,NEGATIVE
64,0,95,Self-emp-inc,10th,6,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,97500,2504,95,El-Salvador,-0.206095,NEGATIVE
64,1,95,Self-emp-inc,10th,6,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,97500,2504,95,El-Salvador,0.202478,POSITIVE
65,0,95,Self-emp-inc,10th,6,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,97500,1197,94,El-Salvador,-0.117371,NEGATIVE
65,1,95,Self-emp-inc,10th,6,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,97500,1197,94,El-Salvador,0.291205,POSITIVE
66,0,95,Self-emp-inc,10th,6,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,97500,1197,95,El-Salvador,0.703411,POSITIVE
66,1,95,Self-emp-inc,10th,6,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,97500,1197,95,El-Salvador,-1.183258,NEGATIVE
67,0,84,Self-emp-inc,10th,6,Married-spouse-absent,Sales,Own-child,Amer-Indian-Eskimo,Female,92500,2286,94,Peru,0.198572,POSITIVE
67,1,84,Self-emp-inc,10th,6,Married-spouse-absent,Sales,Own-child,Amer-Indian-Eskimo,Male,92500,2286,94,Peru,-0.950964,NEGATIVE
68,0,87,Federal-gov,5th-6th,7,Separated,Protective-serv,Husband,Black,Female,97500,1851,98,Hong,-0.011107,NEGATIVE
68,1,87,Federal-gov,5th-6th,7,Separated,Protective-serv,Husband,Black,Male,97500,1851,98,Hong,0.397471,POSITIVE
69,0,85,Self-emp-inc,Doctorate,7,Never-married,Exec-managerial,Own-child,Other,Female,97500,1415,96,Hong,1.803754,POSITIVE
69,1,85,Self-emp-inc,Doctorate,7,Never-married,Exec-managerial,Own-child,Other,Male,97500,1415,96,Hong,-0.082914,NEGATIVE
70,0,87,Federal-gov,5th-6th,7,Separated,Prof-specialty,Husband,Black,Female,97500,1851,98,Yugoslavia,-0.166892,NEGATIVE
70,1,87,Federal-gov,5th-6th,7,Separated,Prof-specialty,Husband,Black,Male,97500,1851,98,Yugoslavia,0.056766,POSITIVE
71,0,90,Local-gov,7th-8th,1,Widowed,Tech-support,Wife,White,Female,92500,108,89,Guatemala,0.392123,POSITIVE
71,1,90,Local-gov,7th-8th,1,Widowed,Tech-support,Wife,White,Male,92500,108,89,Guatemala,-1.494544,NEGATIVE
72,0,90,Local-gov,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,92500,108,89,Guatemala,1.672923,POSITIVE
72,1,90,Local-gov,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,92500,108,89,Guatemala,-0.213744,NEGATIVE
73,0,91,Local-gov,12th,1,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Female,92500,980,91,Scotland,0.677226,POSITIVE
73,1,91,Local-gov,12th,1,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Male,92500,980,91,Scotland,-1.209446,NEGATIVE
74,0,81,State-gov,Masters,1,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,92500,1415,92,Thailand,0.614428,POSITIVE
74,1,81,State-gov,Masters,1,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,92500,1415,92,Thailand,-1.272245,NEGATIVE
75,0,90,Private,12th,1,Widowed,Adm-clerical,Wife,White,Female,92500,544,90,Nicaragua,0.727362,POSITIVE
75,1,90,Private,12th,1,Widowed,Adm-clerical,Wife,White,Male,92500,544,90,Nicaragua,-1.159306,NEGATIVE
76,0,90,Private,12th,1,Widowed,Craft-repair,Wife,White,Female,92500,544,90,El-Salvador,0.827405,POSITIVE
76,1,90,Private,12th,1,Widowed,Craft-repair,Wife,White,Male,92500,544,90,El-Salvador,-1.059266,NEGATIVE
77,0,92,Self-emp-not-inc,Masters,1,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Female,92500,1415,92,Nicaragua,1.445412,POSITIVE
77,1,92,Self-emp-not-inc,Masters,1,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Male,92500,1415,92,Nicaragua,-0.441252,NEGATIVE
78,0,93,Self-emp-not-inc,1st-4th,2,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,92500,1851,93,Yugoslavia,0.159972,POSITIVE
78,1,93,Self-emp-not-inc,1st-4th,2,Divorced,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,92500,1851,93,Yugoslavia,-1.726697,NEGATIVE
79,0,82,Self-emp-not-inc,1st-4th,2,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,92500,1851,93,Yugoslavia,0.578869,POSITIVE
79,1,82,Self-emp-not-inc,1st-4th,2,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,92500,1851,93,Yugoslavia,-1.307799,NEGATIVE
80,0,85,Self-emp-inc,Doctorate,3,Never-married,Priv-house-serv,Own-child,Other,Female,97500,3593,96,Trinadad&Tobago,-0.248950,NEGATIVE
80,1,85,Self-emp-inc,Doctorate,3,Never-married,Priv-house-serv,Own-child,Other,Male,97500,3593,96,Trinadad&Tobago,0.159620,POSITIVE
81,0,82,Self-emp-not-inc,1st-4th,2,Divorced,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,92500,980,93,Yugoslavia,1.582655,POSITIVE
81,1,82,Self-emp-not-inc,1st-4th,2,Divorced,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,92500,980,93,Yugoslavia,-0.304005,NEGATIVE
82,0,84,Self-emp-inc,10th,2,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,97500,1197,94,Peru,0.546877,POSITIVE
82,1,84,Self-emp-inc,10th,2,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,97500,1197,94,Peru,-1.339787,NEGATIVE
83,0,92,State-gov,Masters,5,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,92500,1415,79,Thailand,0.243739,POSITIVE
83,1,92,State-gov,Masters,5,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,92500,1415,79,Thailand,-1.642928,NEGATIVE
84,0,80,Local-gov,12th,5,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,92500,980,78,Scotland,1.281882,POSITIVE
84,1,80,Local-gov,12th,5,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,92500,980,78,Scotland,-0.604780,NEGATIVE
85,0,82,State-gov,1st-4th,6,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Female,92500,1851,80,Yugoslavia,0.555693,POSITIVE
85,1,82,State-gov,1st-4th,6,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Male,92500,1851,80,Yugoslavia,-1.330975,NEGATIVE
86,0,84,State-gov,10th,6,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,97500,2286,82,El-Salvador,0.464911,POSITIVE
86,1,84,State-gov,10th,6,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,97500,2286,82,El-Salvador,-1.421760,NEGATIVE
87,0,93,Self-emp-not-inc,1st-4th,6,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,92500,980,80,Scotland,-0.197398,NEGATIVE
87,1,93,Self-emp-not-inc,1st-4th,6,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,92500,980,80,Scotland,0.211174,POSITIVE
88,0,98,Federal-gov,5th-6th,7,Married-AF-spouse,Prof-specialty,Unmarried,Black,Female,97500,3811,86,Hong,-0.328976,NEGATIVE
88,1,98,Federal-gov,5th-6th,7,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,97500,3811,86,Hong,0.079599,POSITIVE
89,0,96,Self-emp-inc,Doctorate,7,Never-married,Priv-house-serv,Other-relative,Other,Female,97500,1415,84,Trinadad&Tobago,-0.293493,NEGATIVE
89,1,96,Self-emp-inc,Doctorate,7,Never-married,Priv-house-serv,Other-relative,Other,Male,97500,1415,84,Trinadad&Tobago,0.115079,POSITIVE
