CE_ID,PA,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Output,Decision
10,1,90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,2286,51,China,-0.788524,NEGATIVE
11,0,90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,2286,51,United-States,5.055914,POSITIVE
11,1,90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,2286,51,United-States,-0.788524,NEGATIVE
12,0,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,2286,51,United-States,6.591432,POSITIVE
12,1,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,2286,51,United-States,-0.788524,NEGATIVE
13,0,90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,108,51,China,6.535034,POSITIVE
13,1,90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,108,51,China,-0.788524,NEGATIVE
14,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,108,51,China,6.152235,POSITIVE
14,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,108,51,China,-0.788524,NEGATIVE
15,0,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,108,51,China,7.259321,POSITIVE
15,1,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,108,51,China,-0.788524,NEGATIVE
16,0,90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,108,51,United-States,6.594810,POSITIVE
16,1,90,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,108,51,United-States,-0.788524,NEGATIVE
17,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,108,51,United-States,6.191483,POSITIVE
17,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,108,51,United-States,-0.788524,NEGATIVE
18,0,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,52500,108,51,United-States,7.258010,POSITIVE
18,1,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,52500,108,51,United-States,-0.788524,NEGATIVE
19,0,10,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,52500,2286,76,Guatemala,2.519099,POSITIVE
19,1,10,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,52500,2286,76,Guatemala,-0.788524,NEGATIVE
20,0,10,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,52500,2286,51,Guatemala,2.529048,POSITIVE
20,1,10,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,52500,2286,51,Guatemala,-0.788524,NEGATIVE
21,0,10,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,52500,108,51,Guatemala,2.990733,POSITIVE
21,1,10,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,52500,108,51,Guatemala,-0.788524,NEGATIVE
22,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,2286,26,Guatemala,7.298478,POSITIVE
22,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,2286,26,Guatemala,-0.788524,NEGATIVE
23,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,2286,26,Portugal,7.113789,POSITIVE
23,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,2286,26,Portugal,-0.788524,NEGATIVE
24,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,26,Portugal,8.085231,POSITIVE
24,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,26,Portugal,-0.788524,NEGATIVE
25,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,108,26,Portugal,8.362388,POSITIVE
25,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,108,26,Portugal,-0.788524,NEGATIVE
26,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,26,Portugal,8.869440,POSITIVE
26,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,26,Portugal,-0.788524,NEGATIVE
27,0,79,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Female,77500,2286,39,United-States,7.431562,POSITIVE
27,1,79,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Male,77500,2286,39,United-States,-0.788524,NEGATIVE
28,0,79,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Female,77500,108,39,United-States,8.128945,POSITIVE
28,1,79,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Male,77500,108,39,United-States,-0.788524,NEGATIVE
29,0,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,77500,2286,26,China,7.364079,POSITIVE
29,1,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,77500,2286,26,China,-0.788524,NEGATIVE
30,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,2286,26,United-States,7.571553,POSITIVE
30,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
31,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,26,United-States,8.034277,POSITIVE
31,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
32,0,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,77500,2286,26,China,8.329549,POSITIVE
32,1,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,77500,2286,26,China,-0.788524,NEGATIVE
33,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,92500,2286,26,China,8.598625,POSITIVE
33,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,92500,2286,26,China,-0.788524,NEGATIVE
34,0,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Female,77500,2286,26,China,6.381568,POSITIVE
34,1,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Male,77500,2286,26,China,-0.788524,NEGATIVE
35,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,2286,26,China,6.844290,POSITIVE
35,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,2286,26,China,-0.788524,NEGATIVE
36,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,2286,26,China,7.438079,POSITIVE
36,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,2286,26,China,-0.788524,NEGATIVE
37,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,26,China,7.900802,POSITIVE
37,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,26,China,-0.788524,NEGATIVE
38,0,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,77500,2286,33,United-States,8.313178,POSITIVE
38,1,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,77500,2286,33,United-States,-0.788524,NEGATIVE
39,0,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,77500,2286,26,United-States,6.379549,POSITIVE
39,1,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
40,0,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,26,United-States,7.602838,POSITIVE
40,1,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
41,0,79,Private,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,92500,2286,26,United-States,7.746415,POSITIVE
41,1,79,Private,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,92500,2286,26,United-States,-0.788524,NEGATIVE
42,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,2286,26,United-States,9.024037,POSITIVE
42,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,2286,26,United-States,-0.788524,NEGATIVE
43,0,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,2286,26,United-States,5.855467,POSITIVE
43,1,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
44,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,2286,26,United-States,6.801529,POSITIVE
44,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
45,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,33,United-States,8.015941,POSITIVE
45,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,33,United-States,-0.788524,NEGATIVE
46,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,26,United-States,7.036457,POSITIVE
46,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
47,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,26,China,9.154799,POSITIVE
47,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,26,China,-0.788524,NEGATIVE
48,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,33,United-States,9.021607,POSITIVE
48,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,33,United-States,-0.788524,NEGATIVE
49,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,26,United-States,9.000120,POSITIVE
49,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,26,United-States,-0.788524,NEGATIVE
50,0,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,77500,108,26,China,8.909323,POSITIVE
50,1,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,77500,108,26,China,-0.788524,NEGATIVE
51,0,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Female,77500,108,26,China,7.740194,POSITIVE
51,1,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Male,77500,108,26,China,-0.788524,NEGATIVE
52,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,108,26,China,8.389582,POSITIVE
52,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,108,26,China,-0.788524,NEGATIVE
53,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,26,China,8.881496,POSITIVE
53,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,26,China,-0.788524,NEGATIVE
54,0,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,77500,108,33,United-States,8.131769,POSITIVE
54,1,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,77500,108,33,United-States,-0.788524,NEGATIVE
55,0,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,77500,108,26,United-States,6.719206,POSITIVE
55,1,79,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,77500,108,26,United-States,-0.788524,NEGATIVE
56,0,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,26,United-States,7.801475,POSITIVE
56,1,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,26,United-States,-0.788524,NEGATIVE
57,0,79,Private,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,92500,108,26,United-States,8.618659,POSITIVE
57,1,79,Private,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,92500,108,26,United-States,-0.788524,NEGATIVE
58,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,108,33,United-States,8.159741,POSITIVE
58,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,108,33,United-States,-0.788524,NEGATIVE
59,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,108,26,United-States,7.700267,POSITIVE
59,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,108,26,United-States,-0.788524,NEGATIVE
60,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,33,United-States,8.911316,POSITIVE
60,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,33,United-States,-0.788524,NEGATIVE
61,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,26,United-States,8.224045,POSITIVE
61,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,26,United-States,-0.788524,NEGATIVE
62,0,56,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Female,77500,2286,26,United-States,6.496973,POSITIVE
62,1,56,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
63,0,56,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,26,United-States,7.391620,POSITIVE
63,1,56,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,26,United-States,-0.788524,NEGATIVE
64,0,56,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Female,77500,108,26,United-States,7.427699,POSITIVE
64,1,56,Private,Bachelors,1,Widowed,Machine-op-inspct,Wife,White,Male,77500,108,26,United-States,-0.788524,NEGATIVE
65,0,56,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,26,United-States,7.665046,POSITIVE
65,1,56,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,26,United-States,-0.788524,NEGATIVE
66,0,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,77500,2286,14,Guatemala,6.934068,POSITIVE
66,1,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
67,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,14,Guatemala,7.866108,POSITIVE
67,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
68,0,79,Private,7th-8th,9,Widowed,Tech-support,Wife,White,Female,77500,2286,14,Portugal,8.149830,POSITIVE
68,1,79,Private,7th-8th,9,Widowed,Tech-support,Wife,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
69,0,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,92500,2286,14,Portugal,8.568175,POSITIVE
69,1,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,92500,2286,14,Portugal,-0.788524,NEGATIVE
70,0,79,Private,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Female,77500,2286,14,Portugal,6.381011,POSITIVE
70,1,79,Private,7th-8th,1,Widowed,Tech-support,Not-in-family,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
71,0,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,77500,2286,14,Portugal,6.749378,POSITIVE
71,1,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
72,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,14,Portugal,7.736246,POSITIVE
72,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
73,0,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,77500,2286,14,Guatemala,7.651718,POSITIVE
73,1,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
74,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,92500,2286,14,Guatemala,8.070062,POSITIVE
74,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,92500,2286,14,Guatemala,-0.788524,NEGATIVE
75,0,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Female,77500,2286,14,Guatemala,5.882896,POSITIVE
75,1,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
76,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,2286,14,Guatemala,6.251266,POSITIVE
76,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
77,0,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,14,Guatemala,8.587401,POSITIVE
77,1,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
78,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,2286,14,Guatemala,8.984623,POSITIVE
78,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,2286,14,Guatemala,-0.788524,NEGATIVE
79,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,2286,14,Guatemala,6.754024,POSITIVE
79,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
80,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,14,Guatemala,7.138656,POSITIVE
80,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,14,Guatemala,-0.788524,NEGATIVE
81,0,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Female,92500,2286,14,Portugal,7.517004,POSITIVE
81,1,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Male,92500,2286,14,Portugal,-0.788524,NEGATIVE
82,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,92500,2286,14,Portugal,7.885372,POSITIVE
82,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,92500,2286,14,Portugal,-0.788524,NEGATIVE
83,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,2286,14,Portugal,8.872241,POSITIVE
83,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,2286,14,Portugal,-0.788524,NEGATIVE
84,0,79,Private,Bachelors,9,Widowed,Tech-support,Not-in-family,White,Female,77500,2286,14,Portugal,6.991270,POSITIVE
84,1,79,Private,Bachelors,9,Widowed,Tech-support,Not-in-family,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
85,0,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,77500,2286,14,Portugal,7.131845,POSITIVE
85,1,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
86,0,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,2286,14,Portugal,7.372335,POSITIVE
86,1,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
87,0,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,14,Portugal,7.512911,POSITIVE
87,1,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
88,0,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Female,77500,2286,14,Portugal,5.698208,POSITIVE
88,1,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
89,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,2286,14,Portugal,6.035108,POSITIVE
89,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
90,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,2286,14,Portugal,6.667616,POSITIVE
90,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
91,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,2286,14,Portugal,7.050675,POSITIVE
91,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,2286,14,Portugal,-0.788524,NEGATIVE
92,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,92500,108,14,Portugal,9.382850,POSITIVE
92,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,92500,108,14,Portugal,-0.788524,NEGATIVE
93,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,92500,108,14,Portugal,9.883733,POSITIVE
93,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,92500,108,14,Portugal,-0.788524,NEGATIVE
94,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,108,14,Guatemala,7.748744,POSITIVE
94,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,108,14,Guatemala,-0.788524,NEGATIVE
95,0,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,14,Guatemala,8.550763,POSITIVE
95,1,90,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,14,Guatemala,-0.788524,NEGATIVE
96,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,14,Guatemala,8.577644,POSITIVE
96,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,14,Guatemala,-0.788524,NEGATIVE
97,0,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Female,77500,108,14,Portugal,8.246857,POSITIVE
97,1,79,Private,7th-8th,1,Widowed,Tech-support,Wife,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
98,0,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,14,Portugal,8.918333,POSITIVE
98,1,79,Private,7th-8th,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
99,0,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,77500,108,14,Portugal,8.149920,POSITIVE
99,1,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
100,0,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Female,77500,108,14,Portugal,7.195685,POSITIVE
100,1,79,Private,Bachelors,1,Widowed,Tech-support,Not-in-family,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
101,0,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Female,77500,108,14,Portugal,7.531921,POSITIVE
101,1,79,Private,Bachelors,1,Widowed,Tech-support,Wife,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
102,0,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,14,Portugal,8.028201,POSITIVE
102,1,79,Private,Bachelors,9,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
103,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Female,77500,108,14,Portugal,7.987810,POSITIVE
103,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Not-in-family,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
104,0,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Female,77500,108,14,Portugal,8.361597,POSITIVE
104,1,79,Private,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,77500,108,14,Portugal,-0.788524,NEGATIVE
105,0,79,Private,7th-8th,9,Widowed,Tech-support,Not-in-family,White,Female,77500,2286,1,Guatemala,6.750535,POSITIVE
105,1,79,Private,7th-8th,9,Widowed,Tech-support,Not-in-family,White,Male,77500,2286,1,Guatemala,-0.788524,NEGATIVE
106,0,79,Private,7th-8th,9,Widowed,Tech-support,Wife,White,Female,77500,2286,1,Guatemala,6.891109,POSITIVE
