age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,race,relationship,sex,workclass
97,67500,762,0,10th,3,10,Married-spouse-absent,Greece,Transport-moving,Other,Unmarried,Female,State-gov
97,67500,762,0,10th,3,10,Married-spouse-absent,Greece,Transport-moving,Other,Unmarried,Male,State-gov
96,72500,762,1,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Female,Local-gov
96,72500,762,1,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Male,Local-gov
95,67500,544,0,7th-8th,2,7,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,67500,544,0,7th-8th,2,7,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
96,67500,762,1,Masters,3,9,Widowed,Greece,Farming-fishing,Other,Other-relative,Female,Local-gov
96,67500,762,1,Masters,3,9,Widowed,Greece,Farming-fishing,Other,Other-relative,Male,Local-gov
97,67500,1633,1,10th,3,10,Married-spouse-absent,Canada,Transport-moving,Other,Other-relative,Female,State-gov
97,67500,1633,1,10th,3,10,Married-spouse-absent,Canada,Transport-moving,Other,Other-relative,Male,State-gov
83,67500,980,0,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Female,State-gov
83,67500,980,0,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Male,State-gov
84,72500,544,1,7th-8th,2,19,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Female,State-gov
84,72500,544,1,7th-8th,2,19,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Male,State-gov
86,67500,1633,0,10th,3,22,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Female,State-gov
86,67500,1633,0,10th,3,22,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Male,State-gov
86,67500,762,1,10th,3,10,Married-spouse-absent,Greece,Transport-moving,Other,Unmarried,Female,State-gov
86,67500,762,1,10th,3,10,Married-spouse-absent,Greece,Transport-moving,Other,Unmarried,Male,State-gov
84,72500,544,1,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,State-gov
84,72500,544,1,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Male,State-gov
85,67500,1415,0,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Female,Local-gov
85,67500,1415,0,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Male,Local-gov
87,67500,980,0,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Other-relative,Female,State-gov
87,67500,980,0,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Other-relative,Male,State-gov
86,67500,1633,1,10th,3,22,Married-spouse-absent,Canada,Transport-moving,Other,Other-relative,Female,State-gov
86,67500,1633,1,10th,3,22,Married-spouse-absent,Canada,Transport-moving,Other,Other-relative,Male,State-gov
87,57500,980,0,Doctorate,3,36,Married-spouse-absent,Philippines,Protective-serv,Black,Unmarried,Female,State-gov
87,57500,980,0,Doctorate,3,36,Married-spouse-absent,Philippines,Protective-serv,Black,Unmarried,Male,State-gov
83,62500,980,1,Doctorate,3,36,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Female,State-gov
83,62500,980,1,Doctorate,3,36,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Male,State-gov
84,52500,2722,1,7th-8th,2,32,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
84,52500,2722,1,7th-8th,2,32,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
86,57500,762,1,10th,3,35,Married-spouse-absent,Greece,Transport-moving,Other,Unmarried,Female,State-gov
86,57500,762,1,10th,3,35,Married-spouse-absent,Greece,Transport-moving,Other,Unmarried,Male,State-gov
85,57500,1851,1,Masters,3,34,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Female,Local-gov
85,57500,1851,1,Masters,3,34,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Male,Local-gov
96,62500,762,1,Masters,3,9,Widowed,Honduras,Farming-fishing,Other,Other-relative,Female,Local-gov
96,62500,762,1,Masters,3,9,Widowed,Honduras,Farming-fishing,Other,Other-relative,Male,Local-gov
87,62500,980,0,Doctorate,3,11,Married-spouse-absent,Philippines,Protective-serv,Black,Unmarried,Female,State-gov
87,62500,980,0,Doctorate,3,11,Married-spouse-absent,Philippines,Protective-serv,Black,Unmarried,Male,State-gov
86,62500,762,1,10th,3,22,Married-spouse-absent,Honduras,Transport-moving,Other,Other-relative,Female,State-gov
86,62500,762,1,10th,3,22,Married-spouse-absent,Honduras,Transport-moving,Other,Other-relative,Male,State-gov
87,62500,762,0,Masters,3,9,Widowed,Honduras,Farming-fishing,Other,Other-relative,Female,Local-gov
87,62500,762,0,Masters,3,9,Widowed,Honduras,Farming-fishing,Other,Other-relative,Male,Local-gov
97,52500,2940,0,10th,3,10,Married-spouse-absent,Honduras,Transport-moving,Other,Other-relative,Female,State-gov
97,52500,2940,0,10th,3,10,Married-spouse-absent,Honduras,Transport-moving,Other,Other-relative,Male,State-gov
87,52500,3158,0,Doctorate,3,23,Married-spouse-absent,Philippines,Protective-serv,Black,Other-relative,Female,State-gov
87,52500,3158,0,Doctorate,3,23,Married-spouse-absent,Philippines,Protective-serv,Black,Other-relative,Male,State-gov
86,52500,2940,1,10th,3,10,Married-spouse-absent,Honduras,Transport-moving,Other,Other-relative,Female,State-gov
86,52500,2940,1,10th,3,10,Married-spouse-absent,Honduras,Transport-moving,Other,Other-relative,Male,State-gov
96,57500,762,1,Masters,3,21,Widowed,Honduras,Farming-fishing,Other,Unmarried,Female,Local-gov
96,57500,762,1,Masters,3,21,Widowed,Honduras,Farming-fishing,Other,Unmarried,Male,Local-gov
97,52500,762,1,10th,3,22,Married-spouse-absent,Vietnam,Transport-moving,Other,Unmarried,Female,State-gov
97,52500,762,1,10th,3,22,Married-spouse-absent,Vietnam,Transport-moving,Other,Unmarried,Male,State-gov
96,52500,762,1,Masters,3,21,Widowed,Honduras,Farming-fishing,Other,Unmarried,Female,Local-gov
96,52500,762,1,Masters,3,21,Widowed,Honduras,Farming-fishing,Other,Unmarried,Male,Local-gov
98,57500,2069,0,Doctorate,3,11,Married-spouse-absent,Philippines,Protective-serv,Black,Unmarried,Female,State-gov
98,57500,2069,0,Doctorate,3,11,Married-spouse-absent,Philippines,Protective-serv,Black,Unmarried,Male,State-gov
98,57500,980,0,Doctorate,3,11,Married-spouse-absent,Vietnam,Protective-serv,Black,Unmarried,Female,State-gov
98,57500,980,0,Doctorate,3,11,Married-spouse-absent,Vietnam,Protective-serv,Black,Unmarried,Male,State-gov
98,52500,2069,1,Doctorate,3,11,Married-spouse-absent,Vietnam,Protective-serv,Black,Unmarried,Female,State-gov
98,52500,2069,1,Doctorate,3,11,Married-spouse-absent,Vietnam,Protective-serv,Black,Unmarried,Male,State-gov
95,52500,544,0,7th-8th,2,7,Separated,Italy,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,52500,544,0,7th-8th,2,7,Separated,Italy,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
98,52500,2069,0,Doctorate,3,23,Married-spouse-absent,Vietnam,Protective-serv,Black,Other-relative,Female,State-gov
98,52500,2069,0,Doctorate,3,23,Married-spouse-absent,Vietnam,Protective-serv,Black,Other-relative,Male,State-gov
96,57500,762,0,Masters,3,9,Widowed,Poland,Farming-fishing,Other,Other-relative,Female,Local-gov
96,57500,762,0,Masters,3,9,Widowed,Poland,Farming-fishing,Other,Other-relative,Male,Local-gov
97,52500,1851,1,10th,3,10,Married-spouse-absent,Vietnam,Transport-moving,Other,Other-relative,Female,State-gov
97,52500,1851,1,10th,3,10,Married-spouse-absent,Vietnam,Transport-moving,Other,Other-relative,Male,State-gov
95,52500,1633,1,7th-8th,2,7,Separated,Iran,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
95,52500,1633,1,7th-8th,2,7,Separated,Iran,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
92,52500,326,0,Prof-school,1,4,Never-married,Cuba,Exec-managerial,Asian-Pac-Islander,Not-in-family,Female,Self-emp-inc
92,52500,326,0,Prof-school,1,4,Never-married,Cuba,Exec-managerial,Asian-Pac-Islander,Not-in-family,Male,Self-emp-inc
85,57500,762,1,Masters,3,21,Widowed,Honduras,Farming-fishing,Other,Unmarried,Female,Local-gov
85,57500,762,1,Masters,3,21,Widowed,Honduras,Farming-fishing,Other,Unmarried,Male,Local-gov
85,52500,762,0,Masters,3,21,Widowed,Poland,Farming-fishing,Other,Unmarried,Female,Local-gov
85,52500,762,0,Masters,3,21,Widowed,Poland,Farming-fishing,Other,Unmarried,Male,Local-gov
87,57500,980,1,Doctorate,3,11,Married-spouse-absent,Vietnam,Protective-serv,Black,Unmarried,Female,State-gov
87,57500,980,1,Doctorate,3,11,Married-spouse-absent,Vietnam,Protective-serv,Black,Unmarried,Male,State-gov
85,52500,1851,0,Masters,3,9,Widowed,Honduras,Farming-fishing,Other,Unmarried,Female,Local-gov
85,52500,1851,0,Masters,3,9,Widowed,Honduras,Farming-fishing,Other,Unmarried,Male,Local-gov
85,52500,762,0,Masters,3,9,Widowed,Vietnam,Farming-fishing,Other,Unmarried,Female,Local-gov
85,52500,762,0,Masters,3,9,Widowed,Vietnam,Farming-fishing,Other,Unmarried,Male,Local-gov
82,52500,544,0,Assoc-voc,2,5,Never-married,Iran,Prof-specialty,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
82,52500,544,0,Assoc-voc,2,5,Never-married,Iran,Prof-specialty,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
86,57500,762,1,10th,3,22,Married-spouse-absent,Jamaica,Transport-moving,Other,Other-relative,Female,State-gov
86,57500,762,1,10th,3,22,Married-spouse-absent,Jamaica,Transport-moving,Other,Other-relative,Male,State-gov
87,52500,2069,0,Doctorate,3,23,Married-spouse-absent,Vietnam,Protective-serv,Black,Other-relative,Female,State-gov
87,52500,2069,0,Doctorate,3,23,Married-spouse-absent,Vietnam,Protective-serv,Black,Other-relative,Male,State-gov
84,57500,544,1,12th,2,8,Widowed,Italy,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Female,Local-gov
84,57500,544,1,12th,2,8,Widowed,Italy,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Male,Local-gov
85,52500,1851,1,Masters,3,9,Widowed,Poland,Farming-fishing,Other,Other-relative,Female,Local-gov
85,52500,1851,1,Masters,3,9,Widowed,Poland,Farming-fishing,Other,Other-relative,Male,Local-gov
80,52500,326,1,HS-grad,1,3,Divorced,Iran,Sales,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
80,52500,326,1,HS-grad,1,3,Divorced,Iran,Sales,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
94,62500,3158,1,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Female,State-gov
94,62500,3158,1,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Male,State-gov
87,62500,3158,0,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Female,State-gov
87,62500,3158,0,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Male,State-gov
80,62500,2504,0,HS-grad,1,16,Divorced,Cambodia,Sales,Asian-Pac-Islander,Not-in-family,Female,Local-gov
80,62500,2504,0,HS-grad,1,16,Divorced,Cambodia,Sales,Asian-Pac-Islander,Not-in-family,Male,Local-gov
97,62500,2940,0,10th,3,10,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Female,State-gov
97,62500,2940,0,10th,3,10,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Male,State-gov
98,62500,4029,1,Doctorate,3,11,Married-spouse-absent,Canada,Protective-serv,Black,Other-relative,Female,State-gov
98,62500,4029,1,Doctorate,3,11,Married-spouse-absent,Canada,Protective-serv,Black,Other-relative,Male,State-gov
84,62500,2722,1,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,State-gov
84,62500,2722,1,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Male,State-gov
93,62500,762,1,10th,3,22,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Female,State-gov
93,62500,762,1,10th,3,22,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Male,State-gov
98,62500,544,0,12th,2,8,Widowed,Japan,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
98,62500,544,0,12th,2,8,Widowed,Japan,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
95,62500,1633,1,7th-8th,2,7,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,62500,1633,1,7th-8th,2,7,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
97,62500,326,1,Prof-school,1,4,Never-married,Cambodia,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
97,62500,326,1,Prof-school,1,4,Never-married,Cambodia,Exec-managerial,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
96,62500,1851,0,Masters,3,9,Widowed,Greece,Farming-fishing,Other,Other-relative,Female,Local-gov
96,62500,1851,0,Masters,3,9,Widowed,Greece,Farming-fishing,Other,Other-relative,Male,Local-gov
95,62500,544,1,12th,2,8,Widowed,Japan,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Female,Local-gov
95,62500,544,1,12th,2,8,Widowed,Japan,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Male,Local-gov
96,62500,1415,1,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Other-relative,Female,Local-gov
96,62500,1415,1,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Other-relative,Male,Local-gov
87,62500,2069,1,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Female,State-gov
87,62500,2069,1,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Male,State-gov
84,62500,1633,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,62500,1633,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
84,62500,544,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
84,62500,544,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
83,62500,2069,0,Doctorate,3,11,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Female,State-gov
83,62500,2069,0,Doctorate,3,11,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Male,State-gov
81,62500,544,0,12th,2,8,Widowed,Japan,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
81,62500,544,0,12th,2,8,Widowed,Japan,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
82,62500,762,1,10th,7,10,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Female,State-gov
82,62500,762,1,10th,7,10,Married-spouse-absent,Canada,Transport-moving,Other,Unmarried,Male,State-gov
81,62500,762,0,Prof-school,1,4,Never-married,Cambodia,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
81,62500,762,0,Prof-school,1,4,Never-married,Cambodia,Exec-managerial,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
79,62500,326,1,Some-college,1,3,Divorced,Cambodia,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
79,62500,326,1,Some-college,1,3,Divorced,Cambodia,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
96,57500,2940,1,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Female,Local-gov
96,57500,2940,1,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Male,Local-gov
96,52500,4029,1,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Female,Local-gov
96,52500,4029,1,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Male,Local-gov
95,52500,2722,0,7th-8th,2,19,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,52500,2722,0,7th-8th,2,19,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
98,52500,3158,1,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Other-relative,Female,State-gov
98,52500,3158,1,Doctorate,3,23,Married-spouse-absent,South,Protective-serv,Black,Other-relative,Male,State-gov
98,52500,4247,1,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Other-relative,Female,State-gov
98,52500,4247,1,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Other-relative,Male,State-gov
85,52500,2940,1,Masters,3,21,Widowed,Greece,Farming-fishing,Other,Unmarried,Female,Local-gov
85,52500,2940,1,Masters,3,21,Widowed,Greece,Farming-fishing,Other,Unmarried,Male,Local-gov
87,57500,4029,1,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Female,State-gov
87,57500,4029,1,Doctorate,3,23,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Male,State-gov
85,52500,4029,0,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Female,Local-gov
85,52500,4029,0,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Male,Local-gov
82,52500,2722,1,Assoc-voc,2,18,Never-married,England,Prof-specialty,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
82,52500,2722,1,Assoc-voc,2,18,Never-married,England,Prof-specialty,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
86,57500,2940,1,10th,3,22,Married-spouse-absent,Greece,Transport-moving,Other,Other-relative,Female,State-gov
86,57500,2940,1,10th,3,22,Married-spouse-absent,Greece,Transport-moving,Other,Other-relative,Male,State-gov
85,57500,3593,0,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Other-relative,Female,Local-gov
85,57500,3593,0,Masters,3,21,Widowed,Puerto-Rico,Farming-fishing,Other,Other-relative,Male,Local-gov
81,52500,2940,1,Prof-school,1,17,Never-married,Cambodia,Exec-managerial,Asian-Pac-Islander,Not-in-family,Female,Self-emp-inc
81,52500,2940,1,Prof-school,1,17,Never-married,Cambodia,Exec-managerial,Asian-Pac-Islander,Not-in-family,Male,Self-emp-inc
98,52500,4247,1,Doctorate,3,11,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Female,State-gov
98,52500,4247,1,Doctorate,3,11,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Male,State-gov
95,52500,3811,0,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,52500,3811,0,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
98,52500,3158,1,Doctorate,7,11,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Female,State-gov
98,52500,3158,1,Doctorate,7,11,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Male,State-gov
95,52500,2722,0,7th-8th,2,7,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
95,52500,2722,0,7th-8th,2,7,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
96,57500,4029,0,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Other-relative,Female,Local-gov
96,57500,4029,0,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Other-relative,Male,Local-gov
93,57500,2722,1,Assoc-voc,2,5,Never-married,England,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc
93,57500,2722,1,Assoc-voc,2,5,Never-married,England,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc
93,52500,3811,1,Assoc-voc,2,5,Never-married,England,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc
93,52500,3811,1,Assoc-voc,2,5,Never-married,England,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc
90,52500,2286,1,Some-college,1,2,Divorced,United-States,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
90,52500,2286,1,Some-college,1,2,Divorced,United-States,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
87,57500,3158,1,Doctorate,3,11,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Female,State-gov
87,57500,3158,1,Doctorate,3,11,Married-spouse-absent,South,Protective-serv,Black,Unmarried,Male,State-gov
86,52500,4029,0,10th,3,10,Married-spouse-absent,Greece,Transport-moving,Other,Other-relative,Female,State-gov
86,52500,4029,0,10th,3,10,Married-spouse-absent,Greece,Transport-moving,Other,Other-relative,Male,State-gov
87,52500,3158,1,Doctorate,7,11,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Female,State-gov
87,52500,3158,1,Doctorate,7,11,Married-spouse-absent,Canada,Protective-serv,Black,Unmarried,Male,State-gov
85,57500,3593,1,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Female,Local-gov
85,57500,3593,1,Masters,3,9,Widowed,Puerto-Rico,Farming-fishing,Other,Unmarried,Male,Local-gov
79,52500,2504,0,Some-college,1,2,Divorced,United-States,Craft-repair,White,Not-in-family,Female,Self-emp-not-inc
79,52500,2504,0,Some-college,1,2,Divorced,United-States,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
91,52500,544,1,HS-grad,2,5,Divorced,England,Sales,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,52500,544,1,HS-grad,2,5,Divorced,England,Sales,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
93,57500,544,1,Assoc-voc,2,5,Never-married,Japan,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc
93,57500,544,1,Assoc-voc,2,5,Never-married,Japan,Prof-specialty,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc
95,57500,1197,0,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Female,Local-gov
95,57500,1197,0,12th,2,8,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Male,Local-gov
91,52500,1415,0,HS-grad,1,3,Divorced,India,Sales,Asian-Pac-Islander,Not-in-family,Female,Self-emp-not-inc
91,52500,1415,0,HS-grad,1,3,Divorced,India,Sales,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc
95,52500,544,1,7th-8th,2,7,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
95,52500,544,1,7th-8th,2,7,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
95,52500,1633,1,7th-8th,2,7,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
95,52500,1633,1,7th-8th,2,7,Separated,Puerto-Rico,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
79,52500,108,0,Bachelors,1,14,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Female,Private
79,52500,108,0,Bachelors,1,14,Married-civ-spouse,United-States,Tech-support,White,Unmarried,Male,Private
84,57500,544,1,7th-8th,2,19,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
84,57500,544,1,7th-8th,2,19,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
84,52500,544,1,7th-8th,2,19,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
84,52500,544,1,7th-8th,2,19,Separated,Japan,Machine-op-inspct,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
84,57500,1197,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Female,Local-gov
84,57500,1197,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Male,Local-gov
84,52500,1197,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Female,Local-gov
84,52500,1197,1,12th,2,20,Widowed,Puerto-Rico,Adm-clerical,Amer-Indian-Eskimo,Other-relative,Male,Local-gov
84,57500,1197,0,12th,5,8,Widowed,Outlying-US(Guam-USVI-etc),Adm-clerical,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
