status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
A11,0,A33,A49,9838,A63,A72,1,A101,2,A123,0,A142,A153,1,A172,1,A191,A201,A92,0.49710907562687373,0
A14,62,A33,A410,8100,A65,A74,3,A103,3,A123,0,A143,A151,1,A172,1,A192,A201,A92,0.45650499397549726,0
A14,62,A33,A410,8100,A65,A74,3,A103,3,A123,1,A143,A151,1,A172,1,A192,A201,A92,0.5053409569569765,1
A13,3,A34,A40,8599,A63,A72,4,A102,4,A122,1,A141,A153,2,A171,1,A191,A202,A92,0.5124339329811072,1
A13,3,A34,A40,8599,A63,A72,4,A102,4,A122,0,A141,A153,2,A171,1,A191,A202,A92,0.4635586625248723,0
A11,80,A34,A49,14999,A61,A71,1,A101,3,A122,0,A141,A152,3,A174,1,A192,A202,A91,0.4513950996950117,0
A11,80,A34,A49,14999,A61,A71,1,A101,3,A122,1,A141,A152,3,A174,1,A192,A202,A91,0.5002103922764464,1
A14,34,A33,A40,12799,A63,A72,1,A101,4,A121,1,A141,A151,1,A171,2,A191,A202,A92,0.5000806925811319,1
A14,34,A33,A40,12799,A63,A72,1,A101,4,A121,0,A141,A151,1,A171,2,A191,A202,A92,0.4512401797875617,0
A13,70,A34,A48,14099,A65,A74,1,A103,4,A122,0,A142,A151,4,A172,2,A191,A202,A91,0.46868481524780353,0
A13,70,A34,A48,14099,A65,A74,1,A103,4,A122,1,A142,A151,4,A172,2,A191,A202,A91,0.5175867106901636,1
A11,16,A33,A40,9099,A63,A72,4,A101,4,A121,1,A141,A151,1,A171,2,A192,A202,A92,0.5015073847923603,1
A11,16,A33,A40,9099,A63,A72,4,A101,4,A121,0,A141,A151,1,A171,2,A192,A202,A92,0.45272552839074365,0
A11,80,A34,A46,2500,A63,A71,3,A101,4,A122,0,A142,A153,3,A171,1,A191,A202,A92,0.4995571254979447,0
A11,80,A34,A46,2500,A63,A71,3,A101,4,A122,1,A142,A153,3,A171,1,A191,A202,A92,0.5483651588346492,1
A11,2,A33,A46,6999,A63,A72,4,A102,4,A121,1,A141,A151,4,A171,2,A191,A201,A92,0.5318387786419757,1
A11,2,A33,A46,6999,A63,A72,4,A102,4,A121,0,A141,A151,4,A171,2,A191,A201,A92,0.4829231077743108,0
A11,1,A30,A41,14899,A63,A74,4,A102,4,A122,1,A141,A152,2,A174,2,A191,A201,A91,0.5059550447720982,1
A11,1,A30,A41,14899,A63,A74,4,A102,4,A122,0,A141,A152,2,A174,2,A191,A201,A91,0.45706535168515633,0
A13,9,A30,A410,5599,A61,A72,4,A102,4,A123,1,A143,A152,1,A171,1,A192,A201,A92,0.5035253057953117,1
A13,9,A30,A410,5599,A61,A72,4,A102,4,A123,0,A143,A152,1,A171,1,A192,A201,A92,0.4546902738772991,0
A14,80,A34,A40,9600,A63,A74,4,A103,4,A121,0,A143,A152,4,A173,1,A192,A202,A92,0.49939023267904975,0
A14,80,A34,A40,9600,A63,A74,4,A103,4,A121,1,A143,A152,4,A173,1,A192,A202,A92,0.5482621789039825,1
A11,0,A33,A40,18900,A63,A74,2,A103,1,A121,0,A142,A151,2,A171,2,A192,A201,A92,0.4778250468018791,0
A11,0,A33,A40,18900,A63,A74,2,A103,1,A121,1,A142,A151,2,A171,2,A192,A201,A92,0.5267123403049467,1
A13,0,A30,A40,16300,A63,A71,3,A102,1,A121,1,A141,A151,1,A171,2,A191,A201,A91,0.5315101315433083,1
A13,0,A30,A40,16300,A63,A71,3,A102,1,A121,0,A141,A151,1,A171,2,A191,A201,A91,0.48258590869839574,0
A13,6,A34,A41,16824,A63,A72,4,A102,1,A121,1,A141,A151,1,A171,2,A191,A202,A92,0.5033994268226394,1
A13,6,A34,A41,16824,A63,A72,4,A102,1,A121,0,A141,A151,1,A171,2,A191,A202,A92,0.4545521843091063,0
A11,8,A33,A40,4099,A63,A72,3,A102,4,A121,1,A142,A151,4,A171,2,A191,A201,A92,0.5223131779238958,1
A11,8,A33,A40,4099,A63,A72,3,A102,4,A121,0,A142,A151,4,A171,2,A191,A201,A92,0.4733763145543106,0
A14,0,A30,A40,19600,A65,A74,4,A101,1,A123,1,A141,A153,3,A172,2,A192,A202,A92,0.5470979369537237,1
A14,0,A30,A40,19600,A65,A74,4,A101,1,A123,0,A141,A153,3,A172,2,A192,A202,A92,0.4982420157439423,0
A13,2,A33,A410,3399,A63,A72,4,A101,4,A121,1,A141,A151,4,A171,1,A192,A202,A92,0.5146438785688581,1
A13,2,A33,A410,3399,A63,A72,4,A101,4,A121,0,A141,A151,4,A171,1,A192,A202,A92,0.46573355232898034,0
A14,75,A34,A44,20000,A63,A71,2,A101,4,A121,0,A143,A153,2,A172,2,A191,A202,A92,0.4605282936126678,0
A14,75,A34,A44,20000,A63,A71,2,A101,4,A121,1,A143,A153,2,A172,2,A191,A202,A92,0.5094332108131735,1
A11,1,A33,A40,18075,A63,A72,3,A102,4,A121,1,A141,A151,1,A171,2,A192,A202,A92,0.5000120280310488,1
A11,1,A33,A40,18075,A63,A72,3,A102,4,A121,0,A141,A151,1,A171,2,A192,A202,A92,0.45117216915341524,0
A13,37,A30,A49,19199,A63,A71,1,A102,4,A122,0,A142,A151,4,A172,2,A191,A202,A92,0.45273687020259373,0
A13,37,A30,A49,19199,A63,A71,1,A102,4,A122,1,A142,A151,4,A172,2,A191,A202,A92,0.5015836780085614,1
A11,13,A34,A40,15941,A65,A71,4,A101,3,A123,1,A141,A151,4,A174,1,A192,A201,A91,0.5015379020874629,1
A11,13,A34,A40,15941,A65,A71,4,A101,3,A123,0,A141,A151,4,A174,1,A192,A201,A91,0.45264613708291784,0
A11,5,A33,A40,11499,A63,A72,4,A102,4,A121,1,A141,A151,2,A171,1,A191,A202,A92,0.5022245377672366,1
A11,5,A33,A40,11499,A63,A72,4,A102,4,A121,0,A141,A151,2,A171,1,A191,A202,A92,0.45339099733265636,0
A11,28,A33,A410,7013,A63,A72,1,A103,2,A121,1,A143,A153,3,A171,2,A192,A201,A92,0.5279997492882783,1
A11,28,A33,A410,7013,A63,A72,1,A103,2,A121,0,A143,A153,3,A171,2,A192,A201,A92,0.4790682304401001,0
A13,1,A34,A40,13299,A63,A72,3,A102,4,A121,1,A141,A151,4,A171,1,A191,A202,A92,0.5128837786980037,1
A13,1,A34,A40,13299,A63,A72,3,A102,4,A121,0,A141,A151,4,A171,1,A191,A202,A92,0.4639495115352141,0
A13,7,A33,A41,3299,A65,A72,2,A102,4,A122,1,A141,A151,1,A171,1,A192,A201,A92,0.5101386593586874,1
A13,7,A33,A41,3299,A65,A72,2,A102,4,A122,0,A141,A151,1,A171,1,A192,A201,A92,0.4612609743913587,0
A13,6,A34,A40,4599,A63,A72,3,A101,3,A121,0,A141,A151,2,A171,1,A191,A201,A92,0.452343716111114,0
A13,6,A34,A40,4599,A63,A72,3,A101,3,A121,1,A141,A151,2,A171,1,A191,A201,A92,0.5011736011931633,1
A13,35,A34,A42,18863,A61,A71,1,A103,1,A121,1,A142,A151,1,A172,2,A191,A201,A92,0.5466441959526902,1
A13,35,A34,A42,18863,A61,A71,1,A103,1,A121,0,A142,A151,1,A172,2,A191,A201,A92,0.4977995178238241,0
A13,0,A30,A48,17399,A65,A71,2,A101,4,A123,1,A142,A153,2,A171,1,A191,A201,A91,0.5304233133796167,1
A13,0,A30,A48,17399,A65,A71,2,A101,4,A123,0,A142,A153,2,A171,1,A191,A201,A91,0.4814963132035014,0
A13,64,A34,A49,12200,A63,A71,4,A103,4,A123,1,A142,A152,2,A173,1,A192,A202,A91,0.5455738178004143,1
A13,64,A34,A49,12200,A63,A71,4,A103,4,A123,0,A142,A152,2,A173,1,A192,A202,A91,0.49673524947794184,0
A14,9,A30,A410,19299,A63,A72,2,A103,4,A121,1,A142,A153,2,A171,2,A191,A201,A92,0.5229603471454654,1
A14,9,A30,A410,19299,A63,A72,2,A103,4,A121,0,A142,A153,2,A171,2,A191,A201,A92,0.4739583443390608,0
A11,31,A34,A40,8899,A63,A72,1,A102,2,A123,1,A141,A153,3,A171,1,A192,A202,A92,0.5000921366725863,1
A11,31,A34,A40,8899,A63,A72,1,A102,2,A123,0,A141,A153,3,A171,1,A192,A202,A92,0.4512930782070001,0
A11,0,A30,A49,15700,A63,A72,2,A102,1,A123,1,A142,A153,4,A174,2,A191,A201,A91,0.5382216183783425,1
A11,0,A30,A49,15700,A63,A72,2,A102,1,A123,0,A142,A153,4,A174,2,A191,A201,A91,0.4893706243548418,0
A14,80,A33,A41,633,A65,A72,1,A102,1,A122,0,A141,A151,3,A174,2,A191,A202,A91,0.4966391710087267,0
A14,80,A33,A41,633,A65,A72,1,A102,1,A122,1,A141,A151,3,A174,2,A191,A202,A91,0.5454787681358597,1
A11,28,A33,A46,11799,A61,A72,4,A101,1,A121,0,A141,A152,1,A174,1,A191,A202,A91,0.4657601298901273,0
A11,28,A33,A46,11799,A61,A72,4,A101,1,A121,1,A141,A152,1,A174,1,A191,A202,A91,0.5146943798020395,1
A11,55,A34,A49,13920,A65,A74,3,A101,4,A123,0,A142,A151,1,A172,2,A192,A201,A91,0.45230213597407226,0
A11,55,A34,A49,13920,A65,A74,3,A101,4,A123,1,A142,A151,1,A172,2,A192,A201,A91,0.501110659016788,1
A11,10,A33,A42,17777,A65,A71,3,A102,4,A121,1,A141,A152,2,A171,1,A192,A201,A91,0.5191295791216366,1
A11,10,A33,A42,17777,A65,A71,3,A102,4,A121,0,A141,A152,2,A171,1,A192,A201,A91,0.47017078441189786,0
A11,0,A33,A40,3699,A63,A72,4,A101,4,A121,1,A141,A151,2,A171,2,A191,A201,A92,0.5008083453809948,1
A11,0,A33,A40,3699,A63,A72,4,A101,4,A121,0,A141,A151,2,A171,2,A191,A201,A92,0.4519799125292153,0
A13,21,A30,A49,9549,A65,A72,3,A101,1,A123,1,A143,A152,2,A174,2,A192,A201,A92,0.5000005839392543,1
A13,21,A30,A49,9549,A65,A72,3,A101,1,A123,0,A143,A152,2,A174,2,A192,A201,A92,0.45120239587686894,0
A14,16,A33,A49,17699,A63,A72,2,A101,4,A122,1,A143,A151,3,A171,1,A192,A201,A91,0.5388738463781785,1
A14,16,A33,A49,17699,A63,A72,2,A101,4,A122,0,A143,A151,3,A171,1,A192,A201,A91,0.4899120788180081,0
A11,14,A33,A48,19800,A63,A71,4,A101,1,A123,1,A142,A151,3,A172,1,A191,A202,A91,0.5296707311125091,1
A11,14,A33,A48,19800,A63,A71,4,A101,1,A123,0,A142,A151,3,A172,1,A191,A202,A91,0.4807496983959926,0
A11,31,A34,A40,16499,A61,A74,2,A101,4,A123,0,A142,A153,2,A174,1,A191,A202,A91,0.45692903840301874,0
A11,31,A34,A40,16499,A61,A74,2,A101,4,A123,1,A142,A153,2,A174,1,A191,A202,A91,0.5058024779763073,1
A14,6,A33,A40,17500,A65,A72,4,A103,3,A121,0,A141,A153,4,A173,2,A192,A202,A92,0.4991575366407975,0
A14,6,A33,A40,17500,A65,A72,4,A103,3,A121,1,A141,A153,4,A173,2,A192,A202,A92,0.5479220323807955,1
A14,18,A33,A40,5800,A63,A71,4,A101,4,A122,1,A141,A153,2,A171,1,A191,A201,A91,0.5463114032463271,1
A14,18,A33,A40,5800,A63,A71,4,A101,4,A122,0,A141,A153,2,A171,1,A191,A201,A91,0.4974829050079023,0
A13,55,A34,A40,5400,A61,A71,1,A103,4,A123,0,A142,A151,1,A174,1,A191,A201,A92,0.49962292898144134,0
A13,55,A34,A40,5400,A61,A71,1,A103,4,A123,1,A142,A151,1,A174,1,A191,A201,A92,0.5484379036292331,1
A11,79,A33,A44,2206,A63,A72,1,A103,4,A123,0,A143,A153,1,A174,1,A191,A202,A91,0.45346001149878024,0
A11,79,A33,A44,2206,A63,A72,1,A103,4,A123,1,A143,A153,1,A174,1,A191,A202,A91,0.5022893862993124,1
A14,78,A33,A49,16699,A63,A71,4,A103,1,A123,1,A143,A153,1,A171,2,A192,A202,A91,0.5012327286583367,1
A14,78,A33,A49,16699,A63,A71,4,A103,1,A123,0,A143,A153,1,A171,2,A192,A202,A91,0.45244199907830907,0
A14,36,A33,A49,19500,A63,A72,4,A103,1,A121,0,A143,A151,4,A171,1,A192,A202,A92,0.49988995772032785,0
A14,36,A33,A49,19500,A63,A72,4,A103,1,A121,1,A143,A151,4,A171,1,A192,A202,A92,0.5486325093881798,1
A14,69,A30,A42,7599,A63,A71,4,A102,4,A123,1,A141,A153,1,A174,1,A191,A202,A92,0.5010477168052113,1
A14,69,A30,A42,7599,A63,A71,4,A102,4,A123,0,A141,A153,1,A174,1,A191,A202,A92,0.45223976701700624,0
A11,2,A33,A42,16199,A65,A74,3,A101,2,A121,1,A142,A152,1,A171,1,A192,A201,A92,0.5124301206421681,1
A11,2,A33,A42,16199,A65,A74,3,A101,2,A121,0,A142,A152,1,A171,1,A192,A201,A92,0.4635776347477862,0
A13,27,A30,A41,10344,A61,A74,1,A103,2,A121,1,A141,A152,2,A172,1,A192,A201,A91,0.503803763730259,1
A13,27,A30,A41,10344,A61,A74,1,A103,2,A121,0,A141,A152,2,A172,1,A192,A201,A91,0.454957014537365,0
A11,76,A34,A46,18300,A61,A71,1,A101,2,A122,0,A143,A153,1,A171,2,A192,A202,A91,0.4992185716360205,0
A11,76,A34,A46,18300,A61,A71,1,A101,2,A122,1,A143,A153,1,A171,2,A192,A202,A91,0.5480580963803735,1
A13,14,A30,A40,19099,A63,A71,2,A102,4,A121,0,A143,A152,4,A171,1,A191,A202,A92,0.4587091842077805,0
A13,14,A30,A40,19099,A63,A71,2,A102,4,A121,1,A143,A152,4,A171,1,A191,A202,A92,0.507564551388286,1
A14,72,A34,A40,1899,A63,A71,4,A101,4,A123,0,A142,A151,1,A171,1,A191,A201,A92,0.45700997363766155,0
A14,72,A34,A40,1899,A63,A71,4,A101,4,A123,1,A142,A151,1,A171,1,A191,A201,A92,0.5058730402554033,1
A14,15,A30,A40,15400,A65,A72,4,A102,1,A122,1,A142,A151,3,A174,1,A192,A201,A91,0.5467614198333517,1
A14,15,A30,A40,15400,A65,A72,4,A102,1,A122,0,A142,A151,3,A174,1,A192,A201,A91,0.49797117612857883,0
A11,19,A33,A40,1299,A63,A72,4,A101,4,A123,0,A142,A152,4,A174,2,A191,A202,A91,0.49572012130277493,0
A11,19,A33,A40,1299,A63,A72,4,A101,4,A123,1,A142,A152,4,A174,2,A191,A202,A91,0.5445654614377992,1
A13,79,A34,A48,999,A63,A71,1,A101,4,A121,1,A143,A153,2,A171,1,A191,A201,A92,0.5086981697698382,1
A13,79,A34,A48,999,A63,A71,1,A101,4,A121,0,A143,A153,2,A171,1,A191,A201,A92,0.45982278747640587,0
A14,80,A33,A45,7600,A61,A71,3,A101,1,A123,0,A143,A151,3,A171,1,A192,A202,A92,0.47114018137051805,0
A14,80,A33,A45,7600,A61,A71,3,A101,1,A123,1,A143,A151,3,A171,1,A192,A202,A92,0.5200684569266542,1
A14,79,A34,A41,4200,A63,A71,1,A101,1,A123,0,A143,A152,4,A174,1,A191,A201,A91,0.49570343322982785,0
A14,79,A34,A41,4200,A63,A71,1,A101,1,A123,1,A143,A152,4,A174,1,A191,A201,A91,0.5445560004415051,1
A11,8,A33,A44,13499,A63,A72,1,A103,4,A121,1,A141,A151,3,A171,2,A191,A201,A92,0.5012289139841869,1
A11,8,A33,A44,13499,A63,A72,1,A103,4,A121,0,A141,A151,3,A171,2,A191,A201,A92,0.4524155379142907,0
A13,10,A30,A40,2179,A63,A74,4,A102,4,A123,1,A141,A153,4,A171,1,A191,A202,A92,0.5000158427283115,1
A13,10,A30,A40,2179,A63,A74,4,A102,4,A123,0,A141,A153,4,A171,1,A191,A202,A92,0.4512080634276132,0
A13,12,A34,A48,16000,A61,A72,1,A101,3,A123,0,A141,A152,1,A171,2,A191,A202,A92,0.49362657003219823,0
A13,12,A34,A48,16000,A61,A72,1,A101,3,A123,1,A141,A152,1,A171,2,A191,A202,A92,0.5425495537675217,1
A13,11,A30,A41,8700,A63,A72,1,A103,1,A123,1,A141,A153,1,A171,1,A192,A202,A92,0.5468937631428419,1
A13,11,A30,A41,8700,A63,A72,1,A103,1,A123,0,A141,A153,1,A171,1,A192,A202,A92,0.498043654225414,0
A13,0,A33,A40,2700,A63,A72,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A201,A92,0.5024314806046332,1
A13,0,A33,A40,2700,A63,A72,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A201,A92,0.4535904815199257,0
A11,36,A33,A45,13821,A63,A74,2,A102,2,A121,0,A141,A151,1,A173,1,A191,A202,A92,0.4993826032960079,0
A11,36,A33,A45,13821,A63,A74,2,A102,2,A121,1,A141,A151,1,A173,1,A191,A202,A92,0.5481828154030869,1
A14,0,A33,A410,10238,A63,A72,1,A101,1,A123,0,A142,A151,4,A174,1,A191,A201,A92,0.49999295454472353,0
A14,0,A33,A410,10238,A63,A72,1,A101,1,A123,1,A142,A151,4,A174,1,A191,A201,A92,0.5487798708460265,1
A14,47,A33,A44,15500,A61,A74,1,A103,1,A121,1,A142,A152,1,A171,1,A191,A201,A91,0.5444121893420502,1
A14,47,A33,A44,15500,A61,A74,1,A103,1,A121,0,A142,A152,1,A171,1,A191,A201,A91,0.49555657860485636,0
A13,0,A33,A40,13099,A61,A74,3,A103,4,A121,1,A143,A151,4,A171,1,A192,A201,A91,0.5347497707249245,1
A13,0,A33,A40,13099,A61,A74,3,A103,4,A121,0,A143,A151,4,A171,1,A192,A201,A91,0.4858518349606347,0
A14,72,A30,A40,11500,A63,A71,1,A103,2,A123,0,A141,A151,4,A174,1,A192,A202,A91,0.49784910794925663,0
A14,72,A30,A40,11500,A63,A71,1,A103,2,A123,1,A141,A151,4,A174,1,A192,A202,A91,0.5467160434617478,1
A13,10,A30,A48,18799,A61,A71,4,A101,4,A121,1,A142,A153,1,A174,1,A192,A201,A91,0.5202645942460357,1
A13,10,A30,A48,18799,A61,A71,4,A101,4,A121,0,A142,A153,1,A174,1,A192,A201,A91,0.471311274231624,0
A14,20,A33,A40,12099,A63,A72,3,A102,1,A121,1,A142,A151,1,A171,1,A192,A201,A92,0.5001073954610402,1
A14,20,A33,A40,12099,A63,A72,3,A102,1,A121,0,A142,A151,1,A171,1,A192,A201,A92,0.45128552122251303,0
A14,3,A33,A40,11399,A63,A72,4,A101,4,A122,0,A143,A151,1,A171,1,A191,A201,A92,0.47584185873961266,0
A14,3,A33,A40,11399,A63,A72,4,A101,4,A122,1,A143,A151,1,A171,1,A191,A201,A92,0.5248100571638321,1
A13,1,A33,A40,5100,A63,A72,3,A101,4,A123,1,A142,A152,1,A171,1,A192,A202,A91,0.5472586181645949,1
A13,1,A33,A40,5100,A63,A72,3,A101,4,A123,0,A142,A152,1,A171,1,A192,A202,A91,0.49841558252873625,0
A13,6,A30,A49,12500,A65,A72,1,A102,4,A123,0,A141,A153,1,A173,2,A191,A201,A91,0.48382809656979,0
A13,6,A30,A49,12500,A65,A72,1,A102,4,A123,1,A141,A153,1,A173,2,A191,A201,A91,0.5327333938284995,1
A14,0,A33,A41,18599,A63,A72,3,A101,4,A121,1,A142,A151,4,A171,1,A191,A202,A92,0.5128723421979633,1
A14,0,A33,A41,18599,A63,A72,3,A101,4,A121,0,A142,A151,4,A171,1,A191,A202,A92,0.4639798705997199,0
A14,75,A30,A41,2079,A63,A72,4,A101,1,A122,0,A143,A153,1,A174,1,A192,A202,A91,0.4984832927539239,0
A14,75,A30,A41,2079,A63,A72,4,A101,1,A122,1,A143,A153,1,A174,1,A192,A202,A91,0.5473106011552415,1
A11,74,A34,A46,10957,A65,A72,4,A101,2,A121,1,A143,A153,1,A171,1,A192,A202,A91,0.5000120280310488,1
A11,74,A34,A46,10957,A65,A72,4,A101,2,A121,0,A143,A153,1,A171,1,A192,A202,A91,0.4512061742426252,0
A14,77,A34,A40,16700,A63,A71,3,A102,1,A121,1,A141,A152,1,A174,2,A192,A202,A91,0.5389875935085833,1
A14,77,A34,A40,16700,A63,A71,3,A102,1,A121,0,A141,A152,1,A174,2,A192,A202,A91,0.4901942546905946,0
A14,22,A33,A410,11099,A63,A72,3,A101,2,A121,1,A142,A152,4,A171,1,A191,A202,A92,0.5094980374249191,1
A14,22,A33,A410,11099,A63,A72,3,A101,2,A121,0,A142,A152,4,A171,1,A191,A202,A92,0.46060032198927026,0
A13,1,A33,A40,1100,A63,A72,2,A103,4,A122,0,A141,A153,2,A173,1,A192,A201,A91,0.49856340069762145,0
A13,1,A33,A40,1100,A63,A72,2,A103,4,A122,1,A141,A153,2,A173,1,A192,A201,A91,0.5473852658267362,1
A11,12,A34,A46,16999,A61,A72,4,A101,4,A123,0,A141,A152,4,A173,2,A192,A202,A92,0.4541360663299626,0
A11,12,A34,A46,16999,A61,A72,4,A101,4,A123,1,A141,A152,4,A173,2,A192,A202,A92,0.502995085468632,1
A13,6,A30,A40,6899,A63,A72,1,A101,4,A123,0,A143,A151,1,A171,2,A191,A201,A92,0.4571240441074695,0
A13,6,A30,A40,6899,A63,A72,1,A101,4,A123,1,A143,A151,1,A171,2,A191,A201,A92,0.5059626730830112,1
A11,3,A33,A40,11699,A63,A72,1,A102,4,A123,0,A141,A151,2,A171,1,A191,A202,A92,0.4688786063882048,0
A11,3,A33,A40,11699,A63,A72,1,A102,4,A123,1,A141,A151,2,A171,1,A191,A202,A92,0.5177848267627873,1
A13,15,A30,A42,15816,A61,A74,1,A102,2,A123,1,A143,A151,2,A173,1,A191,A201,A91,0.49999676924198866,0
A13,15,A30,A42,15816,A61,A74,1,A102,2,A123,0,A143,A151,2,A173,1,A191,A201,A91,0.45117216915341524,0
A13,3,A34,A42,10867,A65,A72,1,A102,4,A122,1,A142,A153,4,A173,1,A192,A201,A92,0.5464513325123783,1
A13,3,A34,A42,10867,A65,A72,1,A102,4,A122,0,A142,A153,4,A173,1,A192,A201,A92,0.4976011577647683,0
A11,54,A34,A46,15399,A65,A71,1,A102,2,A123,0,A141,A152,3,A172,2,A192,A201,A91,0.4527104060513054,0
A11,54,A34,A46,15399,A65,A71,1,A102,2,A123,1,A141,A152,3,A172,2,A192,A201,A91,0.5015646047112859,1
A13,79,A34,A46,9399,A65,A74,3,A103,1,A123,1,A142,A153,1,A174,2,A192,A202,A91,0.5048298404458971,1
A13,79,A34,A46,9399,A65,A74,3,A103,1,A123,0,A142,A153,1,A174,2,A192,A202,A91,0.4559825974115099,0
A13,1,A33,A43,5234,A63,A72,1,A101,1,A123,1,A142,A153,4,A174,1,A191,A202,A92,0.5295224791971475,1
A13,1,A33,A43,5234,A63,A72,1,A101,1,A123,0,A142,A153,4,A174,1,A191,A202,A92,0.48061638327337364,0
A11,7,A34,A40,17082,A65,A74,4,A103,1,A123,0,A141,A152,2,A172,2,A191,A201,A91,0.4830583728082785,0
A11,7,A34,A40,17082,A65,A74,4,A103,1,A123,1,A141,A152,2,A172,2,A191,A201,A91,0.5320192378620151,1
A13,58,A33,A46,3791,A61,A71,3,A103,2,A121,1,A142,A151,3,A173,1,A192,A201,A92,0.5004106638029672,1
A13,58,A33,A46,3791,A61,A71,3,A103,2,A121,0,A142,A151,3,A173,1,A192,A201,A92,0.45158309442751954,0
A14,80,A34,A41,14600,A61,A74,2,A102,4,A121,0,A143,A153,2,A173,2,A192,A202,A92,0.4958808040876268,0
A14,80,A34,A41,14600,A61,A74,2,A102,4,A121,1,A143,A153,2,A173,2,A192,A202,A92,0.5447376459432196,1
A11,0,A34,A46,18100,A65,A74,3,A101,1,A123,0,A141,A152,4,A172,2,A191,A201,A91,0.49897443181304807,0
A11,0,A34,A46,18100,A65,A74,3,A101,1,A123,1,A141,A152,4,A172,2,A191,A201,A91,0.5477557222102805,1
A14,29,A30,A40,19499,A63,A72,3,A103,4,A123,1,A143,A151,2,A171,1,A191,A202,A92,0.5017286349132397,1
A14,29,A30,A40,19499,A63,A72,3,A103,4,A123,0,A143,A151,2,A171,1,A191,A202,A92,0.45295615486414137,0
A13,67,A30,A48,5351,A63,A71,4,A103,4,A123,0,A142,A153,1,A174,1,A191,A202,A91,0.49518277035066266,0
A13,67,A30,A48,5351,A63,A71,4,A103,4,A123,1,A142,A153,1,A174,1,A191,A202,A91,0.5440393814090958,1
A11,80,A34,A46,17899,A65,A72,1,A103,4,A122,0,A143,A151,1,A171,2,A192,A202,A92,0.4594063820770912,0
A11,80,A34,A46,17899,A65,A72,1,A103,4,A122,1,A143,A151,1,A171,2,A192,A202,A92,0.5082739069692388,1
