job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,decision
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4754,43,973,4,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,42,977,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,42,977,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4700,42,971,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4700,42,971,2,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4789,47,962,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4789,47,962,4,nonexistent,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4784,49,952,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4784,49,952,6,success,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4762,46,951,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4762,46,951,6,success,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4704,46,951,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4704,46,951,5,success,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4982,30,985,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4982,30,985,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4963,30,993,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4963,30,993,0,failure,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,30,987,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,30,987,2,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4949,28,989,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4949,28,989,4,nonexistent,1,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4969,29,977,4,nonexistent,0,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4969,29,977,4,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4910,26,981,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4910,26,981,4,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,33,958,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,33,958,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4924,33,954,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4924,33,954,0,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4943,33,946,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4943,33,946,0,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,34,941,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,34,941,3,nonexistent,1,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4969,30,964,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4969,30,964,2,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4998,31,967,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4998,31,967,6,success,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4930,30,963,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4930,30,963,1,failure,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4949,31,963,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4949,31,963,4,nonexistent,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4957,28,967,6,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4957,28,967,6,success,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4936,31,942,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4936,31,942,4,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4850,30,956,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4850,30,956,2,nonexistent,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,28,957,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,28,957,3,nonexistent,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4868,30,947,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4868,30,947,1,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4856,30,940,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4856,30,940,2,nonexistent,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4879,28,951,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4879,28,951,6,success,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4706,37,991,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4706,37,991,6,success,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4813,26,987,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4813,26,987,1,failure,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4813,26,970,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4813,26,970,1,failure,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,28,977,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,28,977,0,failure,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,26,969,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4767,26,969,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4778,26,973,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4778,26,973,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4731,26,970,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4731,26,970,0,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4805,27,961,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4805,27,961,3,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4817,30,942,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4817,30,942,2,nonexistent,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4774,30,940,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4774,30,940,1,failure,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4832,28,948,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4832,28,948,4,nonexistent,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4797,28,951,5,success,0,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4797,28,951,5,success,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4728,30,938,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4728,30,938,0,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4700,28,940,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4700,28,940,2,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,39,896,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,39,896,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4926,39,892,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4926,39,892,0,failure,1,0
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4946,40,879,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4946,40,879,2,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4905,39,891,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4905,39,891,0,failure,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4721,49,927,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4721,49,927,4,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4987,36,932,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4987,36,932,2,nonexistent,1,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,36,925,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,36,925,2,nonexistent,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4981,34,934,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4981,34,934,3,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4926,36,924,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4926,36,924,0,failure,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4952,34,926,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4952,34,926,3,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4996,34,920,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4996,34,920,6,success,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4926,36,908,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4926,36,908,0,failure,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,37,911,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,37,911,4,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4884,33,931,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4884,33,931,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4891,33,924,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4891,33,924,1,failure,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4913,34,934,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4913,34,934,3,nonexistent,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4885,36,915,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4885,36,915,0,failure,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4879,34,912,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4879,34,912,5,success,1,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4877,31,927,4,nonexistent,0,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4877,31,927,4,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4971,37,902,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4971,37,902,3,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4979,37,881,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4979,37,881,6,success,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4903,37,902,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4903,37,902,3,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4910,37,895,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4910,37,895,4,nonexistent,1,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4897,34,903,4,nonexistent,0,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4897,34,903,4,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4864,35,898,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4864,35,898,3,nonexistent,1,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4916,37,879,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4916,37,879,4,nonexistent,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4899,37,888,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4899,37,888,5,success,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4848,36,884,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4848,36,884,1,failure,1,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4811,33,917,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4811,33,917,2,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4817,31,934,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4817,31,934,4,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4788,30,931,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4788,30,931,0,failure,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4797,28,934,5,success,0,1
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4797,28,934,5,success,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4797,31,920,5,success,0,1
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4797,31,920,5,success,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4737,31,918,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4737,31,918,3,nonexistent,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4758,28,920,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4758,28,920,5,success,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4831,36,893,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4831,36,893,2,nonexistent,1,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4817,33,901,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4817,33,901,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4825,34,894,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4825,34,894,3,nonexistent,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4842,34,881,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4842,34,881,6,success,1,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4774,33,885,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4774,33,885,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4757,34,894,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4757,34,894,3,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,33,899,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,33,899,0,failure,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4696,33,892,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4696,33,892,1,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4731,36,876,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4731,36,876,0,failure,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4823,31,905,6,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4823,31,905,6,success,1,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4704,30,896,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4704,30,896,2,nonexistent,1,1
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4719,31,886,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4719,31,886,5,success,1,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4675,48,994,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4675,48,994,2,nonexistent,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4634,48,986,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4634,48,986,1,failure,1,0
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4684,49,982,5,success,0,0
student,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4684,49,982,5,success,1,0
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4657,39,987,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4657,39,987,2,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4672,40,977,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4672,40,977,4,nonexistent,1,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4592,48,993,0,failure,0,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4592,48,993,0,failure,1,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4575,48,985,0,failure,0,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4575,48,985,0,failure,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4538,45,987,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4538,45,987,2,nonexistent,1,1
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4587,48,974,2,nonexistent,0,0
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4587,48,974,2,nonexistent,1,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4594,46,981,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4594,46,981,4,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4544,48,971,2,nonexistent,0,0
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4544,48,971,2,nonexistent,1,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4657,45,956,1,failure,0,0
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4657,45,956,1,failure,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4686,40,967,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4686,40,967,6,success,1,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4684,43,951,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4684,43,951,6,success,1,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4630,43,945,3,nonexistent,0,0
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4630,43,945,3,nonexistent,1,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4624,43,950,4,nonexistent,0,0
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4624,43,950,4,nonexistent,1,0
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4544,48,958,2,nonexistent,0,1
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4544,48,958,2,nonexistent,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4569,49,960,6,success,0,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4569,49,960,6,success,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4604,40,950,4,nonexistent,0,1
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4604,40,950,4,nonexistent,1,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4556,42,947,1,failure,0,1
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4556,42,947,1,failure,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4544,40,950,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4544,40,950,4,nonexistent,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4497,42,986,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4497,42,986,0,failure,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4484,40,988,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4484,40,988,3,nonexistent,1,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4481,40,994,4,nonexistent,0,1
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4481,40,994,4,nonexistent,1,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4485,43,981,4,nonexistent,0,1
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4485,43,981,4,nonexistent,1,1
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4436,42,985,0,failure,0,0
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4436,42,985,0,failure,1,0
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4437,42,969,0,failure,0,1
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4437,42,969,0,failure,1,1
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4528,46,966,6,success,0,0
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4528,46,966,6,success,1,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4466,46,958,4,nonexistent,0,0
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4466,46,958,4,nonexistent,1,0
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4521,48,948,2,nonexistent,0,1
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4521,48,948,2,nonexistent,1,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4474,49,945,3,nonexistent,0,1
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4474,49,945,3,nonexistent,1,1
