CE_ID,PA,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
8,1,A13,71,A32,A40,17750,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.001603,POSITIVE
9,0,A13,79,A32,A48,19500,A63,A72,3,A103,3,A123,0,A143,A153,3,A173,1,A192,A202,A92,-0.131831,NEGATIVE
9,1,A13,79,A32,A48,19500,A63,A72,3,A103,3,A123,1,A143,A153,3,A173,1,A192,A202,A92,0.060489,POSITIVE
10,0,A13,73,A32,A47,19000,A62,A72,3,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.162129,NEGATIVE
10,1,A13,73,A32,A47,19000,A62,A72,3,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.030190,POSITIVE
11,0,A13,79,A32,A44,19750,A63,A72,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.163676,NEGATIVE
11,1,A13,79,A32,A44,19750,A63,A72,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.028642,POSITIVE
12,0,A13,74,A32,A43,19500,A63,A72,3,A103,3,A123,0,A143,A153,3,A173,1,A192,A202,A92,-0.132608,NEGATIVE
12,1,A13,74,A32,A43,19500,A63,A72,3,A103,3,A123,1,A143,A153,3,A173,1,A192,A202,A92,0.059711,POSITIVE
13,0,A13,78,A32,A47,18750,A62,A72,3,A102,2,A122,0,A143,A152,2,A173,1,A192,A202,A92,-0.170050,NEGATIVE
13,1,A13,78,A32,A47,18750,A62,A72,3,A102,2,A122,1,A143,A152,2,A173,1,A192,A202,A92,0.022269,POSITIVE
14,0,A13,72,A32,A46,18250,A62,A71,3,A102,1,A121,0,A143,A152,1,A172,1,A191,A202,A91,-0.180896,NEGATIVE
14,1,A13,72,A32,A46,18250,A62,A71,3,A102,1,A121,1,A143,A152,1,A172,1,A191,A202,A91,0.011422,POSITIVE
15,0,A13,78,A32,A43,19250,A62,A72,3,A102,3,A122,0,A143,A152,3,A173,1,A192,A202,A92,-0.159979,NEGATIVE
15,1,A13,78,A32,A43,19250,A62,A72,3,A102,3,A122,1,A143,A152,3,A173,1,A192,A202,A92,0.032340,POSITIVE
16,0,A13,73,A32,A42,18750,A62,A72,3,A102,2,A122,0,A143,A152,2,A173,1,A192,A202,A92,-0.170826,NEGATIVE
16,1,A13,73,A32,A42,18750,A62,A72,3,A102,2,A122,1,A143,A152,2,A173,1,A192,A202,A92,0.021492,POSITIVE
17,0,A13,79,A32,A48,19500,A63,A73,3,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.135745,NEGATIVE
17,1,A13,79,A32,A48,19500,A63,A73,3,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.056573,POSITIVE
18,0,A13,73,A32,A47,19000,A62,A73,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.166696,NEGATIVE
18,1,A13,73,A32,A47,19000,A62,A73,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.025623,POSITIVE
19,0,A13,79,A32,A44,19750,A63,A73,3,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.167265,NEGATIVE
19,1,A13,79,A32,A44,19750,A63,A73,3,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.025054,POSITIVE
20,0,A13,74,A32,A43,19500,A63,A73,3,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.136523,NEGATIVE
20,1,A13,74,A32,A43,19500,A63,A73,3,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.055796,POSITIVE
21,0,A13,78,A32,A47,18750,A62,A73,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.174943,NEGATIVE
21,1,A13,78,A32,A47,18750,A62,A73,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.017376,POSITIVE
22,0,A13,72,A32,A46,18250,A62,A73,3,A102,1,A121,0,A141,A152,1,A172,1,A191,A202,A91,-0.186442,NEGATIVE
22,1,A13,72,A32,A46,18250,A62,A73,3,A102,1,A121,1,A141,A152,1,A172,1,A191,A202,A91,0.005876,POSITIVE
23,0,A13,78,A32,A43,19250,A62,A73,3,A102,3,A122,0,A142,A152,3,A173,1,A192,A202,A92,-0.164220,NEGATIVE
23,1,A13,78,A32,A43,19250,A62,A73,3,A102,3,A122,1,A142,A152,3,A173,1,A192,A202,A92,0.028099,POSITIVE
24,0,A13,73,A32,A42,18750,A62,A73,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.175719,NEGATIVE
24,1,A13,73,A32,A42,18750,A62,A73,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.016599,POSITIVE
25,0,A13,79,A32,A49,19750,A63,A72,3,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.182127,NEGATIVE
25,1,A13,79,A32,A49,19750,A63,A72,3,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.010191,POSITIVE
26,0,A13,74,A32,A48,19500,A63,A72,3,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.161210,NEGATIVE
26,1,A13,74,A32,A48,19500,A63,A72,3,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.031109,POSITIVE
27,0,A13,76,A32,A40,17501,A63,A71,3,A103,1,A123,0,A141,A153,1,A171,1,A192,A202,A92,-0.145399,NEGATIVE
27,1,A13,76,A32,A40,17501,A63,A71,3,A103,1,A123,1,A141,A153,1,A171,1,A192,A202,A92,0.046920,POSITIVE
28,0,A13,74,A32,A44,19750,A63,A72,3,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.182903,NEGATIVE
28,1,A13,74,A32,A44,19750,A63,A72,3,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.009415,POSITIVE
29,0,A13,79,A32,A48,19500,A63,A72,3,A103,3,A122,0,A142,A153,3,A173,1,A192,A202,A92,-0.136941,NEGATIVE
29,1,A13,79,A32,A48,19500,A63,A72,3,A103,3,A122,1,A142,A153,3,A173,1,A192,A202,A92,0.055378,POSITIVE
30,0,A13,73,A32,A47,19000,A62,A72,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.168091,NEGATIVE
30,1,A13,73,A32,A47,19000,A62,A72,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.024228,POSITIVE
31,0,A13,79,A32,A44,19750,A63,A72,3,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.168361,NEGATIVE
31,1,A13,79,A32,A44,19750,A63,A72,3,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.023958,POSITIVE
32,0,A13,74,A32,A43,19500,A63,A72,3,A103,3,A122,0,A142,A153,3,A173,1,A192,A202,A92,-0.137718,NEGATIVE
32,1,A13,74,A32,A43,19500,A63,A72,3,A103,3,A122,1,A142,A153,3,A173,1,A192,A202,A92,0.054600,POSITIVE
33,0,A13,76,A32,A46,15500,A61,A73,3,A101,1,A123,0,A143,A151,1,A172,1,A191,A202,A91,-0.191235,NEGATIVE
33,1,A13,76,A32,A46,15500,A61,A73,3,A101,1,A123,1,A143,A151,1,A172,1,A191,A202,A91,0.001084,POSITIVE
34,0,A13,71,A32,A45,15250,A61,A73,3,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.150342,NEGATIVE
34,1,A13,71,A32,A45,15250,A61,A73,3,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.041977,POSITIVE
35,0,A13,77,A32,A42,16000,A62,A73,3,A102,2,A123,0,A143,A152,2,A172,1,A191,A202,A91,-0.181363,NEGATIVE
35,1,A13,77,A32,A42,16000,A62,A73,3,A102,2,A123,1,A143,A152,2,A172,1,A191,A202,A91,0.010955,POSITIVE
36,0,A13,71,A32,A41,15500,A61,A73,3,A101,1,A123,0,A143,A151,1,A172,1,A191,A202,A91,-0.192011,NEGATIVE
36,1,A13,71,A32,A41,15500,A61,A73,3,A101,1,A123,1,A143,A151,1,A172,1,A191,A202,A91,0.000308,POSITIVE
37,0,A13,76,A32,A45,15001,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.099813,NEGATIVE
37,1,A13,76,A32,A45,15001,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.092506,POSITIVE
38,0,A13,71,A32,A45,15001,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.007380,NEGATIVE
38,1,A13,71,A32,A45,15001,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.184939,POSITIVE
39,0,A13,76,A32,A40,15250,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.151207,NEGATIVE
39,1,A13,76,A32,A40,15250,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.041112,POSITIVE
40,0,A13,71,A32,A40,15001,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.100589,NEGATIVE
40,1,A13,71,A32,A40,15001,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.091729,POSITIVE
41,0,A13,78,A32,A47,16250,A62,A72,3,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.183985,NEGATIVE
41,1,A13,78,A32,A47,16250,A62,A72,3,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.008334,POSITIVE
42,0,A13,72,A32,A47,16000,A62,A71,3,A102,2,A123,0,A143,A152,2,A172,1,A191,A202,A91,-0.152918,NEGATIVE
42,1,A13,72,A32,A47,16000,A62,A71,3,A102,2,A123,1,A143,A152,2,A172,1,A191,A202,A91,0.039401,POSITIVE
43,0,A13,78,A32,A43,16750,A62,A72,3,A102,3,A123,0,A143,A152,3,A173,1,A192,A202,A92,-0.154464,NEGATIVE
43,1,A13,78,A32,A43,16750,A62,A72,3,A102,3,A123,1,A143,A152,3,A173,1,A192,A202,A92,0.037855,POSITIVE
44,0,A13,73,A32,A42,16250,A62,A72,3,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.184761,NEGATIVE
44,1,A13,73,A32,A42,16250,A62,A72,3,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.007557,POSITIVE
45,0,A13,77,A32,A46,15750,A62,A71,3,A102,1,A121,0,A143,A152,1,A172,1,A191,A202,A91,-0.141388,NEGATIVE
45,1,A13,77,A32,A46,15750,A62,A71,3,A102,1,A121,1,A143,A152,1,A172,1,A191,A202,A91,0.050930,POSITIVE
46,0,A13,71,A32,A45,15250,A61,A71,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.152235,NEGATIVE
46,1,A13,71,A32,A45,15250,A61,A71,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.040084,POSITIVE
47,0,A13,77,A32,A42,16000,A62,A71,3,A102,2,A121,0,A143,A152,2,A172,1,A191,A202,A91,-0.182958,NEGATIVE
47,1,A13,77,A32,A42,16000,A62,A71,3,A102,2,A121,1,A143,A152,2,A172,1,A191,A202,A91,0.009361,POSITIVE
48,0,A13,72,A32,A41,15750,A62,A71,3,A102,1,A121,0,A143,A152,1,A172,1,A191,A202,A91,-0.142165,NEGATIVE
48,1,A13,72,A32,A41,15750,A62,A71,3,A102,1,A121,1,A143,A152,1,A172,1,A191,A202,A91,0.050154,POSITIVE
49,0,A13,78,A32,A47,16250,A62,A73,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.188878,NEGATIVE
49,1,A13,78,A32,A47,16250,A62,A73,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.003441,POSITIVE
50,0,A13,72,A32,A47,16000,A62,A73,3,A102,2,A123,0,A141,A152,2,A172,1,A191,A202,A91,-0.158137,NEGATIVE
50,1,A13,72,A32,A47,16000,A62,A73,3,A102,2,A123,1,A141,A152,2,A172,1,A191,A202,A91,0.034182,POSITIVE
51,0,A13,78,A32,A43,16750,A62,A73,3,A102,3,A123,0,A142,A152,3,A173,1,A192,A202,A92,-0.158705,NEGATIVE
51,1,A13,78,A32,A43,16750,A62,A73,3,A102,3,A123,1,A142,A152,3,A173,1,A192,A202,A92,0.033614,POSITIVE
52,0,A13,73,A32,A42,16250,A62,A73,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.189655,NEGATIVE
52,1,A13,73,A32,A42,16250,A62,A73,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.002664,POSITIVE
53,0,A13,77,A32,A46,15750,A62,A73,3,A102,1,A121,0,A141,A152,1,A172,1,A191,A202,A91,-0.146934,NEGATIVE
53,1,A13,77,A32,A46,15750,A62,A73,3,A102,1,A121,1,A141,A152,1,A172,1,A191,A202,A91,0.045385,POSITIVE
54,0,A13,71,A32,A45,15250,A61,A73,3,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.158434,NEGATIVE
54,1,A13,71,A32,A45,15250,A61,A73,3,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.033885,POSITIVE
55,0,A13,77,A32,A42,16000,A62,A73,3,A102,2,A121,0,A141,A152,2,A172,1,A191,A202,A91,-0.188177,NEGATIVE
55,1,A13,77,A32,A42,16000,A62,A73,3,A102,2,A121,1,A141,A152,2,A172,1,A191,A202,A91,0.004141,POSITIVE
56,0,A13,72,A32,A41,15750,A62,A73,3,A102,1,A121,0,A141,A152,1,A172,1,A191,A202,A91,-0.147711,NEGATIVE
56,1,A13,72,A32,A41,15750,A62,A73,3,A102,1,A121,1,A141,A152,1,A172,1,A191,A202,A91,0.044608,POSITIVE
57,0,A13,79,A32,A48,17000,A63,A72,3,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.121701,NEGATIVE
57,1,A13,79,A32,A48,17000,A63,A72,3,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.070618,POSITIVE
58,0,A13,73,A32,A47,16500,A62,A72,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.172301,NEGATIVE
58,1,A13,73,A32,A47,16500,A62,A72,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.020018,POSITIVE
59,0,A13,79,A32,A44,17250,A63,A72,3,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.143395,NEGATIVE
59,1,A13,79,A32,A44,17250,A63,A72,3,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.048924,POSITIVE
60,0,A13,74,A32,A43,17000,A63,A72,3,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.122478,NEGATIVE
60,1,A13,74,A32,A43,17000,A63,A72,3,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.069841,POSITIVE
61,0,A13,78,A32,A47,16250,A62,A72,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.190373,NEGATIVE
61,1,A13,78,A32,A47,16250,A62,A72,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.001946,POSITIVE
62,0,A13,72,A32,A47,16000,A62,A71,3,A102,2,A121,0,A141,A152,2,A172,1,A191,A202,A91,-0.159732,NEGATIVE
62,1,A13,72,A32,A47,16000,A62,A71,3,A102,2,A121,1,A141,A152,2,A172,1,A191,A202,A91,0.032587,POSITIVE
63,0,A13,78,A32,A43,16750,A62,A72,3,A102,3,A122,0,A142,A152,3,A173,1,A192,A202,A92,-0.160000,NEGATIVE
63,1,A13,78,A32,A43,16750,A62,A72,3,A102,3,A122,1,A142,A152,3,A173,1,A192,A202,A92,0.032319,POSITIVE
64,0,A13,73,A32,A42,16250,A62,A72,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.191150,NEGATIVE
64,1,A13,73,A32,A42,16250,A62,A72,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.001169,POSITIVE
65,0,A13,76,A32,A46,18000,A61,A73,1,A101,1,A123,0,A143,A151,1,A172,1,A191,A202,A91,-0.146255,NEGATIVE
65,1,A13,76,A32,A46,18000,A61,A73,1,A101,1,A123,1,A143,A151,1,A172,1,A191,A202,A91,0.046063,POSITIVE
66,0,A13,71,A32,A45,17501,A61,A73,1,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.156904,NEGATIVE
66,1,A13,71,A32,A45,17501,A61,A73,1,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.035415,POSITIVE
67,0,A13,77,A32,A41,18250,A62,A73,1,A102,1,A123,0,A143,A152,1,A172,1,A191,A202,A91,-0.187924,NEGATIVE
67,1,A13,77,A32,A41,18250,A62,A73,1,A102,1,A123,1,A143,A152,1,A172,1,A191,A202,A91,0.004394,POSITIVE
68,0,A13,71,A32,A41,18000,A61,A73,1,A101,1,A123,0,A143,A151,1,A172,1,A191,A202,A91,-0.147032,NEGATIVE
68,1,A13,71,A32,A41,18000,A61,A73,1,A101,1,A123,1,A143,A151,1,A172,1,A191,A202,A91,0.045287,POSITIVE
69,0,A13,76,A32,A45,17501,A61,A73,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.054834,NEGATIVE
69,1,A13,76,A32,A45,17501,A61,A73,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.137485,POSITIVE
70,0,A13,73,A32,A48,19250,A62,A73,1,A102,3,A122,0,A143,A152,3,A173,1,A191,A202,A91,-0.001734,NEGATIVE
70,1,A13,73,A32,A48,19250,A62,A73,1,A102,3,A122,1,A143,A152,3,A173,1,A191,A202,A91,0.190585,POSITIVE
71,0,A13,76,A32,A40,17501,A61,A73,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.148044,NEGATIVE
71,1,A13,76,A32,A40,17501,A61,A73,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.044275,POSITIVE
72,0,A13,71,A32,A40,17501,A61,A73,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.055611,NEGATIVE
72,1,A13,71,A32,A40,17501,A61,A73,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.136708,POSITIVE
73,0,A13,78,A32,A47,18750,A62,A72,1,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.139006,NEGATIVE
73,1,A13,78,A32,A47,18750,A62,A72,1,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.053313,POSITIVE
74,0,A13,72,A32,A46,18250,A62,A71,1,A102,1,A123,0,A143,A152,1,A172,1,A191,A202,A91,-0.169303,NEGATIVE
74,1,A13,72,A32,A46,18250,A62,A71,1,A102,1,A123,1,A143,A152,1,A172,1,A191,A202,A91,0.023016,POSITIVE
75,0,A13,78,A32,A42,19000,A62,A72,1,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.170850,NEGATIVE
75,1,A13,78,A32,A42,19000,A62,A72,1,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.021468,POSITIVE
76,0,A13,73,A32,A42,18750,A62,A72,1,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.139782,NEGATIVE
76,1,A13,73,A32,A42,18750,A62,A72,1,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.052537,POSITIVE
77,0,A13,76,A32,A46,18000,A61,A71,1,A101,1,A121,0,A143,A151,1,A172,1,A191,A202,A91,-0.148049,NEGATIVE
77,1,A13,76,A32,A46,18000,A61,A71,1,A101,1,A121,1,A143,A151,1,A172,1,A191,A202,A91,0.044270,POSITIVE
78,0,A13,71,A32,A45,17501,A61,A71,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.158897,NEGATIVE
78,1,A13,71,A32,A45,17501,A61,A71,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.033422,POSITIVE
79,0,A13,77,A32,A41,18250,A62,A71,1,A102,1,A121,0,A143,A152,1,A172,1,A191,A202,A91,-0.189618,NEGATIVE
79,1,A13,77,A32,A41,18250,A62,A71,1,A102,1,A121,1,A143,A152,1,A172,1,A191,A202,A91,0.002701,POSITIVE
80,0,A13,71,A32,A41,18000,A61,A71,1,A101,1,A121,0,A143,A151,1,A172,1,A191,A202,A91,-0.148825,NEGATIVE
80,1,A13,71,A32,A41,18000,A61,A71,1,A101,1,A121,1,A143,A151,1,A172,1,A191,A202,A91,0.043494,POSITIVE
81,0,A13,78,A32,A47,18750,A62,A73,1,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.143899,NEGATIVE
81,1,A13,78,A32,A47,18750,A62,A73,1,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.048420,POSITIVE
82,0,A13,72,A32,A46,18250,A62,A73,1,A102,1,A123,0,A141,A152,1,A172,1,A191,A202,A91,-0.174849,NEGATIVE
82,1,A13,72,A32,A46,18250,A62,A73,1,A102,1,A123,1,A141,A152,1,A172,1,A191,A202,A91,0.017470,POSITIVE
83,0,A13,78,A32,A42,19000,A62,A73,1,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.175417,NEGATIVE
83,1,A13,78,A32,A42,19000,A62,A73,1,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.016901,POSITIVE
84,0,A13,73,A32,A42,18750,A62,A73,1,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.144676,NEGATIVE
84,1,A13,73,A32,A42,18750,A62,A73,1,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.047643,POSITIVE
85,0,A13,76,A32,A46,18000,A61,A73,1,A101,1,A121,0,A141,A151,1,A172,1,A191,A202,A91,-0.153921,NEGATIVE
85,1,A13,76,A32,A46,18000,A61,A73,1,A101,1,A121,1,A141,A151,1,A172,1,A191,A202,A91,0.038398,POSITIVE
86,0,A13,71,A32,A45,17501,A61,A73,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.165421,NEGATIVE
86,1,A13,71,A32,A45,17501,A61,A73,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.026897,POSITIVE
87,0,A13,77,A32,A42,18500,A62,A73,1,A102,2,A121,0,A141,A152,2,A172,1,A191,A202,A91,-0.143198,NEGATIVE
87,1,A13,77,A32,A42,18500,A62,A73,1,A102,2,A121,1,A141,A152,2,A172,1,A191,A202,A91,0.049121,POSITIVE
88,0,A13,71,A32,A41,18000,A61,A73,1,A101,1,A121,0,A141,A151,1,A172,1,A191,A202,A91,-0.154697,NEGATIVE
88,1,A13,71,A32,A41,18000,A61,A73,1,A101,1,A121,1,A141,A151,1,A172,1,A191,A202,A91,0.037621,POSITIVE
89,0,A13,78,A32,A48,19250,A62,A72,1,A102,3,A123,0,A142,A152,3,A173,1,A192,A202,A92,-0.148238,NEGATIVE
89,1,A13,78,A32,A48,19250,A62,A72,1,A102,3,A123,1,A142,A152,3,A173,1,A192,A202,A92,0.044081,POSITIVE
90,0,A13,73,A32,A47,19000,A62,A72,1,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.127322,NEGATIVE
90,1,A13,73,A32,A47,19000,A62,A72,1,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.064997,POSITIVE
91,0,A13,79,A32,A43,19500,A63,A72,1,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.169931,NEGATIVE
91,1,A13,79,A32,A43,19500,A63,A72,1,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.022388,POSITIVE
92,0,A13,73,A32,A43,19250,A62,A72,1,A102,3,A123,0,A142,A152,3,A173,1,A192,A202,A92,-0.149015,NEGATIVE
92,1,A13,73,A32,A43,19250,A62,A72,1,A102,3,A123,1,A142,A152,3,A173,1,A192,A202,A92,0.043303,POSITIVE
93,0,A13,78,A32,A47,18750,A62,A72,1,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.145393,NEGATIVE
93,1,A13,78,A32,A47,18750,A62,A72,1,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.046926,POSITIVE
94,0,A13,72,A32,A46,18250,A62,A71,1,A102,1,A121,0,A141,A152,1,A172,1,A191,A202,A91,-0.176542,NEGATIVE
94,1,A13,72,A32,A46,18250,A62,A71,1,A102,1,A121,1,A141,A152,1,A172,1,A191,A202,A91,0.015776,POSITIVE
95,0,A13,78,A32,A42,19000,A62,A72,1,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.176813,NEGATIVE
95,1,A13,78,A32,A42,19000,A62,A72,1,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.015506,POSITIVE
96,0,A13,73,A32,A42,18750,A62,A72,1,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.146170,NEGATIVE
96,1,A13,73,A32,A42,18750,A62,A72,1,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.046148,POSITIVE
97,0,A13,76,A32,A45,15001,A61,A73,1,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.117394,NEGATIVE
97,1,A13,76,A32,A45,15001,A61,A73,1,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.074925,POSITIVE
