age,campaign,contact,day_of_week,decision,default,duration,education,emp.var.rate,housing,job,loan,marital,month,pdays,poutcome,previous
0,31,telephone,(null),0,unknown,failure,professional.course,4750,unknown,technician,unknown,single,dec,287,1,5
1,31,telephone,(null),0,unknown,failure,professional.course,4750,unknown,technician,unknown,single,dec,287,1,5
0,31,telephone,(null),1,unknown,nonexistent,professional.course,4828,unknown,unemployed,unknown,single,sep,296,1,6
1,31,telephone,(null),1,unknown,nonexistent,professional.course,4828,unknown,unemployed,unknown,single,sep,296,1,6
0,26,cellular,tue,1,no,poutcome,basic.6y,4719,no,services,no,divorced,jul,307,0,1
1,26,cellular,tue,1,no,poutcome,basic.6y,4719,no,services,no,divorced,jul,307,0,1
0,28,telephone,(null),0,unknown,failure,professional.course,4828,unknown,management,unknown,single,dec,303,1,5
1,28,telephone,(null),0,unknown,failure,professional.course,4828,unknown,management,unknown,single,dec,303,1,5
0,27,telephone,fri,1,unknown,age,illiterate,4735,unknown,housemaid,unknown,married,nov,302,1,4
1,27,telephone,fri,1,unknown,age,illiterate,4735,unknown,housemaid,unknown,married,nov,302,1,4
0,28,telephone,fri,0,unknown,failure,illiterate,4797,unknown,housemaid,unknown,married,aug,310,1,4
1,28,telephone,fri,0,unknown,failure,illiterate,4797,unknown,housemaid,unknown,married,aug,310,1,4
0,28,telephone,(null),1,unknown,failure,professional.course,4750,unknown,management,unknown,single,sep,303,1,5
1,28,telephone,(null),1,unknown,failure,professional.course,4750,unknown,management,unknown,single,sep,303,1,5
0,28,telephone,(null),0,unknown,failure,professional.course,4750,unknown,technician,unknown,single,dec,287,1,5
1,28,telephone,(null),0,unknown,failure,professional.course,4750,unknown,technician,unknown,single,dec,287,1,5
0,28,telephone,(null),1,unknown,nonexistent,professional.course,4828,unknown,unemployed,unknown,single,sep,296,1,6
1,28,telephone,(null),1,unknown,nonexistent,professional.course,4828,unknown,unemployed,unknown,single,sep,296,1,6
0,28,telephone,(null),0,unknown,nonexistent,professional.course,4758,unknown,management,unknown,single,nov,296,1,6
1,28,telephone,(null),0,unknown,nonexistent,professional.course,4758,unknown,management,unknown,single,nov,296,1,6
0,30,telephone,(null),0,unknown,failure,professional.course,4906,unknown,technician,unknown,single,jun,310,1,5
1,30,telephone,(null),0,unknown,failure,professional.course,4906,unknown,technician,unknown,single,jun,310,1,5
0,27,telephone,fri,0,unknown,age,illiterate,4813,unknown,student,unknown,married,may,309,1,4
1,27,telephone,fri,0,unknown,age,illiterate,4813,unknown,student,unknown,married,may,309,1,4
0,30,telephone,(null),1,unknown,failure,professional.course,4828,unknown,technician,unknown,single,mar,310,1,5
1,30,telephone,(null),1,unknown,failure,professional.course,4828,unknown,technician,unknown,single,mar,310,1,5
0,29,telephone,fri,1,unknown,age,illiterate,4735,unknown,student,unknown,married,feb,309,1,4
1,29,telephone,fri,1,unknown,age,illiterate,4735,unknown,student,unknown,married,feb,309,1,4
0,30,telephone,(null),0,unknown,failure,professional.course,4750,unknown,management,unknown,single,may,310,1,5
1,30,telephone,(null),0,unknown,failure,professional.course,4750,unknown,management,unknown,single,may,310,1,5
0,33,cellular,mon,1,no,previous,basic.4y,4611,no,self-employed,no,divorced,oct,298,0,0
1,33,cellular,mon,1,no,previous,basic.4y,4611,no,self-employed,no,divorced,oct,298,0,0
0,34,telephone,thu,0,unknown,age,high.school,4649,unknown,housemaid,unknown,married,aug,305,1,3
1,34,telephone,thu,0,unknown,age,high.school,4649,unknown,housemaid,unknown,married,aug,305,1,3
0,36,cellular,tue,0,no,poutcome,basic.6y,4626,no,blue-collar,no,divorced,aug,284,0,1
1,36,cellular,tue,0,no,poutcome,basic.6y,4626,no,blue-collar,no,divorced,aug,284,0,1
0,34,telephone,fri,0,unknown,failure,illiterate,4664,unknown,housemaid,unknown,married,nov,294,1,4
1,34,telephone,fri,0,unknown,failure,illiterate,4664,unknown,housemaid,unknown,married,nov,294,1,4
0,33,cellular,tue,0,no,poutcome,basic.6y,4626,no,services,no,divorced,apr,307,0,1
1,33,cellular,tue,0,no,poutcome,basic.6y,4626,no,services,no,divorced,apr,307,0,1
0,34,telephone,fri,0,unknown,failure,illiterate,4664,unknown,technician,unknown,married,feb,302,1,4
1,34,telephone,fri,0,unknown,failure,illiterate,4664,unknown,technician,unknown,married,feb,302,1,4
0,33,cellular,tue,1,no,poutcome,basic.6y,4548,no,services,no,divorced,jan,300,0,1
1,33,cellular,tue,1,no,poutcome,basic.6y,4548,no,services,no,divorced,jan,300,0,1
0,34,telephone,fri,0,unknown,age,illiterate,4657,unknown,housemaid,unknown,married,may,309,1,4
1,34,telephone,fri,0,unknown,age,illiterate,4657,unknown,housemaid,unknown,married,may,309,1,4
0,34,telephone,thu,0,unknown,age,high.school,4571,unknown,housemaid,unknown,married,may,305,1,3
1,34,telephone,thu,0,unknown,age,high.school,4571,unknown,housemaid,unknown,married,may,305,1,3
0,34,telephone,fri,0,unknown,age,illiterate,4579,unknown,housemaid,unknown,married,feb,302,1,4
1,34,telephone,fri,0,unknown,age,illiterate,4579,unknown,housemaid,unknown,married,feb,302,1,4
0,36,cellular,tue,1,no,poutcome,basic.6y,4626,no,services,no,divorced,feb,284,0,1
1,36,cellular,tue,1,no,poutcome,basic.6y,4626,no,services,no,divorced,feb,284,0,1
0,36,cellular,tue,0,no,previous,basic.6y,4548,no,admin.,no,divorced,jan,283,0,0
1,36,cellular,tue,0,no,previous,basic.6y,4548,no,admin.,no,divorced,jan,283,0,0
0,34,telephone,(null),0,unknown,failure,professional.course,4672,unknown,technician,unknown,single,may,295,1,5
1,34,telephone,(null),0,unknown,failure,professional.course,4672,unknown,technician,unknown,single,may,295,1,5
0,34,telephone,fri,0,unknown,failure,illiterate,4586,unknown,technician,unknown,married,apr,292,1,4
1,34,telephone,fri,0,unknown,failure,illiterate,4586,unknown,technician,unknown,married,apr,292,1,4
0,33,cellular,tue,1,no,poutcome,basic.6y,4470,no,blue-collar,no,divorced,jul,299,0,1
1,33,cellular,tue,1,no,poutcome,basic.6y,4470,no,blue-collar,no,divorced,jul,299,0,1
