status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,credit
2,76,1,1,929,1,1,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,64,1,9,2214,2,0,1,2,1,0,0,2,1,1,3,1,1,1,1,1
1,76,1,1,1778,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,76,1,1,1381,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,18,2,4,1795,1,1,3,2,4,0,1,0,0,2,1,1,1,0,0,1
1,24,2,1,7758,0,1,2,0,4,3,1,2,0,1,2,1,0,0,0,1
1,0,1,9,2712,2,1,1,0,1,0,1,2,0,4,0,1,1,1,1,1
2,76,2,1,13756,1,1,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,78,1,9,1403,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,68,0,2,2145,0,1,4,0,1,1,0,2,1,1,0,1,0,0,1,1
0,31,2,0,781,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,68,2,2,6229,0,0,4,0,1,1,0,2,1,1,0,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,12,1,4,2930,1,1,2,0,1,0,1,2,1,1,2,1,1,0,0,1
1,64,1,9,3357,2,0,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,67,1,0,1037,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
2,67,2,0,1655,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
2,68,2,2,1530,0,0,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,48,1,0,7763,1,1,4,0,4,3,1,0,2,1,3,1,1,0,1,1
1,0,2,8,2181,2,1,1,2,2,0,1,0,2,4,0,2,1,1,1,1
1,12,1,4,1103,1,1,4,2,3,0,1,2,1,2,2,1,0,1,1,1
1,6,1,6,454,1,0,3,0,1,1,0,2,1,1,1,1,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
2,31,1,0,2476,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,76,1,1,458,1,0,4,0,1,1,0,1,0,1,1,2,1,0,1,1
1,24,1,4,1987,1,0,2,0,4,0,0,2,0,1,1,2,0,0,1,0
2,68,2,2,12680,0,1,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,67,1,0,1188,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
2,78,2,9,9566,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,31,2,0,1049,0,0,1,1,1,0,0,1,1,4,3,2,1,0,1,1
2,76,1,1,3577,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,67,0,0,2862,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,31,1,0,4113,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,67,2,0,496,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
1,67,1,0,1352,2,2,1,2,1,0,0,2,0,4,3,2,1,1,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,78,1,9,6148,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,67,1,0,1206,2,1,1,2,1,0,0,2,0,4,3,2,1,1,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,68,1,2,3527,0,0,4,0,1,1,1,2,1,1,0,1,0,0,1,1
2,67,1,0,4611,2,0,1,2,1,0,1,2,0,4,3,2,1,1,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
2,6,1,4,1750,0,1,2,0,4,1,1,0,1,1,1,2,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,67,1,0,4308,2,0,1,2,1,0,0,2,0,4,3,2,1,1,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,31,1,0,1372,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
2,24,1,4,1901,1,0,4,0,4,2,1,2,0,1,3,1,1,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,76,2,1,7629,1,1,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,12,1,0,1893,1,0,4,2,4,1,1,2,1,1,2,1,1,0,0,1
1,36,2,7,8065,1,0,3,0,2,3,0,2,1,2,3,1,1,0,0,0
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
2,68,1,2,4844,0,2,4,0,1,1,1,2,1,1,0,1,0,0,1,1
2,64,1,9,1311,2,1,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,76,1,1,3812,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
2,48,2,9,7629,2,1,4,0,2,2,1,0,1,2,3,2,0,0,1,1
1,67,2,0,3124,2,0,1,2,1,0,1,2,0,4,3,2,1,1,1,1
1,76,1,1,1437,1,1,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,78,1,9,759,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,31,1,0,4657,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,78,0,9,4370,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,31,2,0,731,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
2,31,2,0,3868,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
2,67,1,0,2299,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
1,24,1,3,4351,2,0,1,0,4,1,1,2,1,1,1,1,1,0,0,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,31,1,0,1543,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,68,1,2,4605,0,1,4,0,1,1,0,2,1,1,0,1,0,0,1,1
1,67,0,0,6967,2,1,1,2,1,0,0,2,0,4,3,2,1,1,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,18,1,1,12976,1,2,3,0,4,3,1,2,2,1,3,1,1,0,0,0
1,68,2,2,5800,0,0,4,0,1,1,1,2,1,1,0,1,0,0,1,1
2,7,2,2,5103,0,0,1,1,3,2,1,1,0,1,0,2,1,0,0,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
2,76,2,1,1817,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
2,78,0,9,846,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,18,1,5,1217,1,0,4,0,3,0,1,2,1,1,1,1,1,0,1,0
2,67,2,0,2751,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
2,31,2,0,7629,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
2,15,1,1,4657,1,0,3,0,2,2,1,2,1,1,2,1,1,0,1,1
1,31,1,0,4351,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,78,1,9,1223,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,78,2,9,5998,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,76,1,1,1950,1,1,4,0,1,1,1,1,0,1,1,2,1,0,1,1
2,64,2,9,2611,2,1,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,12,1,0,1228,1,0,4,0,2,0,0,2,1,1,1,1,0,0,0,0
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,68,2,2,6229,0,0,4,0,1,1,0,2,1,1,0,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,24,1,3,4020,1,0,2,0,2,2,1,1,1,1,2,1,0,0,1,1
0,67,2,0,1480,2,2,1,2,1,0,1,2,0,4,3,2,1,1,1,1
1,68,1,2,2212,0,1,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,31,2,0,9400,0,2,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,76,1,1,1223,1,1,4,0,1,1,1,1,0,1,1,2,1,0,1,1
2,68,1,2,2186,0,1,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,78,1,9,3660,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,18,1,6,3872,1,2,2,0,4,2,1,2,1,1,2,1,1,0,0,1
1,0,1,6,2528,0,0,1,1,1,0,1,1,2,4,3,1,1,1,0,1
2,64,2,9,1495,2,1,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,31,1,0,14896,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,64,0,9,6681,2,0,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,15,1,6,1308,1,1,4,0,4,2,1,2,1,2,1,1,1,0,1,1
2,15,1,1,1300,2,1,4,0,4,3,1,0,2,1,2,2,1,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,78,1,9,3660,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,67,0,0,9572,2,0,1,2,1,0,1,2,0,4,3,2,1,1,1,1
2,78,2,9,7253,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,67,2,0,1138,2,0,1,2,1,0,0,2,0,4,3,2,1,1,1,1
1,67,1,0,1941,2,0,1,2,1,0,1,2,0,4,3,2,1,1,1,1
0,67,0,0,1908,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,31,1,0,915,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,64,0,9,1050,2,2,1,2,1,0,1,2,1,1,3,1,1,1,1,1
2,68,1,2,1213,0,1,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,68,0,2,8947,0,1,4,0,1,1,1,2,1,1,0,1,0,0,1,1
2,36,0,9,7980,2,0,4,0,4,2,1,2,0,2,2,1,1,0,1,0
1,31,2,0,975,0,0,1,1,1,0,0,1,1,4,3,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,78,1,9,866,2,0,4,2,4,1,0,2,2,1,0,1,1,0,1,1
2,31,1,0,3430,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,78,2,9,3275,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,30,1,3,3108,1,0,2,0,4,1,1,2,1,1,1,1,1,0,1,0
2,78,0,9,5117,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,76,2,1,3939,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
0,76,1,1,5152,1,1,4,0,1,1,0,1,0,1,1,2,1,0,1,1
2,68,2,2,5711,0,1,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,24,1,9,4241,1,0,1,0,4,0,1,2,1,3,1,1,1,0,1,0
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,64,0,9,6967,2,1,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,68,1,2,625,0,0,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,68,1,2,1823,0,2,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,30,1,3,4583,1,0,2,2,2,0,1,2,1,2,2,1,0,0,1,1
2,31,1,0,1204,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,64,1,9,674,2,1,1,2,1,0,0,2,1,1,3,1,1,1,1,1
1,31,1,0,1422,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
2,76,2,1,1532,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
0,78,2,9,3656,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,78,2,9,2872,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,31,2,0,882,0,0,1,1,1,0,0,1,1,4,3,2,1,0,1,1
2,76,2,1,6304,1,1,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
0,0,1,5,1337,2,0,3,1,1,1,1,0,1,4,0,1,1,0,0,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,64,1,9,750,2,2,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
0,67,2,0,1347,2,1,1,2,1,0,1,2,0,4,3,2,1,1,1,1
2,16,2,0,10127,0,0,4,2,2,0,1,0,0,4,0,1,1,0,0,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,78,1,9,1577,2,0,4,2,4,1,0,2,2,1,0,1,1,0,1,1
0,31,2,0,2360,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
2,78,1,9,6458,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,18,1,0,6458,1,1,2,0,4,3,1,0,1,2,3,2,1,0,1,0
2,68,1,2,1204,0,0,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,68,1,2,790,0,0,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,12,1,4,1155,1,1,3,2,3,0,1,0,1,2,1,1,0,0,1,1
2,78,1,9,1101,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,31,1,0,3430,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
2,78,2,9,11054,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,67,2,0,5771,2,1,1,2,1,0,0,2,0,4,3,2,1,1,1,1
1,78,1,9,1158,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
2,31,1,0,1572,0,1,1,1,1,0,1,1,1,4,3,2,1,0,1,1
0,21,2,7,2319,1,0,2,0,1,2,1,2,0,1,2,1,1,0,1,0
1,18,2,0,3966,1,1,1,0,4,0,1,0,0,3,2,1,1,0,0,0
2,68,0,2,7980,0,0,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,64,1,9,1206,2,1,1,2,1,0,0,2,1,1,3,1,1,1,1,1
1,78,1,9,1301,2,1,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,64,1,9,1366,2,0,1,2,1,0,0,2,1,1,3,1,1,1,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
1,68,1,2,3509,0,1,4,0,1,1,0,2,1,1,0,1,0,0,1,1
0,14,2,0,2360,0,0,1,0,4,1,1,0,1,1,0,2,1,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,68,1,2,2301,0,0,4,0,1,1,0,2,1,1,0,1,0,0,1,1
1,36,1,4,2302,1,0,4,0,4,2,1,2,0,1,2,1,0,0,1,0
1,64,1,9,9960,2,0,1,2,1,0,1,2,1,1,3,1,1,1,1,1
2,31,1,0,2603,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,31,1,0,3161,0,0,1,1,1,0,1,1,1,4,3,2,1,0,1,1
1,0,1,0,3021,1,0,1,0,4,1,0,2,0,1,2,2,1,0,0,0
1,64,1,9,1381,2,0,1,2,1,0,1,2,1,1,3,1,1,1,1,1
1,68,2,2,1288,0,1,4,0,1,1,1,2,1,1,0,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,24,1,4,1901,1,0,4,0,4,2,1,2,0,1,3,1,1,0,1,1
1,40,2,7,5998,1,0,4,0,3,3,1,0,1,1,2,1,1,0,1,0
1,76,2,1,3939,1,0,4,0,1,1,1,1,0,1,1,2,1,0,1,1
1,30,2,0,2181,2,1,4,0,4,0,1,2,1,2,2,1,1,0,1,1
1,78,1,9,1835,2,0,4,2,4,1,0,2,2,1,0,1,1,0,1,1
1,26,1,1,7966,1,0,2,0,3,2,1,2,1,2,2,1,0,0,1,1
1,72,1,4,5595,1,0,2,0,2,2,0,2,1,1,2,1,0,0,1,0
2,31,1,0,4811,0,1,1,1,1,0,0,1,1,4,3,2,1,0,1,1
2,30,2,4,2831,1,0,4,0,2,2,1,2,1,1,2,1,1,0,0,1
1,24,1,0,2325,1,1,2,0,3,2,1,0,1,1,2,1,1,0,1,1
2,12,2,7,3565,2,0,2,0,1,1,1,2,1,2,1,2,0,0,1,1
1,64,1,9,4241,2,0,1,2,1,0,1,2,1,1,3,1,1,1,1,1
2,78,2,9,1530,2,0,4,2,4,1,1,2,2,1,0,1,1,0,1,1
1,31,1,0,1371,0,0,1,1,1,0,0,1,1,4,3,2,1,0,1,1
