age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,output,race,relationship,sex,workclass
98,27500,980,0,Doctorate,3,86,Separated,Vietnam,Protective-serv,0.47653599723243556,Black,Unmarried,Female,State-gov
98,27500,980,1,Doctorate,3,86,Separated,Vietnam,Protective-serv,0.5706025595944919,Black,Unmarried,Male,State-gov
97,27500,762,0,10th,3,85,Never-married,Japan,Transport-moving,0.4721727843316784,Other,Unmarried,Female,State-gov
97,27500,762,1,10th,3,85,Never-married,Japan,Transport-moving,0.5665930018190722,Other,Unmarried,Male,State-gov
98,27500,980,0,Doctorate,3,86,Separated,Greece,Protective-serv,0.42891041854945133,Black,Unmarried,Female,State-gov
98,27500,980,1,Doctorate,3,86,Separated,Greece,Protective-serv,0.5226010879771157,Black,Unmarried,Male,State-gov
87,27500,980,1,Doctorate,3,98,Married-AF-spouse,Vietnam,Protective-serv,0.949387670173727,Black,Unmarried,Female,State-gov
87,27500,980,0,Doctorate,3,98,Married-AF-spouse,Vietnam,Protective-serv,0.4652035886788738,Black,Unmarried,Male,State-gov
84,27500,544,0,7th-8th,2,94,Married-spouse-absent,Germany,Machine-op-inspct,0.48304675125579793,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
84,27500,544,1,7th-8th,2,94,Married-spouse-absent,Germany,Machine-op-inspct,0.5697269000392513,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
84,27500,544,0,12th,2,95,Married-spouse-absent,Outlying-US(Guam-USVI-etc),Adm-clerical,0.44388687298876744,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,27500,544,1,12th,2,95,Married-spouse-absent,Outlying-US(Guam-USVI-etc),Adm-clerical,0.5298818472411195,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
87,27500,980,1,Doctorate,3,86,Married-AF-spouse,Greece,Protective-serv,0.949387670173727,Black,Unmarried,Female,State-gov
87,27500,980,0,Doctorate,3,86,Married-AF-spouse,Greece,Protective-serv,0.4601497018828578,Black,Unmarried,Male,State-gov
87,27500,980,0,Doctorate,3,98,Separated,Vietnam,Protective-serv,0.48796007788165763,Black,Unmarried,Female,State-gov
87,27500,980,1,Doctorate,3,98,Separated,Vietnam,Protective-serv,0.5733474692837508,Black,Unmarried,Male,State-gov
86,27500,762,0,10th,3,97,Never-married,Japan,Transport-moving,0.4747846590149259,Other,Unmarried,Female,State-gov
86,27500,762,1,10th,3,97,Never-married,Japan,Transport-moving,0.5689947656055371,Other,Unmarried,Male,State-gov
87,27500,980,0,Doctorate,3,98,Separated,Greece,Protective-serv,0.4312759996446511,Black,Unmarried,Female,State-gov
87,27500,980,1,Doctorate,3,98,Separated,Greece,Protective-serv,0.5253973734824847,Black,Unmarried,Male,State-gov
87,27500,980,0,Doctorate,3,86,Separated,Greece,Protective-serv,0.48288219250516695,Black,Unmarried,Female,State-gov
87,27500,980,1,Doctorate,3,86,Separated,Greece,Protective-serv,0.5681511868734236,Black,Unmarried,Male,State-gov
97,27500,762,1,10th,3,72,Married-AF-spouse,Japan,Transport-moving,0.8672388753328015,Other,Unmarried,Female,State-gov
97,27500,762,0,10th,3,72,Married-AF-spouse,Japan,Transport-moving,0.494764191389717,Other,Unmarried,Male,State-gov
98,27500,980,1,Doctorate,3,73,Married-AF-spouse,Greece,Protective-serv,0.7729945548946681,Black,Unmarried,Female,State-gov
98,27500,980,0,Doctorate,3,73,Married-AF-spouse,Greece,Protective-serv,0.45278187290751404,Black,Unmarried,Male,State-gov
98,27500,980,0,Doctorate,3,73,Separated,Greece,Protective-serv,0.4754709564472274,Black,Unmarried,Female,State-gov
98,27500,980,1,Doctorate,3,73,Separated,Greece,Protective-serv,0.568200747984947,Black,Unmarried,Male,State-gov
99,22500,2940,0,10th,11,97,Married-AF-spouse,Haiti,Transport-moving,0.49336813894736875,Other,Unmarried,Female,State-gov
99,22500,2940,1,10th,11,97,Married-AF-spouse,Haiti,Transport-moving,0.5440162636883815,Other,Unmarried,Male,State-gov
99,22500,3158,0,Doctorate,11,98,Married-AF-spouse,Columbia,Protective-serv,0.4913638589653849,Black,Unmarried,Female,State-gov
99,22500,3158,1,Doctorate,11,98,Married-AF-spouse,Columbia,Protective-serv,0.5054735313382639,Black,Unmarried,Male,State-gov
90,22500,2286,0,Bachelors,1,89,Widowed,Portugal,Tech-support,0.42837921220348313,White,Unmarried,Female,Private
90,22500,2286,1,Bachelors,1,89,Widowed,Portugal,Tech-support,0.5219720902215619,White,Unmarried,Male,Private
90,22500,2504,0,Some-college,1,90,Widowed,France,Craft-repair,0.429104671883344,White,Unmarried,Female,Self-emp-not-inc
90,22500,2504,1,Some-college,1,90,Widowed,France,Craft-repair,0.5203295362151327,White,Unmarried,Male,Self-emp-not-inc
91,22500,2722,0,HS-grad,2,91,Widowed,Laos,Sales,0.43427380118403036,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,22500,2722,1,HS-grad,2,91,Widowed,Laos,Sales,0.5186852943202392,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
92,22500,2940,0,Prof-school,3,92,Married-spouse-absent,Taiwan,Exec-managerial,0.43945775942501425,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
92,22500,2940,1,Prof-school,3,92,Married-spouse-absent,Taiwan,Exec-managerial,0.5170413967591022,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
93,22500,3158,0,Assoc-voc,3,93,Married-spouse-absent,Columbia,Prof-specialty,0.46967227506264786,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
93,22500,3158,1,Assoc-voc,3,93,Married-spouse-absent,Columbia,Prof-specialty,0.5153968805025296,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
97,22500,2504,1,Prof-school,1,79,Married-spouse-absent,Thailand,Exec-managerial,0.9503505215174324,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
97,22500,2504,0,Prof-school,1,79,Married-spouse-absent,Thailand,Exec-managerial,0.48622623573589896,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
97,22500,2722,1,Assoc-voc,2,80,Married-spouse-absent,Yugoslavia,Prof-specialty,0.9501126455963418,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
97,22500,2722,0,Assoc-voc,2,80,Married-spouse-absent,Yugoslavia,Prof-specialty,0.45093936422972697,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
98,22500,2722,1,7th-8th,2,82,Married-spouse-absent,El-Salvador,Machine-op-inspct,0.9498737377130781,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
98,22500,2722,0,7th-8th,2,82,Married-spouse-absent,El-Salvador,Machine-op-inspct,0.4209294684569142,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
98,22500,2722,1,12th,2,83,Married-spouse-absent,El-Salvador,Adm-clerical,0.9496781136179606,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
98,22500,2722,0,12th,2,83,Married-spouse-absent,El-Salvador,Adm-clerical,0.41841898403062844,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
98,22500,2940,1,Masters,3,84,Married-spouse-absent,Trinadad&Tobago,Farming-fishing,0.9497564784971958,Other,Unmarried,Female,Local-gov
98,22500,2940,0,Masters,3,84,Married-spouse-absent,Trinadad&Tobago,Farming-fishing,0.4282935096907221,Other,Unmarried,Male,Local-gov
99,22500,2940,1,10th,3,85,Married-AF-spouse,Peru,Transport-moving,0.9498347277873094,Other,Unmarried,Female,State-gov
99,22500,2940,0,10th,3,85,Married-AF-spouse,Peru,Transport-moving,0.439348143466507,Other,Unmarried,Male,State-gov
99,22500,3158,1,Doctorate,3,86,Married-AF-spouse,Hong,Protective-serv,0.949912861638731,Black,Unmarried,Female,State-gov
99,22500,3158,0,Doctorate,3,86,Married-AF-spouse,Hong,Protective-serv,0.45046353539444617,Black,Unmarried,Male,State-gov
96,22500,4029,1,Masters,3,84,Married-spouse-absent,Taiwan,Farming-fishing,0.952007538186487,Other,Unmarried,Female,Local-gov
96,22500,4029,0,Masters,3,84,Married-spouse-absent,Taiwan,Farming-fishing,0.47145208226499974,Other,Unmarried,Male,Local-gov
97,22500,4029,1,10th,3,85,Married-AF-spouse,Haiti,Transport-moving,0.950543526752172,Other,Unmarried,Female,State-gov
97,22500,4029,0,10th,3,85,Married-AF-spouse,Haiti,Transport-moving,0.4287825613433016,Other,Unmarried,Male,State-gov
98,22500,4247,1,Doctorate,3,86,Married-AF-spouse,Columbia,Protective-serv,0.949387670173727,Black,Unmarried,Female,State-gov
98,22500,4247,0,Doctorate,3,86,Married-AF-spouse,Columbia,Protective-serv,0.4104580858678135,Black,Unmarried,Male,State-gov
93,22500,2722,1,Assoc-voc,3,80,Married-spouse-absent,Laos,Prof-specialty,0.8796713899510867,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
93,22500,2722,0,Assoc-voc,3,80,Married-spouse-absent,Laos,Prof-specialty,0.4767437926658868,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
95,22500,2722,1,7th-8th,4,82,Married-spouse-absent,Ecuador,Machine-op-inspct,0.8863174230752284,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,22500,2722,0,7th-8th,4,82,Married-spouse-absent,Ecuador,Machine-op-inspct,0.45334685010922326,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
95,22500,2722,1,12th,5,83,Married-spouse-absent,Ecuador,Adm-clerical,0.895084418960173,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,0,12th,5,83,Married-spouse-absent,Ecuador,Adm-clerical,0.43486917851114176,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,2940,1,Masters,5,84,Married-spouse-absent,Taiwan,Farming-fishing,0.9068998306140915,Other,Unmarried,Female,Local-gov
96,22500,2940,0,Masters,5,84,Married-spouse-absent,Taiwan,Farming-fishing,0.41677002645101774,Other,Unmarried,Male,Local-gov
97,22500,2940,1,10th,6,85,Married-AF-spouse,Haiti,Transport-moving,0.9173132010437695,Other,Unmarried,Female,State-gov
97,22500,2940,0,10th,6,85,Married-AF-spouse,Haiti,Transport-moving,0.3988924592528813,Other,Unmarried,Male,State-gov
98,22500,3158,1,Doctorate,7,86,Married-AF-spouse,Columbia,Protective-serv,0.9250760256541423,Black,Unmarried,Female,State-gov
98,22500,3158,0,Doctorate,7,86,Married-AF-spouse,Columbia,Protective-serv,0.3812801921471167,Black,Unmarried,Male,State-gov
96,22500,4029,0,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,0.4929699633007782,Other,Unmarried,Female,Local-gov
96,22500,4029,1,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,0.5744461836822398,Other,Unmarried,Male,Local-gov
97,22500,4029,0,10th,3,97,Never-married,Peru,Transport-moving,0.45013432076834936,Other,Unmarried,Female,State-gov
97,22500,4029,1,10th,3,97,Never-married,Peru,Transport-moving,0.5304682037799731,Other,Unmarried,Male,State-gov
95,22500,2722,0,7th-8th,4,94,Never-married,El-Salvador,Machine-op-inspct,0.49230810687624005,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,22500,2722,1,7th-8th,4,94,Never-married,El-Salvador,Machine-op-inspct,0.584993365671884,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
95,22500,2722,0,12th,5,95,Never-married,El-Salvador,Adm-clerical,0.4640008975341907,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,1,12th,5,95,Never-married,El-Salvador,Adm-clerical,0.5587123917363122,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,2940,0,Masters,5,96,Never-married,Trinadad&Tobago,Farming-fishing,0.44029423664483797,Other,Unmarried,Female,Local-gov
96,22500,2940,1,Masters,5,96,Never-married,Trinadad&Tobago,Farming-fishing,0.5320987940583022,Other,Unmarried,Male,Local-gov
97,22500,2940,0,10th,6,97,Never-married,Peru,Transport-moving,0.42057826788035213,Other,Unmarried,Female,State-gov
97,22500,2940,1,10th,6,97,Never-married,Peru,Transport-moving,0.5048423485980982,Other,Unmarried,Male,State-gov
97,22500,3811,0,10th,6,97,Never-married,Haiti,Transport-moving,0.4972942764117179,Other,Unmarried,Female,State-gov
97,22500,3811,1,10th,6,97,Never-married,Haiti,Transport-moving,0.5895097301102854,Other,Unmarried,Male,State-gov
98,22500,4029,0,Doctorate,7,98,Separated,Columbia,Protective-serv,0.4863828681311715,Black,Unmarried,Female,State-gov
98,22500,4029,1,Doctorate,7,98,Separated,Columbia,Protective-serv,0.5796059523442514,Black,Unmarried,Male,State-gov
95,22500,2722,1,12th,2,83,Never-married,El-Salvador,Adm-clerical,0.5056882545802331,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,0,12th,2,83,Never-married,El-Salvador,Adm-clerical,0.496250070310918,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,4029,0,Masters,3,84,Never-married,Taiwan,Farming-fishing,0.4899266132360024,Other,Unmarried,Female,Local-gov
96,22500,4029,1,Masters,3,84,Never-married,Taiwan,Farming-fishing,0.5704231991490407,Other,Unmarried,Male,Local-gov
97,22500,4029,0,10th,3,85,Never-married,Haiti,Transport-moving,0.4474962655535012,Other,Unmarried,Female,State-gov
97,22500,4029,1,10th,3,85,Never-married,Haiti,Transport-moving,0.5260164825213498,Other,Unmarried,Male,State-gov
95,22500,2722,0,7th-8th,4,82,Never-married,Ecuador,Machine-op-inspct,0.4886739378015486,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,22500,2722,1,7th-8th,4,82,Never-married,Ecuador,Machine-op-inspct,0.581691733622407,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
95,22500,2722,0,12th,5,83,Never-married,Ecuador,Adm-clerical,0.46159181436189206,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,1,12th,5,83,Never-married,Ecuador,Adm-clerical,0.5550084387296221,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,2940,0,Masters,5,84,Never-married,Taiwan,Farming-fishing,0.43821956839143733,Other,Unmarried,Female,Local-gov
96,22500,2940,1,Masters,5,84,Never-married,Taiwan,Farming-fishing,0.5280041623736035,Other,Unmarried,Male,Local-gov
97,22500,2940,0,10th,6,85,Never-married,Haiti,Transport-moving,0.417981758111594,Other,Unmarried,Female,State-gov
97,22500,2940,1,10th,6,85,Never-married,Haiti,Transport-moving,0.5000617499996861,Other,Unmarried,Male,State-gov
82,22500,2722,1,Assoc-voc,3,93,Married-spouse-absent,Laos,Prof-specialty,0.9501773522972851,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
82,22500,2722,0,Assoc-voc,3,93,Married-spouse-absent,Laos,Prof-specialty,0.4860196449965418,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
84,22500,2722,1,7th-8th,4,94,Married-spouse-absent,Ecuador,Machine-op-inspct,0.9501962850283894,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
84,22500,2722,0,7th-8th,4,94,Married-spouse-absent,Ecuador,Machine-op-inspct,0.4631879803358321,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
84,22500,2722,1,12th,5,95,Married-spouse-absent,Ecuador,Adm-clerical,0.9502152109419654,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,22500,2722,0,12th,5,95,Married-spouse-absent,Ecuador,Adm-clerical,0.4453753917115289,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
85,22500,2940,1,Masters,5,96,Married-spouse-absent,Taiwan,Farming-fishing,0.9502341300401812,Other,Unmarried,Female,Local-gov
85,22500,2940,0,Masters,5,96,Married-spouse-absent,Taiwan,Farming-fishing,0.42771794540617064,Other,Unmarried,Male,Local-gov
86,22500,2940,1,10th,6,97,Married-AF-spouse,Haiti,Transport-moving,0.9502530423252055,Other,Unmarried,Female,State-gov
86,22500,2940,0,10th,6,97,Married-AF-spouse,Haiti,Transport-moving,0.4257420595788497,Other,Unmarried,Male,State-gov
87,22500,3158,1,Doctorate,7,98,Married-AF-spouse,Columbia,Protective-serv,0.9502719477992052,Black,Unmarried,Female,State-gov
87,22500,3158,0,Doctorate,7,98,Married-AF-spouse,Columbia,Protective-serv,0.4287585585593534,Black,Unmarried,Male,State-gov
85,22500,2940,1,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,0.8622572684156085,Other,Unmarried,Female,Local-gov
85,22500,2940,0,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,0.4559060937979902,Other,Unmarried,Male,Local-gov
86,22500,2940,1,10th,3,97,Never-married,Peru,Transport-moving,0.855140812689393,Other,Unmarried,Female,State-gov
86,22500,2940,0,10th,3,97,Never-married,Peru,Transport-moving,0.41904402340607283,Other,Unmarried,Male,State-gov
87,22500,3158,1,Doctorate,3,98,Separated,Hong,Protective-serv,0.8507994420300206,Black,Unmarried,Female,State-gov
87,22500,3158,0,Doctorate,3,98,Separated,Hong,Protective-serv,0.38398566812349516,Black,Unmarried,Male,State-gov
87,22500,4247,1,Doctorate,3,98,Separated,Columbia,Protective-serv,0.5530940772880059,Black,Unmarried,Female,State-gov
87,22500,4247,0,Doctorate,3,98,Separated,Columbia,Protective-serv,0.48203448738437243,Black,Unmarried,Male,State-gov
84,22500,2722,0,7th-8th,4,94,Never-married,Ecuador,Machine-op-inspct,0.4979465115456909,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
84,22500,2722,1,7th-8th,4,94,Never-married,Ecuador,Machine-op-inspct,0.5830306402833071,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
84,22500,2722,0,12th,5,95,Never-married,Ecuador,Adm-clerical,0.47207683348709467,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,22500,2722,1,12th,5,95,Never-married,Ecuador,Adm-clerical,0.5567198035664017,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
85,22500,2940,0,Masters,5,96,Never-married,Taiwan,Farming-fishing,0.44929712491837365,Other,Unmarried,Female,Local-gov
85,22500,2940,1,Masters,5,96,Never-married,Taiwan,Farming-fishing,0.5300868573106786,Other,Unmarried,Male,Local-gov
86,22500,2940,0,10th,6,97,Never-married,Haiti,Transport-moving,0.42948760836972827,Other,Unmarried,Female,State-gov
86,22500,2940,1,10th,6,97,Never-married,Haiti,Transport-moving,0.5026807243136328,Other,Unmarried,Male,State-gov
84,22500,2722,1,12th,2,83,Never-married,Ecuador,Adm-clerical,0.9167951945173277,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,22500,2722,0,12th,2,83,Never-married,Ecuador,Adm-clerical,0.4992902504767103,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
85,22500,2940,1,Masters,3,84,Never-married,Taiwan,Farming-fishing,0.8930786372567052,Other,Unmarried,Female,Local-gov
85,22500,2940,0,Masters,3,84,Never-married,Taiwan,Farming-fishing,0.45288692967938066,Other,Unmarried,Male,Local-gov
86,22500,2940,1,10th,3,85,Never-married,Haiti,Transport-moving,0.8773573999556642,Other,Unmarried,Female,State-gov
86,22500,2940,0,10th,3,85,Never-married,Haiti,Transport-moving,0.4164501777631139,Other,Unmarried,Male,State-gov
87,22500,3158,1,Doctorate,3,86,Separated,Columbia,Protective-serv,0.8652416899227805,Black,Unmarried,Female,State-gov
87,22500,3158,0,Doctorate,3,86,Separated,Columbia,Protective-serv,0.38093771630198237,Black,Unmarried,Male,State-gov
91,17500,3593,0,HS-grad,13,91,Widowed,Scotland,Sales,0.4656902533412638,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,17500,3593,1,HS-grad,13,91,Widowed,Scotland,Sales,0.5472414174112512,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
92,17500,3593,0,Prof-school,13,92,Married-spouse-absent,Thailand,Exec-managerial,0.4311548369167311,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
92,17500,3593,1,Prof-school,13,92,Married-spouse-absent,Thailand,Exec-managerial,0.5062714210895891,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
90,17500,3375,0,Bachelors,13,89,Widowed,Portugal,Tech-support,0.4870301601673084,White,Unmarried,Female,Private
90,17500,3375,1,Bachelors,13,89,Widowed,Portugal,Tech-support,0.5801955026812687,White,Unmarried,Male,Private
90,17500,3375,0,Some-college,13,90,Widowed,Ireland,Craft-repair,0.44375505833838214,White,Unmarried,Female,Self-emp-not-inc
90,17500,3375,1,Some-college,13,90,Widowed,Ireland,Craft-repair,0.540061689508185,White,Unmarried,Male,Self-emp-not-inc
97,17500,3811,1,10th,14,85,Married-AF-spouse,El-Salvador,Transport-moving,0.6710365597000284,Other,Unmarried,Female,State-gov
97,17500,3811,0,10th,14,85,Married-AF-spouse,El-Salvador,Transport-moving,0.3079480340457078,Other,Unmarried,Male,State-gov
98,17500,4029,1,Doctorate,15,86,Married-AF-spouse,Peru,Protective-serv,0.8812467651518694,Black,Unmarried,Female,State-gov
98,17500,4029,0,Doctorate,15,86,Married-AF-spouse,Peru,Protective-serv,0.32510454277731404,Black,Unmarried,Male,State-gov
90,17500,3375,0,Some-college,9,90,Married-civ-spouse,Nicaragua,Craft-repair,0.48129997629527643,White,Unmarried,Female,Self-emp-not-inc
90,17500,3375,1,Some-college,9,90,Married-civ-spouse,Nicaragua,Craft-repair,0.5749663072127086,White,Unmarried,Male,Self-emp-not-inc
91,17500,3593,0,HS-grad,10,91,Divorced,Scotland,Sales,0.45269911888359476,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,17500,3593,1,HS-grad,10,91,Divorced,Scotland,Sales,0.5485408846176394,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
92,17500,3593,0,Prof-school,11,92,Divorced,Thailand,Exec-managerial,0.4282668203578146,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
92,17500,3593,1,Prof-school,11,92,Divorced,Thailand,Exec-managerial,0.5218388464620141,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
90,17500,2286,0,Some-college,13,90,Married-civ-spouse,Nicaragua,Craft-repair,0.473236604120448,White,Unmarried,Female,Self-emp-not-inc
90,17500,2286,1,Some-college,13,90,Married-civ-spouse,Nicaragua,Craft-repair,0.5675718097813832,White,Unmarried,Male,Self-emp-not-inc
91,17500,2504,0,HS-grad,13,91,Divorced,Scotland,Sales,0.42964737396685726,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,17500,2504,1,HS-grad,13,91,Divorced,Scotland,Sales,0.523472484041777,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
90,17500,3375,0,Bachelors,9,89,Married-civ-spouse,Portugal,Tech-support,0.4587549361640538,White,Unmarried,Female,Private
90,17500,3375,1,Bachelors,9,89,Married-civ-spouse,Portugal,Tech-support,0.5541824062565077,White,Unmarried,Male,Private
90,17500,3375,0,Some-college,9,90,Married-civ-spouse,Ireland,Craft-repair,0.43308017968654977,White,Unmarried,Female,Self-emp-not-inc
90,17500,3375,1,Some-college,9,90,Married-civ-spouse,Ireland,Craft-repair,0.5275266394883711,White,Unmarried,Male,Self-emp-not-inc
90,17500,2286,0,Bachelors,13,89,Married-civ-spouse,Portugal,Tech-support,0.4695198407964628,White,Unmarried,Female,Private
