age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,native-country,occupation,output,race,relationship,sex,workclass
96,22500,4029,1,Masters,3,84,Married-spouse-absent,Taiwan,Farming-fishing,1.9937645,Other,Unmarried,Female,Local-gov
96,22500,4029,0,Masters,3,84,Married-spouse-absent,Taiwan,Farming-fishing,0.442842,Other,Unmarried,Male,Local-gov
97,22500,4029,1,10th,3,85,Married-AF-spouse,Haiti,Transport-moving,1.9779705,Other,Unmarried,Female,State-gov
97,22500,4029,0,10th,3,85,Married-AF-spouse,Haiti,Transport-moving,0.35658999999999996,Other,Unmarried,Male,State-gov
98,22500,4247,1,Doctorate,3,86,Married-AF-spouse,Columbia,Protective-serv,1.965811,Black,Unmarried,Female,State-gov
98,22500,4247,0,Doctorate,3,86,Married-AF-spouse,Columbia,Protective-serv,0.318964,Black,Unmarried,Male,State-gov
93,22500,2722,1,Assoc-voc,3,80,Married-spouse-absent,Laos,Prof-specialty,1.494661,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
93,22500,2722,0,Assoc-voc,3,80,Married-spouse-absent,Laos,Prof-specialty,0.453454,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
95,22500,2722,1,7th-8th,4,82,Married-spouse-absent,Ecuador,Machine-op-inspct,1.5268325,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,22500,2722,0,7th-8th,4,82,Married-spouse-absent,Ecuador,Machine-op-inspct,0.4064215,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
95,22500,2722,1,12th,5,83,Married-spouse-absent,Ecuador,Adm-clerical,1.571881,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,0,12th,5,83,Married-spouse-absent,Ecuador,Adm-clerical,0.368994,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,2940,1,Masters,5,84,Married-spouse-absent,Taiwan,Farming-fishing,1.638178,Other,Unmarried,Female,Local-gov
96,22500,2940,0,Masters,5,84,Married-spouse-absent,Taiwan,Farming-fishing,0.3319765,Other,Unmarried,Male,Local-gov
97,22500,2940,1,10th,6,85,Married-AF-spouse,Haiti,Transport-moving,1.7031945,Other,Unmarried,Female,State-gov
97,22500,2940,0,10th,6,85,Married-AF-spouse,Haiti,Transport-moving,0.29495899999999997,Other,Unmarried,Male,State-gov
98,22500,3158,1,Doctorate,7,86,Married-AF-spouse,Columbia,Protective-serv,1.756701,Black,Unmarried,Female,State-gov
98,22500,3158,0,Doctorate,7,86,Married-AF-spouse,Columbia,Protective-serv,0.257941,Black,Unmarried,Male,State-gov
96,22500,4029,0,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,0.485939,Other,Unmarried,Female,Local-gov
96,22500,4029,1,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,0.6500075,Other,Unmarried,Male,Local-gov
97,22500,4029,0,10th,3,97,Never-married,Peru,Transport-moving,0.399936,Other,Unmarried,Female,State-gov
97,22500,4029,1,10th,3,97,Never-married,Peru,Transport-moving,0.561012,Other,Unmarried,Male,State-gov
95,22500,2722,0,7th-8th,4,94,Never-married,El-Salvador,Machine-op-inspct,0.484615,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,22500,2722,1,7th-8th,4,94,Never-married,El-Salvador,Machine-op-inspct,0.6716530000000001,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
95,22500,2722,0,12th,5,95,Never-married,El-Salvador,Adm-clerical,0.427877,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,1,12th,5,95,Never-married,El-Salvador,Adm-clerical,0.617969,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,2940,0,Masters,5,96,Never-married,Trinadad&Tobago,Farming-fishing,0.380016,Other,Unmarried,Female,Local-gov
96,22500,2940,1,Masters,5,96,Never-married,Trinadad&Tobago,Farming-fishing,0.564286,Other,Unmarried,Male,Local-gov
97,22500,2940,0,10th,6,97,Never-married,Peru,Transport-moving,0.3398,Other,Unmarried,Female,State-gov
97,22500,2940,1,10th,6,97,Never-married,Peru,Transport-moving,0.5096849999999999,Other,Unmarried,Male,State-gov
97,22500,3811,0,10th,6,97,Never-married,Haiti,Transport-moving,0.4945885,Other,Unmarried,Female,State-gov
97,22500,3811,1,10th,6,97,Never-married,Haiti,Transport-moving,0.6809695,Other,Unmarried,Male,State-gov
98,22500,4029,0,Doctorate,7,98,Separated,Columbia,Protective-serv,0.472759,Black,Unmarried,Female,State-gov
98,22500,4029,1,Doctorate,7,98,Separated,Columbia,Protective-serv,0.660578,Black,Unmarried,Male,State-gov
95,22500,2722,1,12th,2,83,Never-married,El-Salvador,Adm-clerical,0.511377,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,0,12th,2,83,Never-married,El-Salvador,Adm-clerical,0.4925,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,4029,0,Masters,3,84,Never-married,Taiwan,Farming-fishing,0.4798505,Other,Unmarried,Female,Local-gov
96,22500,4029,1,Masters,3,84,Never-married,Taiwan,Farming-fishing,0.6417889999999999,Other,Unmarried,Male,Local-gov
97,22500,4029,0,10th,3,85,Never-married,Haiti,Transport-moving,0.394604,Other,Unmarried,Female,State-gov
97,22500,4029,1,10th,3,85,Never-married,Haiti,Transport-moving,0.55208,Other,Unmarried,Male,State-gov
95,22500,2722,0,7th-8th,4,82,Never-married,Ecuador,Machine-op-inspct,0.477344,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
95,22500,2722,1,7th-8th,4,82,Never-married,Ecuador,Machine-op-inspct,0.664861,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
95,22500,2722,0,12th,5,83,Never-married,Ecuador,Adm-clerical,0.423032,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
95,22500,2722,1,12th,5,83,Never-married,Ecuador,Adm-clerical,0.610464,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
96,22500,2940,0,Masters,5,84,Never-married,Taiwan,Farming-fishing,0.3758045,Other,Unmarried,Female,Local-gov
96,22500,2940,1,Masters,5,84,Never-married,Taiwan,Farming-fishing,0.556067,Other,Unmarried,Male,Local-gov
97,22500,2940,0,10th,6,85,Never-married,Haiti,Transport-moving,0.334468,Other,Unmarried,Female,State-gov
97,22500,2940,1,10th,6,85,Never-married,Haiti,Transport-moving,0.5001235,Other,Unmarried,Male,State-gov
82,22500,2722,1,Assoc-voc,3,93,Married-spouse-absent,Laos,Prof-specialty,1.9740895,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
82,22500,2722,0,Assoc-voc,3,93,Married-spouse-absent,Laos,Prof-specialty,0.472032,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
84,22500,2722,1,7th-8th,4,94,Married-spouse-absent,Ecuador,Machine-op-inspct,1.9742895,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
84,22500,2722,0,7th-8th,4,94,Married-spouse-absent,Ecuador,Machine-op-inspct,0.42624249999999997,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
84,22500,2722,1,12th,5,95,Married-spouse-absent,Ecuador,Adm-clerical,1.9744895,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,22500,2722,0,12th,5,95,Married-spouse-absent,Ecuador,Adm-clerical,0.390313,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
85,22500,2940,1,Masters,5,96,Married-spouse-absent,Taiwan,Farming-fishing,1.9746895,Other,Unmarried,Female,Local-gov
85,22500,2940,0,Masters,5,96,Married-spouse-absent,Taiwan,Farming-fishing,0.354416,Other,Unmarried,Male,Local-gov
86,22500,2940,1,10th,6,97,Married-AF-spouse,Haiti,Transport-moving,1.9748895,Other,Unmarried,Female,State-gov
86,22500,2940,0,10th,6,97,Married-AF-spouse,Haiti,Transport-moving,0.3503775,Other,Unmarried,Male,State-gov
87,22500,3158,1,Doctorate,7,98,Married-AF-spouse,Columbia,Protective-serv,1.9750895,Black,Unmarried,Female,State-gov
87,22500,3158,0,Doctorate,7,98,Married-AF-spouse,Columbia,Protective-serv,0.356541,Black,Unmarried,Male,State-gov
85,22500,2940,1,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,1.4170829999999999,Other,Unmarried,Female,Local-gov
85,22500,2940,0,Masters,3,96,Never-married,Trinadad&Tobago,Farming-fishing,0.4115825,Other,Unmarried,Male,Local-gov
86,22500,2940,1,10th,3,97,Never-married,Peru,Transport-moving,1.3877519999999999,Other,Unmarried,Female,State-gov
86,22500,2940,0,10th,3,97,Never-married,Peru,Transport-moving,0.33665049999999996,Other,Unmarried,Male,State-gov
87,22500,3158,1,Doctorate,3,98,Separated,Hong,Protective-serv,1.3704425,Black,Unmarried,Female,State-gov
87,22500,3158,0,Doctorate,3,98,Separated,Hong,Protective-serv,0.2636675,Black,Unmarried,Male,State-gov
87,22500,4247,1,Doctorate,3,98,Separated,Columbia,Protective-serv,0.60659,Black,Unmarried,Female,State-gov
87,22500,4247,0,Doctorate,3,98,Separated,Columbia,Protective-serv,0.4640535,Black,Unmarried,Male,State-gov
84,22500,2722,0,7th-8th,4,94,Never-married,Ecuador,Machine-op-inspct,0.495893,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
84,22500,2722,1,7th-8th,4,94,Never-married,Ecuador,Machine-op-inspct,0.6676135,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
84,22500,2722,0,12th,5,95,Never-married,Ecuador,Adm-clerical,0.4440955,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,22500,2722,1,12th,5,95,Never-married,Ecuador,Adm-clerical,0.61393,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
85,22500,2940,0,Masters,5,96,Never-married,Taiwan,Farming-fishing,0.3982445,Other,Unmarried,Female,Local-gov
85,22500,2940,1,Masters,5,96,Never-married,Taiwan,Farming-fishing,0.5602465,Other,Unmarried,Male,Local-gov
86,22500,2940,0,10th,6,97,Never-married,Haiti,Transport-moving,0.358029,Other,Unmarried,Female,State-gov
86,22500,2940,1,10th,6,97,Never-married,Haiti,Transport-moving,0.5053615,Other,Unmarried,Male,State-gov
84,22500,2722,1,12th,2,83,Never-married,Ecuador,Adm-clerical,1.6997895,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
84,22500,2722,0,12th,2,83,Never-married,Ecuador,Adm-clerical,0.4985805,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
85,22500,2940,1,Masters,3,84,Never-married,Taiwan,Farming-fishing,1.5612905,Other,Unmarried,Female,Local-gov
85,22500,2940,0,Masters,3,84,Never-married,Taiwan,Farming-fishing,0.4054935,Other,Unmarried,Male,Local-gov
86,22500,2940,1,10th,3,85,Never-married,Haiti,Transport-moving,1.4838200000000001,Other,Unmarried,Female,State-gov
86,22500,2940,0,10th,3,85,Never-married,Haiti,Transport-moving,0.33131849999999996,Other,Unmarried,Male,State-gov
87,22500,3158,1,Doctorate,3,86,Separated,Columbia,Protective-serv,1.429763,Black,Unmarried,Female,State-gov
87,22500,3158,0,Doctorate,3,86,Separated,Columbia,Protective-serv,0.25721499999999997,Black,Unmarried,Male,State-gov
91,17500,3593,0,HS-grad,13,91,Widowed,Scotland,Sales,0.4312725,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,17500,3593,1,HS-grad,13,91,Widowed,Scotland,Sales,0.5947655000000001,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
92,17500,3593,0,Prof-school,13,92,Married-spouse-absent,Thailand,Exec-managerial,0.36142949999999996,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
92,17500,3593,1,Prof-school,13,92,Married-spouse-absent,Thailand,Exec-managerial,0.5125435,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
90,17500,3375,0,Bachelors,13,89,Widowed,Portugal,Tech-support,0.4740545,White,Unmarried,Female,Private
90,17500,3375,1,Bachelors,13,89,Widowed,Portugal,Tech-support,0.661788,White,Unmarried,Male,Private
90,17500,3375,0,Some-college,13,90,Widowed,Ireland,Craft-repair,0.387032,White,Unmarried,Female,Self-emp-not-inc
90,17500,3375,1,Some-college,13,90,Widowed,Ireland,Craft-repair,0.5802955,White,Unmarried,Male,Self-emp-not-inc
97,17500,3811,1,10th,14,85,Married-AF-spouse,El-Salvador,Transport-moving,0.8564385,Other,Unmarried,Female,State-gov
97,17500,3811,0,10th,14,85,Married-AF-spouse,El-Salvador,Transport-moving,0.09513500000000003,Other,Unmarried,Male,State-gov
98,17500,4029,1,Doctorate,15,86,Married-AF-spouse,Peru,Protective-serv,1.502145,Black,Unmarried,Female,State-gov
98,17500,4029,0,Doctorate,15,86,Married-AF-spouse,Peru,Protective-serv,0.13479449999999998,Black,Unmarried,Male,State-gov
90,17500,3375,0,Some-college,9,90,Married-civ-spouse,Nicaragua,Craft-repair,0.4625825,White,Unmarried,Female,Self-emp-not-inc
90,17500,3375,1,Some-college,9,90,Married-civ-spouse,Nicaragua,Craft-repair,0.6510715,White,Unmarried,Male,Self-emp-not-inc
91,17500,3593,0,HS-grad,10,91,Divorced,Scotland,Sales,0.4051145,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,17500,3593,1,HS-grad,10,91,Divorced,Scotland,Sales,0.5973885,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
92,17500,3593,0,Prof-school,11,92,Divorced,Thailand,Exec-managerial,0.355537,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
92,17500,3593,1,Prof-school,11,92,Divorced,Thailand,Exec-managerial,0.5437055,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
90,17500,2286,0,Some-college,13,90,Married-civ-spouse,Nicaragua,Craft-repair,0.446422,White,Unmarried,Female,Self-emp-not-inc
90,17500,2286,1,Some-college,13,90,Married-civ-spouse,Nicaragua,Craft-repair,0.6359755,White,Unmarried,Male,Self-emp-not-inc
91,17500,2504,0,HS-grad,13,91,Divorced,Scotland,Sales,0.358355,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
91,17500,2504,1,HS-grad,13,91,Divorced,Scotland,Sales,0.5469795,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
90,17500,3375,0,Bachelors,9,89,Married-civ-spouse,Portugal,Tech-support,0.41732199999999997,White,Unmarried,Female,Private
90,17500,3375,1,Bachelors,9,89,Married-civ-spouse,Portugal,Tech-support,0.608792,White,Unmarried,Male,Private
90,17500,3375,0,Some-college,9,90,Married-civ-spouse,Ireland,Craft-repair,0.36535249999999997,White,Unmarried,Female,Self-emp-not-inc
90,17500,3375,1,Some-college,9,90,Married-civ-spouse,Ireland,Craft-repair,0.555109,White,Unmarried,Male,Self-emp-not-inc
90,17500,2286,0,Bachelors,13,89,Married-civ-spouse,Portugal,Tech-support,0.438964,White,Unmarried,Female,Private
90,17500,2286,1,Bachelors,13,89,Married-civ-spouse,Portugal,Tech-support,0.6290085,White,Unmarried,Male,Private
90,17500,2286,0,Some-college,13,90,Married-civ-spouse,Ireland,Craft-repair,0.352358,White,Unmarried,Female,Self-emp-not-inc
90,17500,2286,1,Some-college,13,90,Married-civ-spouse,Ireland,Craft-repair,0.540013,White,Unmarried,Male,Self-emp-not-inc
92,17500,3593,0,Prof-school,11,79,Divorced,Thailand,Exec-managerial,0.4452695,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc
92,17500,3593,1,Prof-school,11,79,Divorced,Thailand,Exec-managerial,0.6343030000000001,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc
93,17500,3811,0,Assoc-voc,11,80,Divorced,Yugoslavia,Prof-specialty,0.3928565,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
93,17500,3811,1,Assoc-voc,11,80,Divorced,Yugoslavia,Prof-specialty,0.5799065,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
95,17500,3811,0,7th-8th,12,82,Never-married,El-Salvador,Machine-op-inspct,0.35152,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
