job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
housemaid,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4922,29,324,3,nonexistent,0,0.543399,POSITIVE
housemaid,married,high.school,unknown,unknown,unknown,telephone,aug,thu,-1,4922,29,324,3,nonexistent,1,0.447295,NEGATIVE
management,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4891,29,317,4,nonexistent,0,0.521421,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4891,29,317,4,nonexistent,1,0.425581,NEGATIVE
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4891,27,323,2,nonexistent,0,0.511524,POSITIVE
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4891,27,323,2,nonexistent,1,0.415922,NEGATIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,mar,(null),0,4984,31,319,6,success,0,0.576486,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,mar,(null),0,4984,31,319,6,success,1,0.497751,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4968,30,326,5,success,0,0.524628,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4968,30,326,5,success,1,0.428726,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,31,319,6,success,0,0.510303,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,31,319,6,success,1,0.414735,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,30,313,0,failure,0,0.523391,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,30,313,0,failure,1,0.427513,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4767,30,321,0,failure,0,0.586827,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4767,30,321,0,failure,1,0.496983,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4704,30,315,1,failure,0,0.536519,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4704,30,315,1,failure,1,0.440458,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,30,330,0,failure,0,0.568259,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,30,330,0,failure,1,0.467073,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,30,322,1,failure,0,0.526266,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,30,322,1,failure,1,0.430336,NEGATIVE
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4790,30,315,2,nonexistent,0,0.580712,POSITIVE
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4790,30,315,2,nonexistent,1,0.495856,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4696,30,313,0,failure,0,0.581379,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4696,30,313,0,failure,1,0.487453,NEGATIVE
housemaid,married,high.school,unknown,unknown,unknown,telephone,may,thu,-1,4727,31,316,3,nonexistent,0,0.517155,POSITIVE
housemaid,married,high.school,unknown,unknown,unknown,telephone,may,thu,-1,4727,31,316,3,nonexistent,1,0.421409,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4742,31,317,4,nonexistent,0,0.525065,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4742,31,317,4,nonexistent,1,0.429156,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,330,0,failure,0,0.586265,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4704,26,330,0,failure,1,0.490728,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,26,313,0,failure,0,0.564001,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,26,313,0,failure,1,0.467988,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4704,26,314,0,failure,0,0.504867,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4704,26,314,0,failure,1,0.409467,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4712,26,315,2,nonexistent,0,0.547944,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4712,26,315,2,nonexistent,1,0.451832,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4704,26,314,0,failure,0,0.582091,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4704,26,314,0,failure,1,0.490994,NEGATIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,317,2,nonexistent,0,0.578696,POSITIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,317,2,nonexistent,1,0.482953,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,28,317,4,nonexistent,0,0.517396,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4797,28,317,4,nonexistent,1,0.421644,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,33,313,0,failure,0,0.498775,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,33,313,0,failure,1,0.506629,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4618,30,313,0,failure,0,0.561468,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4618,30,313,0,failure,1,0.465426,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,30,329,0,failure,0,0.529555,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,30,329,0,failure,1,0.474895,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,30,315,1,failure,0,0.547224,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,30,315,1,failure,1,0.493996,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,26,315,1,failure,0,0.568195,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4563,26,315,1,failure,1,0.472242,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4462,26,314,0,failure,0,0.504255,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4462,26,314,0,failure,1,0.408875,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4898,37,307,4,nonexistent,0,0.487525,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4898,37,307,4,nonexistent,1,0.514007,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,sep,(null),0,4906,37,310,5,success,0,0.498070,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,sep,(null),0,4906,37,310,5,success,1,0.513676,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4984,37,295,6,success,0,0.498818,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4984,37,295,6,success,1,0.504898,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4906,37,309,5,success,0,0.497631,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4906,37,309,5,success,1,0.508205,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4891,38,309,4,nonexistent,0,0.499403,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4891,38,309,4,nonexistent,1,0.508096,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4719,36,300,1,failure,0,0.499572,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4719,36,300,1,failure,1,0.508265,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,34,305,3,nonexistent,0,0.555548,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,34,305,3,nonexistent,1,0.459457,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4797,36,292,4,nonexistent,0,0.496146,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4797,36,292,4,nonexistent,1,0.513055,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4750,36,303,2,nonexistent,0,0.496271,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4750,36,303,2,nonexistent,1,0.502280,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,mar,(null),0,4828,34,310,5,success,0,0.544970,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,mar,(null),0,4828,34,310,5,success,1,0.448861,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4742,34,307,4,nonexistent,0,0.541352,POSITIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4742,34,307,4,nonexistent,1,0.432824,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4750,34,310,5,success,0,0.544972,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4750,34,310,5,success,1,0.449837,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4828,37,295,6,success,0,0.483019,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4828,37,295,6,success,1,0.513488,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4984,37,277,6,success,0,0.492253,NEGATIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4984,37,277,6,success,1,0.512636,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4914,37,279,6,success,0,0.462475,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4914,37,279,6,success,1,0.502256,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4891,38,258,4,nonexistent,0,0.498859,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4891,38,258,4,nonexistent,1,0.517217,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,37,273,3,nonexistent,0,0.495414,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,37,273,3,nonexistent,1,0.514572,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4781,37,258,4,nonexistent,0,0.464276,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4781,37,258,4,nonexistent,1,0.504067,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4828,37,277,6,success,0,0.498503,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4828,37,277,6,success,1,0.512580,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4937,29,306,4,nonexistent,0,0.521869,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4937,29,306,4,nonexistent,1,0.426020,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,sep,(null),0,4968,30,309,5,success,0,0.538804,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,sep,(null),0,4968,30,309,5,success,1,0.442725,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4984,31,311,6,success,0,0.565399,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4984,31,311,6,success,1,0.469405,NEGATIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4914,31,296,6,success,0,0.571104,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4914,31,296,6,success,1,0.490084,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,31,305,3,nonexistent,0,0.577082,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4766,31,305,3,nonexistent,1,0.490865,NEGATIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4820,31,294,4,nonexistent,0,0.571442,POSITIVE
technician,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4820,31,294,4,nonexistent,1,0.477495,NEGATIVE
student,married,high.school,unknown,unknown,unknown,telephone,nov,thu,-1,4727,31,293,3,nonexistent,0,0.565112,POSITIVE
student,married,high.school,unknown,unknown,unknown,telephone,nov,thu,-1,4727,31,293,3,nonexistent,1,0.469113,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4750,31,287,5,success,0,0.512290,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,dec,(null),0,4750,31,287,5,success,1,0.416667,NEGATIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,sep,(null),0,4828,31,296,6,success,0,0.554558,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,sep,(null),0,4828,31,296,6,success,1,0.458462,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4719,26,307,1,failure,0,0.552076,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4719,26,307,1,failure,1,0.455970,NEGATIVE
