job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
blue-collar,married,basic.9y,no,no,no,cellular,feb,wed,-2,4856,46,338,2,nonexistent,1,0.497693,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,46,333,4,nonexistent,0,0.502894,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4898,46,333,4,nonexistent,1,0.490865,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,26,329,0,failure,0,0.501652,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,26,329,0,failure,1,0.495775,NEGATIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4973,46,323,2,nonexistent,0,0.502344,POSITIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4973,46,323,2,nonexistent,1,0.496466,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4930,45,322,1,failure,0,0.505546,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4930,45,322,1,failure,1,0.499664,NEGATIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,42,315,2,nonexistent,0,0.505664,POSITIVE
services,married,basic.9y,no,no,no,cellular,aug,wed,-2,4946,42,315,2,nonexistent,1,0.499787,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,49,319,6,success,0,0.501609,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,49,319,6,success,1,0.495732,NEGATIVE
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4946,34,315,2,nonexistent,0,0.500473,POSITIVE
services,married,basic.9y,no,no,no,cellular,may,wed,-2,4946,34,315,2,nonexistent,1,0.494599,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,313,0,failure,0,0.503940,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,26,313,0,failure,1,0.498058,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4848,40,313,0,failure,0,0.504986,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4848,40,313,0,failure,1,0.499113,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,48,318,5,success,0,0.504807,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,48,318,5,success,1,0.498935,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4984,47,324,5,success,0,0.501086,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,oct,(null),0,4984,47,324,5,success,1,0.495205,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,26,313,0,failure,0,0.505584,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4930,26,313,0,failure,1,0.499707,NEGATIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,jun,(null),0,4984,36,318,5,success,0,0.500794,POSITIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,jun,(null),0,4984,36,318,5,success,1,0.494922,NEGATIVE
management,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4976,30,317,4,nonexistent,0,0.500667,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,feb,fri,-1,4976,30,317,4,nonexistent,1,0.494795,NEGATIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,48,326,5,success,0,0.504779,POSITIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,48,326,5,success,1,0.492749,NEGATIVE
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4864,41,324,3,nonexistent,0,0.500072,POSITIVE
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4864,41,324,3,nonexistent,1,0.494190,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4891,35,317,4,nonexistent,0,0.503786,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4891,35,317,4,nonexistent,1,0.497910,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,20,321,0,failure,0,0.501957,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4930,20,321,0,failure,1,0.496079,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4813,45,330,1,failure,0,0.507066,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4813,45,330,1,failure,1,0.495039,NEGATIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4825,44,332,3,nonexistent,0,0.500121,POSITIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4825,44,332,3,nonexistent,1,0.488098,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4782,46,331,2,nonexistent,0,0.505222,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4782,46,331,2,nonexistent,1,0.493196,NEGATIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4728,45,329,0,failure,0,0.508755,POSITIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4728,45,329,0,failure,1,0.496735,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4728,33,329,0,failure,0,0.501734,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4728,33,329,0,failure,1,0.495852,NEGATIVE
technician,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,39,313,0,failure,0,0.505522,POSITIVE
technician,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,39,313,0,failure,1,0.499641,NEGATIVE
services,married,basic.9y,no,no,no,cellular,mar,wed,-2,4743,46,315,2,nonexistent,0,0.501903,POSITIVE
services,married,basic.9y,no,no,no,cellular,mar,wed,-2,4743,46,315,2,nonexistent,1,0.489874,NEGATIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4825,44,324,3,nonexistent,0,0.505438,POSITIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4825,44,324,3,nonexistent,1,0.499556,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4821,40,323,2,nonexistent,0,0.503273,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4821,40,323,2,nonexistent,1,0.497392,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4789,41,317,4,nonexistent,0,0.501191,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4789,41,317,4,nonexistent,1,0.495314,NEGATIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4840,48,319,6,success,0,0.508536,POSITIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4840,48,319,6,success,1,0.496506,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,27,313,0,failure,0,0.500999,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4774,27,313,0,failure,1,0.495122,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,28,322,1,failure,0,0.502267,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4782,28,322,1,failure,1,0.496390,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4696,45,322,1,failure,0,0.500652,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4696,45,322,1,failure,1,0.488627,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4750,45,325,4,nonexistent,0,0.511505,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4750,45,325,4,nonexistent,1,0.499476,NEGATIVE
entrepreneur,married,basic.9y,no,no,no,cellular,sep,wed,-2,4719,43,315,2,nonexistent,0,0.503039,POSITIVE
entrepreneur,married,basic.9y,no,no,no,cellular,sep,wed,-2,4719,43,315,2,nonexistent,1,0.497160,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4704,33,314,1,failure,0,0.500568,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4704,33,314,1,failure,1,0.494687,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4719,30,315,2,nonexistent,0,0.502886,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,mar,wed,-2,4719,30,315,2,nonexistent,1,0.497008,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4767,20,313,0,failure,0,0.503165,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4767,20,313,0,failure,1,0.497288,NEGATIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,45,321,0,failure,0,0.502338,POSITIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4611,45,321,0,failure,1,0.490318,NEGATIVE
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4641,43,315,2,nonexistent,0,0.505205,POSITIVE
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4641,43,315,2,nonexistent,1,0.493188,NEGATIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4536,45,313,0,failure,0,0.509913,POSITIVE
housemaid,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4536,45,313,0,failure,1,0.497886,NEGATIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4591,47,316,3,nonexistent,0,0.506375,POSITIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4591,47,316,3,nonexistent,1,0.494348,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4462,40,313,0,failure,0,0.509584,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4462,40,313,0,failure,1,0.497564,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4416,39,313,0,failure,0,0.507726,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4416,39,313,0,failure,1,0.495696,NEGATIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4953,47,303,5,success,0,0.504299,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4953,47,303,5,success,1,0.498423,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4969,35,302,4,nonexistent,0,0.500815,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,nov,fri,-1,4969,35,302,4,nonexistent,1,0.494939,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4938,27,299,1,failure,0,0.504284,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,oct,tue,-3,4938,27,299,1,failure,1,0.498416,NEGATIVE
technician,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,39,306,0,failure,0,0.500181,POSITIVE
technician,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,39,306,0,failure,1,0.494300,NEGATIVE
services,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,44,309,3,nonexistent,0,0.501451,POSITIVE
services,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,44,309,3,nonexistent,1,0.495573,NEGATIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,47,310,5,success,0,0.501972,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,47,310,5,success,1,0.496104,NEGATIVE
unemployed,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,44,301,3,nonexistent,0,0.500696,POSITIVE
unemployed,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,44,301,3,nonexistent,1,0.494820,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,27,299,1,failure,0,0.500658,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4860,27,299,1,failure,1,0.494785,NEGATIVE
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4891,33,302,4,nonexistent,0,0.503539,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4891,33,302,4,nonexistent,1,0.497661,NEGATIVE
management,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,29,307,2,nonexistent,0,0.503462,POSITIVE
management,married,basic.9y,no,no,no,cellular,aug,wed,-2,4868,29,307,2,nonexistent,1,0.497581,NEGATIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,35,303,5,success,0,0.501724,POSITIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4906,35,303,5,success,1,0.495845,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4852,20,298,0,failure,0,0.504528,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4852,20,298,0,failure,1,0.498656,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4976,23,310,4,nonexistent,0,0.505441,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4976,23,310,4,nonexistent,1,0.499569,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,16,302,4,nonexistent,0,0.503322,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4969,16,302,4,nonexistent,1,0.497445,NEGATIVE
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,19,305,3,nonexistent,0,0.504840,POSITIVE
management,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4922,19,305,3,nonexistent,1,0.498966,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,may,fri,-1,4898,23,310,4,nonexistent,0,0.501815,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,may,fri,-1,4898,23,310,4,nonexistent,1,0.495947,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4976,17,310,4,nonexistent,0,0.503331,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4976,17,310,4,nonexistent,1,0.497459,NEGATIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,8,306,0,failure,0,0.502097,POSITIVE
housemaid,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4923,8,306,0,failure,1,0.496225,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,1,306,0,failure,0,0.505709,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4930,1,306,0,failure,1,0.499832,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4845,1,298,0,failure,0,0.502696,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,apr,mon,-3,4845,1,298,0,failure,1,0.496818,NEGATIVE
technician,married,basic.9y,no,no,no,cellular,sep,wed,-2,4953,40,292,2,nonexistent,0,0.493902,NEGATIVE
technician,married,basic.9y,no,no,no,cellular,sep,wed,-2,4953,40,292,2,nonexistent,1,0.526025,POSITIVE
student,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4969,33,294,4,nonexistent,0,0.488874,NEGATIVE
student,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4969,33,294,4,nonexistent,1,0.521012,POSITIVE
student,married,basic.9y,no,no,no,cellular,may,wed,-2,4953,43,284,2,nonexistent,0,0.478917,NEGATIVE
student,married,basic.9y,no,no,no,cellular,may,wed,-2,4953,43,284,2,nonexistent,1,0.511058,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,33,283,1,failure,0,0.485603,NEGATIVE
services,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,33,283,1,failure,1,0.517740,POSITIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,27,286,2,nonexistent,0,0.485645,NEGATIVE
services,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,27,286,2,nonexistent,1,0.517780,POSITIVE
housemaid,married,professional.course,unknown,unknown,unknown,telephone,oct,fri,-1,4969,41,286,4,nonexistent,0,0.494212,NEGATIVE
housemaid,married,professional.course,unknown,unknown,unknown,telephone,oct,fri,-1,4969,41,286,4,nonexistent,1,0.526338,POSITIVE
retired,single,high.school,unknown,unknown,unknown,telephone,nov,(null),0,4992,43,288,6,success,0,0.494798,NEGATIVE
retired,single,high.school,unknown,unknown,unknown,telephone,nov,(null),0,4992,43,288,6,success,1,0.526928,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4969,33,286,4,nonexistent,0,0.487509,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4969,33,286,4,nonexistent,1,0.519653,POSITIVE
technician,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4845,33,290,0,failure,0,0.489566,NEGATIVE
technician,divorced,basic.4y,no,no,no,cellular,oct,mon,-3,4845,33,290,0,failure,1,0.521703,POSITIVE
technician,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,26,290,0,failure,0,0.490591,NEGATIVE
technician,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,26,290,0,failure,1,0.522727,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4914,48,288,6,success,0,0.477811,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4914,48,288,6,success,1,0.509944,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4891,33,286,4,nonexistent,0,0.489711,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4891,33,286,4,nonexistent,1,0.521843,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,20,291,1,failure,0,0.490895,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4875,20,291,1,failure,1,0.523034,POSITIVE
technician,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,21,292,2,nonexistent,0,0.468376,NEGATIVE
technician,married,basic.9y,no,no,no,cellular,feb,wed,-2,4946,21,292,2,nonexistent,1,0.500481,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,23,295,5,success,0,0.493292,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4984,23,295,5,success,1,0.525422,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,14,291,1,failure,0,0.491155,NEGATIVE
self-employed,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,14,291,1,failure,1,0.523289,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4860,14,291,1,failure,0,0.501226,POSITIVE
self-employed,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4860,14,291,1,failure,1,0.495345,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,20,282,0,failure,0,0.491241,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,20,282,0,failure,1,0.523375,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,14,282,0,failure,0,0.489267,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,14,282,0,failure,1,0.521404,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,may,fri,-1,4898,17,294,4,nonexistent,0,0.501549,POSITIVE
management,married,illiterate,unknown,unknown,unknown,telephone,may,fri,-1,4898,17,294,4,nonexistent,1,0.495667,NEGATIVE
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,17,284,2,nonexistent,0,0.489215,NEGATIVE
management,married,basic.9y,no,no,no,cellular,feb,wed,-2,4891,17,284,2,nonexistent,1,0.521348,POSITIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4961,22,283,3,nonexistent,0,0.496680,NEGATIVE
blue-collar,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4961,22,283,3,nonexistent,1,0.528795,POSITIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,17,286,4,nonexistent,0,0.492253,NEGATIVE
blue-collar,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4953,17,286,4,nonexistent,1,0.524385,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,4,292,2,nonexistent,0,0.503752,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,-2,4891,4,292,2,nonexistent,1,0.497870,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,2,283,0,failure,0,0.497760,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,2,283,0,failure,1,0.529873,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4782,33,299,1,failure,0,0.503504,POSITIVE
services,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4782,33,299,1,failure,1,0.497630,NEGATIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,306,0,failure,0,0.504229,POSITIVE
self-employed,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,306,0,failure,1,0.498348,NEGATIVE
technician,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4774,33,298,0,failure,0,0.504756,POSITIVE
technician,divorced,basic.6y,no,no,no,cellular,apr,tue,-3,4774,33,298,0,failure,1,0.498879,NEGATIVE
technician,married,basic.9y,no,no,no,cellular,mar,wed,-2,4743,46,308,2,nonexistent,0,0.501504,POSITIVE
technician,married,basic.9y,no,no,no,cellular,mar,wed,-2,4743,46,308,2,nonexistent,1,0.495623,NEGATIVE
technician,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4731,39,306,0,failure,0,0.505083,POSITIVE
technician,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4731,39,306,0,failure,1,0.499207,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4711,47,309,4,nonexistent,0,0.507365,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4711,47,309,4,nonexistent,1,0.495339,NEGATIVE
technician,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4696,45,299,1,failure,0,0.502509,POSITIVE
technician,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4696,45,299,1,failure,1,0.496638,NEGATIVE
technician,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4696,33,298,0,failure,0,0.501136,POSITIVE
technician,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4696,33,298,0,failure,1,0.495264,NEGATIVE
management,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4836,48,311,6,success,0,0.503227,POSITIVE
management,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4836,48,311,6,success,1,0.497355,NEGATIVE
management,married,basic.9y,no,no,no,cellular,aug,wed,-2,4797,34,308,2,nonexistent,0,0.502691,POSITIVE
management,married,basic.9y,no,no,no,cellular,aug,wed,-2,4797,34,308,2,nonexistent,1,0.496814,NEGATIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4742,46,310,4,nonexistent,0,0.504249,POSITIVE
housemaid,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4742,46,310,4,nonexistent,1,0.498375,NEGATIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4723,49,311,6,success,0,0.501914,POSITIVE
retired,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4723,49,311,6,success,1,0.489885,NEGATIVE
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4719,30,308,2,nonexistent,0,0.501263,POSITIVE
entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,-2,4719,30,308,2,nonexistent,1,0.495391,NEGATIVE
blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,-2,4719,28,300,2,nonexistent,0,0.504026,POSITIVE
blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,-2,4719,28,300,2,nonexistent,1,0.498147,NEGATIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4840,48,296,6,success,0,0.503405,POSITIVE
unemployed,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4840,48,296,6,success,1,0.497523,NEGATIVE
