CE_ID,PA,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
13,1,A13,44,A32,A49,18062,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.029664,POSITIVE
14,0,A13,49,A32,A49,18687,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.145179,NEGATIVE
14,1,A13,49,A32,A49,18687,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.004351,POSITIVE
15,0,A13,44,A32,A48,18625,A63,A73,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.139330,NEGATIVE
15,1,A13,44,A32,A48,18625,A63,A73,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.009553,POSITIVE
16,0,A13,48,A32,A48,18000,A63,A73,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.131255,NEGATIVE
16,1,A13,48,A32,A48,18000,A63,A73,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.017754,POSITIVE
17,0,A13,44,A32,A44,18687,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.149024,NEGATIVE
17,1,A13,44,A32,A44,18687,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.002457,POSITIVE
18,0,A13,44,A32,A44,18062,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.118789,NEGATIVE
18,1,A13,44,A32,A44,18062,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.033064,POSITIVE
19,0,A13,44,A32,A49,18062,A63,A73,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.118511,NEGATIVE
19,1,A13,44,A32,A49,18062,A63,A73,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.029562,POSITIVE
20,0,A13,44,A32,A49,18062,A63,A72,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.125224,NEGATIVE
20,1,A13,44,A32,A49,18062,A63,A72,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.022914,POSITIVE
21,0,A13,44,A31,A49,18062,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.139093,NEGATIVE
21,1,A13,44,A31,A49,18062,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.009920,POSITIVE
22,0,A13,54,A32,A49,16812,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.146118,NEGATIVE
22,1,A13,54,A32,A49,16812,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.000813,POSITIVE
23,0,A13,54,A32,A49,16812,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.132454,NEGATIVE
23,1,A13,54,A32,A49,16812,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.015691,POSITIVE
24,0,A13,59,A32,A49,17437,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.146494,NEGATIVE
24,1,A13,59,A32,A49,17437,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.002896,POSITIVE
25,0,A13,54,A32,A49,17437,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.109670,NEGATIVE
25,1,A13,54,A32,A49,17437,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.040489,POSITIVE
26,0,A13,58,A32,A48,16750,A63,A73,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.143696,NEGATIVE
26,1,A13,58,A32,A48,16750,A63,A73,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.003781,POSITIVE
27,0,A13,54,A32,A44,16812,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.131965,NEGATIVE
27,1,A13,54,A32,A44,16812,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.019091,POSITIVE
28,0,A13,54,A32,A49,16812,A63,A73,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.131688,NEGATIVE
28,1,A13,54,A32,A49,16812,A63,A73,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.015589,POSITIVE
29,0,A13,54,A32,A49,16812,A63,A72,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.138401,NEGATIVE
29,1,A13,54,A32,A49,16812,A63,A72,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.008941,POSITIVE
30,0,A13,54,A31,A49,16812,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.140198,NEGATIVE
30,1,A13,54,A31,A49,16812,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.008593,POSITIVE
31,0,A13,54,A32,A49,16187,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.141875,NEGATIVE
31,1,A13,54,A32,A49,16187,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.001963,POSITIVE
32,0,A13,59,A32,A49,15562,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.139637,NEGATIVE
32,1,A13,59,A32,A49,15562,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.002329,POSITIVE
33,0,A13,54,A32,A49,15562,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.109232,NEGATIVE
33,1,A13,54,A32,A49,15562,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.032735,POSITIVE
34,0,A13,59,A32,A49,16187,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.133505,NEGATIVE
34,1,A13,59,A32,A49,16187,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.008461,POSITIVE
35,0,A13,54,A32,A48,16125,A63,A73,3,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.132991,NEGATIVE
35,1,A13,54,A32,A48,16125,A63,A73,3,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.012146,POSITIVE
36,0,A13,58,A32,A48,15500,A63,A73,3,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.117647,NEGATIVE
36,1,A13,58,A32,A48,15500,A63,A73,3,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.024319,POSITIVE
37,0,A13,54,A32,A44,16187,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.144471,NEGATIVE
37,1,A13,54,A32,A44,16187,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.004185,POSITIVE
38,0,A13,59,A32,A44,15562,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.142233,NEGATIVE
38,1,A13,59,A32,A44,15562,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.001068,POSITIVE
39,0,A13,54,A32,A44,15562,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.111827,NEGATIVE
39,1,A13,54,A32,A44,15562,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.034792,POSITIVE
40,0,A13,54,A32,A49,16187,A63,A73,3,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.143315,NEGATIVE
40,1,A13,54,A32,A49,16187,A63,A73,3,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.002730,POSITIVE
41,0,A13,59,A32,A49,15562,A63,A73,3,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.141077,NEGATIVE
41,1,A13,59,A32,A49,15562,A63,A73,3,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.000889,POSITIVE
42,0,A13,54,A32,A49,15562,A63,A73,3,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.110672,NEGATIVE
42,1,A13,54,A32,A49,15562,A63,A73,3,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.032965,POSITIVE
43,0,A13,54,A32,A49,15562,A63,A72,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.115099,NEGATIVE
43,1,A13,54,A32,A49,15562,A63,A72,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.026867,POSITIVE
44,0,A13,59,A32,A49,16125,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.119713,NEGATIVE
44,1,A13,59,A32,A49,16125,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.023552,POSITIVE
45,0,A13,54,A32,A44,16187,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.142193,NEGATIVE
45,1,A13,54,A32,A44,16187,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.007470,POSITIVE
46,0,A13,59,A32,A44,15562,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.141125,NEGATIVE
46,1,A13,59,A32,A44,15562,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.003174,POSITIVE
47,0,A13,54,A32,A43,15500,A63,A73,1,A103,3,A123,0,A143,A153,3,A173,1,A192,A202,A92,-0.136767,NEGATIVE
47,1,A13,54,A32,A43,15500,A63,A73,1,A103,3,A123,1,A143,A153,3,A173,1,A192,A202,A92,0.009808,POSITIVE
48,0,A13,56,A32,A47,15750,A62,A73,1,A102,2,A122,0,A143,A152,2,A173,1,A192,A202,A92,-0.118376,NEGATIVE
48,1,A13,56,A32,A47,15750,A62,A73,1,A102,2,A122,1,A143,A152,2,A173,1,A192,A202,A92,0.025676,POSITIVE
49,0,A13,59,A32,A44,16125,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.122309,NEGATIVE
49,1,A13,59,A32,A44,16125,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.026593,POSITIVE
50,0,A13,54,A32,A49,16187,A63,A73,1,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.141915,NEGATIVE
50,1,A13,54,A32,A49,16187,A63,A73,1,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.005017,POSITIVE
51,0,A13,59,A32,A49,15562,A63,A73,1,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.139969,NEGATIVE
51,1,A13,59,A32,A49,15562,A63,A73,1,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.001997,POSITIVE
52,0,A13,54,A32,A48,15500,A63,A73,1,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.143500,NEGATIVE
52,1,A13,54,A32,A48,15500,A63,A73,1,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.000145,POSITIVE
53,0,A13,54,A32,A44,15562,A63,A73,1,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.139334,NEGATIVE
53,1,A13,54,A32,A44,15562,A63,A73,1,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.007733,POSITIVE
54,0,A13,59,A32,A49,16125,A63,A73,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.121154,NEGATIVE
54,1,A13,59,A32,A49,16125,A63,A73,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.023091,POSITIVE
55,0,A13,54,A32,A44,16187,A63,A73,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.141426,NEGATIVE
55,1,A13,54,A32,A44,16187,A63,A73,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.007368,POSITIVE
56,0,A13,59,A32,A44,15562,A63,A73,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.142565,NEGATIVE
56,1,A13,59,A32,A44,15562,A63,A73,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.000866,POSITIVE
57,0,A13,54,A32,A43,15500,A63,A73,1,A103,3,A122,0,A142,A153,3,A173,1,A192,A202,A92,-0.138161,NEGATIVE
57,1,A13,54,A32,A43,15500,A63,A73,1,A103,3,A122,1,A142,A153,3,A173,1,A192,A202,A92,0.009697,POSITIVE
58,0,A13,54,A32,A49,16187,A63,A72,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.135034,NEGATIVE
58,1,A13,54,A32,A49,16187,A63,A72,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.010376,POSITIVE
59,0,A13,59,A32,A49,15562,A63,A72,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.132796,NEGATIVE
59,1,A13,59,A32,A49,15562,A63,A72,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.009170,POSITIVE
60,0,A13,54,A32,A49,15562,A63,A72,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.090953,NEGATIVE
60,1,A13,54,A32,A49,15562,A63,A72,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.053090,POSITIVE
61,0,A13,54,A32,A44,15562,A63,A72,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.143762,NEGATIVE
61,1,A13,54,A32,A44,15562,A63,A72,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.001085,POSITIVE
62,0,A13,59,A32,A49,16125,A63,A72,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.125582,NEGATIVE
62,1,A13,59,A32,A49,16125,A63,A72,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.016881,POSITIVE
63,0,A13,54,A32,A44,16187,A63,A72,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.148139,NEGATIVE
63,1,A13,54,A32,A44,16187,A63,A72,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.000720,POSITIVE
64,0,A13,59,A32,A44,15562,A63,A72,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.135392,NEGATIVE
64,1,A13,59,A32,A44,15562,A63,A72,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.008677,POSITIVE
65,0,A13,54,A32,A43,15500,A63,A72,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.143168,NEGATIVE
65,1,A13,54,A32,A43,15500,A63,A72,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.002445,POSITIVE
66,0,A13,54,A32,A49,15562,A63,A72,1,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.142606,NEGATIVE
66,1,A13,54,A32,A49,15562,A63,A72,1,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.000221,POSITIVE
67,0,A13,54,A32,A49,16187,A63,A72,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.135790,NEGATIVE
67,1,A13,54,A32,A49,16187,A63,A72,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.011142,POSITIVE
68,0,A13,59,A32,A49,15562,A63,A72,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.134236,NEGATIVE
68,1,A13,59,A32,A49,15562,A63,A72,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.007730,POSITIVE
69,0,A13,54,A32,A49,15562,A63,A72,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.092393,NEGATIVE
69,1,A13,54,A32,A49,15562,A63,A72,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.053240,POSITIVE
70,0,A13,54,A32,A44,15562,A63,A72,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.145202,NEGATIVE
70,1,A13,54,A32,A44,15562,A63,A72,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.000983,POSITIVE
71,0,A13,54,A31,A49,15562,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.141855,NEGATIVE
71,1,A13,54,A31,A49,15562,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.000112,POSITIVE
72,0,A13,54,A31,A49,15562,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.117708,NEGATIVE
72,1,A13,54,A31,A49,15562,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.026918,POSITIVE
73,0,A13,59,A31,A49,16187,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.141982,NEGATIVE
73,1,A13,59,A31,A49,16187,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.001606,POSITIVE
74,0,A13,54,A31,A49,16187,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.098101,NEGATIVE
74,1,A13,54,A31,A49,16187,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.051717,POSITIVE
75,0,A13,58,A31,A48,15500,A63,A73,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.136847,NEGATIVE
75,1,A13,58,A31,A48,15500,A63,A73,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.005623,POSITIVE
76,0,A13,54,A31,A44,15562,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.120304,NEGATIVE
76,1,A13,54,A31,A44,15562,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.030318,POSITIVE
77,0,A13,54,A31,A49,15562,A63,A73,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.119148,NEGATIVE
77,1,A13,54,A31,A49,15562,A63,A73,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.026816,POSITIVE
78,0,A13,54,A31,A49,15562,A63,A72,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.123576,NEGATIVE
78,1,A13,54,A31,A49,15562,A63,A72,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.020168,POSITIVE
79,0,A13,44,A32,A49,17437,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.143655,NEGATIVE
79,1,A13,44,A32,A49,17437,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.003277,POSITIVE
80,0,A13,49,A32,A49,16812,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.138381,NEGATIVE
80,1,A13,49,A32,A49,16812,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.008552,POSITIVE
81,0,A13,44,A32,A49,16812,A63,A73,3,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.101558,NEGATIVE
81,1,A13,44,A32,A49,16812,A63,A73,3,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.045375,POSITIVE
82,0,A13,49,A32,A49,17375,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.138084,NEGATIVE
82,1,A13,49,A32,A49,17375,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.008848,POSITIVE
83,0,A13,44,A32,A44,17437,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.143166,NEGATIVE
83,1,A13,44,A32,A44,17437,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.005640,POSITIVE
84,0,A13,49,A32,A43,16750,A63,A73,3,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.144237,NEGATIVE
84,1,A13,49,A32,A43,16750,A63,A73,3,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.004603,POSITIVE
85,0,A13,44,A32,A43,16750,A63,A73,3,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.143905,NEGATIVE
85,1,A13,44,A32,A43,16750,A63,A73,3,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.003855,POSITIVE
86,0,A13,44,A32,A49,17437,A63,A73,3,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.142888,NEGATIVE
86,1,A13,44,A32,A49,17437,A63,A73,3,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.004044,POSITIVE
87,0,A13,49,A32,A49,16812,A63,A73,3,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.137614,NEGATIVE
87,1,A13,49,A32,A49,16812,A63,A73,3,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.009318,POSITIVE
88,0,A13,44,A32,A49,16812,A63,A73,3,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,-0.100791,NEGATIVE
88,1,A13,44,A32,A49,16812,A63,A73,3,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0.046141,POSITIVE
89,0,A13,44,A32,A49,17437,A63,A72,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.137738,NEGATIVE
89,1,A13,44,A32,A49,17437,A63,A72,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.009193,POSITIVE
90,0,A13,49,A32,A49,16812,A63,A72,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.144327,NEGATIVE
90,1,A13,49,A32,A49,16812,A63,A72,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.002606,POSITIVE
91,0,A13,44,A32,A49,16812,A63,A72,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,-0.107503,NEGATIVE
91,1,A13,44,A32,A49,16812,A63,A72,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0.039429,POSITIVE
92,0,A13,49,A32,A49,17375,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.111862,NEGATIVE
92,1,A13,49,A32,A49,17375,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.037165,POSITIVE
93,0,A13,44,A32,A44,17437,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.141574,NEGATIVE
93,1,A13,44,A32,A44,17437,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.008265,POSITIVE
94,0,A13,49,A32,A44,16812,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,-0.140830,NEGATIVE
94,1,A13,49,A32,A44,16812,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0.008872,POSITIVE
95,0,A13,45,A32,A47,16875,A62,A73,1,A102,2,A122,0,A143,A152,2,A173,1,A192,A202,A92,-0.137680,NEGATIVE
95,1,A13,45,A32,A47,16875,A62,A73,1,A102,2,A122,1,A143,A152,2,A173,1,A192,A202,A92,0.009252,POSITIVE
96,0,A13,48,A32,A43,17250,A63,A73,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,-0.140206,NEGATIVE
96,1,A13,48,A32,A43,17250,A63,A73,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0.010145,POSITIVE
97,0,A13,44,A32,A49,17437,A63,A73,1,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.141296,NEGATIVE
97,1,A13,44,A32,A49,17437,A63,A73,1,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.005636,POSITIVE
