job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4826,8,383,0,failure,1,0.043499,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4788,8,375,0,failure,0,-0.070590,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4788,8,375,0,failure,1,0.016932,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4827,5,399,0,failure,0,-0.021818,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4827,5,399,0,failure,1,0.071673,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4790,5,392,1,failure,0,-0.044305,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4790,5,392,1,failure,1,0.045538,POSITIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,2,393,2,nonexistent,0,-0.048617,NEGATIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,2,393,2,nonexistent,1,0.061420,POSITIVE
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4821,5,380,2,nonexistent,0,-0.029602,NEGATIVE
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4821,5,380,2,nonexistent,1,0.058758,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4774,5,376,1,failure,0,-0.035935,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4774,5,376,1,failure,1,0.052139,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4776,6,378,3,nonexistent,0,-0.019243,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4776,6,378,3,nonexistent,1,0.069703,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4832,3,379,4,nonexistent,0,-0.046895,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4832,3,379,4,nonexistent,1,0.040814,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4840,3,388,6,success,0,-0.085472,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4840,3,388,6,success,1,0.003399,POSITIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,3,385,2,nonexistent,0,-0.066685,NEGATIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4782,3,385,2,nonexistent,1,0.021425,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4789,3,379,4,nonexistent,0,-0.018003,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4789,3,379,4,nonexistent,1,0.071555,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,5,391,0,failure,0,-0.004388,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4689,5,391,0,failure,1,0.095894,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,3,391,0,failure,0,-0.098263,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4689,3,391,0,failure,1,0.001865,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4692,1,399,0,failure,0,-0.006771,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4692,1,399,0,failure,1,0.022999,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4739,5,379,2,nonexistent,0,-0.070370,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4739,5,379,2,nonexistent,1,0.015909,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4739,3,385,2,nonexistent,0,-0.038600,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4739,3,385,2,nonexistent,1,0.051846,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4758,3,386,5,success,0,-0.056194,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4758,3,386,5,success,1,0.038657,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4711,2,383,4,nonexistent,0,-0.089744,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,aug,fri,-1,4711,2,383,4,nonexistent,1,0.003618,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4614,1,392,0,failure,0,-0.017803,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4614,1,392,0,failure,1,0.002493,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4670,5,375,0,failure,0,-0.017160,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4670,5,375,0,failure,1,0.072480,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4651,5,383,0,failure,0,-0.020379,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4651,5,383,0,failure,1,0.071656,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4618,5,376,1,failure,0,-0.002569,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4618,5,376,1,failure,1,0.087364,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4669,2,378,3,nonexistent,0,-0.005303,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4669,2,378,3,nonexistent,1,0.084163,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4669,3,386,3,nonexistent,0,-0.099139,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4669,3,386,3,nonexistent,1,0.003244,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4676,3,379,4,nonexistent,0,-0.015589,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4676,3,379,4,nonexistent,1,0.075674,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4630,2,382,3,nonexistent,0,-0.083684,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4630,2,382,3,nonexistent,1,0.026183,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4591,1,378,3,nonexistent,0,-0.070323,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4591,1,378,3,nonexistent,1,0.020819,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4591,2,382,3,nonexistent,0,-0.013875,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4591,2,382,3,nonexistent,1,0.016198,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4548,2,380,2,nonexistent,0,-0.017803,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4548,2,380,2,nonexistent,1,0.005142,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4458,3,375,0,failure,0,-0.005200,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4458,3,375,0,failure,1,0.024472,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4962,26,266,0,failure,0,-0.000350,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4962,26,266,0,failure,1,0.086891,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4969,26,259,1,failure,0,-0.036873,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4969,26,259,1,failure,1,0.050368,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,26,252,2,nonexistent,0,-0.073386,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4977,26,252,2,nonexistent,1,0.013856,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4926,26,258,0,failure,0,-0.023183,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4926,26,258,0,failure,1,0.064054,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4934,26,252,2,nonexistent,0,-0.059700,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4934,26,252,2,nonexistent,1,0.027539,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4884,26,258,0,failure,0,-0.009499,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4884,26,258,0,failure,1,0.077740,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4891,26,251,1,failure,0,-0.046018,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4891,26,251,1,failure,1,0.041216,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,26,250,0,failure,0,-0.032331,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,26,250,0,failure,1,0.054906,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,26,250,0,failure,0,-0.018643,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4806,26,250,0,failure,1,0.068598,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4930,14,345,1,failure,0,-0.045126,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4930,14,345,1,failure,1,0.027303,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4887,14,345,0,failure,0,-0.055039,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4887,14,345,0,failure,1,0.018269,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4965,20,313,0,failure,0,-0.010632,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4965,20,313,0,failure,1,0.064429,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4946,15,333,2,nonexistent,0,-0.039156,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,apr,wed,-2,4946,15,333,2,nonexistent,1,0.031614,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4961,16,320,3,nonexistent,0,-0.059562,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,jul,thu,-1,4961,16,320,3,nonexistent,1,0.012251,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,14,334,2,nonexistent,0,-0.007865,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,14,334,2,nonexistent,1,0.061712,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4852,14,338,1,failure,0,-0.017462,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4852,14,338,1,failure,1,0.053303,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4887,17,322,1,failure,0,-0.007406,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4887,17,322,1,failure,1,0.063128,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,17,315,2,nonexistent,0,-0.022295,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4899,17,315,2,nonexistent,1,0.048358,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,17,313,0,failure,0,-0.068731,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4845,17,313,0,failure,1,0.003587,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,16,318,5,success,0,-0.068546,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4914,16,318,5,success,1,0.003020,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4875,15,325,4,nonexistent,0,-0.053127,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4875,15,325,4,nonexistent,1,0.018444,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4879,14,319,6,success,0,-0.018877,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4879,14,319,6,success,1,0.050497,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4817,14,331,2,nonexistent,0,-0.003957,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4817,14,331,2,nonexistent,1,0.065663,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4813,17,315,1,failure,0,-0.038109,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4813,17,315,1,failure,1,0.032884,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4770,17,314,0,failure,0,-0.020719,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4770,17,314,0,failure,1,0.049816,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4817,14,317,2,nonexistent,0,-0.006611,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4817,14,317,2,nonexistent,1,0.062768,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4825,15,324,3,nonexistent,0,-0.052807,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4825,15,324,3,nonexistent,1,0.019042,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4836,14,318,5,success,0,-0.007949,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4836,14,318,5,success,1,0.061422,POSITIVE
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4782,14,318,2,nonexistent,0,-0.044164,NEGATIVE
management,married,basic.9y,no,no,no,cellular,may,wed,-2,4782,14,318,2,nonexistent,1,0.026971,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4710,14,329,0,failure,0,-0.057131,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4710,14,329,0,failure,1,0.016185,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4728,14,321,0,failure,0,-0.001401,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4728,14,321,0,failure,1,0.067977,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4735,14,314,1,failure,0,-0.051284,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4735,14,314,1,failure,1,0.021308,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4737,15,316,3,nonexistent,0,-0.031035,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4737,15,316,3,nonexistent,1,0.039467,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4692,14,314,0,failure,0,-0.060465,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4692,14,314,0,failure,1,0.012312,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,11,364,2,nonexistent,0,-0.059725,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4973,11,364,2,nonexistent,1,0.013892,POSITIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,8,365,2,nonexistent,0,-0.028462,NEGATIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,8,365,2,nonexistent,1,0.058988,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4973,9,371,4,nonexistent,0,-0.045609,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4973,9,371,4,nonexistent,1,0.042514,POSITIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4996,9,365,5,success,0,-0.042866,NEGATIVE
student,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4996,9,365,5,success,1,0.030738,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4926,8,369,1,failure,0,-0.018185,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4926,8,369,1,failure,1,0.069280,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4965,11,353,1,failure,0,-0.017750,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4965,11,353,1,failure,1,0.053946,POSITIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,11,346,2,nonexistent,0,-0.025697,NEGATIVE
management,married,basic.9y,no,no,no,cellular,sep,wed,-2,4977,11,346,2,nonexistent,1,0.045827,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4928,11,346,2,nonexistent,0,-0.000617,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4928,11,346,2,nonexistent,1,0.069725,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,13,347,3,nonexistent,0,-0.062476,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,apr,thu,-1,4942,13,347,3,nonexistent,1,0.011146,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4957,8,350,6,success,0,-0.049029,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,nov,(null),0,4957,8,350,6,success,1,0.024580,POSITIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,9,358,6,success,0,-0.048332,NEGATIVE
technician,single,professional.course,unknown,unknown,unknown,telephone,may,(null),0,4957,9,358,6,success,1,0.025282,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,11,360,0,failure,0,-0.053714,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4848,11,360,0,failure,1,0.019860,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4895,8,362,2,nonexistent,0,-0.005436,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,aug,wed,-2,4895,8,362,2,nonexistent,1,0.080924,POSITIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4895,9,364,4,nonexistent,0,-0.009517,NEGATIVE
self-employed,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4895,9,364,4,nonexistent,1,0.077334,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4852,8,362,1,failure,0,-0.060114,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4852,8,362,1,failure,1,0.028012,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4872,8,370,2,nonexistent,0,-0.014177,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4872,8,370,2,nonexistent,1,0.073601,POSITIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4891,11,346,1,failure,0,-0.045545,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,aug,tue,-3,4891,11,346,1,failure,1,0.027732,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4911,11,354,2,nonexistent,0,-0.059815,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4911,11,354,2,nonexistent,1,0.013794,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4865,11,352,0,failure,0,-0.008501,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jul,mon,-3,4865,11,352,0,failure,1,0.063237,POSITIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4860,11,349,2,nonexistent,0,-0.030616,NEGATIVE
management,married,basic.9y,no,no,no,cellular,mar,wed,-2,4860,11,349,2,nonexistent,1,0.042354,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4916,9,348,4,nonexistent,0,-0.067388,NEGATIVE
services,married,illiterate,unknown,unknown,unknown,telephone,oct,fri,-1,4916,9,348,4,nonexistent,1,0.006228,POSITIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,9,351,3,nonexistent,0,-0.021121,NEGATIVE
retired,married,high.school,unknown,unknown,unknown,telephone,oct,thu,-1,4864,9,351,3,nonexistent,1,0.051822,POSITIVE
services,married,illiterate,unknown,unknown,unknown,telephone,apr,fri,-1,4858,9,356,4,nonexistent,0,-0.018732,NEGATIVE
