age,campaign,contact,day_of_week,decision,default,duration,education,emp.var.rate,housing,job,loan,marital,month,pdays,poutcome,previous
1,41,telephone,fri,1,unknown,4813,illiterate,-1,unknown,student,unknown,married,apr,254,nonexistent,4
0,42,cellular,wed,1,no,4712,basic.9y,-2,no,services,no,married,feb,252,nonexistent,2
1,42,cellular,wed,1,no,4712,basic.9y,-2,no,services,no,married,feb,252,nonexistent,2
0,42,telephone,fri,0,unknown,4797,illiterate,-1,unknown,housemaid,unknown,married,apr,260,nonexistent,4
1,42,telephone,fri,0,unknown,4797,illiterate,-1,unknown,housemaid,unknown,married,apr,260,nonexistent,4
0,39,cellular,tue,1,no,4563,basic.6y,-3,no,blue-collar,no,divorced,aug,252,failure,1
1,39,cellular,tue,1,no,4563,basic.6y,-3,no,blue-collar,no,divorced,aug,252,failure,1
0,39,cellular,tue,0,no,4563,basic.6y,-3,no,services,no,divorced,feb,251,failure,1
1,39,cellular,tue,0,no,4563,basic.6y,-3,no,services,no,divorced,feb,251,failure,1
0,39,cellular,tue,1,no,4563,basic.6y,-3,no,blue-collar,no,divorced,feb,259,failure,1
1,39,cellular,tue,1,no,4563,basic.6y,-3,no,blue-collar,no,divorced,feb,259,failure,1
0,41,telephone,fri,1,unknown,4657,illiterate,-1,unknown,housemaid,unknown,married,apr,254,nonexistent,4
1,41,telephone,fri,1,unknown,4657,illiterate,-1,unknown,housemaid,unknown,married,apr,254,nonexistent,4
0,40,cellular,wed,1,no,4556,basic.9y,-2,no,management,no,married,may,252,nonexistent,2
1,40,cellular,wed,1,no,4556,basic.9y,-2,no,management,no,married,may,252,nonexistent,2
0,39,cellular,tue,1,no,4462,basic.6y,-3,no,admin.,no,divorced,jul,250,failure,0
1,39,cellular,tue,1,no,4462,basic.6y,-3,no,admin.,no,divorced,jul,250,failure,0
0,39,cellular,mon,0,no,4455,basic.4y,-3,no,self-employed,no,divorced,jan,250,failure,0
1,39,cellular,mon,0,no,4455,basic.4y,-3,no,self-employed,no,divorced,jan,250,failure,0
0,39,cellular,tue,0,no,4391,basic.6y,-3,no,admin.,no,divorced,jan,251,failure,0
1,39,cellular,tue,0,no,4391,basic.6y,-3,no,admin.,no,divorced,jan,251,failure,0
0,33,cellular,tue,1,no,4860,basic.6y,-3,no,admin.,no,divorced,jul,266,failure,0
1,33,cellular,tue,1,no,4860,basic.6y,-3,no,admin.,no,divorced,jul,266,failure,0
0,33,cellular,tue,0,no,4875,basic.6y,-3,no,entrepreneur,no,divorced,feb,268,failure,1
1,33,cellular,tue,0,no,4875,basic.6y,-3,no,entrepreneur,no,divorced,feb,268,failure,1
0,26,cellular,mon,1,no,4923,basic.4y,-3,no,self-employed,no,divorced,jan,266,failure,0
1,26,cellular,mon,1,no,4923,basic.4y,-3,no,self-employed,no,divorced,jan,266,failure,0
0,26,cellular,tue,0,no,4930,basic.6y,-3,no,housemaid,no,divorced,apr,266,failure,0
1,26,cellular,tue,0,no,4930,basic.6y,-3,no,housemaid,no,divorced,apr,266,failure,0
0,29,telephone,thu,0,unknown,4961,basic.9y,-1,unknown,blue-collar,unknown,married,apr,269,nonexistent,3
1,29,telephone,thu,0,unknown,4961,basic.9y,-1,unknown,blue-collar,unknown,married,apr,269,nonexistent,3
0,34,cellular,wed,1,no,4891,basic.9y,-2,no,services,no,married,aug,254,nonexistent,2
1,34,cellular,wed,1,no,4891,basic.9y,-2,no,services,no,married,aug,254,nonexistent,2
0,34,cellular,wed,0,no,4891,basic.9y,-2,no,management,no,married,aug,260,nonexistent,2
1,34,cellular,wed,0,no,4891,basic.9y,-2,no,management,no,married,aug,260,nonexistent,2
0,35,telephone,thu,0,unknown,4883,high.school,-1,unknown,blue-collar,unknown,married,aug,261,nonexistent,3
1,35,telephone,thu,0,unknown,4883,high.school,-1,unknown,blue-collar,unknown,married,aug,261,nonexistent,3
0,37,telephone,(null),1,unknown,4914,professional.course,0,unknown,entrepreneur,unknown,single,sep,256,success,6
1,37,telephone,(null),1,unknown,4914,professional.course,0,unknown,entrepreneur,unknown,single,sep,256,success,6
0,35,telephone,thu,0,unknown,4922,high.school,-1,unknown,student,unknown,married,apr,257,nonexistent,3
1,35,telephone,thu,0,unknown,4922,high.school,-1,unknown,student,unknown,married,apr,257,nonexistent,3
0,35,telephone,fri,1,unknown,4937,illiterate,-1,unknown,management,unknown,married,apr,262,nonexistent,4
1,35,telephone,fri,1,unknown,4937,illiterate,-1,unknown,management,unknown,married,apr,262,nonexistent,4
0,35,telephone,fri,0,unknown,4891,professional.course,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
1,35,telephone,fri,0,unknown,4891,professional.course,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
0,36,telephone,(null),0,unknown,4906,university.degree,0,unknown,retired,unknown,single,may,255,success,5
1,36,telephone,(null),0,unknown,4906,university.degree,0,unknown,retired,unknown,single,may,255,success,5
0,33,cellular,tue,0,no,4774,basic.4y,-3,no,self-employed,no,divorced,oct,250,failure,0
1,33,cellular,tue,0,no,4774,basic.4y,-3,no,self-employed,no,divorced,oct,250,failure,0
0,33,cellular,tue,1,no,4782,basic.6y,-3,no,services,no,divorced,jul,251,failure,1
1,33,cellular,tue,1,no,4782,basic.6y,-3,no,services,no,divorced,jul,251,failure,1
0,34,cellular,wed,1,no,4735,basic.9y,-2,no,blue-collar,no,married,aug,254,nonexistent,2
1,34,cellular,wed,1,no,4735,basic.9y,-2,no,blue-collar,no,married,aug,254,nonexistent,2
0,34,cellular,wed,0,no,4750,basic.9y,-2,no,management,no,married,mar,255,nonexistent,2
1,34,cellular,wed,0,no,4750,basic.9y,-2,no,management,no,married,mar,255,nonexistent,2
0,26,cellular,tue,1,no,4930,basic.6y,-3,no,self-employed,no,divorced,jul,258,failure,0
1,26,cellular,tue,1,no,4930,basic.6y,-3,no,self-employed,no,divorced,jul,258,failure,0
0,27,cellular,wed,0,no,4891,basic.9y,-2,no,services,no,married,aug,252,nonexistent,2
1,27,cellular,wed,0,no,4891,basic.9y,-2,no,services,no,married,aug,252,nonexistent,2
0,26,cellular,tue,1,no,4774,basic.4y,-3,no,self-employed,no,divorced,jul,250,failure,0
1,26,cellular,tue,1,no,4774,basic.4y,-3,no,self-employed,no,divorced,jul,250,failure,0
0,27,cellular,wed,1,no,4782,basic.9y,-2,no,blue-collar,no,married,aug,254,nonexistent,2
1,27,cellular,wed,1,no,4782,basic.9y,-2,no,blue-collar,no,married,aug,254,nonexistent,2
0,26,cellular,mon,1,no,4923,illiterate,-3,no,self-employed,no,divorced,apr,258,failure,0
1,26,cellular,mon,1,no,4923,illiterate,-3,no,self-employed,no,divorced,apr,258,failure,0
0,29,telephone,thu,0,unknown,4922,high.school,-1,unknown,student,unknown,married,may,253,nonexistent,3
1,29,telephone,thu,0,unknown,4922,high.school,-1,unknown,student,unknown,married,may,253,nonexistent,3
0,27,cellular,tue,0,no,4719,basic.6y,-3,no,services,no,divorced,jan,251,failure,1
1,27,cellular,tue,0,no,4719,basic.6y,-3,no,services,no,divorced,jan,251,failure,1
0,30,telephone,fri,0,unknown,4976,professional.course,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
1,30,telephone,fri,0,unknown,4976,professional.course,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
0,30,telephone,fri,1,unknown,4898,basic.9y,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
1,30,telephone,fri,1,unknown,4898,basic.9y,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
0,31,telephone,(null),1,unknown,4992,university.degree,0,unknown,retired,unknown,single,may,256,success,6
1,31,telephone,(null),1,unknown,4992,university.degree,0,unknown,retired,unknown,single,may,256,success,6
0,31,telephone,(null),0,unknown,4914,high.school,0,unknown,retired,unknown,single,may,256,success,6
1,31,telephone,(null),0,unknown,4914,high.school,0,unknown,retired,unknown,single,may,256,success,6
0,27,cellular,tue,1,no,4719,basic.6y,-3,no,blue-collar,no,divorced,feb,259,failure,1
1,27,cellular,tue,1,no,4719,basic.6y,-3,no,blue-collar,no,divorced,feb,259,failure,1
0,30,telephone,fri,0,unknown,4797,illiterate,-1,unknown,blue-collar,unknown,married,apr,254,nonexistent,4
1,30,telephone,fri,0,unknown,4797,illiterate,-1,unknown,blue-collar,unknown,married,apr,254,nonexistent,4
0,33,cellular,tue,0,no,4626,basic.6y,-3,no,blue-collar,no,divorced,aug,251,failure,1
1,33,cellular,tue,0,no,4626,basic.6y,-3,no,blue-collar,no,divorced,aug,251,failure,1
0,33,cellular,mon,1,no,4611,basic.4y,-3,no,admin.,no,divorced,apr,258,failure,0
1,33,cellular,mon,1,no,4611,basic.4y,-3,no,admin.,no,divorced,apr,258,failure,0
0,34,cellular,wed,0,no,4579,basic.9y,-2,no,blue-collar,no,married,feb,252,nonexistent,2
1,34,cellular,wed,0,no,4579,basic.9y,-2,no,blue-collar,no,married,feb,252,nonexistent,2
0,33,cellular,tue,0,no,4462,basic.6y,-3,no,admin.,no,divorced,jan,250,failure,0
1,33,cellular,tue,0,no,4462,basic.6y,-3,no,admin.,no,divorced,jan,250,failure,0
0,27,cellular,tue,0,no,4626,basic.6y,-3,no,housemaid,no,divorced,jan,251,failure,1
1,27,cellular,tue,0,no,4626,basic.6y,-3,no,housemaid,no,divorced,jan,251,failure,1
0,26,cellular,mon,0,no,4455,basic.4y,-3,no,admin.,no,divorced,jan,250,failure,0
1,26,cellular,mon,0,no,4455,basic.4y,-3,no,admin.,no,divorced,jan,250,failure,0
0,14,cellular,mon,1,no,4923,basic.4y,-3,no,admin.,no,divorced,oct,266,failure,0
1,14,cellular,mon,1,no,4923,basic.4y,-3,no,admin.,no,divorced,oct,266,failure,0
0,14,cellular,tue,0,no,4938,basic.6y,-3,no,housemaid,no,divorced,feb,267,failure,1
1,14,cellular,tue,0,no,4938,basic.6y,-3,no,housemaid,no,divorced,feb,267,failure,1
0,1,cellular,mon,0,no,4689,basic.4y,-3,no,admin.,no,divorced,jan,266,failure,0
1,1,cellular,mon,0,no,4689,basic.4y,-3,no,admin.,no,divorced,jan,266,failure,0
0,20,cellular,tue,0,no,4875,basic.6y,-3,no,services,no,divorced,jul,251,failure,1
1,20,cellular,tue,0,no,4875,basic.6y,-3,no,services,no,divorced,jul,251,failure,1
0,15,cellular,wed,0,no,4953,basic.9y,-2,no,student,no,married,aug,252,nonexistent,2
1,15,cellular,wed,0,no,4953,basic.9y,-2,no,student,no,married,aug,252,nonexistent,2
0,20,cellular,tue,1,no,4875,basic.6y,-3,no,blue-collar,no,divorced,aug,259,failure,1
1,20,cellular,tue,1,no,4875,basic.6y,-3,no,blue-collar,no,divorced,aug,259,failure,1
0,15,cellular,wed,1,no,4946,basic.9y,-2,no,management,no,married,aug,260,nonexistent,2
1,15,cellular,wed,1,no,4946,basic.9y,-2,no,management,no,married,aug,260,nonexistent,2
0,14,cellular,tue,0,no,4852,basic.6y,-3,no,housemaid,no,divorced,jul,258,failure,0
1,14,cellular,tue,0,no,4852,basic.6y,-3,no,housemaid,no,divorced,jul,258,failure,0
0,22,telephone,thu,0,unknown,4922,high.school,-1,unknown,housemaid,unknown,married,nov,253,nonexistent,3
1,22,telephone,thu,0,unknown,4922,high.school,-1,unknown,housemaid,unknown,married,nov,253,nonexistent,3
0,23,telephone,fri,0,unknown,4976,illiterate,-1,unknown,housemaid,unknown,married,aug,254,nonexistent,4
1,23,telephone,fri,0,unknown,4976,illiterate,-1,unknown,housemaid,unknown,married,aug,254,nonexistent,4
0,21,cellular,wed,0,no,4875,professional.course,-2,no,entrepreneur,no,married,aug,252,nonexistent,2
1,21,cellular,wed,0,no,4875,professional.course,-2,no,entrepreneur,no,married,aug,252,nonexistent,2
0,20,cellular,tue,0,no,4704,basic.6y,-3,no,admin.,no,divorced,oct,250,failure,0
1,20,cellular,tue,0,no,4704,basic.6y,-3,no,admin.,no,divorced,oct,250,failure,0
0,20,cellular,mon,0,no,4689,basic.4y,-3,no,housemaid,no,divorced,jul,250,failure,0
1,20,cellular,mon,0,no,4689,basic.4y,-3,no,housemaid,no,divorced,jul,250,failure,0
0,14,cellular,mon,0,no,4845,basic.4y,-3,no,self-employed,no,divorced,jan,262,failure,0
1,14,cellular,mon,0,no,4845,basic.4y,-3,no,self-employed,no,divorced,jan,262,failure,0
0,21,cellular,wed,0,no,4946,professional.course,-2,no,services,no,married,feb,254,nonexistent,2
1,21,cellular,wed,0,no,4946,professional.course,-2,no,services,no,married,feb,254,nonexistent,2
0,16,telephone,thu,1,unknown,4922,high.school,-1,unknown,student,unknown,married,apr,253,nonexistent,3
1,16,telephone,thu,1,unknown,4922,high.school,-1,unknown,student,unknown,married,apr,253,nonexistent,3
0,15,cellular,wed,0,no,4953,professional.course,-2,no,management,no,married,mar,260,nonexistent,2
1,15,cellular,wed,0,no,4953,professional.course,-2,no,management,no,married,mar,260,nonexistent,2
0,17,telephone,fri,0,unknown,4976,illiterate,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
1,17,telephone,fri,0,unknown,4976,illiterate,-1,unknown,blue-collar,unknown,married,apr,262,nonexistent,4
0,15,cellular,wed,0,no,4875,basic.6y,-2,no,management,no,married,mar,260,nonexistent,2
1,15,cellular,wed,0,no,4875,basic.6y,-2,no,management,no,married,mar,260,nonexistent,2
0,23,telephone,(null),1,unknown,4968,professional.course,0,unknown,management,unknown,single,may,255,success,5
1,23,telephone,(null),1,unknown,4968,professional.course,0,unknown,management,unknown,single,may,255,success,5
0,17,telephone,(null),1,unknown,4906,university.degree,0,unknown,entrepreneur,unknown,single,may,255,success,5
1,17,telephone,(null),1,unknown,4906,university.degree,0,unknown,entrepreneur,unknown,single,may,255,success,5
0,14,cellular,tue,1,no,4782,basic.6y,-3,no,services,no,divorced,apr,251,failure,1
1,14,cellular,tue,1,no,4782,basic.6y,-3,no,services,no,divorced,apr,251,failure,1
0,15,cellular,wed,0,no,4790,basic.9y,-2,no,services,no,married,feb,252,nonexistent,2
1,15,cellular,wed,0,no,4790,basic.9y,-2,no,services,no,married,feb,252,nonexistent,2
0,20,cellular,tue,1,no,4704,basic.6y,-3,no,admin.,no,divorced,jan,258,failure,0
1,20,cellular,tue,1,no,4704,basic.6y,-3,no,admin.,no,divorced,jan,258,failure,0
0,14,cellular,tue,0,no,4704,basic.6y,-3,no,admin.,no,divorced,feb,259,failure,1
1,14,cellular,tue,0,no,4704,basic.6y,-3,no,admin.,no,divorced,feb,259,failure,1
0,21,cellular,wed,0,no,4712,basic.6y,-2,no,management,no,married,feb,252,nonexistent,2
1,21,cellular,wed,0,no,4712,basic.6y,-2,no,management,no,married,feb,252,nonexistent,2
0,7,telephone,thu,1,unknown,4961,basic.9y,-1,unknown,student,unknown,married,aug,255,nonexistent,3
1,7,telephone,thu,1,unknown,4961,basic.9y,-1,unknown,student,unknown,married,aug,255,nonexistent,3
0,5,cellular,wed,0,no,4875,basic.6y,-2,no,student,no,married,aug,252,nonexistent,2
1,5,cellular,wed,0,no,4875,basic.6y,-2,no,student,no,married,aug,252,nonexistent,2
0,4,cellular,wed,1,no,4868,basic.6y,-2,no,management,no,married,aug,258,nonexistent,2
1,4,cellular,wed,1,no,4868,basic.6y,-2,no,management,no,married,aug,258,nonexistent,2
0,4,cellular,wed,1,no,4868,professional.course,-2,no,blue-collar,no,married,aug,258,nonexistent,2
1,4,cellular,wed,1,no,4868,professional.course,-2,no,blue-collar,no,married,aug,258,nonexistent,2
0,8,telephone,fri,1,unknown,4969,professional.course,-1,unknown,management,unknown,married,oct,254,nonexistent,4
1,8,telephone,fri,1,unknown,4969,professional.course,-1,unknown,management,unknown,married,oct,254,nonexistent,4
0,5,cellular,wed,1,no,4875,professional.course,-2,no,management,no,married,sep,252,nonexistent,2
1,5,cellular,wed,1,no,4875,professional.course,-2,no,management,no,married,sep,252,nonexistent,2
0,4,cellular,wed,0,no,4790,basic.6y,-2,no,blue-collar,no,married,aug,260,nonexistent,2
1,4,cellular,wed,0,no,4790,basic.6y,-2,no,blue-collar,no,married,aug,260,nonexistent,2
0,1,cellular,mon,1,no,4689,illiterate,-3,no,housemaid,no,divorced,jul,250,failure,0
1,1,cellular,mon,1,no,4689,illiterate,-3,no,housemaid,no,divorced,jul,250,failure,0
0,7,telephone,thu,0,unknown,4805,professional.course,-1,unknown,blue-collar,unknown,married,oct,251,nonexistent,3
1,7,telephone,thu,0,unknown,4805,professional.course,-1,unknown,blue-collar,unknown,married,oct,251,nonexistent,3
0,8,telephone,fri,0,unknown,4813,basic.9y,-1,unknown,blue-collar,unknown,married,oct,254,nonexistent,4
1,8,telephone,fri,0,unknown,4813,basic.9y,-1,unknown,blue-collar,unknown,married,oct,254,nonexistent,4
0,5,cellular,wed,1,no,4953,basic.9y,-2,no,student,no,married,mar,260,nonexistent,2
1,5,cellular,wed,1,no,4953,basic.9y,-2,no,student,no,married,mar,260,nonexistent,2
0,8,telephone,fri,0,unknown,4969,professional.course,-1,unknown,student,unknown,married,apr,254,nonexistent,4
1,8,telephone,fri,0,unknown,4969,professional.course,-1,unknown,student,unknown,married,apr,254,nonexistent,4
0,7,telephone,thu,1,unknown,4883,professional.course,-1,unknown,student,unknown,married,apr,251,nonexistent,3
1,7,telephone,thu,1,unknown,4883,professional.course,-1,unknown,student,unknown,married,apr,251,nonexistent,3
0,8,telephone,fri,0,unknown,4891,basic.9y,-1,unknown,services,unknown,married,apr,255,nonexistent,4
1,8,telephone,fri,0,unknown,4891,basic.9y,-1,unknown,services,unknown,married,apr,255,nonexistent,4
0,3,cellular,tue,1,no,4719,basic.6y,-3,no,services,no,divorced,feb,252,failure,1
1,3,cellular,tue,1,no,4719,basic.6y,-3,no,services,no,divorced,feb,252,failure,1
0,11,telephone,(null),0,unknown,4992,university.degree,0,unknown,entrepreneur,unknown,single,may,260,success,6
1,11,telephone,(null),0,unknown,4992,university.degree,0,unknown,entrepreneur,unknown,single,may,260,success,6
0,5,cellular,wed,1,no,4875,professional.course,-2,no,management,no,married,mar,259,nonexistent,2
1,5,cellular,wed,1,no,4875,professional.course,-2,no,management,no,married,mar,259,nonexistent,2
0,11,telephone,(null),0,unknown,4914,university.degree,0,unknown,entrepreneur,unknown,single,may,256,success,6
1,11,telephone,(null),0,unknown,4914,university.degree,0,unknown,entrepreneur,unknown,single,may,256,success,6
0,3,cellular,tue,0,no,4782,basic.6y,-3,no,housemaid,no,divorced,feb,262,failure,1
1,3,cellular,tue,0,no,4782,basic.6y,-3,no,housemaid,no,divorced,feb,262,failure,1
0,5,cellular,wed,1,no,4797,basic.6y,-2,no,management,no,married,mar,259,nonexistent,2
1,5,cellular,wed,1,no,4797,basic.6y,-2,no,management,no,married,mar,259,nonexistent,2
0,8,telephone,fri,0,unknown,4813,professional.course,-1,unknown,management,unknown,married,apr,251,nonexistent,4
1,8,telephone,fri,0,unknown,4813,professional.course,-1,unknown,management,unknown,married,apr,251,nonexistent,4
0,9,telephone,fri,0,unknown,4820,professional.course,-1,unknown,blue-collar,unknown,married,apr,254,nonexistent,4
1,9,telephone,fri,0,unknown,4820,professional.course,-1,unknown,blue-collar,unknown,married,apr,254,nonexistent,4
0,20,cellular,mon,1,no,4611,basic.4y,-3,no,admin.,no,divorced,jul,250,failure,0
1,20,cellular,mon,1,no,4611,basic.4y,-3,no,admin.,no,divorced,jul,250,failure,0
0,21,cellular,wed,0,no,4634,basic.6y,-2,no,blue-collar,no,married,feb,252,nonexistent,2
1,21,cellular,wed,0,no,4634,basic.6y,-2,no,blue-collar,no,married,feb,252,nonexistent,2
0,15,cellular,wed,1,no,4634,basic.6y,-2,no,blue-collar,no,married,feb,252,nonexistent,2
1,15,cellular,wed,1,no,4634,basic.6y,-2,no,blue-collar,no,married,feb,252,nonexistent,2
0,2,cellular,tue,0,no,4618,basic.4y,-3,no,self-employed,no,divorced,jan,250,failure,0
1,2,cellular,tue,0,no,4618,basic.4y,-3,no,self-employed,no,divorced,jan,250,failure,0
0,3,cellular,tue,1,no,4563,basic.6y,-3,no,blue-collar,no,divorced,feb,252,failure,1
1,3,cellular,tue,1,no,4563,basic.6y,-3,no,blue-collar,no,divorced,feb,252,failure,1
0,2,cellular,tue,0,no,4462,basic.6y,-3,no,admin.,no,divorced,jan,250,failure,0
1,2,cellular,tue,0,no,4462,basic.6y,-3,no,admin.,no,divorced,jan,250,failure,0
0,48,cellular,wed,0,no,4946,basic.9y,-2,no,blue-collar,no,married,aug,237,nonexistent,2
1,48,cellular,wed,0,no,4946,basic.9y,-2,no,blue-collar,no,married,aug,237,nonexistent,2
0,46,telephone,fri,1,unknown,4953,illiterate,-1,unknown,technician,unknown,married,oct,244,nonexistent,4
1,46,telephone,fri,1,unknown,4953,illiterate,-1,unknown,technician,unknown,married,oct,244,nonexistent,4
0,46,telephone,fri,0,unknown,4898,illiterate,-1,unknown,housemaid,unknown,married,oct,247,nonexistent,4
1,46,telephone,fri,0,unknown,4898,illiterate,-1,unknown,housemaid,unknown,married,oct,247,nonexistent,4
0,46,telephone,(null),1,unknown,4914,professional.course,0,unknown,management,unknown,single,nov,241,success,6
1,46,telephone,(null),1,unknown,4914,professional.course,0,unknown,management,unknown,single,nov,241,success,6
0,46,cellular,wed,0,no,4891,basic.9y,-2,no,services,no,married,feb,239,nonexistent,2
1,46,cellular,wed,0,no,4891,basic.9y,-2,no,services,no,married,feb,239,nonexistent,2
0,48,cellular,mon,1,no,4923,basic.4y,-3,no,admin.,no,divorced,jan,235,failure,0
1,48,cellular,mon,1,no,4923,basic.4y,-3,no,admin.,no,divorced,jan,235,failure,0
0,47,cellular,mon,1,no,4845,basic.4y,-3,no,admin.,no,divorced,jan,235,failure,0
1,47,cellular,mon,1,no,4845,basic.4y,-3,no,admin.,no,divorced,jan,235,failure,0
0,48,cellular,tue,1,no,4875,basic.6y,-3,no,entrepreneur,no,divorced,aug,221,failure,1
1,48,cellular,tue,1,no,4875,basic.6y,-3,no,entrepreneur,no,divorced,aug,221,failure,1
0,46,telephone,(null),0,unknown,4914,professional.course,0,unknown,unemployed,unknown,single,nov,233,success,6
1,46,telephone,(null),0,unknown,4914,professional.course,0,unknown,unemployed,unknown,single,nov,233,success,6
0,47,telephone,fri,0,unknown,4937,illiterate,-1,unknown,self-employed,unknown,married,apr,227,nonexistent,4
1,47,telephone,fri,0,unknown,4937,illiterate,-1,unknown,self-employed,unknown,married,apr,227,nonexistent,4
0,45,cellular,mon,0,no,4767,basic.4y,-3,no,self-employed,no,divorced,jul,243,failure,0
