CE_ID,PA,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Output,Decision
14,1,90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,89,Portugal,0.381843,POSITIVE
15,0,80,Local-gov,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,91,Laos,-0.236852,NEGATIVE
15,1,80,Local-gov,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,91,Laos,0.006448,POSITIVE
16,0,81,State-gov,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,3593,92,Taiwan,-0.049017,NEGATIVE
16,1,81,State-gov,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,3593,92,Taiwan,0.194284,POSITIVE
17,0,90,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,3375,77,France,-0.411900,NEGATIVE
17,1,90,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,3375,77,France,0.124188,POSITIVE
18,0,91,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,78,Laos,-0.149985,NEGATIVE
18,1,91,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,78,Laos,0.386102,POSITIVE
19,0,79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,3375,76,Portugal,-0.225700,NEGATIVE
19,1,79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,76,Portugal,0.310389,POSITIVE
20,0,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2504,92,Taiwan,-0.221207,NEGATIVE
20,1,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2504,92,Taiwan,0.102811,POSITIVE
21,0,93,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,93,Columbia,-0.016933,NEGATIVE
21,1,93,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,93,Columbia,0.226368,POSITIVE
22,0,90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,89,Portugal,-0.298747,NEGATIVE
22,1,90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,89,Portugal,0.237341,POSITIVE
23,0,90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,90,France,-0.042668,NEGATIVE
23,1,90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,90,France,0.493419,POSITIVE
24,0,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,93,Columbia,-0.204356,NEGATIVE
24,1,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,93,Columbia,0.038945,POSITIVE
25,0,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,94,Guatemala,-0.080800,NEGATIVE
25,1,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,94,Guatemala,0.162501,POSITIVE
26,0,90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,76,Portugal,-0.158884,NEGATIVE
26,1,90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,76,Portugal,0.377204,POSITIVE
27,0,90,Self-emp-not-inc,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,77,France,-0.032535,NEGATIVE
27,1,90,Self-emp-not-inc,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,77,France,0.503553,POSITIVE
28,0,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,80,Columbia,-0.162247,NEGATIVE
28,1,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,80,Columbia,0.081053,POSITIVE
29,0,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,82,Guatemala,-0.039025,NEGATIVE
29,1,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,82,Guatemala,0.204276,POSITIVE
30,0,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,76,Portugal,-0.370201,NEGATIVE
30,1,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,76,Portugal,0.165886,POSITIVE
31,0,79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,77,France,-0.110127,NEGATIVE
31,1,79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,77,France,0.425961,POSITIVE
32,0,90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,3375,89,United-States,-0.405566,NEGATIVE
32,1,90,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,89,United-States,0.130522,POSITIVE
33,0,90,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,3375,90,England,-0.146452,NEGATIVE
33,1,90,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,3375,90,England,0.389636,POSITIVE
34,0,81,State-gov,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,3593,92,Outlying-US(Guam-USVI-etc),-0.074921,NEGATIVE
34,1,81,State-gov,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,3593,92,Outlying-US(Guam-USVI-etc),0.168380,POSITIVE
35,0,91,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,78,Canada,-0.398914,NEGATIVE
35,1,91,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,78,Canada,0.137174,POSITIVE
36,0,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,3593,79,Outlying-US(Guam-USVI-etc),-0.135803,NEGATIVE
36,1,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,3593,79,Outlying-US(Guam-USVI-etc),0.400285,POSITIVE
37,0,90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,3375,76,United-States,-0.228924,NEGATIVE
37,1,90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,3375,76,United-States,0.307165,POSITIVE
38,0,79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Female,2500,3375,76,United-States,-0.477021,NEGATIVE
38,1,79,Private,Bachelors,13,Married-AF-spouse,Tech-support,Wife,White,Male,2500,3375,76,United-States,0.059067,POSITIVE
39,0,79,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,3375,77,England,-0.213910,NEGATIVE
39,1,79,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,3375,77,England,0.322178,POSITIVE
40,0,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2504,92,Outlying-US(Guam-USVI-etc),-0.468939,NEGATIVE
40,1,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2504,92,Outlying-US(Guam-USVI-etc),0.067149,POSITIVE
41,0,93,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,93,Japan,-0.209825,NEGATIVE
41,1,93,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,93,Japan,0.200588,POSITIVE
42,0,90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,90,England,-0.292794,NEGATIVE
42,1,90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,90,England,0.243294,POSITIVE
43,0,91,Local-gov,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,2504,91,Canada,-0.035518,NEGATIVE
43,1,91,Local-gov,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,2504,91,Canada,0.500570,POSITIVE
44,0,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,93,Japan,-0.230135,NEGATIVE
44,1,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,93,Japan,0.013166,POSITIVE
45,0,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,94,South,-0.106454,NEGATIVE
45,1,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,94,South,0.136847,POSITIVE
46,0,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,89,United-States,-0.101953,NEGATIVE
46,1,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,89,United-States,0.368789,POSITIVE
47,0,90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,2286,76,United-States,-0.410206,NEGATIVE
47,1,90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,2286,76,United-States,0.125883,POSITIVE
48,0,90,Self-emp-not-inc,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,77,England,-0.282660,NEGATIVE
48,1,90,Self-emp-not-inc,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,77,England,0.253428,POSITIVE
49,0,91,Self-emp-not-inc,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,2504,78,Canada,-0.155112,NEGATIVE
49,1,91,Self-emp-not-inc,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,2504,78,Canada,0.380976,POSITIVE
50,0,92,Self-emp-inc,Prof-school,13,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2504,79,Outlying-US(Guam-USVI-etc),-0.027566,NEGATIVE
50,1,92,Self-emp-inc,Prof-school,13,Married-spouse-absent,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2504,79,Outlying-US(Guam-USVI-etc),0.508522,POSITIVE
51,0,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,80,Japan,-0.265293,NEGATIVE
51,1,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,80,Japan,0.055275,POSITIVE
52,0,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,82,South,-0.064679,NEGATIVE
52,1,84,Federal-gov,7th-8th,14,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,82,South,0.178622,POSITIVE
53,0,79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,2286,77,England,-0.360251,NEGATIVE
53,1,79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,2286,77,England,0.175837,POSITIVE
54,0,80,Local-gov,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,2504,78,Canada,-0.098980,NEGATIVE
54,1,80,Local-gov,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,2504,78,Canada,0.437108,POSITIVE
55,0,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,2500,3375,76,Portugal,-0.113822,NEGATIVE
55,1,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,2500,3375,76,Portugal,0.422267,POSITIVE
56,0,97,Federal-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,2500,3158,98,Peru,-0.202273,NEGATIVE
56,1,97,Federal-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Other-relative,Black,Male,2500,3158,98,Peru,0.041028,POSITIVE
57,0,97,Federal-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,2500,3158,86,Peru,-0.161835,NEGATIVE
57,1,97,Federal-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Other-relative,Black,Male,2500,3158,86,Peru,0.081466,POSITIVE
58,0,85,Self-emp-inc,Prof-school,9,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,2504,83,Taiwan,-0.362694,NEGATIVE
58,1,85,Self-emp-inc,Prof-school,9,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,2504,83,Taiwan,0.052934,POSITIVE
59,0,87,Self-emp-inc,Assoc-voc,10,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,85,Columbia,-0.165413,NEGATIVE
59,1,87,Self-emp-inc,Assoc-voc,10,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,85,Columbia,0.116231,POSITIVE
60,0,89,Federal-gov,7th-8th,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,88,Guatemala,-0.063773,NEGATIVE
60,1,89,Federal-gov,7th-8th,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,88,Guatemala,0.179528,POSITIVE
61,0,91,Local-gov,12th,10,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,90,Nicaragua,-0.000477,NEGATIVE
61,1,91,Local-gov,12th,10,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,90,Nicaragua,0.242824,POSITIVE
62,0,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Female,2500,3375,76,United-States,-0.365143,NEGATIVE
62,1,79,Private,Bachelors,9,Widowed,Tech-support,Wife,White,Male,2500,3375,76,United-States,0.170945,POSITIVE
63,0,81,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Wife,White,Female,2500,3375,78,England,-0.234449,NEGATIVE
63,1,81,Self-emp-not-inc,Some-college,9,Widowed,Craft-repair,Wife,White,Male,2500,3375,78,England,0.301640,POSITIVE
64,0,83,Self-emp-not-inc,HS-grad,9,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,80,Canada,-0.103753,NEGATIVE
64,1,83,Self-emp-not-inc,HS-grad,9,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,80,Canada,0.432335,POSITIVE
65,0,97,Federal-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Other-relative,Black,Female,2500,3158,97,Jamaica,-0.223082,NEGATIVE
65,1,97,Federal-gov,Doctorate,11,Married-AF-spouse,Protective-serv,Other-relative,Black,Male,2500,3158,97,Jamaica,0.020220,POSITIVE
66,0,87,Self-emp-inc,Assoc-voc,10,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,2722,85,Japan,-0.411948,NEGATIVE
66,1,87,Self-emp-inc,Assoc-voc,10,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,2722,85,Japan,0.090452,POSITIVE
67,0,89,Federal-gov,7th-8th,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,88,South,-0.213472,NEGATIVE
67,1,89,Federal-gov,7th-8th,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,88,South,0.153873,POSITIVE
68,0,91,Local-gov,12th,10,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,2500,2722,90,Cuba,-0.026006,NEGATIVE
68,1,91,Local-gov,12th,10,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,2500,2722,90,Cuba,0.217295,POSITIVE
69,0,90,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,64,Portugal,-0.125172,NEGATIVE
69,1,90,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,64,Portugal,0.438316,POSITIVE
70,0,90,Private,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,51,Portugal,-0.224441,NEGATIVE
70,1,90,Private,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,51,Portugal,0.389550,POSITIVE
71,0,79,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,51,Portugal,-0.312098,NEGATIVE
71,1,79,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,51,Portugal,0.301892,POSITIVE
72,0,90,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,64,United-States,-0.349094,NEGATIVE
72,1,90,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,64,United-States,0.186994,POSITIVE
73,0,90,Local-gov,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Female,7500,2286,65,England,-0.024036,NEGATIVE
73,1,90,Local-gov,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Male,7500,2286,65,England,0.512053,POSITIVE
74,0,90,Private,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,51,United-States,-0.209231,NEGATIVE
74,1,90,Private,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,51,United-States,0.326857,POSITIVE
75,0,79,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Female,7500,2286,51,United-States,-0.420548,NEGATIVE
75,1,79,Local-gov,Bachelors,9,Married-AF-spouse,Tech-support,Wife,White,Male,7500,2286,51,United-States,0.115540,POSITIVE
76,0,79,Local-gov,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Female,7500,2286,52,England,-0.091493,NEGATIVE
76,1,79,Local-gov,Some-college,9,Married-AF-spouse,Craft-repair,Wife,White,Male,7500,2286,52,England,0.444595,POSITIVE
77,0,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,3593,67,Taiwan,-0.379664,NEGATIVE
77,1,92,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,3593,67,Taiwan,0.156424,POSITIVE
78,0,93,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,3811,68,Columbia,-0.121747,NEGATIVE
78,1,93,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,3811,68,Columbia,0.414341,POSITIVE
79,0,90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,3375,64,Portugal,-0.457204,NEGATIVE
79,1,90,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,3375,64,Portugal,0.078884,POSITIVE
80,0,90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,3375,65,France,-0.201126,NEGATIVE
80,1,90,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,3375,65,France,0.334963,POSITIVE
81,0,79,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Female,2500,3375,65,France,-0.447384,NEGATIVE
81,1,79,Self-emp-not-inc,Some-college,13,Married-AF-spouse,Craft-repair,Wife,White,Male,2500,3375,65,France,0.088704,POSITIVE
82,0,80,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,66,Laos,-0.189466,NEGATIVE
82,1,80,Self-emp-not-inc,HS-grad,13,Married-AF-spouse,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,66,Laos,0.346622,POSITIVE
83,0,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,3375,64,Portugal,-0.009089,NEGATIVE
83,1,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,3375,64,Portugal,0.526999,POSITIVE
84,0,90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,3375,51,Portugal,-0.317341,NEGATIVE
84,1,90,Private,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,3375,51,Portugal,0.218747,POSITIVE
85,0,90,Self-emp-not-inc,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,3375,52,France,-0.190992,NEGATIVE
85,1,90,Self-emp-not-inc,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,3375,52,France,0.345096,POSITIVE
86,0,91,Self-emp-not-inc,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,53,Laos,-0.064641,NEGATIVE
86,1,91,Self-emp-not-inc,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,53,Laos,0.471446,POSITIVE
87,0,81,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Female,2500,3593,54,Taiwan,-0.439129,NEGATIVE
87,1,81,Self-emp-inc,Prof-school,13,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2500,3593,54,Taiwan,0.096960,POSITIVE
88,0,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,2500,3811,55,Columbia,-0.177215,NEGATIVE
88,1,82,Self-emp-inc,Assoc-voc,14,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2500,3811,55,Columbia,0.358873,POSITIVE
89,0,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Female,2500,3375,51,Portugal,-0.528659,NEGATIVE
89,1,79,Local-gov,Bachelors,13,Widowed,Tech-support,Wife,White,Male,2500,3375,51,Portugal,0.007429,POSITIVE
90,0,79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Female,2500,3375,52,France,-0.268584,NEGATIVE
90,1,79,Local-gov,Some-college,13,Widowed,Craft-repair,Wife,White,Male,2500,3375,52,France,0.267505,POSITIVE
91,0,80,Local-gov,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,2500,3593,53,Laos,-0.008509,NEGATIVE
91,1,80,Local-gov,HS-grad,13,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,2500,3593,53,Laos,0.527580,POSITIVE
