age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,prediction
27,State-gov,Prof-school,1,Married-AF-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,75,Philippines,0.40612916961259904,0
27,State-gov,Prof-school,1,Married-AF-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,75,Philippines,0.531261119812025,1
87,Self-emp-not-inc,Some-college,11,Separated,Protective-serv,Not-in-family,Other,Female,Amer-Indian-Eskimo,capital-loss_10,83,Hong,0.4388064499723295,0
87,Self-emp-not-inc,Some-college,11,Separated,Protective-serv,Not-in-family,Other,Male,Amer-Indian-Eskimo,capital-loss_10,83,Hong,0.5001384429598238,1
17,State-gov,Assoc-voc,5,Married-civ-spouse,Other-service,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_15,24,Ireland,0.43878383869796767,0
17,State-gov,Assoc-voc,5,Married-civ-spouse,Other-service,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_15,24,Ireland,0.5004117972217739,1
77,Self-emp-inc,Some-college,16,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_10,36,Yugoslavia,0.38000557950290975,0
77,Self-emp-inc,Some-college,16,Divorced,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_10,36,Yugoslavia,0.5039184222587226,1
97,State-gov,Prof-school,16,Separated,Handlers-cleaners,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_5,45,Mexico,0.4507882710131925,0
97,State-gov,Prof-school,16,Separated,Handlers-cleaners,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_5,45,Mexico,0.5596296529909818,1
92,Without-pay,Assoc-acdm,13,Widowed,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,White,22,Holand-Netherlands,0.43880688297227355,0
92,Without-pay,Assoc-acdm,13,Widowed,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,White,22,Holand-Netherlands,0.5001331083445099,1
53,Local-gov,7th-8th,1,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_14,10,Ireland,0.4618495122295217,0
53,Local-gov,7th-8th,1,Married-AF-spouse,Handlers-cleaners,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_14,10,Ireland,0.5871749775736986,1
85,Private,Some-college,10,Widowed,Craft-repair,Own-child,White,Male,Asian-Pac-Islander,capital-loss_8,57,Yugoslavia,0.5001028813407207,1
85,Private,Some-college,10,Widowed,Craft-repair,Own-child,White,Female,Asian-Pac-Islander,capital-loss_8,57,Yugoslavia,0.43880940024498044,0
64,Self-emp-not-inc,Bachelors,11,Separated,Exec-managerial,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_15,89,Vietnam,0.5000292472540999,1
64,Self-emp-not-inc,Bachelors,11,Separated,Exec-managerial,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_15,89,Vietnam,0.43881548427860734,0
74,Without-pay,9th,3,Widowed,Prof-specialty,Own-child,Black,Male,Asian-Pac-Islander,capital-loss_19,64,Germany,0.5858834201364179,1
74,Without-pay,9th,3,Widowed,Prof-specialty,Own-child,Black,Female,Asian-Pac-Islander,capital-loss_19,64,Germany,0.4562413955541197,0
91,Without-pay,Bachelors,10,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_7,52,South,0.4388158585683695,0
91,Without-pay,Bachelors,10,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_7,52,South,0.500024933367947,1
50,Federal-gov,HS-grad,6,Never-married,Protective-serv,Wife,Black,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,91,Ecuador,0.43880800583696944,0
50,Federal-gov,HS-grad,6,Never-married,Protective-serv,Wife,Black,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,91,Ecuador,0.500119727102614,1
22,Local-gov,7th-8th,16,Separated,Tech-support,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_14,47,Mexico,0.43878928416826746,0
22,Local-gov,7th-8th,16,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_14,47,Mexico,0.5003457851156673,1
46,Self-emp-inc,Prof-school,8,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Female,Amer-Indian-Eskimo,capital-loss_16,5,Taiwan,0.4473722016960335,0
46,Self-emp-inc,Prof-school,8,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Male,Amer-Indian-Eskimo,capital-loss_16,5,Taiwan,0.5729517452497569,1
91,Without-pay,5th-6th,10,Never-married,Prof-specialty,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_5,75,Germany,0.5004530026269252,1
91,Without-pay,5th-6th,10,Never-married,Prof-specialty,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_5,75,Germany,0.43878041143513613,0
95,Without-pay,10th,15,Widowed,Farming-fishing,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_11,85,Hungary,0.5001921206618173,1
95,Without-pay,10th,15,Widowed,Farming-fishing,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_11,85,Hungary,0.43880200255456875,0
53,State-gov,Preschool,1,Widowed,Protective-serv,Husband,Black,Male,Black,capital-loss_17,31,Yugoslavia,0.5005556938744463,1
53,State-gov,Preschool,1,Widowed,Protective-serv,Husband,Black,Female,Black,capital-loss_17,31,Yugoslavia,0.4387718836673126,0
61,Without-pay,Bachelors,1,Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,Black,capital-loss_5,71,Ireland,0.43879266741263045,0
61,Without-pay,Bachelors,1,Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,Black,capital-loss_5,71,Ireland,0.5003049000719749,1
76,State-gov,Some-college,12,Widowed,Other-service,Wife,White,Female,Asian-Pac-Islander,capital-loss_9,79,Iran,0.4387939957595867,0
76,State-gov,Some-college,12,Widowed,Other-service,Wife,White,Male,Asian-Pac-Islander,capital-loss_9,79,Iran,0.5002889111316531,1
44,State-gov,HS-grad,1,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Black,capital-loss_7,90,Honduras,0.5893070375159013,1
44,State-gov,HS-grad,1,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Black,capital-loss_7,90,Honduras,0.4569601357824281,0
85,Self-emp-inc,Assoc-acdm,2,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_19,47,Yugoslavia,0.46076303975963157,0
85,Self-emp-inc,Assoc-acdm,2,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_19,47,Yugoslavia,0.5001172497847046,1
77,Self-emp-not-inc,Some-college,16,Never-married,Adm-clerical,Not-in-family,Other,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,71,Mexico,0.5004495716373553,1
77,Self-emp-not-inc,Some-college,16,Never-married,Adm-clerical,Not-in-family,Other,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,71,Mexico,0.438780697651723,0
33,State-gov,Some-college,11,Separated,Armed-Forces,Wife,White,Male,Black,Asian-Pac-Islander,85,India,0.5002018697450147,1
33,State-gov,Some-college,11,Separated,Armed-Forces,Wife,White,Female,Black,Asian-Pac-Islander,85,India,0.43880118059064643,0
44,Without-pay,Prof-school,15,Separated,Exec-managerial,Wife,White,Male,Asian-Pac-Islander,capital-loss_9,23,Mexico,0.5001309774786077,1
44,Without-pay,Prof-school,15,Separated,Exec-managerial,Wife,White,Female,Asian-Pac-Islander,capital-loss_9,23,Mexico,0.4388070591078707,0
44,State-gov,Prof-school,5,Married-civ-spouse,Adm-clerical,Wife,White,Male,Asian-Pac-Islander,White,30,Yugoslavia,0.5348519275268749,1
44,State-gov,Prof-school,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,Asian-Pac-Islander,White,30,Yugoslavia,0.40961314979449326,0
36,Without-pay,Some-college,15,Never-married,Protective-serv,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_14,29,Japan,0.5004426351523413,1
36,Without-pay,Some-college,15,Never-married,Protective-serv,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_14,29,Japan,0.4387812847627979,0
33,Self-emp-not-inc,Prof-school,6,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Female,Black,White,69,Philippines,0.4387765144902757,0
33,Self-emp-not-inc,Prof-school,6,Separated,Protective-serv,Husband,Amer-Indian-Eskimo,Male,Black,White,69,Philippines,0.5005000753523429,1
80,Self-emp-not-inc,5th-6th,11,Never-married,Farming-fishing,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_5,65,Iran,0.45978247386903415,0
80,Self-emp-not-inc,5th-6th,11,Never-married,Farming-fishing,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_5,65,Iran,0.6026567399482563,1
27,Local-gov,12th,11,Never-married,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,81,Jamaica,0.5001269988688338,1
27,Local-gov,12th,11,Never-married,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,81,Jamaica,0.43880738202317215,0
29,Self-emp-not-inc,Assoc-voc,7,Married-AF-spouse,Adm-clerical,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_15,28,Peru,0.49825445899212223,0
29,Self-emp-not-inc,Assoc-voc,7,Married-AF-spouse,Adm-clerical,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_15,28,Peru,0.6220401269538253,1
26,Without-pay,Doctorate,2,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_6,60,China,0.4388062591588244,0
26,Without-pay,Doctorate,2,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_6,60,China,0.5001405104957786,1
35,State-gov,HS-grad,4,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,Black,Asian-Pac-Islander,63,Vietnam,0.43880465926168577,0
35,State-gov,HS-grad,4,Never-married,Other-service,Wife,Asian-Pac-Islander,Male,Black,Asian-Pac-Islander,63,Vietnam,0.5001597367172733,1
46,Without-pay,Assoc-acdm,16,Never-married,Priv-house-serv,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_10,29,Germany,0.4387895410304381,0
46,Without-pay,Assoc-acdm,16,Never-married,Priv-house-serv,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_10,29,Germany,0.5003427378296478,1
20,Without-pay,Bachelors,7,Married-spouse-absent,Armed-Forces,Unmarried,Black,Male,Amer-Indian-Eskimo,capital-loss_16,72,India,0.5014868483823898,1
20,Without-pay,Bachelors,7,Married-spouse-absent,Armed-Forces,Unmarried,Black,Female,Amer-Indian-Eskimo,capital-loss_16,72,India,0.4389548202842107,0
20,Federal-gov,Doctorate,16,Separated,Prof-specialty,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_15,63,Ecuador,0.5005414632826374,1
20,Federal-gov,Doctorate,16,Separated,Prof-specialty,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_15,63,Ecuador,0.43877307990106607,0
100,Without-pay,12th,6,Widowed,Tech-support,Own-child,White,Male,Asian-Pac-Islander,capital-loss_10,92,Outlying-US(Guam-USVI-etc),0.500520724614947,1
100,Without-pay,12th,6,Widowed,Tech-support,Own-child,White,Female,Asian-Pac-Islander,capital-loss_10,92,Outlying-US(Guam-USVI-etc),0.4387748045338035,0
84,State-gov,Masters,5,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_19,49,Vietnam,0.500002559274435,1
84,State-gov,Masters,5,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_19,49,Vietnam,0.4388177080011576,0
57,Without-pay,Assoc-acdm,5,Widowed,Sales,Wife,Amer-Indian-Eskimo,Male,Black,capital-loss_9,36,Ecuador,0.5005594154348268,1
57,Without-pay,Assoc-acdm,5,Widowed,Sales,Wife,Amer-Indian-Eskimo,Female,Black,capital-loss_9,36,Ecuador,0.4387716047908344,0
36,State-gov,Some-college,16,Separated,Protective-serv,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_14,94,Japan,0.4387957497660275,0
36,State-gov,Some-college,16,Separated,Protective-serv,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_14,94,Japan,0.5002676769835332,1
60,Without-pay,Some-college,11,Never-married,Prof-specialty,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_15,16,Holand-Netherlands,0.6091548906099713,1
60,Without-pay,Some-college,11,Never-married,Prof-specialty,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_15,16,Holand-Netherlands,0.46633543613153655,0
62,Federal-gov,Prof-school,3,Separated,Armed-Forces,Own-child,Asian-Pac-Islander,Female,Asian-Pac-Islander,capital-loss_9,70,Puerto-Rico,0.4388079251081142,0
62,Federal-gov,Prof-school,3,Separated,Armed-Forces,Own-child,Asian-Pac-Islander,Male,Asian-Pac-Islander,capital-loss_9,70,Puerto-Rico,0.500120855865509,1
