age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,prediction
60,Federal-gov,Some-college,4,Married-AF-spouse,Prof-specialty,Husband,Other,Female,capital-gain_10,capital-loss_18,26,Taiwan,0.5554489775506638,1
90,Without-pay,Some-college,12,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,92,Canada,0.498097041496779,0
90,Without-pay,Some-college,12,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,92,Canada,0.5090675842233346,1
100,Without-pay,10th,2,Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,Black,Amer-Indian-Eskimo,93,Ireland,0.4896594429091426,0
100,Without-pay,10th,2,Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,Black,Amer-Indian-Eskimo,93,Ireland,0.5006290372867669,1
59,Without-pay,HS-grad,16,Separated,Transport-moving,Husband,White,Male,capital-gain_9,capital-loss_19,11,Cambodia,0.5156965814413692,1
59,Without-pay,HS-grad,16,Separated,Transport-moving,Husband,White,Female,capital-gain_9,capital-loss_19,11,Cambodia,0.49517667354845807,0
100,Without-pay,Bachelors,9,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Female,White,capital-loss_13,11,Guatemala,0.4813160613336649,0
100,Without-pay,Bachelors,9,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,White,capital-loss_13,11,Guatemala,0.5018328048155088,1
15,Without-pay,11th,12,Married-civ-spouse,Priv-house-serv,Wife,Other,Male,Black,capital-loss_18,11,Iran,0.4982549619001849,0
15,Without-pay,11th,12,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,Black,capital-loss_18,11,Iran,0.5019170249941219,1
79,Federal-gov,Bachelors,11,Separated,Protective-serv,Wife,Asian-Pac-Islander,Male,capital-gain_19,capital-loss_18,17,France,0.5055320091615431,1
79,Federal-gov,Bachelors,11,Separated,Protective-serv,Wife,Asian-Pac-Islander,Female,capital-gain_19,capital-loss_18,17,France,0.48501103351348923,0
70,State-gov,Bachelors,16,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,capital-gain_12,capital-loss_19,41,Vietnam,0.5113455546441527,1
70,State-gov,Bachelors,16,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,capital-gain_12,capital-loss_19,41,Vietnam,0.49374240528236674,0
99,Without-pay,10th,11,Never-married,Prof-specialty,Wife,White,Male,capital-gain_16,White,21,El-Salvador,0.5069178398478387,1
99,Without-pay,10th,11,Never-married,Prof-specialty,Wife,White,Female,capital-gain_16,White,21,El-Salvador,0.4863973753094119,0
99,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Farming-fishing,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_9,91,Iran,0.4983831998433601,0
99,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Farming-fishing,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_9,91,Iran,0.5158758125814633,1
100,Without-pay,10th,6,Separated,Transport-moving,Husband,White,Male,Asian-Pac-Islander,capital-loss_13,51,Germany,0.4946013104970697,0
100,Without-pay,10th,6,Separated,Transport-moving,Husband,White,Female,Asian-Pac-Islander,capital-loss_13,51,Germany,0.5051762102499616,1
75,Self-emp-not-inc,10th,14,Divorced,Prof-specialty,Husband,White,Male,White,capital-loss_9,32,Ireland,0.5201356827108421,1
75,Self-emp-not-inc,10th,14,Divorced,Prof-specialty,Husband,White,Female,White,capital-loss_9,32,Ireland,0.4996214807756646,0
95,Federal-gov,10th,13,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_11,66,Yugoslavia,0.5095580794003529,1
95,Federal-gov,10th,13,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_11,66,Yugoslavia,0.4985886551670367,0
75,State-gov,Doctorate,15,Married-spouse-absent,Priv-house-serv,Husband,White,Female,capital-gain_19,capital-loss_16,41,Haiti,0.49937698277291814,0
75,State-gov,Doctorate,15,Married-spouse-absent,Priv-house-serv,Husband,White,Male,capital-gain_19,capital-loss_16,41,Haiti,0.5198918142346574,1
69,Self-emp-not-inc,Preschool,8,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,capital-gain_19,capital-loss_9,52,Philippines,0.44499984580621843,0
69,Self-emp-not-inc,Preschool,8,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,capital-gain_19,capital-loss_9,52,Philippines,0.5158336549247684,1
91,Without-pay,12th,10,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,capital-gain_9,capital-loss_7,31,Yugoslavia,0.5192266921915524,1
91,Without-pay,12th,10,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,capital-gain_9,capital-loss_7,31,Yugoslavia,0.4987097709206581,0
30,Without-pay,Assoc-acdm,1,Divorced,Farming-fishing,Husband,White,Male,Asian-Pac-Islander,capital-loss_10,70,Yugoslavia,0.6281665050766487,1
30,Without-pay,Assoc-acdm,1,Divorced,Farming-fishing,Husband,White,Female,Asian-Pac-Islander,capital-loss_10,70,Yugoslavia,0.4969018498204021,0
70,Federal-gov,Assoc-voc,9,Divorced,Tech-support,Wife,Asian-Pac-Islander,Female,capital-gain_16,capital-loss_12,40,Yugoslavia,0.5698049334383888,1
70,Federal-gov,Assoc-voc,9,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,capital-gain_16,capital-loss_12,40,Yugoslavia,0.49919983812929497,0
60,State-gov,12th,12,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,capital-gain_19,capital-loss_10,61,Outlying-US(Guam-USVI-etc),0.4986399147677796,0
60,State-gov,12th,12,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Female,capital-gain_19,capital-loss_10,61,Outlying-US(Guam-USVI-etc),0.5666518423070278,1
51,Self-emp-not-inc,HS-grad,4,Separated,Transport-moving,Not-in-family,Other,Male,Black,Amer-Indian-Eskimo,61,Greece,0.5090084757354395,1
51,Self-emp-not-inc,HS-grad,4,Separated,Transport-moving,Not-in-family,Other,Female,Black,Amer-Indian-Eskimo,61,Greece,0.49803815298742343,0
70,Without-pay,10th,16,Divorced,Protective-serv,Husband,White,Male,capital-gain_10,capital-loss_9,51,England,0.5150528645494298,1
70,Without-pay,10th,16,Divorced,Protective-serv,Husband,White,Female,capital-gain_10,capital-loss_9,51,England,0.494531581298371,0
49,Without-pay,12th,9,Married-AF-spouse,Transport-moving,Other-relative,White,Female,capital-gain_13,capital-loss_9,41,Portugal,0.5483568737976509,1
49,Without-pay,12th,9,Married-AF-spouse,Transport-moving,Other-relative,White,Male,capital-gain_13,capital-loss_9,41,Portugal,0.4774602633205913,0
70,Federal-gov,Doctorate,14,Widowed,Prof-specialty,Other-relative,Other,Female,Amer-Indian-Eskimo,capital-loss_10,61,Jamaica,0.4999144971379032,0
70,Federal-gov,Doctorate,14,Widowed,Prof-specialty,Other-relative,Other,Male,Amer-Indian-Eskimo,capital-loss_10,61,Jamaica,0.5108836086383828,1
40,Local-gov,Some-college,16,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Female,capital-gain_14,capital-loss_12,23,France,0.5151964994019237,1
40,Local-gov,Some-college,16,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,capital-gain_14,capital-loss_12,23,France,0.44436952869464325,0
100,Without-pay,10th,16,Never-married,Transport-moving,Husband,White,Male,capital-gain_18,capital-loss_19,31,Yugoslavia,0.5053951732386074,1
100,Without-pay,10th,16,Never-married,Transport-moving,Husband,White,Female,capital-gain_18,capital-loss_19,31,Yugoslavia,0.4848744244604725,0
100,Without-pay,10th,11,Separated,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_12,91,Poland,0.5092396647426987,1
100,Without-pay,10th,11,Separated,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_12,91,Poland,0.4982696542676601,0
60,Self-emp-inc,HS-grad,13,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,capital-gain_10,capital-loss_9,23,Taiwan,0.48144355741908257,0
60,Self-emp-inc,HS-grad,13,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,capital-gain_10,capital-loss_9,23,Taiwan,0.5523073589597459,1
39,Without-pay,1st-4th,11,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,Amer-Indian-Eskimo,capital-loss_13,3,Yugoslavia,0.5145325844170733,1
39,Without-pay,1st-4th,11,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,Amer-Indian-Eskimo,capital-loss_13,3,Yugoslavia,0.38258017274158285,0
20,Federal-gov,10th,4,Married-AF-spouse,Transport-moving,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_9,78,Yugoslavia,0.5467072509613949,1
20,Federal-gov,10th,4,Married-AF-spouse,Transport-moving,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_9,78,Yugoslavia,0.41353262902247356,0
50,Local-gov,Masters,13,Never-married,Tech-support,Own-child,Other,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,72,Yugoslavia,0.5095413961879068,1
50,Local-gov,Masters,13,Never-married,Tech-support,Own-child,Other,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,72,Yugoslavia,0.4985710123345195,0
99,Without-pay,HS-grad,11,Separated,Transport-moving,Other-relative,White,Male,Asian-Pac-Islander,capital-loss_16,14,England,0.4943838991371229,0
99,Without-pay,HS-grad,11,Separated,Transport-moving,Other-relative,White,Female,Asian-Pac-Islander,capital-loss_16,14,England,0.5049587948440901,1
100,Federal-gov,Doctorate,1,Married-AF-spouse,Priv-house-serv,Own-child,Other,Female,capital-gain_11,Black,25,France,0.48166629446398257,0
100,Federal-gov,Doctorate,1,Married-AF-spouse,Priv-house-serv,Own-child,Other,Male,capital-gain_11,Black,25,France,0.5021813671473614,1
72,Local-gov,Bachelors,5,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,capital-gain_8,Amer-Indian-Eskimo,10,Dominican-Republic,0.5006683762860795,1
72,Local-gov,Bachelors,5,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Female,capital-gain_8,Amer-Indian-Eskimo,10,Dominican-Republic,0.48015359229322657,0
60,State-gov,Doctorate,12,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,72,Puerto-Rico,0.5102747219496307,1
60,State-gov,Doctorate,12,Married-spouse-absent,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,72,Puerto-Rico,0.49930533811441596,0
49,Without-pay,Masters,11,Separated,Adm-clerical,Wife,White,Female,Asian-Pac-Islander,Asian-Pac-Islander,70,France,0.4943524318774572,0
49,Without-pay,Masters,11,Separated,Adm-clerical,Wife,White,Male,Asian-Pac-Islander,Asian-Pac-Islander,70,France,0.5053237750785831,1
20,Federal-gov,Bachelors,15,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,capital-gain_9,capital-loss_8,30,France,0.500118404624633,1
20,Federal-gov,Bachelors,15,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,capital-gain_9,capital-loss_8,30,France,0.42952719172482223,0
69,Self-emp-not-inc,11th,3,Married-civ-spouse,Transport-moving,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_11,71,Vietnam,0.5150485769035515,1
69,Self-emp-not-inc,11th,3,Married-civ-spouse,Transport-moving,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_11,71,Vietnam,0.49874109295794244,0
40,Without-pay,10th,11,Married-AF-spouse,Prof-specialty,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_19,21,India,0.5327022168318686,1
40,Without-pay,10th,11,Married-AF-spouse,Prof-specialty,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_19,21,India,0.4929178623565728,0
57,Federal-gov,Some-college,13,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Male,capital-gain_6,capital-loss_13,21,United-States,0.4353247069395763,0
57,Federal-gov,Some-college,13,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,capital-gain_6,capital-loss_13,21,United-States,0.5060235625855249,1
10,Federal-gov,Doctorate,1,Married-AF-spouse,Protective-serv,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_19,70,Poland,0.5062541381894178,1
10,Federal-gov,Doctorate,1,Married-AF-spouse,Protective-serv,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_19,70,Poland,0.37827079692778376,0
19,Without-pay,Preschool,11,Divorced,Protective-serv,Wife,White,Male,capital-gain_11,capital-loss_10,2,Iran,0.45637685167219055,0
19,Without-pay,Preschool,11,Divorced,Protective-serv,Wife,White,Female,capital-gain_11,capital-loss_10,2,Iran,0.5273024095073148,1
30,Without-pay,HS-grad,11,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,62,China,0.49861106633772856,0
30,Without-pay,HS-grad,11,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,62,China,0.5095816741930277,1
70,Federal-gov,Prof-school,3,Married-AF-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,capital-gain_14,capital-loss_19,19,Yugoslavia,0.5167611893306293,1
70,Federal-gov,Prof-school,3,Married-AF-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,capital-gain_14,capital-loss_19,19,Yugoslavia,0.4459167290829683,0
49,Without-pay,Doctorate,11,Divorced,Transport-moving,Wife,Black,Female,capital-gain_10,Amer-Indian-Eskimo,11,Yugoslavia,0.5192756740940103,1
49,Without-pay,Doctorate,11,Divorced,Transport-moving,Wife,Black,Male,capital-gain_10,Amer-Indian-Eskimo,11,Yugoslavia,0.44840583536103906,0
99,Without-pay,Prof-school,12,Widowed,Tech-support,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_13,91,Scotland,0.49828682020179993,0
99,Without-pay,Prof-school,12,Widowed,Tech-support,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_13,91,Scotland,0.5092563483337829,1
10,State-gov,Bachelors,15,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,91,Iran,0.49192677572196336,0
10,State-gov,Bachelors,15,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,91,Iran,0.5041656424375079,1
39,State-gov,HS-grad,5,Divorced,Craft-repair,Other-relative,Other,Female,capital-gain_17,capital-loss_7,49,Greece,0.5689327497816864,1
39,State-gov,HS-grad,5,Divorced,Craft-repair,Other-relative,Other,Male,capital-gain_17,capital-loss_7,49,Greece,0.4983119730709129,0
99,Local-gov,Preschool,2,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_19,21,Germany,0.5026546169235133,1
99,Local-gov,Preschool,2,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_19,21,Germany,0.49208000986010086,0
39,Without-pay,Doctorate,11,Divorced,Transport-moving,Wife,White,Female,capital-gain_10,Amer-Indian-Eskimo,31,Poland,0.5704013000411462,1
39,Without-pay,Doctorate,11,Divorced,Transport-moving,Wife,White,Male,capital-gain_10,Amer-Indian-Eskimo,31,Poland,0.49980828166947566,0
32,Without-pay,10th,1,Widowed,Priv-house-serv,Wife,Other,Male,Other,capital-loss_9,31,Hong,0.49950823203685013,0
32,Without-pay,10th,1,Widowed,Priv-house-serv,Wife,Other,Female,Other,capital-loss_9,31,Hong,0.5100816829282547,1
60,Local-gov,11th,10,Divorced,Tech-support,Husband,Other,Female,capital-gain_15,capital-loss_12,61,Cuba,0.48167177072077233,0
60,Local-gov,11th,10,Divorced,Tech-support,Husband,Other,Male,capital-gain_15,capital-loss_12,61,Cuba,0.502188400361144,1
38,Self-emp-inc,Masters,11,Divorced,Transport-moving,Husband,White,Female,capital-gain_16,capital-loss_10,51,Honduras,0.5264815912306791,1
38,Self-emp-inc,Masters,11,Divorced,Transport-moving,Husband,White,Male,capital-gain_16,capital-loss_10,51,Honduras,0.4555600952518187,0
28,Local-gov,10th,12,Divorced,Priv-house-serv,Other-relative,Other,Female,capital-gain_10,capital-loss_10,36,Ireland,0.5694211555255643,1
28,Local-gov,10th,12,Divorced,Priv-house-serv,Other-relative,Other,Male,capital-gain_10,capital-loss_10,36,Ireland,0.4988090716472143,0
10,Without-pay,1st-4th,1,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,Black,capital-loss_10,51,Yugoslavia,0.6264795760219819,1
10,Without-pay,1st-4th,1,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,Black,capital-loss_10,51,Yugoslavia,0.49880889283429464,0
100,Without-pay,Masters,7,Divorced,Prof-specialty,Not-in-family,White,Female,capital-gain_9,capital-loss_18,41,Italy,0.49668266276452866,0
100,Without-pay,Masters,7,Divorced,Prof-specialty,Not-in-family,White,Male,capital-gain_9,capital-loss_18,41,Italy,0.5172018739703272,1
10,Federal-gov,Doctorate,15,Widowed,Adm-clerical,Wife,Other,Male,capital-gain_10,Amer-Indian-Eskimo,16,Vietnam,0.5149441244031117,1
10,Federal-gov,Doctorate,15,Widowed,Adm-clerical,Wife,Other,Female,capital-gain_10,Amer-Indian-Eskimo,16,Vietnam,0.43159959795121516,0
53,State-gov,Assoc-voc,11,Never-married,Transport-moving,Wife,Black,Male,Amer-Indian-Eskimo,capital-loss_19,11,Iran,0.49765824003641584,0
53,State-gov,Assoc-voc,11,Never-married,Transport-moving,Wife,Black,Female,Amer-Indian-Eskimo,capital-loss_19,11,Iran,0.5082326541030385,1
100,State-gov,Bachelors,11,Married-spouse-absent,Adm-clerical,Husband,Asian-Pac-Islander,Female,capital-gain_11,capital-loss_19,15,Cuba,0.4868032296393781,0
100,State-gov,Bachelors,11,Married-spouse-absent,Adm-clerical,Husband,Asian-Pac-Islander,Male,capital-gain_11,capital-loss_19,15,Cuba,0.5073247377834746,1
42,Self-emp-not-inc,10th,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,61,Vietnam,0.49129034770947866,0
42,Self-emp-not-inc,10th,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,61,Vietnam,0.5022605205537013,1
78,Private,Doctorate,16,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,Black,capital-loss_19,23,Taiwan,0.49730372062273015,0
78,Private,Doctorate,16,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,Black,capital-loss_19,23,Taiwan,0.5728453228074172,1
100,Private,Assoc-voc,2,Married-civ-spouse,Sales,Wife,Black,Female,capital-gain_16,capital-loss_19,40,Cambodia,0.48012764566566957,0
100,Private,Assoc-voc,2,Married-civ-spouse,Sales,Wife,Black,Male,capital-gain_16,capital-loss_19,40,Cambodia,0.5006414350328683,1
57,Without-pay,Doctorate,1,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,Asian-Pac-Islander,capital-loss_14,31,Dominican-Republic,0.510080372159125,1
57,Without-pay,Doctorate,1,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,Asian-Pac-Islander,capital-loss_14,31,Dominican-Republic,0.49950692073593694,0
79,State-gov,Doctorate,11,Married-civ-spouse,Armed-Forces,Husband,White,Female,Amer-Indian-Eskimo,Other,15,England,0.46863409431922043,0
79,State-gov,Doctorate,11,Married-civ-spouse,Armed-Forces,Husband,White,Male,Amer-Indian-Eskimo,Other,15,England,0.5308546371456709,1
55,State-gov,Bachelors,11,Separated,Protective-serv,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_13,81,Vietnam,0.5087575002173138,1
55,State-gov,Bachelors,11,Separated,Protective-serv,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_13,81,Vietnam,0.49778686419050133,0
20,Private,1st-4th,16,Divorced,Sales,Not-in-family,Black,Female,capital-gain_10,Amer-Indian-Eskimo,41,Guatemala,0.5645916585107307,1
20,Private,1st-4th,16,Divorced,Sales,Not-in-family,Black,Male,capital-gain_10,Amer-Indian-Eskimo,41,Guatemala,0.49389127491441553,0
63,Without-pay,Bachelors,11,Married-spouse-absent,Transport-moving,Wife,White,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,96,Poland,0.49901732928912396,0
63,Without-pay,Bachelors,11,Married-spouse-absent,Transport-moving,Wife,White,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,96,Poland,0.5099865922273269,1
82,Private,Prof-school,5,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_5,50,Italy,0.4802985323581902,0
82,Private,Prof-school,5,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_5,50,Italy,0.500640242941931,1
64,Without-pay,1st-4th,13,Married-spouse-absent,Craft-repair,Husband,Other,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,71,Yugoslavia,0.5089758229545833,1
64,Without-pay,1st-4th,13,Married-spouse-absent,Craft-repair,Husband,Other,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,71,Yugoslavia,0.49800549015336965,0
82,Local-gov,HS-grad,11,Widowed,Priv-house-serv,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_13,71,Yugoslavia,0.4975329539710126,0
82,Local-gov,HS-grad,11,Widowed,Priv-house-serv,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_13,71,Yugoslavia,0.5085041367888699,1
90,Without-pay,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,Black,Female,capital-gain_19,capital-loss_19,32,Vietnam,0.5348893810759224,1
90,Without-pay,Some-college,10,Married-civ-spouse,Armed-Forces,Husband,Black,Male,capital-gain_19,capital-loss_19,32,Vietnam,0.4655003952376182,0
40,Local-gov,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,capital-gain_15,capital-loss_8,11,France,0.5341186260622799,1
40,Local-gov,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,capital-gain_15,capital-loss_8,11,France,0.4631740642891258,0
20,Federal-gov,Doctorate,12,Married-AF-spouse,Sales,Unmarried,Black,Female,capital-gain_9,capital-loss_8,29,France,0.554809776020712,1
20,Federal-gov,Doctorate,12,Married-AF-spouse,Sales,Unmarried,Black,Male,capital-gain_9,capital-loss_8,29,France,0.4839728266247313,0
93,State-gov,Doctorate,7,Married-AF-spouse,Transport-moving,Husband,White,Female,capital-gain_18,capital-loss_9,52,Ireland,0.4803287943348721,0
93,State-gov,Doctorate,7,Married-AF-spouse,Transport-moving,Husband,White,Male,capital-gain_18,capital-loss_9,52,Ireland,0.5008440903751123,1
60,Self-emp-not-inc,1st-4th,10,Divorced,Tech-support,Not-in-family,White,Female,capital-gain_19,capital-loss_9,62,Philippines,0.5083961640209681,1
60,Self-emp-not-inc,1st-4th,10,Divorced,Tech-support,Not-in-family,White,Male,capital-gain_19,capital-loss_9,62,Philippines,0.43765928173009955,0
70,Self-emp-not-inc,Some-college,14,Separated,Adm-clerical,Husband,Black,Male,capital-gain_19,capital-loss_19,11,India,0.43876531907205146,0
70,Self-emp-not-inc,Some-college,14,Separated,Adm-clerical,Husband,Black,Female,capital-gain_19,capital-loss_19,11,India,0.5095183971530548,1
