age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,prediction
43,State-gov,10th,10,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Male,capital-gain_10,Amer-Indian-Eskimo,51,Guatemala,0.48580527366931175,0
43,State-gov,10th,10,Widowed,Craft-repair,Wife,Amer-Indian-Eskimo,Female,capital-gain_10,Amer-Indian-Eskimo,51,Guatemala,0.5741811415971148,1
100,Without-pay,12th,11,Never-married,Adm-clerical,Other-relative,Black,Male,Asian-Pac-Islander,capital-loss_10,10,Haiti,0.5992595154169319,1
100,Without-pay,12th,11,Never-married,Adm-clerical,Other-relative,Black,Female,Asian-Pac-Islander,capital-loss_10,10,Haiti,0.49786115997291114,0
100,State-gov,Bachelors,2,Divorced,Protective-serv,Unmarried,White,Male,capital-gain_9,capital-loss_19,61,Philippines,0.761593127400591,1
100,State-gov,Bachelors,2,Divorced,Protective-serv,Unmarried,White,Female,capital-gain_9,capital-loss_19,61,Philippines,0.32624339546239267,0
60,Self-emp-not-inc,HS-grad,14,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Asian-Pac-Islander,81,Ireland,0.5023328492639111,1
60,Self-emp-not-inc,HS-grad,14,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Asian-Pac-Islander,81,Ireland,0.499597907153025,0
62,Without-pay,12th,1,Married-spouse-absent,Adm-clerical,Wife,Asian-Pac-Islander,Male,capital-gain_5,capital-loss_10,63,Poland,0.8501837521599183,1
62,Without-pay,12th,1,Married-spouse-absent,Adm-clerical,Wife,Asian-Pac-Islander,Female,capital-gain_5,capital-loss_10,63,Poland,0.49801398368067135,0
99,Without-pay,Bachelors,12,Divorced,Armed-Forces,Husband,Other,Male,capital-gain_17,capital-loss_14,91,United-States,0.4663259092570994,0
99,Without-pay,Bachelors,12,Divorced,Armed-Forces,Husband,Other,Female,capital-gain_17,capital-loss_14,91,United-States,0.7377000399118286,1
59,Without-pay,1st-4th,14,Married-AF-spouse,Sales,Own-child,Other,Female,capital-gain_10,capital-loss_9,90,Outlying-US(Guam-USVI-etc),0.32332418054757217,0
59,Without-pay,1st-4th,14,Married-AF-spouse,Sales,Own-child,Other,Male,capital-gain_10,capital-loss_9,90,Outlying-US(Guam-USVI-etc),0.7623261073980334,1
49,Without-pay,Assoc-voc,11,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Male,capital-gain_10,capital-loss_10,30,Thailand,0.5909453126050721,1
49,Without-pay,Assoc-voc,11,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Female,capital-gain_10,capital-loss_10,30,Thailand,0.4898270104279664,0
93,Without-pay,9th,11,Widowed,Protective-serv,Other-relative,Black,Male,capital-gain_16,Amer-Indian-Eskimo,71,Hungary,0.4905574820722912,0
93,Without-pay,9th,11,Widowed,Protective-serv,Other-relative,Black,Female,capital-gain_16,Amer-Indian-Eskimo,71,Hungary,0.8639963671628373,1
100,Local-gov,9th,8,Widowed,Transport-moving,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_8,82,Yugoslavia,0.4825955641069718,0
100,Local-gov,9th,8,Widowed,Transport-moving,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_8,82,Yugoslavia,0.5277786021656348,1
30,Without-pay,Some-college,12,Divorced,Protective-serv,Not-in-family,Black,Male,Amer-Indian-Eskimo,capital-loss_9,33,France,0.5201335106692286,1
30,Without-pay,Some-college,12,Divorced,Protective-serv,Not-in-family,Black,Female,Amer-Indian-Eskimo,capital-loss_9,33,France,0.4954701113356269,0
92,Without-pay,1st-4th,2,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,capital-gain_6,capital-loss_10,89,Poland,0.4962524877394148,0
92,Without-pay,1st-4th,2,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,capital-gain_6,capital-loss_10,89,Poland,0.8686444002331908,1
75,Self-emp-not-inc,10th,2,Separated,Tech-support,Own-child,Other,Female,Asian-Pac-Islander,capital-loss_10,59,Italy,0.5029806737664468,1
75,Self-emp-not-inc,10th,2,Separated,Tech-support,Own-child,Other,Male,Asian-Pac-Islander,capital-loss_10,59,Italy,0.499759256858356,0
99,Without-pay,Masters,10,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,100,Iran,0.4981964904800194,0
99,Without-pay,Masters,10,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,100,Iran,0.5009827005130834,1
59,Without-pay,Bachelors,12,Widowed,Protective-serv,Not-in-family,White,Male,capital-gain_12,Amer-Indian-Eskimo,20,Philippines,0.5951753849325676,1
59,Without-pay,Bachelors,12,Widowed,Protective-serv,Not-in-family,White,Female,capital-gain_12,Amer-Indian-Eskimo,20,Philippines,0.4942051382865183,0
100,Without-pay,Masters,11,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,capital-gain_9,capital-loss_10,44,Yugoslavia,0.836866554279273,1
100,Without-pay,Masters,11,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,capital-gain_9,capital-loss_10,44,Yugoslavia,0.43549587745125967,0
60,State-gov,Prof-school,9,Divorced,Other-service,Unmarried,White,Male,capital-gain_8,capital-loss_9,61,Philippines,0.853145358244139,1
60,State-gov,Prof-school,9,Divorced,Other-service,Unmarried,White,Female,capital-gain_8,capital-loss_9,61,Philippines,0.4670652879478583,0
100,Without-pay,Doctorate,1,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,capital-gain_6,capital-loss_5,29,Poland,0.6327347061314412,1
100,Without-pay,Doctorate,1,Divorced,Sales,Wife,Amer-Indian-Eskimo,Female,capital-gain_6,capital-loss_5,29,Poland,0.23499946032898128,0
30,Without-pay,Assoc-acdm,13,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,capital-gain_6,capital-loss_8,100,Cambodia,0.7725206907018267,1
30,Without-pay,Assoc-acdm,13,Married-AF-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,capital-gain_6,capital-loss_8,100,Cambodia,0.3490633430832018,0
