age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,occupation,race,relationship,sex,workclass
97,3,97,0,HS-grad,2,18,11th,Prof-specialty,(null),Not-in-family,Female,State-gov
97,3,97,1,HS-grad,2,18,11th,Prof-specialty,(null),Not-in-family,Male,State-gov
98,3,98,0,Prof-school,2,19,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
98,3,98,1,Prof-school,2,19,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
96,2,96,0,HS-grad,2,6,Some-college,Prof-specialty,(null),Not-in-family,Female,Local-gov
96,2,96,1,HS-grad,2,6,Some-college,Prof-specialty,(null),Not-in-family,Male,Local-gov
97,3,97,0,HS-grad,2,7,11th,Prof-specialty,(null),Not-in-family,Female,State-gov
97,3,97,1,HS-grad,2,7,11th,Prof-specialty,(null),Not-in-family,Male,State-gov
98,3,86,0,Prof-school,2,19,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
98,3,86,1,Prof-school,2,19,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
97,3,85,0,HS-grad,2,7,11th,Prof-specialty,(null),Not-in-family,Female,State-gov
97,3,85,1,HS-grad,2,7,11th,Prof-specialty,(null),Not-in-family,Male,State-gov
98,3,86,0,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
98,3,86,1,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
87,3,98,1,Prof-school,5,19,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
87,3,98,0,Prof-school,5,19,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
84,2,94,0,HS-grad,5,5,(null),Prof-specialty,(null),Husband,Female,Federal-gov
84,2,94,1,HS-grad,5,5,(null),Prof-specialty,(null),Husband,Male,Federal-gov
84,2,95,0,HS-grad,5,5,Bachelors,Prof-specialty,(null),Husband,Female,Local-gov
84,2,95,1,HS-grad,5,5,Bachelors,Prof-specialty,(null),Husband,Male,Local-gov
87,3,86,1,Prof-school,5,8,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
87,3,86,0,Prof-school,5,8,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
87,3,98,0,Prof-school,2,19,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
87,3,98,1,Prof-school,2,19,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
86,3,97,0,HS-grad,2,7,11th,Prof-specialty,(null),Not-in-family,Female,State-gov
86,3,97,1,HS-grad,2,7,11th,Prof-specialty,(null),Not-in-family,Male,State-gov
87,3,98,0,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
87,3,98,1,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
87,3,86,0,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
87,3,86,1,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
97,3,72,1,HS-grad,5,7,11th,Prof-specialty,(null),Not-in-family,Female,State-gov
97,3,72,0,HS-grad,5,7,11th,Prof-specialty,(null),Not-in-family,Male,State-gov
98,3,73,1,Prof-school,5,8,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
98,3,73,0,Prof-school,5,8,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
98,3,73,0,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Female,State-gov
98,3,73,1,Prof-school,2,8,Prof-school,Prof-specialty,(null),Other-relative,Male,State-gov
99,13,97,0,1st-4th,5,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
99,13,97,1,1st-4th,5,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
99,13,98,0,10th,5,29,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
99,13,98,1,10th,5,29,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
90,10,89,0,Some-college,4,21,Married-civ-spouse,Prof-specialty,Black,Wife,Female,Private
90,10,89,1,Some-college,4,21,Married-civ-spouse,Prof-specialty,Black,Wife,Male,Private
90,10,90,0,11th,4,22,Divorced,Prof-specialty,Black,Wife,Female,Self-emp-not-inc
90,10,90,1,11th,4,22,Divorced,Prof-specialty,Black,Wife,Male,Self-emp-not-inc
91,11,91,0,11th,4,24,Separated,Prof-specialty,Black,Own-child,Female,Self-emp-not-inc
91,11,91,1,11th,4,24,Separated,Prof-specialty,Black,Own-child,Male,Self-emp-not-inc
92,12,92,0,HS-grad,4,26,Widowed,Prof-specialty,Black,Own-child,Female,Self-emp-inc
92,12,92,1,HS-grad,4,26,Widowed,Prof-specialty,Black,Own-child,Male,Self-emp-inc
93,13,93,0,Prof-school,4,28,Married-spouse-absent,Prof-specialty,Black,Husband,Female,Self-emp-inc
93,13,93,1,Prof-school,4,28,Married-spouse-absent,Prof-specialty,Black,Husband,Male,Self-emp-inc
97,11,79,1,11th,4,33,Widowed,Prof-specialty,Black,Own-child,Female,Self-emp-inc
97,11,79,0,11th,4,33,Widowed,Prof-specialty,Black,Own-child,Male,Self-emp-inc
97,11,80,1,11th,4,34,Married-spouse-absent,Prof-specialty,Black,Husband,Female,Self-emp-inc
97,11,80,0,11th,4,34,Married-spouse-absent,Prof-specialty,Black,Husband,Male,Self-emp-inc
98,12,82,1,HS-grad,5,35,(null),Prof-specialty,Black,Husband,Female,Federal-gov
98,12,82,0,HS-grad,5,35,(null),Prof-specialty,Black,Husband,Male,Federal-gov
98,12,83,1,HS-grad,5,36,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
98,12,83,0,HS-grad,5,36,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
98,12,84,1,HS-grad,5,37,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
98,12,84,0,HS-grad,5,37,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
99,13,85,1,HS-grad,5,38,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
99,13,85,0,HS-grad,5,38,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
99,13,86,1,Prof-school,5,39,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
99,13,86,0,Prof-school,5,39,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
96,17,84,1,HS-grad,5,27,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
96,17,84,0,HS-grad,5,27,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
97,18,85,1,HS-grad,5,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
97,18,85,0,HS-grad,5,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
98,18,86,1,Prof-school,5,29,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
98,18,86,0,Prof-school,5,29,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
93,11,80,1,Prof-school,4,24,Married-spouse-absent,Prof-specialty,Black,Husband,Female,Self-emp-inc
93,11,80,0,Prof-school,4,24,Married-spouse-absent,Prof-specialty,Black,Husband,Male,Self-emp-inc
95,12,82,1,Assoc-acdm,5,25,(null),Prof-specialty,Black,Husband,Female,Federal-gov
95,12,82,0,Assoc-acdm,5,25,(null),Prof-specialty,Black,Husband,Male,Federal-gov
95,12,83,1,Assoc-acdm,5,26,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
95,12,83,0,Assoc-acdm,5,26,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
96,12,84,1,Assoc-voc,5,27,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
96,12,84,0,Assoc-voc,5,27,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
97,13,85,1,9th,5,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
97,13,85,0,9th,5,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
98,13,86,1,9th,5,29,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
98,13,86,0,9th,5,29,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
96,17,96,0,HS-grad,2,37,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
96,17,96,1,HS-grad,2,37,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
97,18,97,0,HS-grad,2,38,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
97,18,97,1,HS-grad,2,38,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
95,12,94,0,Assoc-acdm,1,35,(null),Prof-specialty,Black,Husband,Female,Federal-gov
95,12,94,1,Assoc-acdm,1,35,(null),Prof-specialty,Black,Husband,Male,Federal-gov
95,12,95,0,Assoc-acdm,1,36,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
95,12,95,1,Assoc-acdm,1,36,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
96,12,96,0,Assoc-voc,2,37,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
96,12,96,1,Assoc-voc,2,37,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
97,13,97,0,9th,2,38,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
97,13,97,1,9th,2,38,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
97,17,97,0,9th,2,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
97,17,97,1,9th,2,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
98,18,98,0,9th,2,29,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
98,18,98,1,9th,2,29,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
95,12,83,1,HS-grad,1,36,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
95,12,83,0,HS-grad,1,36,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
96,17,84,0,HS-grad,2,27,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
96,17,84,1,HS-grad,2,27,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
97,18,85,0,HS-grad,2,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
97,18,85,1,HS-grad,2,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
95,12,82,0,Assoc-acdm,1,25,(null),Prof-specialty,Black,Husband,Female,Federal-gov
95,12,82,1,Assoc-acdm,1,25,(null),Prof-specialty,Black,Husband,Male,Federal-gov
95,12,83,0,Assoc-acdm,1,26,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
95,12,83,1,Assoc-acdm,1,26,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
96,12,84,0,Assoc-voc,2,27,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
96,12,84,1,Assoc-voc,2,27,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
97,13,85,0,9th,2,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
97,13,85,1,9th,2,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
82,11,93,1,Prof-school,4,24,Married-spouse-absent,Prof-specialty,Black,Husband,Female,Self-emp-inc
82,11,93,0,Prof-school,4,24,Married-spouse-absent,Prof-specialty,Black,Husband,Male,Self-emp-inc
84,12,94,1,Assoc-acdm,5,25,(null),Prof-specialty,Black,Husband,Female,Federal-gov
84,12,94,0,Assoc-acdm,5,25,(null),Prof-specialty,Black,Husband,Male,Federal-gov
84,12,95,1,Assoc-acdm,5,26,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
84,12,95,0,Assoc-acdm,5,26,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
85,12,96,1,Assoc-voc,5,27,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
85,12,96,0,Assoc-voc,5,27,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
86,13,97,1,9th,5,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
86,13,97,0,9th,5,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
87,13,98,1,9th,5,29,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
87,13,98,0,9th,5,29,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
85,12,96,1,HS-grad,2,37,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
85,12,96,0,HS-grad,2,37,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
86,13,97,1,HS-grad,2,38,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
86,13,97,0,HS-grad,2,38,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
87,13,98,1,Prof-school,2,39,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
87,13,98,0,Prof-school,2,39,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
87,18,98,1,Prof-school,2,29,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
87,18,98,0,Prof-school,2,29,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
84,12,94,0,Assoc-acdm,1,25,(null),Prof-specialty,Black,Husband,Female,Federal-gov
84,12,94,1,Assoc-acdm,1,25,(null),Prof-specialty,Black,Husband,Male,Federal-gov
84,12,95,0,Assoc-acdm,1,26,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
84,12,95,1,Assoc-acdm,1,26,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
85,12,96,0,Assoc-voc,2,27,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
85,12,96,1,Assoc-voc,2,27,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
86,13,97,0,9th,2,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
86,13,97,1,9th,2,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
84,12,83,1,HS-grad,1,26,Bachelors,Prof-specialty,Black,Husband,Female,Local-gov
84,12,83,0,HS-grad,1,26,Bachelors,Prof-specialty,Black,Husband,Male,Local-gov
85,12,84,1,HS-grad,2,27,Some-college,Prof-specialty,Black,Not-in-family,Female,Local-gov
85,12,84,0,HS-grad,2,27,Some-college,Prof-specialty,Black,Not-in-family,Male,Local-gov
86,13,85,1,HS-grad,2,28,11th,Prof-specialty,Black,Not-in-family,Female,State-gov
86,13,85,0,HS-grad,2,28,11th,Prof-specialty,Black,Not-in-family,Male,State-gov
87,13,86,1,Prof-school,2,29,Prof-school,Prof-specialty,Black,Other-relative,Female,State-gov
87,13,86,0,Prof-school,2,29,Prof-school,Prof-specialty,Black,Other-relative,Male,State-gov
91,15,91,0,5th-6th,4,32,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
91,15,91,1,5th-6th,4,32,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
92,16,92,0,5th-6th,4,33,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
92,16,92,1,5th-6th,4,33,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
90,15,89,0,Doctorate,4,21,Married-civ-spouse,Prof-specialty,Other,Wife,Female,Private
90,15,89,1,Doctorate,4,21,Married-civ-spouse,Prof-specialty,Other,Wife,Male,Private
90,15,90,0,Doctorate,4,21,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
90,15,90,1,Doctorate,4,21,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
97,17,85,1,Preschool,5,36,11th,Prof-specialty,Other,Not-in-family,Female,State-gov
97,17,85,0,Preschool,5,36,11th,Prof-specialty,Other,Not-in-family,Male,State-gov
98,18,86,1,Preschool,5,38,Prof-school,Prof-specialty,Other,Other-relative,Female,State-gov
98,18,86,0,Preschool,5,38,Prof-school,Prof-specialty,Other,Other-relative,Male,State-gov
90,15,90,0,Masters,0,31,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
90,15,90,1,Masters,0,31,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
91,15,91,0,Masters,0,32,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
91,15,91,1,Masters,0,32,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
92,16,92,0,1st-4th,0,33,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
92,16,92,1,1st-4th,0,33,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
90,10,90,0,Doctorate,0,31,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
90,10,90,1,Doctorate,0,31,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
91,10,91,0,5th-6th,0,32,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
91,10,91,1,5th-6th,0,32,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
90,15,89,0,12th,0,21,Married-civ-spouse,Prof-specialty,Other,Wife,Female,Private
90,15,89,1,12th,0,21,Married-civ-spouse,Prof-specialty,Other,Wife,Male,Private
90,15,90,0,Masters,0,21,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
90,15,90,1,Masters,0,21,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
90,10,89,0,Doctorate,0,21,Married-civ-spouse,Prof-specialty,Other,Wife,Female,Private
90,10,89,1,Doctorate,0,21,Married-civ-spouse,Prof-specialty,Other,Wife,Male,Private
90,10,90,0,Doctorate,0,21,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
90,10,90,1,Doctorate,0,21,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
92,16,79,0,1st-4th,0,33,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
92,16,79,1,1st-4th,0,33,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
93,16,80,0,10th,1,34,Married-spouse-absent,Prof-specialty,Other,Husband,Female,Self-emp-inc
93,16,80,1,10th,1,34,Married-spouse-absent,Prof-specialty,Other,Husband,Male,Self-emp-inc
95,17,82,0,Doctorate,1,35,(null),Prof-specialty,Other,Husband,Female,Federal-gov
95,17,82,1,Doctorate,1,35,(null),Prof-specialty,Other,Husband,Male,Federal-gov
91,10,78,0,5th-6th,0,32,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
91,10,78,1,5th-6th,0,32,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
92,11,79,0,5th-6th,0,33,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
92,11,79,1,5th-6th,0,33,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
90,15,77,0,Masters,0,21,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
90,15,77,1,Masters,0,21,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
91,15,78,0,Masters,0,22,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
91,15,78,1,Masters,0,22,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
92,16,79,0,1st-4th,0,23,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
92,16,79,1,1st-4th,0,23,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
90,10,77,0,Doctorate,0,21,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
90,10,77,1,Doctorate,0,21,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
91,10,78,0,5th-6th,0,22,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
91,10,78,1,5th-6th,0,22,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
80,11,80,1,Masters,4,24,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
80,11,80,0,Masters,4,24,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
81,12,83,1,1st-4th,4,26,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
81,12,83,0,1st-4th,4,26,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
82,13,85,1,10th,4,28,Married-spouse-absent,Prof-specialty,Other,Husband,Female,Self-emp-inc
82,13,85,0,10th,4,28,Married-spouse-absent,Prof-specialty,Other,Husband,Male,Self-emp-inc
84,14,88,1,Doctorate,5,30,(null),Prof-specialty,Other,Husband,Female,Federal-gov
84,14,88,0,Doctorate,5,30,(null),Prof-specialty,Other,Husband,Male,Federal-gov
84,15,90,1,Doctorate,5,32,Bachelors,Prof-specialty,Other,Husband,Female,Local-gov
84,15,90,0,Doctorate,5,32,Bachelors,Prof-specialty,Other,Husband,Male,Local-gov
85,16,92,1,5th-6th,5,34,Some-college,Prof-specialty,Other,Not-in-family,Female,Local-gov
85,16,92,0,5th-6th,5,34,Some-college,Prof-specialty,Other,Not-in-family,Male,Local-gov
86,17,95,1,Preschool,5,36,11th,Prof-specialty,Other,Not-in-family,Female,State-gov
86,17,95,0,Preschool,5,36,11th,Prof-specialty,Other,Not-in-family,Male,State-gov
87,18,97,1,Preschool,5,38,Prof-school,Prof-specialty,Other,Other-relative,Female,State-gov
87,18,97,0,Preschool,5,38,Prof-school,Prof-specialty,Other,Other-relative,Male,State-gov
81,16,92,0,1st-4th,0,33,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
81,16,92,1,1st-4th,0,33,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
82,16,93,0,10th,1,34,Married-spouse-absent,Prof-specialty,Other,Husband,Female,Self-emp-inc
82,16,93,1,10th,1,34,Married-spouse-absent,Prof-specialty,Other,Husband,Male,Self-emp-inc
84,17,94,0,Doctorate,1,35,(null),Prof-specialty,Other,Husband,Female,Federal-gov
84,17,94,1,Doctorate,1,35,(null),Prof-specialty,Other,Husband,Male,Federal-gov
80,10,91,0,5th-6th,0,32,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
80,10,91,1,5th-6th,0,32,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
81,11,92,0,5th-6th,0,33,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
81,11,92,1,5th-6th,0,33,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
79,15,90,0,Masters,0,21,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
79,15,90,1,Masters,0,21,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
80,15,91,0,Masters,0,22,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
80,15,91,1,Masters,0,22,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
81,16,92,0,1st-4th,0,23,Widowed,Prof-specialty,Other,Own-child,Female,Self-emp-inc
81,16,92,1,1st-4th,0,23,Widowed,Prof-specialty,Other,Own-child,Male,Self-emp-inc
79,10,90,0,Doctorate,0,21,Divorced,Prof-specialty,Other,Wife,Female,Self-emp-not-inc
79,10,90,1,Doctorate,0,21,Divorced,Prof-specialty,Other,Wife,Male,Self-emp-not-inc
80,10,91,0,5th-6th,0,22,Separated,Prof-specialty,Other,Own-child,Female,Self-emp-not-inc
80,10,91,1,5th-6th,0,22,Separated,Prof-specialty,Other,Own-child,Male,Self-emp-not-inc
84,15,83,1,Doctorate,1,32,Bachelors,Prof-specialty,Other,Husband,Female,Local-gov
84,15,83,0,Doctorate,1,32,Bachelors,Prof-specialty,Other,Husband,Male,Local-gov
85,16,84,1,5th-6th,2,34,Some-college,Prof-specialty,Other,Not-in-family,Female,Local-gov
85,16,84,0,5th-6th,2,34,Some-college,Prof-specialty,Other,Not-in-family,Male,Local-gov
86,17,85,1,Preschool,2,36,11th,Prof-specialty,Other,Not-in-family,Female,State-gov
86,17,85,0,Preschool,2,36,11th,Prof-specialty,Other,Not-in-family,Male,State-gov
87,18,86,1,Preschool,2,38,Prof-school,Prof-specialty,Other,Other-relative,Female,State-gov
87,18,86,0,Preschool,2,38,Prof-school,Prof-specialty,Other,Other-relative,Male,State-gov
92,17,83,1,9th,5,36,Bachelors,Prof-specialty,Other,Husband,Female,Local-gov
92,17,83,0,9th,5,36,Bachelors,Prof-specialty,Other,Husband,Male,Local-gov
93,17,84,1,9th,5,37,Some-college,Prof-specialty,Other,Not-in-family,Female,Local-gov
93,17,84,0,9th,5,37,Some-college,Prof-specialty,Other,Not-in-family,Male,Local-gov
93,18,85,1,9th,5,38,11th,Prof-specialty,Other,Not-in-family,Female,State-gov
93,18,85,0,9th,5,38,11th,Prof-specialty,Other,Not-in-family,Male,State-gov
94,18,86,1,7th-8th,5,39,Prof-school,Prof-specialty,Other,Other-relative,Female,State-gov
94,18,86,0,7th-8th,5,39,Prof-school,Prof-specialty,Other,Other-relative,Male,State-gov
94,18,86,1,Prof-school,5,39,Prof-school,Prof-specialty,Other,Other-relative,Female,State-gov
94,18,86,0,Prof-school,5,39,Prof-school,Prof-specialty,Other,Other-relative,Male,State-gov
87,18,97,1,9th,5,38,Prof-school,Prof-specialty,Other,Other-relative,Female,State-gov
87,18,97,0,9th,5,38,Prof-school,Prof-specialty,Other,Other-relative,Male,State-gov
79,15,76,0,Assoc-acdm,0,31,Married-civ-spouse,Prof-specialty,Other,Wife,Female,Private
79,15,76,1,Assoc-acdm,0,31,Married-civ-spouse,Prof-specialty,Other,Wife,Male,Private
90,0,89,0,12th,4,21,Married-civ-spouse,Prof-specialty,Black,Wife,Female,Private
