age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,occupation,output,race,relationship,sex,workclass
100,White,capital-loss_13,0,Bachelors,9,11,Married-civ-spouse,Transport-moving,0.4813160613336649,Asian-Pac-Islander,Unmarried,Female,Without-pay
100,White,capital-loss_13,1,Bachelors,9,11,Married-civ-spouse,Transport-moving,0.5018328048155088,Asian-Pac-Islander,Unmarried,Male,Without-pay
15,Black,capital-loss_18,0,11th,12,11,Married-civ-spouse,Priv-house-serv,0.4982549619001849,Other,Wife,Male,Without-pay
15,Black,capital-loss_18,1,11th,12,11,Married-civ-spouse,Priv-house-serv,0.5019170249941219,Other,Wife,Female,Without-pay
79,capital-gain_19,capital-loss_18,1,Bachelors,11,17,Separated,Protective-serv,0.5055320091615431,Asian-Pac-Islander,Wife,Male,Federal-gov
79,capital-gain_19,capital-loss_18,0,Bachelors,11,17,Separated,Protective-serv,0.4850110335134892,Asian-Pac-Islander,Wife,Female,Federal-gov
70,capital-gain_12,capital-loss_19,1,Bachelors,16,41,Divorced,Machine-op-inspct,0.5113455546441527,Asian-Pac-Islander,Husband,Male,State-gov
70,capital-gain_12,capital-loss_19,0,Bachelors,16,41,Divorced,Machine-op-inspct,0.4937424052823667,Asian-Pac-Islander,Husband,Female,State-gov
99,capital-gain_16,White,1,10th,11,21,Never-married,Prof-specialty,0.5069178398478387,White,Wife,Male,Without-pay
99,capital-gain_16,White,0,10th,11,21,Never-married,Prof-specialty,0.4863973753094119,White,Wife,Female,Without-pay
99,Amer-Indian-Eskimo,capital-loss_9,0,Bachelors,1,91,Married-civ-spouse,Farming-fishing,0.4983831998433601,White,Wife,Female,Self-emp-not-inc
99,Amer-Indian-Eskimo,capital-loss_9,1,Bachelors,1,91,Married-civ-spouse,Farming-fishing,0.5158758125814633,White,Wife,Male,Self-emp-not-inc
100,Asian-Pac-Islander,capital-loss_13,0,10th,6,51,Separated,Transport-moving,0.4946013104970697,White,Husband,Male,Without-pay
100,Asian-Pac-Islander,capital-loss_13,1,10th,6,51,Separated,Transport-moving,0.5051762102499616,White,Husband,Female,Without-pay
75,White,capital-loss_9,1,10th,14,32,Divorced,Prof-specialty,0.5201356827108421,White,Husband,Male,Self-emp-not-inc
75,White,capital-loss_9,0,10th,14,32,Divorced,Prof-specialty,0.4996214807756646,White,Husband,Female,Self-emp-not-inc
95,Amer-Indian-Eskimo,capital-loss_11,1,10th,13,66,Widowed,Transport-moving,0.5095580794003529,Asian-Pac-Islander,Not-in-family,Male,Federal-gov
95,Amer-Indian-Eskimo,capital-loss_11,0,10th,13,66,Widowed,Transport-moving,0.4985886551670367,Asian-Pac-Islander,Not-in-family,Female,Federal-gov
75,capital-gain_19,capital-loss_16,0,Doctorate,15,41,Married-spouse-absent,Priv-house-serv,0.4993769827729181,White,Husband,Female,State-gov
75,capital-gain_19,capital-loss_16,1,Doctorate,15,41,Married-spouse-absent,Priv-house-serv,0.5198918142346574,White,Husband,Male,State-gov
69,capital-gain_19,capital-loss_9,0,Preschool,8,52,Divorced,Prof-specialty,0.4449998458062184,Asian-Pac-Islander,Husband,Male,Self-emp-not-inc
69,capital-gain_19,capital-loss_9,1,Preschool,8,52,Divorced,Prof-specialty,0.5158336549247684,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc
91,capital-gain_9,capital-loss_7,1,12th,10,31,Divorced,Prof-specialty,0.5192266921915524,Asian-Pac-Islander,Husband,Male,Without-pay
91,capital-gain_9,capital-loss_7,0,12th,10,31,Divorced,Prof-specialty,0.4987097709206581,Asian-Pac-Islander,Husband,Female,Without-pay
30,Asian-Pac-Islander,capital-loss_10,1,Assoc-acdm,1,70,Divorced,Farming-fishing,0.6281665050766487,White,Husband,Male,Without-pay
30,Asian-Pac-Islander,capital-loss_10,0,Assoc-acdm,1,70,Divorced,Farming-fishing,0.4969018498204021,White,Husband,Female,Without-pay
70,capital-gain_16,capital-loss_12,1,Assoc-voc,9,40,Divorced,Tech-support,0.5698049334383888,Asian-Pac-Islander,Wife,Female,Federal-gov
70,capital-gain_16,capital-loss_12,0,Assoc-voc,9,40,Divorced,Tech-support,0.4991998381292949,Asian-Pac-Islander,Wife,Male,Federal-gov
60,capital-gain_19,capital-loss_10,0,12th,12,61,Divorced,Transport-moving,0.4986399147677796,Amer-Indian-Eskimo,Husband,Male,State-gov
60,capital-gain_19,capital-loss_10,1,12th,12,61,Divorced,Transport-moving,0.5666518423070278,Amer-Indian-Eskimo,Husband,Female,State-gov
51,Black,Amer-Indian-Eskimo,1,HS-grad,4,61,Separated,Transport-moving,0.5090084757354395,Other,Not-in-family,Male,Self-emp-not-inc
51,Black,Amer-Indian-Eskimo,0,HS-grad,4,61,Separated,Transport-moving,0.4980381529874234,Other,Not-in-family,Female,Self-emp-not-inc
70,capital-gain_10,capital-loss_9,1,10th,16,51,Divorced,Protective-serv,0.5150528645494298,White,Husband,Male,Without-pay
70,capital-gain_10,capital-loss_9,0,10th,16,51,Divorced,Protective-serv,0.494531581298371,White,Husband,Female,Without-pay
49,capital-gain_13,capital-loss_9,1,12th,9,41,Married-AF-spouse,Transport-moving,0.5483568737976509,White,Other-relative,Female,Without-pay
49,capital-gain_13,capital-loss_9,0,12th,9,41,Married-AF-spouse,Transport-moving,0.4774602633205913,White,Other-relative,Male,Without-pay
70,Amer-Indian-Eskimo,capital-loss_10,0,Doctorate,14,61,Widowed,Prof-specialty,0.4999144971379032,Other,Other-relative,Female,Federal-gov
70,Amer-Indian-Eskimo,capital-loss_10,1,Doctorate,14,61,Widowed,Prof-specialty,0.5108836086383828,Other,Other-relative,Male,Federal-gov
40,capital-gain_14,capital-loss_12,1,Some-college,16,23,Married-spouse-absent,Sales,0.5151964994019237,Asian-Pac-Islander,Other-relative,Female,Local-gov
40,capital-gain_14,capital-loss_12,0,Some-college,16,23,Married-spouse-absent,Sales,0.4443695286946432,Asian-Pac-Islander,Other-relative,Male,Local-gov
100,capital-gain_18,capital-loss_19,1,10th,16,31,Never-married,Transport-moving,0.5053951732386074,White,Husband,Male,Without-pay
100,capital-gain_18,capital-loss_19,0,10th,16,31,Never-married,Transport-moving,0.4848744244604725,White,Husband,Female,Without-pay
100,Amer-Indian-Eskimo,capital-loss_12,1,10th,11,91,Separated,Transport-moving,0.5092396647426987,Amer-Indian-Eskimo,Own-child,Male,Without-pay
100,Amer-Indian-Eskimo,capital-loss_12,0,10th,11,91,Separated,Transport-moving,0.4982696542676601,Amer-Indian-Eskimo,Own-child,Female,Without-pay
60,capital-gain_10,capital-loss_9,0,HS-grad,13,23,Divorced,Armed-Forces,0.4814435574190825,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc
60,capital-gain_10,capital-loss_9,1,HS-grad,13,23,Divorced,Armed-Forces,0.5523073589597459,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc
39,Amer-Indian-Eskimo,capital-loss_13,1,1st-4th,11,3,Married-civ-spouse,Adm-clerical,0.5145325844170733,White,Unmarried,Male,Without-pay
39,Amer-Indian-Eskimo,capital-loss_13,0,1st-4th,11,3,Married-civ-spouse,Adm-clerical,0.3825801727415828,White,Unmarried,Female,Without-pay
20,Amer-Indian-Eskimo,capital-loss_9,1,10th,4,78,Married-AF-spouse,Transport-moving,0.5467072509613949,White,Husband,Male,Federal-gov
20,Amer-Indian-Eskimo,capital-loss_9,0,10th,4,78,Married-AF-spouse,Transport-moving,0.4135326290224735,White,Husband,Female,Federal-gov
50,Amer-Indian-Eskimo,Amer-Indian-Eskimo,1,Masters,13,72,Never-married,Tech-support,0.5095413961879068,Other,Own-child,Male,Local-gov
50,Amer-Indian-Eskimo,Amer-Indian-Eskimo,0,Masters,13,72,Never-married,Tech-support,0.4985710123345195,Other,Own-child,Female,Local-gov
99,Asian-Pac-Islander,capital-loss_16,0,HS-grad,11,14,Separated,Transport-moving,0.4943838991371229,White,Other-relative,Male,Without-pay
99,Asian-Pac-Islander,capital-loss_16,1,HS-grad,11,14,Separated,Transport-moving,0.5049587948440901,White,Other-relative,Female,Without-pay
100,capital-gain_11,Black,0,Doctorate,1,25,Married-AF-spouse,Priv-house-serv,0.4816662944639825,Other,Own-child,Female,Federal-gov
100,capital-gain_11,Black,1,Doctorate,1,25,Married-AF-spouse,Priv-house-serv,0.5021813671473614,Other,Own-child,Male,Federal-gov
72,capital-gain_8,Amer-Indian-Eskimo,1,Bachelors,5,10,Married-civ-spouse,Protective-serv,0.5006683762860795,Asian-Pac-Islander,Wife,Male,Local-gov
72,capital-gain_8,Amer-Indian-Eskimo,0,Bachelors,5,10,Married-civ-spouse,Protective-serv,0.4801535922932265,Asian-Pac-Islander,Wife,Female,Local-gov
60,Amer-Indian-Eskimo,Amer-Indian-Eskimo,1,Doctorate,12,72,Married-spouse-absent,Adm-clerical,0.5102747219496307,Amer-Indian-Eskimo,Other-relative,Male,State-gov
60,Amer-Indian-Eskimo,Amer-Indian-Eskimo,0,Doctorate,12,72,Married-spouse-absent,Adm-clerical,0.4993053381144159,Amer-Indian-Eskimo,Other-relative,Female,State-gov
49,Asian-Pac-Islander,Asian-Pac-Islander,0,Masters,11,70,Separated,Adm-clerical,0.4943524318774572,White,Wife,Female,Without-pay
49,Asian-Pac-Islander,Asian-Pac-Islander,1,Masters,11,70,Separated,Adm-clerical,0.5053237750785831,White,Wife,Male,Without-pay
20,capital-gain_9,capital-loss_8,1,Bachelors,15,30,Divorced,Protective-serv,0.500118404624633,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov
20,capital-gain_9,capital-loss_8,0,Bachelors,15,30,Divorced,Protective-serv,0.4295271917248222,Amer-Indian-Eskimo,Not-in-family,Male,Federal-gov
69,Amer-Indian-Eskimo,capital-loss_11,1,11th,3,71,Married-civ-spouse,Transport-moving,0.5150485769035515,White,Wife,Male,Self-emp-not-inc
69,Amer-Indian-Eskimo,capital-loss_11,0,11th,3,71,Married-civ-spouse,Transport-moving,0.4987410929579424,White,Wife,Female,Self-emp-not-inc
40,Amer-Indian-Eskimo,capital-loss_19,1,10th,11,21,Married-AF-spouse,Prof-specialty,0.5327022168318686,White,Husband,Male,Without-pay
40,Amer-Indian-Eskimo,capital-loss_19,0,10th,11,21,Married-AF-spouse,Prof-specialty,0.4929178623565728,White,Husband,Female,Without-pay
57,capital-gain_6,capital-loss_13,0,Some-college,13,21,Divorced,Protective-serv,0.4353247069395763,Amer-Indian-Eskimo,Husband,Male,Federal-gov
57,capital-gain_6,capital-loss_13,1,Some-college,13,21,Divorced,Protective-serv,0.5060235625855249,Amer-Indian-Eskimo,Husband,Female,Federal-gov
10,Amer-Indian-Eskimo,capital-loss_19,1,Doctorate,1,70,Married-AF-spouse,Protective-serv,0.5062541381894178,White,Other-relative,Male,Federal-gov
10,Amer-Indian-Eskimo,capital-loss_19,0,Doctorate,1,70,Married-AF-spouse,Protective-serv,0.3782707969277837,White,Other-relative,Female,Federal-gov
19,capital-gain_11,capital-loss_10,0,Preschool,11,2,Divorced,Protective-serv,0.4563768516721905,White,Wife,Male,Without-pay
19,capital-gain_11,capital-loss_10,1,Preschool,11,2,Divorced,Protective-serv,0.5273024095073148,White,Wife,Female,Without-pay
30,Asian-Pac-Islander,Amer-Indian-Eskimo,0,HS-grad,11,62,Never-married,Protective-serv,0.4986110663377285,Amer-Indian-Eskimo,Husband,Female,Without-pay
30,Asian-Pac-Islander,Amer-Indian-Eskimo,1,HS-grad,11,62,Never-married,Protective-serv,0.5095816741930277,Amer-Indian-Eskimo,Husband,Male,Without-pay
70,capital-gain_14,capital-loss_19,1,Prof-school,3,19,Married-AF-spouse,Tech-support,0.5167611893306293,Asian-Pac-Islander,Not-in-family,Female,Federal-gov
70,capital-gain_14,capital-loss_19,0,Prof-school,3,19,Married-AF-spouse,Tech-support,0.4459167290829683,Asian-Pac-Islander,Not-in-family,Male,Federal-gov
49,capital-gain_10,Amer-Indian-Eskimo,1,Doctorate,11,11,Divorced,Transport-moving,0.5192756740940103,Black,Wife,Female,Without-pay
49,capital-gain_10,Amer-Indian-Eskimo,0,Doctorate,11,11,Divorced,Transport-moving,0.448405835361039,Black,Wife,Male,Without-pay
99,Amer-Indian-Eskimo,capital-loss_13,0,Prof-school,12,91,Widowed,Tech-support,0.4982868202017999,Asian-Pac-Islander,Husband,Female,Without-pay
99,Amer-Indian-Eskimo,capital-loss_13,1,Prof-school,12,91,Widowed,Tech-support,0.5092563483337829,Asian-Pac-Islander,Husband,Male,Without-pay
10,Amer-Indian-Eskimo,capital-loss_9,0,Bachelors,15,91,Separated,Protective-serv,0.4919267757219633,Amer-Indian-Eskimo,Own-child,Female,State-gov
10,Amer-Indian-Eskimo,capital-loss_9,1,Bachelors,15,91,Separated,Protective-serv,0.5041656424375079,Amer-Indian-Eskimo,Own-child,Male,State-gov
39,capital-gain_17,capital-loss_7,1,HS-grad,5,49,Divorced,Craft-repair,0.5689327497816864,Other,Other-relative,Female,State-gov
39,capital-gain_17,capital-loss_7,0,HS-grad,5,49,Divorced,Craft-repair,0.4983119730709129,Other,Other-relative,Male,State-gov
99,Asian-Pac-Islander,capital-loss_19,1,Preschool,2,21,Separated,Tech-support,0.5026546169235133,Amer-Indian-Eskimo,Unmarried,Female,Local-gov
99,Asian-Pac-Islander,capital-loss_19,0,Preschool,2,21,Separated,Tech-support,0.4920800098601008,Amer-Indian-Eskimo,Unmarried,Male,Local-gov
39,capital-gain_10,Amer-Indian-Eskimo,1,Doctorate,11,31,Divorced,Transport-moving,0.5704013000411462,White,Wife,Female,Without-pay
39,capital-gain_10,Amer-Indian-Eskimo,0,Doctorate,11,31,Divorced,Transport-moving,0.4998082816694756,White,Wife,Male,Without-pay
32,Other,capital-loss_9,0,10th,1,31,Widowed,Priv-house-serv,0.4995082320368501,Other,Wife,Male,Without-pay
32,Other,capital-loss_9,1,10th,1,31,Widowed,Priv-house-serv,0.5100816829282547,Other,Wife,Female,Without-pay
60,capital-gain_15,capital-loss_12,0,11th,10,61,Divorced,Tech-support,0.4816717707207723,Other,Husband,Female,Local-gov
60,capital-gain_15,capital-loss_12,1,11th,10,61,Divorced,Tech-support,0.502188400361144,Other,Husband,Male,Local-gov
38,capital-gain_16,capital-loss_10,1,Masters,11,51,Divorced,Transport-moving,0.5264815912306791,White,Husband,Female,Self-emp-inc
38,capital-gain_16,capital-loss_10,0,Masters,11,51,Divorced,Transport-moving,0.4555600952518187,White,Husband,Male,Self-emp-inc
28,capital-gain_10,capital-loss_10,1,10th,12,36,Divorced,Priv-house-serv,0.5694211555255643,Other,Other-relative,Female,Local-gov
28,capital-gain_10,capital-loss_10,0,10th,12,36,Divorced,Priv-house-serv,0.4988090716472143,Other,Other-relative,Male,Local-gov
10,Black,capital-loss_10,1,1st-4th,1,51,Divorced,Adm-clerical,0.6264795760219819,Asian-Pac-Islander,Husband,Male,Without-pay
10,Black,capital-loss_10,0,1st-4th,1,51,Divorced,Adm-clerical,0.4988088928342946,Asian-Pac-Islander,Husband,Female,Without-pay
100,capital-gain_9,capital-loss_18,0,Masters,7,41,Divorced,Prof-specialty,0.4966826627645286,White,Not-in-family,Female,Without-pay
100,capital-gain_9,capital-loss_18,1,Masters,7,41,Divorced,Prof-specialty,0.5172018739703272,White,Not-in-family,Male,Without-pay
10,capital-gain_10,Amer-Indian-Eskimo,1,Doctorate,15,16,Widowed,Adm-clerical,0.5149441244031117,Other,Wife,Male,Federal-gov
10,capital-gain_10,Amer-Indian-Eskimo,0,Doctorate,15,16,Widowed,Adm-clerical,0.4315995979512151,Other,Wife,Female,Federal-gov
53,Amer-Indian-Eskimo,capital-loss_19,0,Assoc-voc,11,11,Never-married,Transport-moving,0.4976582400364158,Black,Wife,Male,State-gov
53,Amer-Indian-Eskimo,capital-loss_19,1,Assoc-voc,11,11,Never-married,Transport-moving,0.5082326541030385,Black,Wife,Female,State-gov
100,capital-gain_11,capital-loss_19,0,Bachelors,11,15,Married-spouse-absent,Adm-clerical,0.4868032296393781,Asian-Pac-Islander,Husband,Female,State-gov
100,capital-gain_11,capital-loss_19,1,Bachelors,11,15,Married-spouse-absent,Adm-clerical,0.5073247377834746,Asian-Pac-Islander,Husband,Male,State-gov
42,Amer-Indian-Eskimo,Amer-Indian-Eskimo,0,10th,11,61,Married-civ-spouse,Prof-specialty,0.4912903477094786,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc
42,Amer-Indian-Eskimo,Amer-Indian-Eskimo,1,10th,11,61,Married-civ-spouse,Prof-specialty,0.5022605205537013,Asian-Pac-Islander,Husband,Male,Self-emp-not-inc
78,Black,capital-loss_19,0,Doctorate,16,23,Divorced,Tech-support,0.4973037206227301,Asian-Pac-Islander,Not-in-family,Female,Private
78,Black,capital-loss_19,1,Doctorate,16,23,Divorced,Tech-support,0.5728453228074172,Asian-Pac-Islander,Not-in-family,Male,Private
100,capital-gain_16,capital-loss_19,0,Assoc-voc,2,40,Married-civ-spouse,Sales,0.4801276456656695,Black,Wife,Female,Private
100,capital-gain_16,capital-loss_19,1,Assoc-voc,2,40,Married-civ-spouse,Sales,0.5006414350328683,Black,Wife,Male,Private
57,Asian-Pac-Islander,capital-loss_14,1,Doctorate,1,31,Married-spouse-absent,Prof-specialty,0.510080372159125,White,Other-relative,Female,Without-pay
57,Asian-Pac-Islander,capital-loss_14,0,Doctorate,1,31,Married-spouse-absent,Prof-specialty,0.4995069207359369,White,Other-relative,Male,Without-pay
79,Amer-Indian-Eskimo,Other,0,Doctorate,11,15,Married-civ-spouse,Armed-Forces,0.4686340943192204,White,Husband,Female,State-gov
79,Amer-Indian-Eskimo,Other,1,Doctorate,11,15,Married-civ-spouse,Armed-Forces,0.5308546371456709,White,Husband,Male,State-gov
55,Amer-Indian-Eskimo,capital-loss_13,1,Bachelors,11,81,Separated,Protective-serv,0.5087575002173138,White,Husband,Male,State-gov
55,Amer-Indian-Eskimo,capital-loss_13,0,Bachelors,11,81,Separated,Protective-serv,0.4977868641905013,White,Husband,Female,State-gov
20,capital-gain_10,Amer-Indian-Eskimo,1,1st-4th,16,41,Divorced,Sales,0.5645916585107307,Black,Not-in-family,Female,Private
20,capital-gain_10,Amer-Indian-Eskimo,0,1st-4th,16,41,Divorced,Sales,0.4938912749144155,Black,Not-in-family,Male,Private
63,Amer-Indian-Eskimo,Amer-Indian-Eskimo,0,Bachelors,11,96,Married-spouse-absent,Transport-moving,0.4990173292891239,White,Wife,Female,Without-pay
63,Amer-Indian-Eskimo,Amer-Indian-Eskimo,1,Bachelors,11,96,Married-spouse-absent,Transport-moving,0.5099865922273269,White,Wife,Male,Without-pay
82,Amer-Indian-Eskimo,capital-loss_5,0,Prof-school,5,50,Married-civ-spouse,Sales,0.4802985323581902,Amer-Indian-Eskimo,Unmarried,Female,Private
82,Amer-Indian-Eskimo,capital-loss_5,1,Prof-school,5,50,Married-civ-spouse,Sales,0.500640242941931,Amer-Indian-Eskimo,Unmarried,Male,Private
64,Amer-Indian-Eskimo,Amer-Indian-Eskimo,1,1st-4th,13,71,Married-spouse-absent,Craft-repair,0.5089758229545833,Other,Husband,Male,Without-pay
64,Amer-Indian-Eskimo,Amer-Indian-Eskimo,0,1st-4th,13,71,Married-spouse-absent,Craft-repair,0.4980054901533696,Other,Husband,Female,Without-pay
82,Amer-Indian-Eskimo,capital-loss_13,0,HS-grad,11,71,Widowed,Priv-house-serv,0.4975329539710126,White,Other-relative,Female,Local-gov
82,Amer-Indian-Eskimo,capital-loss_13,1,HS-grad,11,71,Widowed,Priv-house-serv,0.5085041367888699,White,Other-relative,Male,Local-gov
90,capital-gain_19,capital-loss_19,1,Some-college,10,32,Married-civ-spouse,Armed-Forces,0.5348893810759224,Black,Husband,Female,Without-pay
90,capital-gain_19,capital-loss_19,0,Some-college,10,32,Married-civ-spouse,Armed-Forces,0.4655003952376182,Black,Husband,Male,Without-pay
40,capital-gain_15,capital-loss_8,1,HS-grad,9,11,Never-married,Machine-op-inspct,0.5341186260622799,Black,Own-child,Female,Local-gov
40,capital-gain_15,capital-loss_8,0,HS-grad,9,11,Never-married,Machine-op-inspct,0.4631740642891258,Black,Own-child,Male,Local-gov
20,capital-gain_9,capital-loss_8,1,Doctorate,12,29,Married-AF-spouse,Sales,0.554809776020712,Black,Unmarried,Female,Federal-gov
20,capital-gain_9,capital-loss_8,0,Doctorate,12,29,Married-AF-spouse,Sales,0.4839728266247313,Black,Unmarried,Male,Federal-gov
93,capital-gain_18,capital-loss_9,0,Doctorate,7,52,Married-AF-spouse,Transport-moving,0.4803287943348721,White,Husband,Female,State-gov
93,capital-gain_18,capital-loss_9,1,Doctorate,7,52,Married-AF-spouse,Transport-moving,0.5008440903751123,White,Husband,Male,State-gov
60,capital-gain_19,capital-loss_9,1,1st-4th,10,62,Divorced,Tech-support,0.5083961640209681,White,Not-in-family,Female,Self-emp-not-inc
60,capital-gain_19,capital-loss_9,0,1st-4th,10,62,Divorced,Tech-support,0.4376592817300995,White,Not-in-family,Male,Self-emp-not-inc
70,capital-gain_19,capital-loss_19,0,Some-college,14,11,Separated,Adm-clerical,0.4387653190720514,Black,Husband,Male,Self-emp-not-inc
70,capital-gain_19,capital-loss_19,1,Some-college,14,11,Separated,Adm-clerical,0.5095183971530548,Black,Husband,Female,Self-emp-not-inc
20,Amer-Indian-Eskimo,capital-loss_19,1,Doctorate,2,80,Married-AF-spouse,Armed-Forces,0.5072834703753253,Other,Not-in-family,Male,Federal-gov
20,Amer-Indian-Eskimo,capital-loss_19,0,Doctorate,2,80,Married-AF-spouse,Armed-Forces,0.3792413803938128,Other,Not-in-family,Female,Federal-gov
31,Amer-Indian-Eskimo,capital-loss_15,0,HS-grad,2,68,Married-civ-spouse,Handlers-cleaners,0.4999292790894455,White,Husband,Female,Self-emp-not-inc
31,Amer-Indian-Eskimo,capital-loss_15,1,HS-grad,2,68,Married-civ-spouse,Handlers-cleaners,0.51089909849281,White,Husband,Male,Self-emp-not-inc
70,capital-gain_19,capital-loss_9,0,Assoc-voc,10,21,Married-spouse-absent,Handlers-cleaners,0.4459835309039757,Amer-Indian-Eskimo,Unmarried,Male,Self-emp-inc
70,capital-gain_19,capital-loss_9,1,Assoc-voc,10,21,Married-spouse-absent,Handlers-cleaners,0.516830728997227,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc
60,Other,Amer-Indian-Eskimo,1,12th,1,11,Married-spouse-absent,Priv-house-serv,0.5082867603513003,Black,Husband,Female,State-gov
60,Other,Amer-Indian-Eskimo,0,12th,1,11,Married-spouse-absent,Priv-house-serv,0.4977127175143164,Black,Husband,Male,State-gov
80,capital-gain_19,capital-loss_19,0,Prof-school,10,12,Separated,Exec-managerial,0.4309211353316881,White,Husband,Male,Self-emp-not-inc
80,capital-gain_19,capital-loss_19,1,Prof-school,10,12,Separated,Exec-managerial,0.5015400301393852,White,Husband,Female,Self-emp-not-inc
97,Asian-Pac-Islander,capital-loss_7,0,Some-college,5,93,Widowed,Tech-support,0.4894435300071175,White,Wife,Female,Self-emp-inc
