age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,occupation,race,relationship,sex,workclass
90,11.0,18.0,1,16,4,21,5,9,3,5,1,2
90,11.0,18.0,1,1,4,22,3,9,3,5,0,4
90,11.0,18.0,1,1,4,22,3,9,3,5,1,4
91,12.0,18.0,1,1,4,24,9,9,3,3,0,4
91,12.0,18.0,1,1,4,24,9,9,3,3,1,4
92,13.0,18.0,1,11,4,26,11,9,3,3,0,3
92,13.0,18.0,1,11,4,26,11,9,3,3,1,3
93,14.0,18.0,1,15,4,28,6,9,3,0,0,3
93,14.0,18.0,1,15,4,28,6,9,3,0,1,3
97,12.0,16.0,1,1,4,33,11,9,3,3,0,3
97,12.0,16.0,1,1,4,33,11,9,3,3,1,3
97,12.0,16.0,1,1,4,34,6,9,3,0,0,3
97,12.0,16.0,1,1,4,34,6,9,3,0,1,3
98,13.0,16.0,1,11,5,35,0,9,3,0,0,0
98,13.0,16.0,1,11,5,35,0,9,3,0,1,0
98,13.0,16.0,1,11,5,36,2,9,3,0,0,1
98,13.0,16.0,1,11,5,36,2,9,3,0,1,1
98,13.0,17.0,1,11,5,37,10,9,3,1,0,1
98,13.0,17.0,1,11,5,37,10,9,3,1,1,1
99,14.0,17.0,1,11,5,38,1,9,3,1,0,5
99,14.0,17.0,1,11,5,38,1,9,3,1,1,5
99,14.0,17.0,1,15,5,39,8,9,3,2,0,5
99,14.0,17.0,1,15,5,39,8,9,3,2,1,5
96,18.0,17.0,1,11,5,27,10,9,3,1,0,1
96,18.0,17.0,1,11,5,27,10,9,3,1,1,1
97,19.0,17.0,1,11,5,28,1,9,3,1,0,5
97,19.0,17.0,1,11,5,28,1,9,3,1,1,5
98,19.0,17.0,1,15,5,29,8,9,3,2,0,5
98,19.0,17.0,1,15,5,29,8,9,3,2,1,5
93,12.0,16.0,1,15,4,24,6,9,3,0,0,3
93,12.0,16.0,1,15,4,24,6,9,3,0,1,3
95,13.0,16.0,1,7,5,25,0,9,3,0,0,0
95,13.0,16.0,1,7,5,25,0,9,3,0,1,0
95,13.0,16.0,1,7,5,26,2,9,3,0,0,1
95,13.0,16.0,1,7,5,26,2,9,3,0,1,1
96,13.0,17.0,1,8,5,27,10,9,3,1,0,1
96,13.0,17.0,1,8,5,27,10,9,3,1,1,1
97,14.0,17.0,1,6,5,28,1,9,3,1,0,5
97,14.0,17.0,1,6,5,28,1,9,3,1,1,5
98,14.0,17.0,1,6,5,29,8,9,3,2,0,5
98,14.0,17.0,1,6,5,29,8,9,3,2,1,5
96,18.0,19.0,1,11,2,37,10,9,3,1,0,1
96,18.0,19.0,1,11,2,37,10,9,3,1,1,1
97,19.0,19.0,1,11,2,38,1,9,3,1,0,5
97,19.0,19.0,1,11,2,38,1,9,3,1,1,5
95,13.0,19.0,1,7,1,35,0,9,3,0,0,0
95,13.0,19.0,1,7,1,35,0,9,3,0,1,0
95,13.0,19.0,1,7,1,36,2,9,3,0,0,1
95,13.0,19.0,1,7,1,36,2,9,3,0,1,1
96,13.0,19.0,1,8,2,37,10,9,3,1,0,1
96,13.0,19.0,1,8,2,37,10,9,3,1,1,1
97,14.0,19.0,1,6,2,38,1,9,3,1,0,5
97,14.0,19.0,1,6,2,38,1,9,3,1,1,5
97,18.0,19.0,1,6,2,28,1,9,3,1,0,5
97,18.0,19.0,1,6,2,28,1,9,3,1,1,5
98,19.0,19.0,1,6,2,29,8,9,3,2,0,5
98,19.0,19.0,1,6,2,29,8,9,3,2,1,5
95,13.0,16.0,1,11,1,36,2,9,3,0,0,1
95,13.0,16.0,1,11,1,36,2,9,3,0,1,1
96,18.0,17.0,1,11,2,27,10,9,3,1,0,1
96,18.0,17.0,1,11,2,27,10,9,3,1,1,1
97,19.0,17.0,1,11,2,28,1,9,3,1,0,5
97,19.0,17.0,1,11,2,28,1,9,3,1,1,5
95,13.0,16.0,1,7,1,25,0,9,3,0,0,0
95,13.0,16.0,1,7,1,25,0,9,3,0,1,0
95,13.0,16.0,1,7,1,26,2,9,3,0,0,1
95,13.0,16.0,1,7,1,26,2,9,3,0,1,1
96,13.0,17.0,1,8,2,27,10,9,3,1,0,1
96,13.0,17.0,1,8,2,27,10,9,3,1,1,1
97,14.0,17.0,1,6,2,28,1,9,3,1,0,5
97,14.0,17.0,1,6,2,28,1,9,3,1,1,5
82,12.0,18.0,1,15,4,24,6,9,3,0,0,3
82,12.0,18.0,1,15,4,24,6,9,3,0,1,3
84,13.0,19.0,1,7,5,25,0,9,3,0,0,0
84,13.0,19.0,1,7,5,25,0,9,3,0,1,0
84,13.0,19.0,1,7,5,26,2,9,3,0,0,1
84,13.0,19.0,1,7,5,26,2,9,3,0,1,1
85,13.0,19.0,1,8,5,27,10,9,3,1,0,1
85,13.0,19.0,1,8,5,27,10,9,3,1,1,1
86,14.0,19.0,1,6,5,28,1,9,3,1,0,5
86,14.0,19.0,1,6,5,28,1,9,3,1,1,5
87,14.0,19.0,1,6,5,29,8,9,3,2,0,5
87,14.0,19.0,1,6,5,29,8,9,3,2,1,5
85,13.0,19.0,1,11,2,37,10,9,3,1,0,1
85,13.0,19.0,1,11,2,37,10,9,3,1,1,1
86,14.0,19.0,1,11,2,38,1,9,3,1,0,5
86,14.0,19.0,1,11,2,38,1,9,3,1,1,5
87,14.0,19.0,1,15,2,39,8,9,3,2,0,5
87,14.0,19.0,1,15,2,39,8,9,3,2,1,5
87,19.0,19.0,1,15,2,29,8,9,3,2,0,5
87,19.0,19.0,1,15,2,29,8,9,3,2,1,5
84,13.0,19.0,1,7,1,25,0,9,3,0,0,0
84,13.0,19.0,1,7,1,25,0,9,3,0,1,0
84,13.0,19.0,1,7,1,26,2,9,3,0,0,1
84,13.0,19.0,1,7,1,26,2,9,3,0,1,1
85,13.0,19.0,1,8,2,27,10,9,3,1,0,1
85,13.0,19.0,1,8,2,27,10,9,3,1,1,1
86,14.0,19.0,1,6,2,28,1,9,3,1,0,5
86,14.0,19.0,1,6,2,28,1,9,3,1,1,5
84,13.0,16.0,1,11,1,26,2,9,3,0,0,1
84,13.0,16.0,1,11,1,26,2,9,3,0,1,1
85,13.0,17.0,1,11,2,27,10,9,3,1,0,1
85,13.0,17.0,1,11,2,27,10,9,3,1,1,1
86,14.0,17.0,1,11,2,28,1,9,3,1,0,5
86,14.0,17.0,1,11,2,28,1,9,3,1,1,5
87,14.0,17.0,1,15,2,29,8,9,3,2,0,5
87,14.0,17.0,1,15,2,29,8,9,3,2,1,5
91,16.0,18.0,1,4,4,32,9,9,4,3,0,4
91,16.0,18.0,1,4,4,32,9,9,4,3,1,4
92,17.0,18.0,1,4,4,33,11,9,4,3,0,3
92,17.0,18.0,1,4,4,33,11,9,4,3,1,3
90,16.0,18.0,1,10,4,21,5,9,4,5,0,2
90,16.0,18.0,1,10,4,21,5,9,4,5,1,2
90,16.0,18.0,1,10,4,21,3,9,4,5,0,4
90,16.0,18.0,1,10,4,21,3,9,4,5,1,4
97,18.0,17.0,1,13,5,36,1,9,4,1,0,5
97,18.0,17.0,1,13,5,36,1,9,4,1,1,5
98,19.0,17.0,1,13,5,38,8,9,4,2,0,5
98,19.0,17.0,1,13,5,38,8,9,4,2,1,5
90,16.0,18.0,1,12,0,31,3,9,4,5,0,4
90,16.0,18.0,1,12,0,31,3,9,4,5,1,4
91,16.0,18.0,1,12,0,32,9,9,4,3,0,4
91,16.0,18.0,1,12,0,32,9,9,4,3,1,4
92,17.0,18.0,1,3,0,33,11,9,4,3,0,3
92,17.0,18.0,1,3,0,33,11,9,4,3,1,3
90,11.0,18.0,1,10,0,31,3,9,4,5,0,4
90,11.0,18.0,1,10,0,31,3,9,4,5,1,4
91,11.0,18.0,1,4,0,32,9,9,4,3,0,4
91,11.0,18.0,1,4,0,32,9,9,4,3,1,4
90,16.0,18.0,1,2,0,21,5,9,4,5,0,2
90,16.0,18.0,1,2,0,21,5,9,4,5,1,2
90,16.0,18.0,1,12,0,21,3,9,4,5,0,4
90,16.0,18.0,1,12,0,21,3,9,4,5,1,4
90,11.0,18.0,1,10,0,21,5,9,4,5,0,2
90,11.0,18.0,1,10,0,21,5,9,4,5,1,2
90,11.0,18.0,1,10,0,21,3,9,4,5,0,4
90,11.0,18.0,1,10,0,21,3,9,4,5,1,4
92,17.0,16.0,1,3,0,33,11,9,4,3,0,3
92,17.0,16.0,1,3,0,33,11,9,4,3,1,3
93,17.0,16.0,1,0,1,34,6,9,4,0,0,3
93,17.0,16.0,1,0,1,34,6,9,4,0,1,3
95,18.0,16.0,1,10,1,35,0,9,4,0,0,0
95,18.0,16.0,1,10,1,35,0,9,4,0,1,0
91,11.0,15.0,1,4,0,32,9,9,4,3,0,4
91,11.0,15.0,1,4,0,32,9,9,4,3,1,4
92,12.0,16.0,1,4,0,33,11,9,4,3,0,3
92,12.0,16.0,1,4,0,33,11,9,4,3,1,3
90,16.0,15.0,1,12,0,21,3,9,4,5,0,4
90,16.0,15.0,1,12,0,21,3,9,4,5,1,4
91,16.0,15.0,1,12,0,22,9,9,4,3,0,4
91,16.0,15.0,1,12,0,22,9,9,4,3,1,4
92,17.0,16.0,1,3,0,23,11,9,4,3,0,3
92,17.0,16.0,1,3,0,23,11,9,4,3,1,3
90,11.0,15.0,1,10,0,21,3,9,4,5,0,4
90,11.0,15.0,1,10,0,21,3,9,4,5,1,4
91,11.0,15.0,1,4,0,22,9,9,4,3,0,4
91,11.0,15.0,1,4,0,22,9,9,4,3,1,4
80,12.0,16.0,1,12,4,24,9,9,4,3,0,4
80,12.0,16.0,1,12,4,24,9,9,4,3,1,4
81,13.0,16.0,1,3,4,26,11,9,4,3,0,3
81,13.0,16.0,1,3,4,26,11,9,4,3,1,3
82,14.0,17.0,1,0,4,28,6,9,4,0,0,3
82,14.0,17.0,1,0,4,28,6,9,4,0,1,3
84,15.0,17.0,1,10,5,30,0,9,4,0,0,0
84,15.0,17.0,1,10,5,30,0,9,4,0,1,0
84,16.0,18.0,1,10,5,32,2,9,4,0,0,1
84,16.0,18.0,1,10,5,32,2,9,4,0,1,1
85,17.0,18.0,1,4,5,34,10,9,4,1,0,1
85,17.0,18.0,1,4,5,34,10,9,4,1,1,1
86,18.0,19.0,1,13,5,36,1,9,4,1,0,5
86,18.0,19.0,1,13,5,36,1,9,4,1,1,5
87,19.0,19.0,1,13,5,38,8,9,4,2,0,5
87,19.0,19.0,1,13,5,38,8,9,4,2,1,5
81,17.0,18.0,1,3,0,33,11,9,4,3,0,3
81,17.0,18.0,1,3,0,33,11,9,4,3,1,3
82,17.0,18.0,1,0,1,34,6,9,4,0,0,3
82,17.0,18.0,1,0,1,34,6,9,4,0,1,3
84,18.0,19.0,1,10,1,35,0,9,4,0,0,0
84,18.0,19.0,1,10,1,35,0,9,4,0,1,0
80,11.0,18.0,1,4,0,32,9,9,4,3,0,4
80,11.0,18.0,1,4,0,32,9,9,4,3,1,4
81,12.0,18.0,1,4,0,33,11,9,4,3,0,3
81,12.0,18.0,1,4,0,33,11,9,4,3,1,3
79,16.0,18.0,1,12,0,21,3,9,4,5,0,4
79,16.0,18.0,1,12,0,21,3,9,4,5,1,4
80,16.0,18.0,1,12,0,22,9,9,4,3,0,4
80,16.0,18.0,1,12,0,22,9,9,4,3,1,4
81,17.0,18.0,1,3,0,23,11,9,4,3,0,3
81,17.0,18.0,1,3,0,23,11,9,4,3,1,3
79,11.0,18.0,1,10,0,21,3,9,4,5,0,4
79,11.0,18.0,1,10,0,21,3,9,4,5,1,4
80,11.0,18.0,1,4,0,22,9,9,4,3,0,4
80,11.0,18.0,1,4,0,22,9,9,4,3,1,4
84,16.0,16.0,1,10,1,32,2,9,4,0,0,1
84,16.0,16.0,1,10,1,32,2,9,4,0,1,1
85,17.0,17.0,1,4,2,34,10,9,4,1,0,1
85,17.0,17.0,1,4,2,34,10,9,4,1,1,1
86,18.0,17.0,1,13,2,36,1,9,4,1,0,5
86,18.0,17.0,1,13,2,36,1,9,4,1,1,5
87,19.0,17.0,1,13,2,38,8,9,4,2,0,5
87,19.0,17.0,1,13,2,38,8,9,4,2,1,5
92,18.0,16.0,1,6,5,36,2,9,4,0,0,1
92,18.0,16.0,1,6,5,36,2,9,4,0,1,1
93,18.0,17.0,1,6,5,37,10,9,4,1,0,1
93,18.0,17.0,1,6,5,37,10,9,4,1,1,1
93,19.0,17.0,1,6,5,38,1,9,4,1,0,5
93,19.0,17.0,1,6,5,38,1,9,4,1,1,5
94,19.0,17.0,1,5,5,39,8,9,4,2,0,5
94,19.0,17.0,1,5,5,39,8,9,4,2,1,5
94,19.0,17.0,1,15,5,39,8,9,4,2,0,5
94,19.0,17.0,1,15,5,39,8,9,4,2,1,5
87,19.0,19.0,1,6,5,38,8,9,4,2,0,5
87,19.0,19.0,1,6,5,38,8,9,4,2,1,5
79,16.0,15.0,1,7,0,31,5,9,4,5,0,2
79,16.0,15.0,1,7,0,31,5,9,4,5,1,2
90,0.0,18.0,1,2,4,21,5,9,3,5,0,2
90,0.0,18.0,1,2,4,21,5,9,3,5,1,2
90,0.0,18.0,1,12,4,22,3,9,3,5,0,4
90,0.0,18.0,1,12,4,22,3,9,3,5,1,4
91,1.0,18.0,1,12,4,24,9,9,3,3,0,4
91,1.0,18.0,1,12,4,24,9,9,3,3,1,4
92,2.0,18.0,1,3,4,26,11,9,3,3,0,3
92,2.0,18.0,1,3,4,26,11,9,3,3,1,3
93,3.0,18.0,1,0,4,28,6,9,3,0,0,3
93,3.0,18.0,1,0,4,28,6,9,3,0,1,3
95,4.0,19.0,1,10,5,30,0,9,3,0,0,0
95,4.0,19.0,1,10,5,30,0,9,3,0,1,0
93,1.0,16.0,1,12,4,34,6,9,3,0,0,3
93,1.0,16.0,1,12,4,34,6,9,3,0,1,3
95,2.0,16.0,1,3,5,35,0,9,3,0,0,0
95,2.0,16.0,1,3,5,35,0,9,3,0,1,0
95,2.0,16.0,1,3,5,36,2,9,3,0,0,1
95,2.0,16.0,1,3,5,36,2,9,3,0,1,1
96,2.0,17.0,1,3,5,37,10,9,3,1,0,1
96,2.0,17.0,1,3,5,37,10,9,3,1,1,1
97,3.0,17.0,1,3,5,38,1,9,3,1,0,5
97,3.0,17.0,1,3,5,38,1,9,3,1,1,5
98,3.0,17.0,1,0,5,39,8,9,3,2,0,5
98,3.0,17.0,1,0,5,39,8,9,3,2,1,5
96,7.0,17.0,1,3,5,27,10,9,3,1,0,1
96,7.0,17.0,1,3,5,27,10,9,3,1,1,1
97,8.0,17.0,1,3,5,28,1,9,3,1,0,5
97,8.0,17.0,1,3,5,28,1,9,3,1,1,5
98,8.0,17.0,1,0,5,29,8,9,3,2,0,5
98,8.0,17.0,1,0,5,29,8,9,3,2,1,5
90,0.0,15.0,1,12,4,21,3,9,3,5,0,4
90,0.0,15.0,1,12,4,21,3,9,3,5,1,4
91,0.0,15.0,1,12,4,22,9,9,3,3,0,4
91,0.0,15.0,1,12,4,22,9,9,3,3,1,4
92,1.0,16.0,1,3,4,23,11,9,3,3,0,3
92,1.0,16.0,1,3,4,23,11,9,3,3,1,3
96,2.0,17.0,1,4,5,27,10,9,3,1,0,1
96,2.0,17.0,1,4,5,27,10,9,3,1,1,1
97,3.0,17.0,1,13,5,28,1,9,3,1,0,5
97,3.0,17.0,1,13,5,28,1,9,3,1,1,5
98,3.0,17.0,1,13,5,29,8,9,3,2,0,5
98,3.0,17.0,1,13,5,29,8,9,3,2,1,5
97,8.0,19.0,1,3,2,38,1,9,3,1,0,5
97,8.0,19.0,1,3,2,38,1,9,3,1,1,5
98,8.0,19.0,1,0,2,39,8,9,3,2,0,5
98,8.0,19.0,1,0,2,39,8,9,3,2,1,5
95,2.0,19.0,1,10,1,36,2,9,3,0,0,1
95,2.0,19.0,1,10,1,36,2,9,3,0,1,1
96,2.0,19.0,1,4,2,37,10,9,3,1,0,1
96,2.0,19.0,1,4,2,37,10,9,3,1,1,1
97,3.0,19.0,1,13,2,38,1,9,3,1,0,5
97,3.0,19.0,1,13,2,38,1,9,3,1,1,5
95,7.0,19.0,1,3,1,26,2,9,3,0,0,1
95,7.0,19.0,1,3,1,26,2,9,3,0,1,1
96,7.0,19.0,1,3,2,27,10,9,3,1,0,1
96,7.0,19.0,1,3,2,27,10,9,3,1,1,1
97,8.0,19.0,1,3,2,28,1,9,3,1,0,5
97,8.0,19.0,1,3,2,28,1,9,3,1,1,5
93,1.0,18.0,1,0,1,24,6,9,3,0,0,3
93,1.0,18.0,1,0,1,24,6,9,3,0,1,3
95,2.0,19.0,1,10,1,25,0,9,3,0,0,0
95,2.0,19.0,1,10,1,25,0,9,3,0,1,0
95,2.0,19.0,1,10,1,26,2,9,3,0,0,1
95,2.0,19.0,1,10,1,26,2,9,3,0,1,1
96,2.0,19.0,1,4,2,27,10,9,3,1,0,1
96,2.0,19.0,1,4,2,27,10,9,3,1,1,1
95,2.0,16.0,1,3,1,35,0,9,3,0,0,0
95,2.0,16.0,1,3,1,35,0,9,3,0,1,0
95,2.0,16.0,1,3,1,36,2,9,3,0,0,1
95,2.0,16.0,1,3,1,36,2,9,3,0,1,1
97,8.0,17.0,1,3,2,28,1,9,3,1,0,5
97,8.0,17.0,1,3,2,28,1,9,3,1,1,5
98,8.0,17.0,1,0,2,29,8,9,3,2,0,5
98,8.0,17.0,1,0,2,29,8,9,3,2,1,5
95,2.0,16.0,1,10,1,26,2,9,3,0,0,1
95,2.0,16.0,1,10,1,26,2,9,3,0,1,1
96,2.0,17.0,1,4,2,27,10,9,3,1,0,1
96,2.0,17.0,1,4,2,27,10,9,3,1,1,1
97,3.0,17.0,1,13,2,28,1,9,3,1,0,5
97,3.0,17.0,1,13,2,28,1,9,3,1,1,5
87,3.0,19.0,1,0,5,39,8,9,3,2,0,5
87,3.0,19.0,1,0,5,39,8,9,3,2,1,5
85,7.0,19.0,1,3,5,27,10,9,3,1,0,1
85,7.0,19.0,1,3,5,27,10,9,3,1,1,1
86,8.0,19.0,1,3,5,28,1,9,3,1,0,5
86,8.0,19.0,1,3,5,28,1,9,3,1,1,5
87,8.0,19.0,1,0,5,29,8,9,3,2,0,5
87,8.0,19.0,1,0,5,29,8,9,3,2,1,5
82,1.0,18.0,1,0,4,24,6,9,3,0,0,3
82,1.0,18.0,1,0,4,24,6,9,3,0,1,3
84,2.0,19.0,1,10,5,25,0,9,3,0,0,0
84,2.0,19.0,1,10,5,25,0,9,3,0,1,0
84,2.0,19.0,1,10,5,26,2,9,3,0,0,1
84,2.0,19.0,1,10,5,26,2,9,3,0,1,1
85,2.0,19.0,1,4,5,27,10,9,3,1,0,1
85,2.0,19.0,1,4,5,27,10,9,3,1,1,1
86,3.0,19.0,1,13,5,28,1,9,3,1,0,5
86,3.0,19.0,1,13,5,28,1,9,3,1,1,5
87,3.0,19.0,1,13,5,29,8,9,3,2,0,5
87,3.0,19.0,1,13,5,29,8,9,3,2,1,5
87,3.0,17.0,1,0,5,29,8,9,3,2,0,5
87,3.0,17.0,1,0,5,29,8,9,3,2,1,5
84,2.0,19.0,1,3,1,36,2,9,3,0,0,1
84,2.0,19.0,1,3,1,36,2,9,3,0,1,1
86,8.0,19.0,1,3,2,28,1,9,3,1,0,5
86,8.0,19.0,1,3,2,28,1,9,3,1,1,5
87,8.0,19.0,1,0,2,29,8,9,3,2,0,5
87,8.0,19.0,1,0,2,29,8,9,3,2,1,5
84,2.0,19.0,1,10,1,26,2,9,3,0,0,1
84,2.0,19.0,1,10,1,26,2,9,3,0,1,1
85,2.0,19.0,1,4,2,27,10,9,3,1,0,1
85,2.0,19.0,1,4,2,27,10,9,3,1,1,1
86,3.0,19.0,1,13,2,28,1,9,3,1,0,5
86,3.0,19.0,1,13,2,28,1,9,3,1,1,5
87,2.0,16.0,1,3,1,25,0,9,3,0,0,0
87,2.0,16.0,1,3,1,25,0,9,3,0,1,0
87,2.0,16.0,1,3,1,26,2,9,3,0,0,1
87,2.0,16.0,1,3,1,26,2,9,3,0,1,1
82,2.0,17.0,1,3,2,27,10,9,3,1,0,1
82,2.0,17.0,1,3,2,27,10,9,3,1,1,1
82,3.0,17.0,1,3,2,28,1,9,3,1,0,5
82,3.0,17.0,1,3,2,28,1,9,3,1,1,5
83,3.0,17.0,1,0,2,29,8,9,3,2,0,5
83,3.0,17.0,1,0,2,29,8,9,3,2,1,5
90,5.0,18.0,1,7,4,31,3,9,3,5,0,4
90,5.0,18.0,1,7,4,31,3,9,3,5,1,4
90,5.0,18.0,1,7,4,21,5,9,3,5,0,2
90,5.0,18.0,1,7,4,21,5,9,3,5,1,2
96,6.0,17.0,1,8,5,34,10,9,3,1,0,1
96,6.0,17.0,1,8,5,34,10,9,3,1,1,1
97,7.0,17.0,1,6,5,36,1,9,3,1,0,5
97,7.0,17.0,1,6,5,36,1,9,3,1,1,5
98,8.0,17.0,1,6,5,38,8,9,3,2,0,5
98,8.0,17.0,1,6,5,38,8,9,3,2,1,5
90,5.0,18.0,1,16,0,31,5,9,3,5,0,2
90,5.0,18.0,1,16,0,31,5,9,3,5,1,2
90,5.0,18.0,1,1,0,31,3,9,3,5,0,4
90,5.0,18.0,1,1,0,31,3,9,3,5,1,4
90,0.0,18.0,1,7,0,31,5,9,3,5,0,2
90,0.0,18.0,1,7,0,31,5,9,3,5,1,2
90,0.0,18.0,1,7,0,31,3,9,3,5,0,4
90,0.0,18.0,1,7,0,31,3,9,3,5,1,4
90,5.0,18.0,1,16,0,21,5,9,3,5,0,2
90,5.0,18.0,1,16,0,21,5,9,3,5,1,2
90,0.0,18.0,1,7,0,21,5,9,3,5,0,2
90,0.0,18.0,1,7,0,21,5,9,3,5,1,2
90,5.0,15.0,1,1,0,31,3,9,3,5,0,4
90,5.0,15.0,1,1,0,31,3,9,3,5,1,4
91,5.0,15.0,1,1,0,32,9,9,3,3,0,4
91,5.0,15.0,1,1,0,32,9,9,3,3,1,4
92,6.0,16.0,1,11,0,33,11,9,3,3,0,3
92,6.0,16.0,1,11,0,33,11,9,3,3,1,3
90,0.0,15.0,1,7,0,31,3,9,3,5,0,4
90,0.0,15.0,1,7,0,31,3,9,3,5,1,4
91,0.0,15.0,1,8,0,32,9,9,3,3,0,4
91,0.0,15.0,1,8,0,32,9,9,3,3,1,4
90,5.0,15.0,1,16,0,21,5,9,3,5,0,2
90,5.0,15.0,1,16,0,21,5,9,3,5,1,2
90,5.0,15.0,1,1,0,21,3,9,3,5,0,4
90,5.0,15.0,1,1,0,21,3,9,3,5,1,4
90,0.0,15.0,0,7,0,21,5,9,3,5,0,2
90,0.0,15.0,0,7,0,21,5,9,3,5,1,2
90,0.0,15.0,0,7,0,21,3,9,3,5,0,4
90,0.0,15.0,0,7,0,21,3,9,3,5,1,4
79,0.0,15.0,1,1,4,22,3,9,3,5,0,4
79,0.0,15.0,1,1,4,22,3,9,3,5,1,4
80,1.0,16.0,1,1,4,24,9,9,3,3,0,4
80,1.0,16.0,1,1,4,24,9,9,3,3,1,4
81,2.0,16.0,1,11,4,26,11,9,3,3,0,3
81,2.0,16.0,1,11,4,26,11,9,3,3,1,3
82,3.0,17.0,1,15,4,28,6,9,3,0,0,3
82,3.0,17.0,1,15,4,28,6,9,3,0,1,3
84,4.0,17.0,1,7,5,30,0,9,3,0,0,0
84,4.0,17.0,1,7,5,30,0,9,3,0,1,0
84,5.0,18.0,1,7,5,32,2,9,3,0,0,1
84,5.0,18.0,1,7,5,32,2,9,3,0,1,1
85,6.0,18.0,1,8,5,34,10,9,3,1,0,1
85,6.0,18.0,1,8,5,34,10,9,3,1,1,1
86,7.0,19.0,1,6,5,36,1,9,3,1,0,5
86,7.0,19.0,1,6,5,36,1,9,3,1,1,5
79,5.0,18.0,1,1,0,31,3,9,3,5,0,4
